------Generation 0------
Rule  1: c3b991212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 57: 553721d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d13222d11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 11411111b, Class:  0, CF:0.83804, Len:  9, Fitness_tra: 0
Rule 60: 116d328b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 852137814, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 11b114d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 64: 1115d4842, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: c298521bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c211571b1, Class:  0, CF:0.917181, Len:  9, Fitness_tra: 0
Rule 67: 151512212, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 70: 111851522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 121c51177, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5514511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1138d7c77, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 1212d7c24, Class:  0, CF:0.997801, Len:  9, Fitness_tra: 0
Rule 75: 519811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111111212, Class:  0, CF:0.821121, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 78: 15415414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 111117111, Class:  0, CF:0.839509, Len:  9, Fitness_tra: 0
Rule 80: 58685152b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 83: 5151511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 85: 114117147, Class:  0, CF:0.832781, Len:  9, Fitness_tra: 0
Rule 86: 42923b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1115d282b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 81e112212, Class:  0, CF:0.186917, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 90: 2d9814824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12e124274, Class:  0, CF:0.251762, Len:  9, Fitness_tra: 0
Rule 92: c59812171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 5512171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 95: 881111c7b, Class:  0, CF:0.847067, Len:  9, Fitness_tra: 0
Rule 96: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 97: c12d14552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11e1d1242, Class:  0, CF:0.506425, Len:  9, Fitness_tra: 0
Rule 99: c19854117, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule100: c5bd318d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.29016
------Result------
Miss_rate(tra)	:8.29016
Miss_rate(tst)	:4.7619
ARL				:5.48571

------Generation 80------
Rule  1: c3b991212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 152
Rule  3: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule  4: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: c23111241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 81b137814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 2d35d18b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 88b2111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 183511127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 10: 5c0000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 12: 151111827, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 853152cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111111112, Class:  0, CF:0.787891, Len:  9, Fitness_tra: 0
Rule 15: 11315487b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 16: c811171b4, Class:  0, CF:0.819323, Len:  9, Fitness_tra: 0
Rule 17: 11155b111, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 19: 183c31247, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 812e3b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 821811121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 23: 8c3512172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 26: 881112241, Class:  0, CF:0.998837, Len:  9, Fitness_tra: 0
Rule 27: c5ec1781b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28ec11844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18315214c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21d1d42b1, Class:  0, CF:0.956767, Len:  9, Fitness_tra: 0
Rule 31: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 33: c131d2121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1148d2577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 511157317, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18321b2bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 37: c83831414, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 39: 12b111317, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 41: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 42: 13191b151, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 44: 2d73521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c191d1117, Class:  0, CF:0.8967, Len:  9, Fitness_tra: 0
Rule 46: c1e83b81b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1538d7c1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000020000, Class:  0, CF:0.850886, Len:  1, Fitness_tra: 0
Rule 49: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 3
Rule 50: 521894274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 851d11142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 53: 151151111, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 54: 25181424c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: c89857841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 57: 553721d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d13222d11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 11411111b, Class:  0, CF:0.83804, Len:  9, Fitness_tra: 0
Rule 60: 116d328b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 852137814, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 11b114d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 64: 1115d4842, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: c298521bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c211571b1, Class:  0, CF:0.917181, Len:  9, Fitness_tra: 0
Rule 67: 151512212, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 70: 111851522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 121c51177, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5514511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1138d7c77, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 1212d7c24, Class:  0, CF:0.997801, Len:  9, Fitness_tra: 0
Rule 75: 519811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111111212, Class:  0, CF:0.821121, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 78: 15415414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 111117111, Class:  0, CF:0.839509, Len:  9, Fitness_tra: 0
Rule 80: 58685152b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 83: 5151511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 85: 114117147, Class:  0, CF:0.832781, Len:  9, Fitness_tra: 0
Rule 86: 42923b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1115d282b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 81e112212, Class:  0, CF:0.186917, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 90: 2d9814824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12e124274, Class:  0, CF:0.251762, Len:  9, Fitness_tra: 0
Rule 92: c59812171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 5512171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 95: 881111c7b, Class:  0, CF:0.847067, Len:  9, Fitness_tra: 0
Rule 96: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 97: c12d14552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11e1d1242, Class:  0, CF:0.506425, Len:  9, Fitness_tra: 0
Rule 99: c19854117, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule100: c5bd318d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.29016
------Result------
Miss_rate(tra)	:8.29016
Miss_rate(tst)	:4.7619
ARL				:5.48571

------Generation 90------
Rule  1: c3b991212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 152
Rule  3: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule  4: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: c23111241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 81b137814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 2d35d18b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 88b2111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 183511127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 10: 5c0000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 12: 151111827, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 853152cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111111112, Class:  0, CF:0.787891, Len:  9, Fitness_tra: 0
Rule 15: 11315487b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 16: c811171b4, Class:  0, CF:0.819323, Len:  9, Fitness_tra: 0
Rule 17: 11155b111, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 19: 183c31247, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 812e3b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 821811121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 23: 8c3512172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 26: 881112241, Class:  0, CF:0.998837, Len:  9, Fitness_tra: 0
Rule 27: c5ec1781b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28ec11844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18315214c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21d1d42b1, Class:  0, CF:0.956767, Len:  9, Fitness_tra: 0
Rule 31: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 33: c131d2121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1148d2577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 511157317, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18321b2bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 37: c83831414, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 39: 12b111317, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 41: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 42: 13191b151, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 44: 2d73521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c191d1117, Class:  0, CF:0.8967, Len:  9, Fitness_tra: 0
Rule 46: c1e83b81b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1538d7c1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000020000, Class:  0, CF:0.850886, Len:  1, Fitness_tra: 0
Rule 49: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 3
Rule 50: 521894274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 851d11142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 53: 151151111, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 54: 25181424c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: c89857841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 57: 553721d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d13222d11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 11411111b, Class:  0, CF:0.83804, Len:  9, Fitness_tra: 0
Rule 60: 116d328b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 852137814, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 11b114d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 64: 1115d4842, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: c298521bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c211571b1, Class:  0, CF:0.917181, Len:  9, Fitness_tra: 0
Rule 67: 151512212, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 70: 111851522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 121c51177, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5514511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1138d7c77, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 1212d7c24, Class:  0, CF:0.997801, Len:  9, Fitness_tra: 0
Rule 75: 519811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111111212, Class:  0, CF:0.821121, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 78: 15415414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 111117111, Class:  0, CF:0.839509, Len:  9, Fitness_tra: 0
Rule 80: 58685152b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 83: 5151511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 85: 114117147, Class:  0, CF:0.832781, Len:  9, Fitness_tra: 0
Rule 86: 42923b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1115d282b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 81e112212, Class:  0, CF:0.186917, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 90: 2d9814824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12e124274, Class:  0, CF:0.251762, Len:  9, Fitness_tra: 0
Rule 92: c59812171, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 5512171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 95: 881111c7b, Class:  0, CF:0.847067, Len:  9, Fitness_tra: 0
Rule 96: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 97: c12d14552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11e1d1242, Class:  0, CF:0.506425, Len:  9, Fitness_tra: 0
Rule 99: c19854117, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule100: c5bd318d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:8.29016
------Result------
Miss_rate(tra)	:8.29016
Miss_rate(tst)	:4.7619
ARL				:5.48571

------Generation 100------
Rule  1: c3b991212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 152
Rule  3: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule  4: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: c23111241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  6: 81b137814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 2d35d18b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 88b2111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 183511127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 10: 5c0000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 12: 151111827, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 853152cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111111112, Class:  0, CF:0.787891, Len:  9, Fitness_tra: 0
Rule 15: 11315487b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 16: c811171b4, Class:  0, CF:0.819323, Len:  9, Fitness_tra: 0
Rule 17: 11155b111, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 19: 183c31247, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 812e3b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 821811121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 23: 8c3512172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 26: 881112241, Class:  0, CF:0.998837, Len:  9, Fitness_tra: 0
Rule 27: c5ec1781b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28ec11844, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18315214c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21d1d42b1, Class:  0, CF:0.956767, Len:  9, Fitness_tra: 0
Rule 31: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 33: c131d2121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1148d2577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 511157317, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18321b2bb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 37: c83831414, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 500020000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 39: 12b111317, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 41: 000d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 42: 13191b151, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 44: 2d73521c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c191d1117, Class:  0, CF:0.8967, Len:  9, Fitness_tra: 0
Rule 46: c1e83b81b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1538d7c1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000020000, Class:  0, CF:0.850886, Len:  1, Fitness_tra: 0
Rule 49: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 3
Rule 50: 521894274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 851d11142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 53: 151151111, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 54: 25181424c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: c89857841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  0, CF:0.872748, Len:  1, Fitness_tra: 0
Rule 57: 553721d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d13222d11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 11411111b, Class:  0, CF:0.83804, Len:  9, Fitness_tra: 0
Rule 60: 116d328b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 852137814, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 11b114d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 64: 1115d4842, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: c298521bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c211571b1, Class:  0, CF:0.917181, Len:  9, Fitness_tra: 0
Rule 67: 151512212, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 70: 111851522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 121c51177, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5514511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1138d7c77, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 1212d7c24, Class:  0, CF:0.997801, Len:  9, Fitness_tra: 0
Rule 75: 519811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111111212, Class:  0, CF:0.821121, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 78: 15415414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 111117111, Class:  0, CF:0.839509, Len:  9, Fitness_tra: 0
Rule 80: 58685152b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000030000, Class:  0, CF:0.795387, Len:  1, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:0.834197, Len:  0, Fitness_tra: 0
Rule 83: 5151511b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
