------Generation 0------
Rule  1: 1551222d2111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.934884, Len: 13, Fitness_tra: 0
Rule 19: 1111112111111, Class:  1, CF:0.383964, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.994342, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.264719, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987855, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.520205, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.561144, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.879314, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12311131111d1, Class:  1, CF:0.986979, Len: 13, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.669704, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.902027, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.303944, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.741762, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.970064, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.987336, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.989628, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.134816, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.660791, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.343415, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.23597, Len: 13, Fitness_tra: 0
Rule 49: 1211211112131, Class:  2, CF:0.957295, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.927168, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1150118100d50, Class:  1, CF:0.017662, Len:  9, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.378564, Len: 13, Fitness_tra: 0
Rule 59: 00d00070c0405, Class:  0, CF:0.995459, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.682583, Len: 13, Fitness_tra: 0
Rule 62: 8000000030002, Class:  2, CF:0.0989503, Len:  3, Fitness_tra: 0
Rule 63: 1111118122511, Class:  1, CF:0.358941, Len: 13, Fitness_tra: 0
Rule 64: 5115112111211, Class:  1, CF:0.704052, Len: 13, Fitness_tra: 0
Rule 65: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 825141c512511, Class:  0, CF:0.856072, Len: 13, Fitness_tra: 0
Rule 70: 0000807040000, Class:  0, CF:0.162683, Len:  3, Fitness_tra: 0
Rule 71: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 32515d5b1e181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.587488, Len: 13, Fitness_tra: 0
Rule 74: 1c11151151611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.60641, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.940581, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.532857, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  0, CF:0.049995, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1151522111111, Class:  0, CF:0.422258, Len: 13, Fitness_tra: 0
Rule 82: 2000000004007, Class:  2, CF:0.151798, Len:  3, Fitness_tra: 6
Rule 83: 1111215112194, Class:  0, CF:0.982221, Len: 13, Fitness_tra: 0
Rule 84: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111512b312242, Class:  1, CF:0.957179, Len: 13, Fitness_tra: 0
Rule 86: 1111111112551, Class:  1, CF:0.862463, Len: 13, Fitness_tra: 0
Rule 87: 0000000004004, Class:  0, CF:0.035515, Len:  2, Fitness_tra: 0
Rule 88: 2000000030002, Class:  2, CF:0.0477309, Len:  3, Fitness_tra: 0
Rule 89: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2111155112194, Class:  0, CF:0.98507, Len: 13, Fitness_tra: 0
Rule 91: 21511b111211d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 821511412c212, Class:  2, CF:0.296565, Len: 13, Fitness_tra: 0
Rule 93: d1c1121189113, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 121111d150911, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 1211202114150, Class:  0, CF:0.756446, Len: 11, Fitness_tra: 0
Rule 96: 5d008040c0000, Class:  0, CF:0.975789, Len:  5, Fitness_tra: 0
Rule 97: 001081b043505, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 1130122181111, Class:  1, CF:0.760948, Len: 12, Fitness_tra: 0
Rule 99: 00008b40c0070, Class:  2, CF:0.548528, Len:  5, Fitness_tra: 0
Rule100: c155227110198, Class:  1, CF:0.874176, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.9718
------Result------
Miss_rate(tra)	:11.9718
Miss_rate(tst)	:22.2222
ARL				:10.443

------Generation 90------
Rule  1: 0000007000000, Class:  1, CF:0.0703449, Len:  1, Fitness_tra: 36
Rule  2: 0000008004000, Class:  0, CF:0.760018, Len:  2, Fitness_tra: 32
Rule  3: 8000000004007, Class:  2, CF:0.252218, Len:  3, Fitness_tra: 24
Rule  4: 00008040c0000, Class:  0, CF:0.778977, Len:  3, Fitness_tra: 3
Rule  5: 000000c000500, Class:  1, CF:0.287822, Len:  2, Fitness_tra: 3
Rule  6: 02080310002b0, Class:  2, CF:0.759934, Len:  6, Fitness_tra: 1
Rule  7: 000080b040000, Class:  2, CF:0.434483, Len:  3, Fitness_tra: 1
Rule  8: 0000000055012, Class:  2, CF:0.763296, Len:  4, Fitness_tra: 1
Rule  9: 0052209010001, Class:  1, CF:0.990033, Len:  6, Fitness_tra: 1
Rule 10: 000d000000092, Class:  1, CF:0.221363, Len:  3, Fitness_tra: 0
Rule 11: 2151151112111, Class:  0, CF:0.240652, Len: 13, Fitness_tra: 0
Rule 12: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1111111222111, Class:  2, CF:0.583545, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.672905, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.934884, Len: 13, Fitness_tra: 0
Rule 19: 1111112111111, Class:  1, CF:0.383964, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.994342, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.264719, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987855, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.520205, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.561144, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.879314, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12311131111d1, Class:  1, CF:0.986979, Len: 13, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.669704, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.902027, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.303944, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.741762, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.970064, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.987336, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.989628, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.134816, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.660791, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.343415, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.23597, Len: 13, Fitness_tra: 0
Rule 49: 1211211112131, Class:  2, CF:0.957295, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.927168, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1150118100d50, Class:  1, CF:0.017662, Len:  9, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.378564, Len: 13, Fitness_tra: 0
Rule 59: 00d00070c0405, Class:  0, CF:0.995459, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.682583, Len: 13, Fitness_tra: 0
Rule 62: 8000000030002, Class:  2, CF:0.0989503, Len:  3, Fitness_tra: 0
Rule 63: 1111118122511, Class:  1, CF:0.358941, Len: 13, Fitness_tra: 0
Rule 64: 5115112111211, Class:  1, CF:0.704052, Len: 13, Fitness_tra: 0
Rule 65: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 825141c512511, Class:  0, CF:0.856072, Len: 13, Fitness_tra: 0
Rule 70: 0000807040000, Class:  0, CF:0.162683, Len:  3, Fitness_tra: 0
Rule 71: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 32515d5b1e181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.587488, Len: 13, Fitness_tra: 0
Rule 74: 1c11151151611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.60641, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.940581, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.532857, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  0, CF:0.049995, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1151522111111, Class:  0, CF:0.422258, Len: 13, Fitness_tra: 0
Rule 82: 2000000004007, Class:  2, CF:0.151798, Len:  3, Fitness_tra: 6
Rule 83: 1111215112194, Class:  0, CF:0.982221, Len: 13, Fitness_tra: 0
Rule 84: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111512b312242, Class:  1, CF:0.957179, Len: 13, Fitness_tra: 0
Rule 86: 1111111112551, Class:  1, CF:0.862463, Len: 13, Fitness_tra: 0
Rule 87: 0000000004004, Class:  0, CF:0.035515, Len:  2, Fitness_tra: 0
Rule 88: 2000000030002, Class:  2, CF:0.0477309, Len:  3, Fitness_tra: 0
Rule 89: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2111155112194, Class:  0, CF:0.98507, Len: 13, Fitness_tra: 0
Rule 91: 21511b111211d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 821511412c212, Class:  2, CF:0.296565, Len: 13, Fitness_tra: 0
Rule 93: d1c1121189113, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 121111d150911, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 1211202114150, Class:  0, CF:0.756446, Len: 11, Fitness_tra: 0
Rule 96: 5d008040c0000, Class:  0, CF:0.975789, Len:  5, Fitness_tra: 0
Rule 97: 001081b043505, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 1130122181111, Class:  1, CF:0.760948, Len: 12, Fitness_tra: 0
Rule 99: 00008b40c0070, Class:  2, CF:0.548528, Len:  5, Fitness_tra: 0
Rule100: c155227110198, Class:  1, CF:0.874176, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.9718
------Result------
Miss_rate(tra)	:11.9718
Miss_rate(tst)	:22.2222
ARL				:10.443

------Generation 100------
Rule  1: 0000007000000, Class:  1, CF:0.0703449, Len:  1, Fitness_tra: 36
Rule  2: 0000008004000, Class:  0, CF:0.760018, Len:  2, Fitness_tra: 32
Rule  3: 8000000004007, Class:  2, CF:0.252218, Len:  3, Fitness_tra: 24
Rule  4: 00008040c0000, Class:  0, CF:0.778977, Len:  3, Fitness_tra: 3
Rule  5: 000000c000500, Class:  1, CF:0.287822, Len:  2, Fitness_tra: 3
Rule  6: 02080310002b0, Class:  2, CF:0.759934, Len:  6, Fitness_tra: 1
Rule  7: 000080b040000, Class:  2, CF:0.434483, Len:  3, Fitness_tra: 1
Rule  8: 0000000055012, Class:  2, CF:0.763296, Len:  4, Fitness_tra: 1
Rule  9: 0052209010001, Class:  1, CF:0.990033, Len:  6, Fitness_tra: 1
Rule 10: 000d000000092, Class:  1, CF:0.221363, Len:  3, Fitness_tra: 0
Rule 11: 2151151112111, Class:  0, CF:0.240652, Len: 13, Fitness_tra: 0
Rule 12: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1111111222111, Class:  2, CF:0.583545, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.672905, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.934884, Len: 13, Fitness_tra: 0
Rule 19: 1111112111111, Class:  1, CF:0.383964, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.994342, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.264719, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987855, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.520205, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.561144, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.879314, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12311131111d1, Class:  1, CF:0.986979, Len: 13, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.669704, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.902027, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.303944, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.741762, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.970064, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.987336, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.989628, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.134816, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.660791, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.343415, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.23597, Len: 13, Fitness_tra: 0
Rule 49: 1211211112131, Class:  2, CF:0.957295, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.927168, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1150118100d50, Class:  1, CF:0.017662, Len:  9, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.378564, Len: 13, Fitness_tra: 0
Rule 59: 00d00070c0405, Class:  0, CF:0.995459, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.682583, Len: 13, Fitness_tra: 0
Rule 62: 8000000030002, Class:  2, CF:0.0989503, Len:  3, Fitness_tra: 0
Rule 63: 1111118122511, Class:  1, CF:0.358941, Len: 13, Fitness_tra: 0
Rule 64: 5115112111211, Class:  1, CF:0.704052, Len: 13, Fitness_tra: 0
Rule 65: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 825141c512511, Class:  0, CF:0.856072, Len: 13, Fitness_tra: 0
Rule 70: 0000807040000, Class:  0, CF:0.162683, Len:  3, Fitness_tra: 0
Rule 71: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 32515d5b1e181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.587488, Len: 13, Fitness_tra: 0
Rule 74: 1c11151151611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.60641, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.940581, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.532857, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  0, CF:0.049995, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1151522111111, Class:  0, CF:0.422258, Len: 13, Fitness_tra: 0
Rule 82: 2000000004007, Class:  2, CF:0.151798, Len:  3, Fitness_tra: 6
Rule 83: 1111215112194, Class:  0, CF:0.982221, Len: 13, Fitness_tra: 0
Rule 84: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111512b312242, Class:  1, CF:0.957179, Len: 13, Fitness_tra: 0
Rule 86: 1111111112551, Class:  1, CF:0.862463, Len: 13, Fitness_tra: 0
Rule 87: 0000000004004, Class:  0, CF:0.035515, Len:  2, Fitness_tra: 0
Rule 88: 2000000030002, Class:  2, CF:0.0477309, Len:  3, Fitness_tra: 0
Rule 89: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2111155112194, Class:  0, CF:0.98507, Len: 13, Fitness_tra: 0
Rule 91: 21511b111211d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 821511412c212, Class:  2, CF:0.296565, Len: 13, Fitness_tra: 0
Rule 93: d1c1121189113, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 121111d150911, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 95: 1211202114150, Class:  0, CF:0.756446, Len: 11, Fitness_tra: 0
Rule 96: 5d008040c0000, Class:  0, CF:0.975789, Len:  5, Fitness_tra: 0
Rule 97: 001081b043505, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 1130122181111, Class:  1, CF:0.760948, Len: 12, Fitness_tra: 0
Rule 99: 00008b40c0070, Class:  2, CF:0.548528, Len:  5, Fitness_tra: 0
Rule100: c155227110198, Class:  1, CF:0.874176, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.9718
------Result------
Miss_rate(tra)	:11.9718
Miss_rate(tst)	:22.2222
ARL				:10.443

------Generation 200------
Rule  1: 0000007000000, Class:  1, CF:0.0703449, Len:  1, Fitness_tra: 34
Rule  2: 0000008004000, Class:  0, CF:0.760018, Len:  2, Fitness_tra: 32
Rule  3: 8000000004007, Class:  2, CF:0.252218, Len:  3, Fitness_tra: 24
Rule  4: 2000000004007, Class:  2, CF:0.151798, Len:  3, Fitness_tra: 6
Rule  5: 00008040c0000, Class:  0, CF:0.778977, Len:  3, Fitness_tra: 3
Rule  6: 000000c000500, Class:  1, CF:0.287822, Len:  2, Fitness_tra: 3
Rule  7: 02080310002b0, Class:  2, CF:0.759934, Len:  6, Fitness_tra: 0
Rule  8: 0000000055012, Class:  2, CF:0.763296, Len:  4, Fitness_tra: 1
Rule  9: 0052209010001, Class:  1, CF:0.990033, Len:  6, Fitness_tra: 1
Rule 10: 000080b040000, Class:  2, CF:0.434483, Len:  3, Fitness_tra: 1
Rule 11: 000d000000092, Class:  1, CF:0.221363, Len:  3, Fitness_tra: 0
Rule 12: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1111111222111, Class:  2, CF:0.583545, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.672905, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.934884, Len: 13, Fitness_tra: 0
Rule 19: 1111112111111, Class:  1, CF:0.383964, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.994342, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.264719, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987855, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.520205, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.561144, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.879314, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12311131111d1, Class:  1, CF:0.986979, Len: 13, Fitness_tra: 0
