------Generation 0------
Rule  1: c25521c122184, Class:  1, CF:0.339463, Len: 13, Fitness_tra: 0
Rule 50: 2151115112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 2455211514112, Class:  2, CF:0.997388, Len: 13, Fitness_tra: 0
Rule 52: 1151112512111, Class:  1, CF:0.0521914, Len: 13, Fitness_tra: 0
Rule 53: 515d18b121141, Class:  2, CF:0.799611, Len: 13, Fitness_tra: 0
Rule 54: 15558c1111422, Class:  2, CF:0.575211, Len: 13, Fitness_tra: 0
Rule 55: 000000b0c0008, Class:  0, CF:0.709699, Len:  3, Fitness_tra: 0
Rule 56: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211125d112112, Class:  0, CF:0.995084, Len: 13, Fitness_tra: 0
Rule 58: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 8111111152112, Class:  0, CF:0.639404, Len: 13, Fitness_tra: 0
Rule 62: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511511b311111, Class:  2, CF:0.192035, Len: 13, Fitness_tra: 0
Rule 64: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8151118211512, Class:  0, CF:0.985959, Len: 13, Fitness_tra: 0
Rule 66: 2181111254594, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 116111b32211c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 511211d582515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 1115111112112, Class:  2, CF:0.881907, Len: 13, Fitness_tra: 0
Rule 70: cc15112121151, Class:  1, CF:0.942944, Len: 13, Fitness_tra: 0
Rule 71: 1111124521122, Class:  1, CF:0.205426, Len: 13, Fitness_tra: 0
Rule 72: 0700400000d54, Class:  0, CF:0.285779, Len:  5, Fitness_tra: 0
Rule 73: 1111251821112, Class:  0, CF:0.624848, Len: 13, Fitness_tra: 0
Rule 74: 1c11155122811, Class:  1, CF:0.507117, Len: 13, Fitness_tra: 0
Rule 75: 5251151188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1311c1b31112c, Class:  0, CF:0.317274, Len: 13, Fitness_tra: 0
Rule 77: 22111182215e1, Class:  0, CF:0.990382, Len: 13, Fitness_tra: 0
Rule 78: 111c111c15119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: e000804e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1155112111212, Class:  1, CF:0.484037, Len: 13, Fitness_tra: 0
Rule 81: 5255252811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 000070c050000, Class:  1, CF:0.0545673, Len:  0, Fitness_tra: 0
Rule 83: 8111151114c91, Class:  0, CF:0.844455, Len: 13, Fitness_tra: 0
Rule 84: 1185182112111, Class:  2, CF:0.158559, Len: 13, Fitness_tra: 0
Rule 85: 000fe60000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1511212111252, Class:  0, CF:0.724711, Len: 13, Fitness_tra: 0
Rule 87: c000000007500, Class:  1, CF:0.415166, Len:  0, Fitness_tra: 0
Rule 88: 1251212812111, Class:  2, CF:0.47323, Len: 13, Fitness_tra: 0
Rule 89: 2111151214511, Class:  0, CF:0.42597, Len: 13, Fitness_tra: 0
Rule 90: 1111151517112, Class:  1, CF:0.386185, Len: 13, Fitness_tra: 0
Rule 91: 031d000701001, Class:  1, CF:0.584923, Len:  6, Fitness_tra: 3
Rule 92: 211121d812533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1711227121211, Class:  1, CF:0.687373, Len: 13, Fitness_tra: 0
Rule 94: 31112532125aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 001d027023208, Class:  0, CF:0.984867, Len:  8, Fitness_tra: 0
Rule 96: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 870100000012e, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: 118413125d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1114100cc1101, Class:  1, CF:0.856904, Len: 10, Fitness_tra: 7
Rule100: 31112198a5593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.831
------Result------
Miss_rate(tra)	:21.831
Miss_rate(tst)	:33.3333
ARL				:10.9351

------Generation 80------
Rule  1: 8700000000080, Class:  0, CF:0.854054, Len:  3, Fitness_tra: 28
Rule  2: 0000030004004, Class:  2, CF:0.74951, Len:  3, Fitness_tra: 18
Rule  3: c000000007500, Class:  1, CF:0.415166, Len:  3, Fitness_tra: 7
Rule  4: 000070c050000, Class:  1, CF:0.0545673, Len:  3, Fitness_tra: 4
Rule  5: 000d000003500, Class:  1, CF:0.956846, Len:  3, Fitness_tra: 5
Rule  6: 1111217121111, Class:  1, CF:0.573331, Len: 13, Fitness_tra: 0
Rule  7: 0000000007500, Class:  1, CF:0.0492376, Len:  2, Fitness_tra: 2
Rule  8: 8700000000020, Class:  0, CF:0.666586, Len:  3, Fitness_tra: 2
Rule  9: 0000807000008, Class:  0, CF:0.79557, Len:  3, Fitness_tra: 2
Rule 10: 011d100011101, Class:  1, CF:0.148182, Len:  8, Fitness_tra: 0
Rule 11: a730100021120, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 0009000007004, Class:  1, CF:0.152961, Len:  3, Fitness_tra: 1
Rule 13: 511111c211722, Class:  0, CF:0.975427, Len: 13, Fitness_tra: 1
Rule 14: 211d121111151, Class:  1, CF:0.930115, Len: 13, Fitness_tra: 0
Rule 15: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1111111181811, Class:  1, CF:0.819564, Len: 13, Fitness_tra: 0
Rule 17: 11d2555151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113111c521112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111553d111d35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8111111121532, Class:  1, CF:0.74945, Len: 13, Fitness_tra: 0
Rule 21: 11552c2321121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 111111d112352, Class:  0, CF:0.940704, Len: 13, Fitness_tra: 0
Rule 23: 115121b32581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1118115211815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 3151111252831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1181115211112, Class:  0, CF:0.848163, Len: 13, Fitness_tra: 0
Rule 27: 1155111212513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3118553211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000008c084550, Class:  0, CF:0.402775, Len:  6, Fitness_tra: 0
Rule 31: 11d122732122c, Class:  0, CF:0.90377, Len: 13, Fitness_tra: 0
Rule 32: 911c1311511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 118511d121191, Class:  1, CF:0.944486, Len: 13, Fitness_tra: 0
Rule 34: 1411511211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1211118151112, Class:  1, CF:0.386974, Len: 13, Fitness_tra: 0
Rule 36: 11511115c1118, Class:  0, CF:0.959458, Len: 13, Fitness_tra: 0
Rule 37: 1458115251515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000008400, Class:  0, CF:0.141282, Len:  2, Fitness_tra: 0
Rule 39: 1112193211113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 1c31135151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1c12811111113, Class:  2, CF:0.655963, Len: 13, Fitness_tra: 0
Rule 42: 11d5111315412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 11d1221121141, Class:  1, CF:0.184625, Len: 13, Fitness_tra: 0
Rule 44: 115151511d1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 511115d221115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1211115118515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 3c5d135111d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1155511111133, Class:  2, CF:0.0662138, Len: 13, Fitness_tra: 0
Rule 49: 1191111123441, Class:  1, CF:0.341105, Len: 13, Fitness_tra: 0
Rule 50: 2151115112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 2455211514112, Class:  2, CF:0.997388, Len: 13, Fitness_tra: 0
Rule 52: 1151112512111, Class:  1, CF:0.0521914, Len: 13, Fitness_tra: 0
Rule 53: 515d18b121141, Class:  2, CF:0.799611, Len: 13, Fitness_tra: 0
Rule 54: 15558c1111422, Class:  2, CF:0.575211, Len: 13, Fitness_tra: 0
Rule 55: 000000b0c0008, Class:  0, CF:0.709699, Len:  3, Fitness_tra: 0
Rule 56: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211125d112112, Class:  0, CF:0.995084, Len: 13, Fitness_tra: 0
Rule 58: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 8111111152112, Class:  0, CF:0.639404, Len: 13, Fitness_tra: 0
Rule 62: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511511b311111, Class:  2, CF:0.192035, Len: 13, Fitness_tra: 0
Rule 64: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8151118211512, Class:  0, CF:0.985959, Len: 13, Fitness_tra: 0
Rule 66: 2181111254594, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 116111b32211c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 511211d582515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 1115111112112, Class:  2, CF:0.881907, Len: 13, Fitness_tra: 0
Rule 70: cc15112121151, Class:  1, CF:0.942944, Len: 13, Fitness_tra: 0
Rule 71: 1111124521122, Class:  1, CF:0.205426, Len: 13, Fitness_tra: 0
Rule 72: 0700400000d54, Class:  0, CF:0.285779, Len:  5, Fitness_tra: 0
Rule 73: 1111251821112, Class:  0, CF:0.624848, Len: 13, Fitness_tra: 0
Rule 74: 1c11155122811, Class:  1, CF:0.507117, Len: 13, Fitness_tra: 0
Rule 75: 5251151188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1311c1b31112c, Class:  0, CF:0.317274, Len: 13, Fitness_tra: 0
Rule 77: 22111182215e1, Class:  0, CF:0.990382, Len: 13, Fitness_tra: 0
Rule 78: 111c111c15119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: e000804e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1155112111212, Class:  1, CF:0.484037, Len: 13, Fitness_tra: 0
Rule 81: 5255252811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 000070c050000, Class:  1, CF:0.0545673, Len:  0, Fitness_tra: 0
Rule 83: 8111151114c91, Class:  0, CF:0.844455, Len: 13, Fitness_tra: 0
Rule 84: 1185182112111, Class:  2, CF:0.158559, Len: 13, Fitness_tra: 0
Rule 85: 000fe60000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1511212111252, Class:  0, CF:0.724711, Len: 13, Fitness_tra: 0
Rule 87: c000000007500, Class:  1, CF:0.415166, Len:  0, Fitness_tra: 0
Rule 88: 1251212812111, Class:  2, CF:0.47323, Len: 13, Fitness_tra: 0
Rule 89: 2111151214511, Class:  0, CF:0.42597, Len: 13, Fitness_tra: 0
Rule 90: 1111151517112, Class:  1, CF:0.386185, Len: 13, Fitness_tra: 0
Rule 91: 031d000701001, Class:  1, CF:0.584923, Len:  6, Fitness_tra: 3
Rule 92: 211121d812533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1711227121211, Class:  1, CF:0.687373, Len: 13, Fitness_tra: 0
Rule 94: 31112532125aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 001d027023208, Class:  0, CF:0.984867, Len:  8, Fitness_tra: 0
Rule 96: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 870100000012e, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: 118413125d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1114100cc1101, Class:  1, CF:0.856904, Len: 10, Fitness_tra: 7
Rule100: 31112198a5593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.831
------Result------
Miss_rate(tra)	:21.831
Miss_rate(tst)	:33.3333
ARL				:10.9351

------Generation 90------
Rule  1: 8700000000080, Class:  0, CF:0.854054, Len:  3, Fitness_tra: 28
Rule  2: 0000030004004, Class:  2, CF:0.74951, Len:  3, Fitness_tra: 18
Rule  3: c000000007500, Class:  1, CF:0.415166, Len:  3, Fitness_tra: 7
Rule  4: 000070c050000, Class:  1, CF:0.0545673, Len:  3, Fitness_tra: 4
Rule  5: 000d000003500, Class:  1, CF:0.956846, Len:  3, Fitness_tra: 5
Rule  6: 1111217121111, Class:  1, CF:0.573331, Len: 13, Fitness_tra: 0
Rule  7: 0000000007500, Class:  1, CF:0.0492376, Len:  2, Fitness_tra: 2
Rule  8: 8700000000020, Class:  0, CF:0.666586, Len:  3, Fitness_tra: 2
Rule  9: 0000807000008, Class:  0, CF:0.79557, Len:  3, Fitness_tra: 2
Rule 10: 011d100011101, Class:  1, CF:0.148182, Len:  8, Fitness_tra: 0
Rule 11: a730100021120, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 0009000007004, Class:  1, CF:0.152961, Len:  3, Fitness_tra: 1
Rule 13: 511111c211722, Class:  0, CF:0.975427, Len: 13, Fitness_tra: 1
Rule 14: 211d121111151, Class:  1, CF:0.930115, Len: 13, Fitness_tra: 0
Rule 15: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1111111181811, Class:  1, CF:0.819564, Len: 13, Fitness_tra: 0
Rule 17: 11d2555151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113111c521112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111553d111d35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8111111121532, Class:  1, CF:0.74945, Len: 13, Fitness_tra: 0
Rule 21: 11552c2321121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 111111d112352, Class:  0, CF:0.940704, Len: 13, Fitness_tra: 0
Rule 23: 115121b32581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1118115211815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 3151111252831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1181115211112, Class:  0, CF:0.848163, Len: 13, Fitness_tra: 0
Rule 27: 1155111212513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3118553211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000008c084550, Class:  0, CF:0.402775, Len:  6, Fitness_tra: 0
Rule 31: 11d122732122c, Class:  0, CF:0.90377, Len: 13, Fitness_tra: 0
Rule 32: 911c1311511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 118511d121191, Class:  1, CF:0.944486, Len: 13, Fitness_tra: 0
Rule 34: 1411511211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1211118151112, Class:  1, CF:0.386974, Len: 13, Fitness_tra: 0
Rule 36: 11511115c1118, Class:  0, CF:0.959458, Len: 13, Fitness_tra: 0
Rule 37: 1458115251515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000008400, Class:  0, CF:0.141282, Len:  2, Fitness_tra: 0
Rule 39: 1112193211113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 1c31135151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1c12811111113, Class:  2, CF:0.655963, Len: 13, Fitness_tra: 0
Rule 42: 11d5111315412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 11d1221121141, Class:  1, CF:0.184625, Len: 13, Fitness_tra: 0
Rule 44: 115151511d1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 511115d221115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1211115118515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 3c5d135111d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1155511111133, Class:  2, CF:0.0662138, Len: 13, Fitness_tra: 0
Rule 49: 1191111123441, Class:  1, CF:0.341105, Len: 13, Fitness_tra: 0
Rule 50: 2151115112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 2455211514112, Class:  2, CF:0.997388, Len: 13, Fitness_tra: 0
Rule 52: 1151112512111, Class:  1, CF:0.0521914, Len: 13, Fitness_tra: 0
Rule 53: 515d18b121141, Class:  2, CF:0.799611, Len: 13, Fitness_tra: 0
Rule 54: 15558c1111422, Class:  2, CF:0.575211, Len: 13, Fitness_tra: 0
Rule 55: 000000b0c0008, Class:  0, CF:0.709699, Len:  3, Fitness_tra: 0
Rule 56: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211125d112112, Class:  0, CF:0.995084, Len: 13, Fitness_tra: 0
Rule 58: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 8111111152112, Class:  0, CF:0.639404, Len: 13, Fitness_tra: 0
Rule 62: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511511b311111, Class:  2, CF:0.192035, Len: 13, Fitness_tra: 0
Rule 64: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8151118211512, Class:  0, CF:0.985959, Len: 13, Fitness_tra: 0
Rule 66: 2181111254594, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 116111b32211c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 511211d582515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 1115111112112, Class:  2, CF:0.881907, Len: 13, Fitness_tra: 0
Rule 70: cc15112121151, Class:  1, CF:0.942944, Len: 13, Fitness_tra: 0
Rule 71: 1111124521122, Class:  1, CF:0.205426, Len: 13, Fitness_tra: 0
Rule 72: 0700400000d54, Class:  0, CF:0.285779, Len:  5, Fitness_tra: 0
Rule 73: 1111251821112, Class:  0, CF:0.624848, Len: 13, Fitness_tra: 0
Rule 74: 1c11155122811, Class:  1, CF:0.507117, Len: 13, Fitness_tra: 0
Rule 75: 5251151188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1311c1b31112c, Class:  0, CF:0.317274, Len: 13, Fitness_tra: 0
Rule 77: 22111182215e1, Class:  0, CF:0.990382, Len: 13, Fitness_tra: 0
Rule 78: 111c111c15119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: e000804e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1155112111212, Class:  1, CF:0.484037, Len: 13, Fitness_tra: 0
Rule 81: 5255252811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 000070c050000, Class:  1, CF:0.0545673, Len:  0, Fitness_tra: 0
Rule 83: 8111151114c91, Class:  0, CF:0.844455, Len: 13, Fitness_tra: 0
Rule 84: 1185182112111, Class:  2, CF:0.158559, Len: 13, Fitness_tra: 0
Rule 85: 000fe60000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1511212111252, Class:  0, CF:0.724711, Len: 13, Fitness_tra: 0
Rule 87: c000000007500, Class:  1, CF:0.415166, Len:  0, Fitness_tra: 0
Rule 88: 1251212812111, Class:  2, CF:0.47323, Len: 13, Fitness_tra: 0
Rule 89: 2111151214511, Class:  0, CF:0.42597, Len: 13, Fitness_tra: 0
Rule 90: 1111151517112, Class:  1, CF:0.386185, Len: 13, Fitness_tra: 0
Rule 91: 031d000701001, Class:  1, CF:0.584923, Len:  6, Fitness_tra: 3
Rule 92: 211121d812533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1711227121211, Class:  1, CF:0.687373, Len: 13, Fitness_tra: 0
Rule 94: 31112532125aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 001d027023208, Class:  0, CF:0.984867, Len:  8, Fitness_tra: 0
Rule 96: 1d15812145812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 870100000012e, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: 118413125d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1114100cc1101, Class:  1, CF:0.856904, Len: 10, Fitness_tra: 7
Rule100: 31112198a5593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.831
------Result------
Miss_rate(tra)	:21.831
Miss_rate(tst)	:33.3333
ARL				:10.9351

------Generation 100------
Rule  1: 8700000000080, Class:  0, CF:0.854054, Len:  3, Fitness_tra: 28
Rule  2: 0000030004004, Class:  2, CF:0.74951, Len:  3, Fitness_tra: 18
Rule  3: c000000007500, Class:  1, CF:0.415166, Len:  3, Fitness_tra: 7
Rule  4: 000070c050000, Class:  1, CF:0.0545673, Len:  3, Fitness_tra: 4
Rule  5: 000d000003500, Class:  1, CF:0.956846, Len:  3, Fitness_tra: 5
Rule  6: 1111217121111, Class:  1, CF:0.573331, Len: 13, Fitness_tra: 0
Rule  7: 0000000007500, Class:  1, CF:0.0492376, Len:  2, Fitness_tra: 2
Rule  8: 8700000000020, Class:  0, CF:0.666586, Len:  3, Fitness_tra: 2
Rule  9: 0000807000008, Class:  0, CF:0.79557, Len:  3, Fitness_tra: 2
Rule 10: 011d100011101, Class:  1, CF:0.148182, Len:  8, Fitness_tra: 0
Rule 11: a730100021120, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 0009000007004, Class:  1, CF:0.152961, Len:  3, Fitness_tra: 1
Rule 13: 511111c211722, Class:  0, CF:0.975427, Len: 13, Fitness_tra: 1
Rule 14: 211d121111151, Class:  1, CF:0.930115, Len: 13, Fitness_tra: 0
Rule 15: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1111111181811, Class:  1, CF:0.819564, Len: 13, Fitness_tra: 0
Rule 17: 11d2555151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113111c521112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 111553d111d35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8111111121532, Class:  1, CF:0.74945, Len: 13, Fitness_tra: 0
Rule 21: 11552c2321121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 111111d112352, Class:  0, CF:0.940704, Len: 13, Fitness_tra: 0
Rule 23: 115121b32581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1118115211815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 3151111252831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 1181115211112, Class:  0, CF:0.848163, Len: 13, Fitness_tra: 0
Rule 27: 1155111212513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 0000807000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3118553211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000008c084550, Class:  0, CF:0.402775, Len:  6, Fitness_tra: 0
Rule 31: 11d122732122c, Class:  0, CF:0.90377, Len: 13, Fitness_tra: 0
Rule 32: 911c1311511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 118511d121191, Class:  1, CF:0.944486, Len: 13, Fitness_tra: 0
Rule 34: 1411511211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1211118151112, Class:  1, CF:0.386974, Len: 13, Fitness_tra: 0
Rule 36: 11511115c1118, Class:  0, CF:0.959458, Len: 13, Fitness_tra: 0
Rule 37: 1458115251515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000008400, Class:  0, CF:0.141282, Len:  2, Fitness_tra: 0
Rule 39: 1112193211113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 1c31135151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1c12811111113, Class:  2, CF:0.655963, Len: 13, Fitness_tra: 0
Rule 42: 11d5111315412, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: 11d1221121141, Class:  1, CF:0.184625, Len: 13, Fitness_tra: 0
Rule 44: 115151511d1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 511115d221115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1211115118515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 3c5d135111d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1155511111133, Class:  2, CF:0.0662138, Len: 13, Fitness_tra: 0
Rule 49: 1191111123441, Class:  1, CF:0.341105, Len: 13, Fitness_tra: 0
Rule 50: 2151115112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 2455211514112, Class:  2, CF:0.997388, Len: 13, Fitness_tra: 0
Rule 52: 1151112512111, Class:  1, CF:0.0521914, Len: 13, Fitness_tra: 0
Rule 53: 515d18b121141, Class:  2, CF:0.799611, Len: 13, Fitness_tra: 0
Rule 54: 15558c1111422, Class:  2, CF:0.575211, Len: 13, Fitness_tra: 0
Rule 55: 000000b0c0008, Class:  0, CF:0.709699, Len:  3, Fitness_tra: 0
Rule 56: 3111211815593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211125d112112, Class:  0, CF:0.995084, Len: 13, Fitness_tra: 0
Rule 58: 311181115121c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 11d5591111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 12181ddc18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 8111111152112, Class:  0, CF:0.639404, Len: 13, Fitness_tra: 0
Rule 62: e2111951d1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511511b311111, Class:  2, CF:0.192035, Len: 13, Fitness_tra: 0
