------Generation 0------
Rule  1: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 80: 1ad2552361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4124812212, Class:  1, CF:0.99539, Len: 10, Fitness_tra: 0
Rule 82: 111781b111, Class:  0, CF:0.164829, Len: 10, Fitness_tra: -86
Rule 83: 4221152131, Class:  1, CF:0.854589, Len: 10, Fitness_tra: 0
Rule 84: 714711b411, Class:  1, CF:0.873744, Len: 10, Fitness_tra: 0
Rule 85: 12221a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 121b8d1552, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b2141111b7, Class:  0, CF:0.400056, Len: 10, Fitness_tra: 1
Rule 88: 82221f1158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000900000, Class:  0, CF:0.15168, Len:  1, Fitness_tra: -102
Rule 90: 1182517552, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 221b1d2b1b, Class:  1, CF:0.46013, Len: 10, Fitness_tra: 0
Rule 92: 73c1c5b11c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 142b1524b4, Class:  1, CF:0.725672, Len: 10, Fitness_tra: 0
Rule 94: bb7a1b1b41, Class:  1, CF:0.412494, Len: 10, Fitness_tra: 441
Rule 95: 1117112412, Class:  1, CF:0.831663, Len: 10, Fitness_tra: 0
Rule 96: b143512717, Class:  1, CF:0.998402, Len: 10, Fitness_tra: 0
Rule 97: 1d611deb72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: cb1711115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4741191421, Class:  1, CF:0.998839, Len: 10, Fitness_tra: 64
Rule100: b092c1b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.3571
------Result------
Miss_rate(tra)	:20.3571
Miss_rate(tst)	:0.731261
ARL				:9.64368

------Generation 80------
Rule  1: 1017c91a61, Class:  0, CF:0.942769, Len:  9, Fitness_tra: 764
Rule  2: 1114151131, Class:  0, CF:0.940302, Len: 10, Fitness_tra: 864
Rule  3: 0080000000, Class:  1, CF:0.987336, Len:  1, Fitness_tra: 449
Rule  4: bb7a1b1b41, Class:  1, CF:0.412494, Len: 10, Fitness_tra: 23
Rule  5: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 524
Rule  6: 11171d1a31, Class:  0, CF:0.874179, Len: 10, Fitness_tra: 758
Rule  7: 3241111227, Class:  1, CF:0.995469, Len: 10, Fitness_tra: 280
Rule  8: 1241191447, Class:  1, CF:0.969477, Len: 10, Fitness_tra: 302
Rule  9: 1174101137, Class:  0, CF:0.459905, Len:  9, Fitness_tra: 0
Rule 10: 4741191421, Class:  1, CF:0.998839, Len: 10, Fitness_tra: 165
Rule 11: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 43
Rule 12: 1e12131141, Class:  0, CF:0.982501, Len: 10, Fitness_tra: 1
Rule 13: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 26
Rule 14: 1bb125b4bb, Class:  1, CF:0.996469, Len: 10, Fitness_tra: 35
Rule 15: 1e111d1b41, Class:  0, CF:0.694734, Len: 10, Fitness_tra: 4
Rule 16: 73112d214c, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 2
Rule 17: 2112161b17, Class:  0, CF:0.938504, Len: 10, Fitness_tra: 1
Rule 18: 1191114155, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 19: b2141111b7, Class:  0, CF:0.400056, Len: 10, Fitness_tra: 0
Rule 20: 2b411d7171, Class:  1, CF:0.994081, Len: 10, Fitness_tra: 0
Rule 21: b092c1b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 0
Rule 23: c11116111c, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: b212111261, Class:  0, CF:0.0670241, Len: 10, Fitness_tra: 0
Rule 25: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 7b22421147, Class:  1, CF:0.99388, Len: 10, Fitness_tra: 0
Rule 27: 147b8514b2, Class:  1, CF:0.714855, Len: 10, Fitness_tra: 0
Rule 28: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 0
Rule 29: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 0
Rule 30: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 0
Rule 31: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 1
Rule 32: bc211d7442, Class:  1, CF:0.991289, Len: 10, Fitness_tra: 0
Rule 33: b211314251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 0
Rule 35: b21183b7b7, Class:  1, CF:0.935204, Len: 10, Fitness_tra: 0
Rule 36: 7141412142, Class:  1, CF:0.988392, Len: 10, Fitness_tra: 0
Rule 37: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 0
Rule 38: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 0
Rule 39: 1c21dd4242, Class:  1, CF:0.997807, Len: 10, Fitness_tra: 0
Rule 40: 4311712242, Class:  1, CF:0.994163, Len: 10, Fitness_tra: 0
Rule 41: 1c4151b151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 00081d1a31, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 1bb1ae7b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 70: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 71: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 72: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 75: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 77: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 80: 1ad2552361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4172884224, Class:  1, CF:0.998798, Len: 10, Fitness_tra: 0
Rule 82: 4c24117182, Class:  1, CF:0.99707, Len: 10, Fitness_tra: 0
Rule 83: 4114212218, Class:  1, CF:0.999574, Len: 10, Fitness_tra: 0
Rule 84: 1117111111, Class:  0, CF:0.804458, Len: 10, Fitness_tra: -748
Rule 85: 7c112d4141, Class:  1, CF:0.909544, Len: 10, Fitness_tra: 0
Rule 86: 71b7552244, Class:  1, CF:0.998345, Len: 10, Fitness_tra: 0
Rule 87: 212781b111, Class:  1, CF:0.944428, Len: 10, Fitness_tra: 0
Rule 88: 111723b155, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 42878345c2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 18425e2142, Class:  0, CF:0.243118, Len: 10, Fitness_tra: 0
Rule 91: 73c1c5b61c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1c21dd1c22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b212c114b7, Class:  1, CF:0.833759, Len: 10, Fitness_tra: 0
Rule 94: 4ab1d13e48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0108281a37, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: cb1711115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1b1111145b, Class:  1, CF:  1, Len: 10, Fitness_tra: 30
Rule 98: 442bc34714, Class:  1, CF:0.947761, Len: 10, Fitness_tra: 0
Rule 99: b4b1a67b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 81dc81ae54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.8061
------Result------
Miss_rate(tra)	:19.8061
Miss_rate(tst)	:2.01097
ARL				:9.72727

------Generation 90------
Rule  1: 1017c91a61, Class:  0, CF:0.942769, Len:  9, Fitness_tra: 764
Rule  2: 1114151131, Class:  0, CF:0.940302, Len: 10, Fitness_tra: 864
Rule  3: 0080000000, Class:  1, CF:0.987336, Len:  1, Fitness_tra: 449
Rule  4: bb7a1b1b41, Class:  1, CF:0.412494, Len: 10, Fitness_tra: 23
Rule  5: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 524
Rule  6: 11171d1a31, Class:  0, CF:0.874179, Len: 10, Fitness_tra: 758
Rule  7: 3241111227, Class:  1, CF:0.995469, Len: 10, Fitness_tra: 280
Rule  8: 1241191447, Class:  1, CF:0.969477, Len: 10, Fitness_tra: 302
Rule  9: 1174101137, Class:  0, CF:0.459905, Len:  9, Fitness_tra: 0
Rule 10: 4741191421, Class:  1, CF:0.998839, Len: 10, Fitness_tra: 165
Rule 11: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 43
Rule 12: 1e12131141, Class:  0, CF:0.982501, Len: 10, Fitness_tra: 1
Rule 13: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 26
Rule 14: 1bb125b4bb, Class:  1, CF:0.996469, Len: 10, Fitness_tra: 35
Rule 15: 1e111d1b41, Class:  0, CF:0.694734, Len: 10, Fitness_tra: 4
Rule 16: 73112d214c, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 2
Rule 17: 2112161b17, Class:  0, CF:0.938504, Len: 10, Fitness_tra: 1
Rule 18: 1191114155, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 19: b2141111b7, Class:  0, CF:0.400056, Len: 10, Fitness_tra: 0
Rule 20: 2b411d7171, Class:  1, CF:0.994081, Len: 10, Fitness_tra: 0
Rule 21: b092c1b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 0
Rule 23: c11116111c, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: b212111261, Class:  0, CF:0.0670241, Len: 10, Fitness_tra: 0
Rule 25: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 7b22421147, Class:  1, CF:0.99388, Len: 10, Fitness_tra: 0
Rule 27: 147b8514b2, Class:  1, CF:0.714855, Len: 10, Fitness_tra: 0
Rule 28: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 0
Rule 29: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 0
Rule 30: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 0
Rule 31: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 1
Rule 32: bc211d7442, Class:  1, CF:0.991289, Len: 10, Fitness_tra: 0
Rule 33: b211314251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 0
Rule 35: b21183b7b7, Class:  1, CF:0.935204, Len: 10, Fitness_tra: 0
Rule 36: 7141412142, Class:  1, CF:0.988392, Len: 10, Fitness_tra: 0
Rule 37: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 0
Rule 38: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 0
Rule 39: 1c21dd4242, Class:  1, CF:0.997807, Len: 10, Fitness_tra: 0
Rule 40: 4311712242, Class:  1, CF:0.994163, Len: 10, Fitness_tra: 0
Rule 41: 1c4151b151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 00081d1a31, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 1bb1ae7b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 70: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 71: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 72: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 75: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 77: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 80: 1ad2552361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4172884224, Class:  1, CF:0.998798, Len: 10, Fitness_tra: 0
Rule 82: 4c24117182, Class:  1, CF:0.99707, Len: 10, Fitness_tra: 0
Rule 83: 4114212218, Class:  1, CF:0.999574, Len: 10, Fitness_tra: 0
Rule 84: 1117111111, Class:  0, CF:0.804458, Len: 10, Fitness_tra: -748
Rule 85: 7c112d4141, Class:  1, CF:0.909544, Len: 10, Fitness_tra: 0
Rule 86: 71b7552244, Class:  1, CF:0.998345, Len: 10, Fitness_tra: 0
Rule 87: 212781b111, Class:  1, CF:0.944428, Len: 10, Fitness_tra: 0
Rule 88: 111723b155, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 42878345c2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 18425e2142, Class:  0, CF:0.243118, Len: 10, Fitness_tra: 0
Rule 91: 73c1c5b61c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1c21dd1c22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b212c114b7, Class:  1, CF:0.833759, Len: 10, Fitness_tra: 0
Rule 94: 4ab1d13e48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0108281a37, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: cb1711115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1b1111145b, Class:  1, CF:  1, Len: 10, Fitness_tra: 30
Rule 98: 442bc34714, Class:  1, CF:0.947761, Len: 10, Fitness_tra: 0
Rule 99: b4b1a67b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 81dc81ae54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.8061
------Result------
Miss_rate(tra)	:19.8061
Miss_rate(tst)	:2.01097
ARL				:9.72727

------Generation 100------
Rule  1: 1017c91a61, Class:  0, CF:0.942769, Len:  9, Fitness_tra: 764
Rule  2: 1114151131, Class:  0, CF:0.940302, Len: 10, Fitness_tra: 864
Rule  3: 0080000000, Class:  1, CF:0.987336, Len:  1, Fitness_tra: 449
Rule  4: bb7a1b1b41, Class:  1, CF:0.412494, Len: 10, Fitness_tra: 23
Rule  5: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 524
Rule  6: 11171d1a31, Class:  0, CF:0.874179, Len: 10, Fitness_tra: 758
Rule  7: 3241111227, Class:  1, CF:0.995469, Len: 10, Fitness_tra: 280
Rule  8: 1241191447, Class:  1, CF:0.969477, Len: 10, Fitness_tra: 302
Rule  9: 1174101137, Class:  0, CF:0.459905, Len:  9, Fitness_tra: 0
Rule 10: 4741191421, Class:  1, CF:0.998839, Len: 10, Fitness_tra: 165
Rule 11: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 43
Rule 12: 1e12131141, Class:  0, CF:0.982501, Len: 10, Fitness_tra: 1
Rule 13: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 26
Rule 14: 1bb125b4bb, Class:  1, CF:0.996469, Len: 10, Fitness_tra: 35
Rule 15: 1e111d1b41, Class:  0, CF:0.694734, Len: 10, Fitness_tra: 4
Rule 16: 73112d214c, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 2
Rule 17: 2112161b17, Class:  0, CF:0.938504, Len: 10, Fitness_tra: 1
Rule 18: 1191114155, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 19: b2141111b7, Class:  0, CF:0.400056, Len: 10, Fitness_tra: 0
Rule 20: 2b411d7171, Class:  1, CF:0.994081, Len: 10, Fitness_tra: 0
Rule 21: b092c1b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 0
Rule 23: c11116111c, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: b212111261, Class:  0, CF:0.0670241, Len: 10, Fitness_tra: 0
Rule 25: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 7b22421147, Class:  1, CF:0.99388, Len: 10, Fitness_tra: 0
Rule 27: 147b8514b2, Class:  1, CF:0.714855, Len: 10, Fitness_tra: 0
Rule 28: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 0
Rule 29: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 0
Rule 30: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 0
Rule 31: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 1
Rule 32: bc211d7442, Class:  1, CF:0.991289, Len: 10, Fitness_tra: 0
Rule 33: b211314251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 0
Rule 35: b21183b7b7, Class:  1, CF:0.935204, Len: 10, Fitness_tra: 0
Rule 36: 7141412142, Class:  1, CF:0.988392, Len: 10, Fitness_tra: 0
Rule 37: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 0
Rule 38: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 0
Rule 39: 1c21dd4242, Class:  1, CF:0.997807, Len: 10, Fitness_tra: 0
Rule 40: 4311712242, Class:  1, CF:0.994163, Len: 10, Fitness_tra: 0
Rule 41: 1c4151b151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 00081d1a31, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 1bb1ae7b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 70: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 71: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 72: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 75: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 77: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 80: 1ad2552361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4172884224, Class:  1, CF:0.998798, Len: 10, Fitness_tra: 0
Rule 82: 4c24117182, Class:  1, CF:0.99707, Len: 10, Fitness_tra: 0
Rule 83: 4114212218, Class:  1, CF:0.999574, Len: 10, Fitness_tra: 0
Rule 84: 1117111111, Class:  0, CF:0.804458, Len: 10, Fitness_tra: -748
Rule 85: 7c112d4141, Class:  1, CF:0.909544, Len: 10, Fitness_tra: 0
Rule 86: 71b7552244, Class:  1, CF:0.998345, Len: 10, Fitness_tra: 0
Rule 87: 212781b111, Class:  1, CF:0.944428, Len: 10, Fitness_tra: 0
Rule 88: 111723b155, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 42878345c2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 18425e2142, Class:  0, CF:0.243118, Len: 10, Fitness_tra: 0
