------Generation 0------
Rule  1: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1c81337d55, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 21b121771b, Class:  1, CF:0.98731, Len: 10, Fitness_tra: 0
Rule 86: 41473141c4, Class:  1, CF:0.978378, Len: 10, Fitness_tra: 0
Rule 87: b7718647b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 211b8f17b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1417d911b1, Class:  0, CF:0.632963, Len: 10, Fitness_tra: 144
Rule 90: 2222817114, Class:  1, CF:0.979934, Len: 10, Fitness_tra: 0
Rule 91: 2112532e1b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 7141c3b477, Class:  1, CF:0.996075, Len: 10, Fitness_tra: 0
Rule 93: 22b185cb44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1c14957b73, Class:  0, CF:0.98769, Len: 10, Fitness_tra: 0
Rule 95: 7b11d918b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 219
Rule 96: 7181812e12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: b3bc1e7b81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1124d1bc21, Class:  1, CF:0.999413, Len: 10, Fitness_tra: 0
Rule 99: 112151b257, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule100: edb1567b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.5714
------Result------
Miss_rate(tra)	:57.5714
Miss_rate(tst)	:30.5302
ARL				:9.88235

------Generation 80------
Rule  1: 1421a81671, Class:  0, CF:  1, Len: 10, Fitness_tra: 1500
Rule  2: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 884
Rule  3: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 691
Rule  4: 1241110242, Class:  1, CF:0.992751, Len:  9, Fitness_tra: 684
Rule  5: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 441
Rule  6: 7b11d918b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 219
Rule  7: b271121212, Class:  1, CF:0.993498, Len: 10, Fitness_tra: 182
Rule  8: 1417d911b1, Class:  0, CF:0.632963, Len: 10, Fitness_tra: 137
Rule  9: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 110
Rule 10: 1217152b12, Class:  0, CF:0.0897027, Len: 10, Fitness_tra: 69
Rule 11: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 60
Rule 12: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 51
Rule 13: 44b1727bb1, Class:  1, CF:0.929112, Len: 10, Fitness_tra: 47
Rule 14: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 38
Rule 15: 1d11137111, Class:  0, CF:0.724285, Len: 10, Fitness_tra: 35
Rule 16: 101c591173, Class:  0, CF:  1, Len:  9, Fitness_tra: 23
Rule 17: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 21
Rule 18: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 17
Rule 19: 1141f11247, Class:  0, CF:  1, Len: 10, Fitness_tra: 14
Rule 20: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 8
Rule 21: 18111113ec, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 22: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 2
Rule 23: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 1
Rule 24: e4b1161b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 1d14597b73, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: 2111851194, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 27: 214b117958, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 0
Rule 29: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 30: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 0
Rule 31: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 0
Rule 32: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 0
Rule 35: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 1817512c12, Class:  1, CF:0.923548, Len: 10, Fitness_tra: 0
Rule 82: 4114832211, Class:  1, CF:0.958481, Len: 10, Fitness_tra: -22
Rule 83: 787189b117, Class:  1, CF:0.950764, Len: 10, Fitness_tra: 0
Rule 84: 12b713b121, Class:  1, CF:0.126473, Len: 10, Fitness_tra: -7
Rule 85: 4b4b1e717b, Class:  1, CF:0.995403, Len: 10, Fitness_tra: 0
Rule 86: 2b44891211, Class:  1, CF:0.995731, Len: 10, Fitness_tra: -1
Rule 87: 2511114e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4112167755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c4753b721, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 4422134471, Class:  1, CF:0.234018, Len: 10, Fitness_tra: 0
Rule 91: 1341797947, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 2742111144, Class:  1, CF:0.970419, Len: 10, Fitness_tra: 0
Rule 93: b2b21b2458, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: d274412214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 838c911a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b147d67117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e4b1161b41, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: b1241a4171, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b1c1517214, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1d72137814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.4082
------Result------
Miss_rate(tra)	:57.4082
Miss_rate(tst)	:30.1645
ARL				:9.86207

------Generation 90------
Rule  1: 1421a81671, Class:  0, CF:  1, Len: 10, Fitness_tra: 736
Rule  2: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 0
Rule  3: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 40
Rule  4: 1241110242, Class:  1, CF:0.992751, Len:  9, Fitness_tra: 633
Rule  5: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 239
Rule  6: 7b11d918b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: b271121212, Class:  1, CF:0.993498, Len: 10, Fitness_tra: 20
Rule  8: 1417d911b1, Class:  0, CF:0.632963, Len: 10, Fitness_tra: 0
Rule  9: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 17
Rule 10: 1217152b12, Class:  0, CF:0.0897027, Len: 10, Fitness_tra: 0
Rule 11: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 62
Rule 12: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 8
Rule 13: 44b1727bb1, Class:  1, CF:0.929112, Len: 10, Fitness_tra: 0
Rule 14: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 4
Rule 15: 1d11137111, Class:  0, CF:0.724285, Len: 10, Fitness_tra: 35
Rule 16: 101c591173, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 18
Rule 18: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 7
Rule 19: 1141f11247, Class:  0, CF:  1, Len: 10, Fitness_tra: 14
Rule 20: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 21: 18111113ec, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 22: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 1
Rule 23: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 1
Rule 24: e4b1161b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 1d14597b73, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 2111851194, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 27: 214b117958, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 0
Rule 29: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 30: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 0
Rule 31: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 0
Rule 32: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 0
Rule 35: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 1c1251b2b1, Class:  0, CF:0.255138, Len: 10, Fitness_tra: 0
Rule 82: 7cb4217412, Class:  1, CF:0.972017, Len: 10, Fitness_tra: 0
Rule 83: b1148614bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 72242d22b1, Class:  1, CF:0.939436, Len: 10, Fitness_tra: 0
Rule 85: 4214511cc4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: b24715474b, Class:  1, CF:0.937181, Len: 10, Fitness_tra: 0
Rule 87: 0000090000, Class:  0, CF:0.394537, Len:  1, Fitness_tra: 1289
Rule 88: 42272a4222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 442219bbb2, Class:  1, CF:0.895306, Len: 10, Fitness_tra: 0
Rule 90: 74718111b2, Class:  1, CF:0.994787, Len: 10, Fitness_tra: 289
Rule 91: b148197951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0472d3b1b1, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: c1429a7d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 27875571b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 11b1717bb1, Class:  1, CF:0.9298, Len: 10, Fitness_tra: 965
Rule 96: 124c112252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4274417b13, Class:  1, CF:0.753415, Len: 10, Fitness_tra: 0
Rule 98: b2b2536158, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 2112562147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2987557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.051
------Result------
Miss_rate(tra)	:29.051
Miss_rate(tst)	:4.93601
ARL				:9.74713

------Generation 100------
Rule  1: 0000090000, Class:  0, CF:0.394537, Len:  1, Fitness_tra: 1269
Rule  2: 11b1717bb1, Class:  1, CF:0.9298, Len: 10, Fitness_tra: 966
Rule  3: 1421a81671, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  4: 1241110242, Class:  1, CF:0.992751, Len:  9, Fitness_tra: 635
Rule  5: 74718111b2, Class:  1, CF:0.994787, Len: 10, Fitness_tra: 289
Rule  6: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 239
Rule  7: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 5
Rule  8: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 40
Rule  9: 1d11137111, Class:  0, CF:0.724285, Len: 10, Fitness_tra: 16
Rule 10: b271121212, Class:  1, CF:0.993498, Len: 10, Fitness_tra: 20
Rule 11: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 18
Rule 12: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 17
Rule 13: 1141f11247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 14: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 8
Rule 15: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 7
Rule 16: 18111113ec, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 17: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 18: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 4
Rule 19: 214b117958, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 20: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 1
Rule 21: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 1
Rule 22: e4b1161b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: 2111851194, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: 1417d911b1, Class:  0, CF:0.632963, Len: 10, Fitness_tra: 0
Rule 25: 1d14597b73, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 44b1727bb1, Class:  1, CF:0.929112, Len: 10, Fitness_tra: 0
Rule 27: 101c591173, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 28: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 0
Rule 29: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 30: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 0
Rule 31: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 0
Rule 32: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 0
Rule 35: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 4cb4151444, Class:  1, CF:0.986681, Len: 10, Fitness_tra: 0
Rule 82: b411512222, Class:  1, CF:0.999716, Len: 10, Fitness_tra: 0
Rule 83: bbb4811241, Class:  1, CF:0.99872, Len: 10, Fitness_tra: 0
Rule 84: 11d4217935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 451721b421, Class:  1, CF:0.981059, Len: 10, Fitness_tra: 0
Rule 86: 463b11119d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 714753b127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 7321114918, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 2fdb1d731d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7177134222, Class:  1, CF:0.980447, Len: 10, Fitness_tra: 0
Rule 91: 152b5172ec, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 21125824b1, Class:  1, CF:0.973334, Len: 10, Fitness_tra: 0
Rule 93: c2443fb99c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 457a15431b, Class:  1, CF:0.382993, Len: 10, Fitness_tra: 0
Rule 95: 1411a87b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: bb42d21212, Class:  1, CF:0.99947, Len: 10, Fitness_tra: 0
Rule 97: 74715142b4, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 0
Rule 98: 14b1b3cbb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
