------Generation 0------
Rule  1: b4bbd14221, Class:  1, CF:0.997592, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 1c4b152cc1, Class:  1, CF:0.994447, Len: 10, Fitness_tra: 0
Rule 82: 2211817771, Class:  1, CF:0.975014, Len: 10, Fitness_tra: 0
Rule 83: 214b51b122, Class:  1, CF:0.998423, Len: 10, Fitness_tra: 0
Rule 84: 81121f2133, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 831115266d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 21273f71d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: bbb2c54414, Class:  1, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 88: b14b151811, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 1c11d22411, Class:  1, CF:0.395797, Len: 10, Fitness_tra: 0
Rule 90: 1122534541, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 21c75fbd5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 221b634152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 1400290080, Class:  1, CF:0.999979, Len:  5, Fitness_tra: 0
Rule 94: 110b001b11, Class:  0, CF:0.145405, Len:  7, Fitness_tra: 1508
Rule 95: b841c112b4, Class:  1, CF:0.989675, Len: 10, Fitness_tra: 11
Rule 96: 1c2ba51ab1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: bb14262124, Class:  1, CF:0.925376, Len:  0, Fitness_tra: 0
Rule 98: 1000000080, Class:  1, CF:0.99768, Len:  2, Fitness_tra: 0
Rule 99: 7111161411, Class:  0, CF:0.666736, Len: 10, Fitness_tra: 0
Rule100: 182cc31111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.4694
------Result------
Miss_rate(tra)	:28.4694
Miss_rate(tst)	:0.731261
ARL				:9.4878

------Generation 70------
Rule  1: 110b001b11, Class:  0, CF:0.145405, Len:  7, Fitness_tra: 1190
Rule  2: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1352
Rule  3: 1461c51111, Class:  0, CF:0.0701364, Len: 10, Fitness_tra: 1010
Rule  4: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 676
Rule  5: 12b12114b1, Class:  1, CF:0.913637, Len: 10, Fitness_tra: 336
Rule  6: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  7: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 62
Rule  8: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 57
Rule  9: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 55
Rule 10: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 53
Rule 11: 152b021b11, Class:  0, CF:0.776004, Len:  9, Fitness_tra: 39
Rule 12: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 23
Rule 13: b4b1ce1424, Class:  1, CF:0.999659, Len: 10, Fitness_tra: 13
Rule 14: b841c112b4, Class:  1, CF:0.989675, Len: 10, Fitness_tra: 11
Rule 15: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 10
Rule 16: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 9
Rule 17: 182c211131, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 18: 13a2261161, Class:  0, CF:0.908402, Len: 10, Fitness_tra: 2
Rule 19: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 2
Rule 20: 7b115e7177, Class:  1, CF:0.996078, Len: 10, Fitness_tra: 1
Rule 21: 21a216112a, Class:  0, CF:0.714597, Len: 10, Fitness_tra: 0
Rule 22: 142b291111, Class:  0, CF:0.48355, Len: 10, Fitness_tra: 0
Rule 23: b1d1c11d7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 1c2b291a11, Class:  0, CF:0.987306, Len: 10, Fitness_tra: 0
Rule 25: 122b2511b1, Class:  0, CF:0.500679, Len: 10, Fitness_tra: 0
Rule 26: 1c2b291111, Class:  0, CF:0.888292, Len: 10, Fitness_tra: 0
Rule 27: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 28: 22d021b252, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: b4415eb44c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 1114857281, Class:  1, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 82: 1112252121, Class:  0, CF:0.273229, Len: 10, Fitness_tra: 2
Rule 83: 2a1b554f3d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 112451b145, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 1c24162225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 227b332211, Class:  1, CF:0.458315, Len: 10, Fitness_tra: 0
Rule 87: 4124532117, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 21311db991, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4444512718, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 2c2211b11d, Class:  1, CF:0.997407, Len: 10, Fitness_tra: 0
Rule 91: e001000380, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 22b02111a2, Class:  1, CF:0.896914, Len:  9, Fitness_tra: -1
Rule 93: b1215611c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 94b1114257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1521c51a11, Class:  0, CF:0.585167, Len: 10, Fitness_tra: 2
Rule 96: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 4
Rule 97: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 321
Rule 98: 1c17514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 21e7114ed7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:28.4388
------Result------
Miss_rate(tra)	:28.4388
Miss_rate(tst)	:0.731261
ARL				:9.5679

------Generation 80------
Rule  1: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1352
Rule  2: 110b001b11, Class:  0, CF:0.145405, Len:  7, Fitness_tra: 1128
Rule  3: 1461c51111, Class:  0, CF:0.0701364, Len: 10, Fitness_tra: 985
Rule  4: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 676
Rule  5: 12b12114b1, Class:  1, CF:0.913637, Len: 10, Fitness_tra: 336
Rule  6: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 321
Rule  7: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  8: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 12
Rule  9: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 43
Rule 10: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 55
Rule 11: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 53
Rule 12: 152b021b11, Class:  0, CF:0.776004, Len:  9, Fitness_tra: 0
Rule 13: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 23
Rule 14: b4b1ce1424, Class:  1, CF:0.999659, Len: 10, Fitness_tra: 13
Rule 15: b841c112b4, Class:  1, CF:0.989675, Len: 10, Fitness_tra: 9
Rule 16: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 10
Rule 17: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 8
Rule 18: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 4
Rule 19: 182c211131, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 1542c51a11, Class:  0, CF:0.986128, Len: 10, Fitness_tra: 0
Rule 21: 13a2261161, Class:  0, CF:0.908402, Len: 10, Fitness_tra: 2
Rule 22: 1112252121, Class:  0, CF:0.273229, Len: 10, Fitness_tra: 2
Rule 23: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 2
Rule 24: 1521c51a11, Class:  0, CF:0.585167, Len: 10, Fitness_tra: -2
Rule 25: 7b115e7177, Class:  1, CF:0.996078, Len: 10, Fitness_tra: 1
Rule 26: 21a216112a, Class:  0, CF:0.714597, Len: 10, Fitness_tra: 1
Rule 27: 11b1111e77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 0
Rule 29: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 56: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 59: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 60: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 64: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 67: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c1201f7b81, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 69: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 122b1a1c21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 78: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22b213422b, Class:  1, CF:0.929798, Len: 10, Fitness_tra: 0
Rule 81: 124b131422, Class:  1, CF:0.990286, Len: 10, Fitness_tra: 0
Rule 82: 2841deb221, Class:  1, CF:0.995056, Len: 10, Fitness_tra: 0
Rule 83: 4394852a61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 144bdd2b77, Class:  1, CF:0.83609, Len: 10, Fitness_tra: 0
Rule 85: b1bb59b212, Class:  1, CF:0.992592, Len: 10, Fitness_tra: 0
Rule 86: 1c11d62121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 224129115d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 1c1236b911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4c1b11b544, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 2222164251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1542c51a11, Class:  0, CF:0.986128, Len:  0, Fitness_tra: 0
Rule 92: 1504000411, Class:  0, CF:0.839248, Len:  6, Fitness_tra: 201
Rule 93: 1842111118, Class:  1, CF:0.637945, Len: 10, Fitness_tra: 0
Rule 94: b19155141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b841c112ab, Class:  1, CF:0.972535, Len: 10, Fitness_tra: 6
Rule 96: 452b011441, Class:  1, CF:0.947476, Len:  9, Fitness_tra: 0
Rule 97: 1184be6251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 1c26592441, Class:  1, CF:0.890043, Len: 10, Fitness_tra: 0
Rule 99: b54bc21211, Class:  1, CF:0.968339, Len: 10, Fitness_tra: 0
Rule100: 42548a2812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.4184
------Result------
Miss_rate(tra)	:28.4184
Miss_rate(tst)	:0.731261
ARL				:9.51899

------Generation 90------
Rule  1: 0000000080, Class:  1, CF:0.997245, Len:  1, Fitness_tra: 1352
Rule  2: 1461c51111, Class:  0, CF:0.0701364, Len: 10, Fitness_tra: -370
Rule  3: 110b001b11, Class:  0, CF:0.145405, Len:  7, Fitness_tra: 74
Rule  4: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 673
Rule  5: 1804000031, Class:  0, CF:0.991117, Len:  5, Fitness_tra: 486
Rule  6: 12b12114b1, Class:  1, CF:0.913637, Len: 10, Fitness_tra: 334
Rule  7: 6b171da14a, Class:  0, CF:0.597005, Len: 10, Fitness_tra: 0
Rule  8: 0000000050, Class:  1, CF:0.999995, Len:  1, Fitness_tra: 252
Rule  9: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 55
Rule 10: 7111161111, Class:  0, CF:0.86774, Len: 10, Fitness_tra: 37
Rule 11: 1800d00031, Class:  0, CF:0.972712, Len:  5, Fitness_tra: 25
Rule 12: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 23
Rule 13: b4b1ce1424, Class:  1, CF:0.999659, Len: 10, Fitness_tra: 13
Rule 14: 1221111c11, Class:  1, CF:0.978249, Len: 10, Fitness_tra: 10
Rule 15: b841c112b4, Class:  1, CF:0.989675, Len: 10, Fitness_tra: 9
Rule 16: 1421111ca1, Class:  1, CF:0.987149, Len: 10, Fitness_tra: 8
Rule 17: 1504000411, Class:  0, CF:0.839248, Len:  6, Fitness_tra: 6
Rule 18: b841c112ab, Class:  1, CF:0.972535, Len: 10, Fitness_tra: 5
Rule 19: 12b121147b, Class:  1, CF:0.933036, Len: 10, Fitness_tra: 4
Rule 20: b1b151a42b, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 2
Rule 21: 13a2261161, Class:  0, CF:0.908402, Len: 10, Fitness_tra: 1
Rule 22: 1112252121, Class:  0, CF:0.273229, Len: 10, Fitness_tra: 1
Rule 23: 21a216112a, Class:  0, CF:0.714597, Len: 10, Fitness_tra: 1
Rule 24: 7b115e7177, Class:  1, CF:0.996078, Len: 10, Fitness_tra: 1
Rule 25: 1842111111, Class:  0, CF:0.837625, Len: 10, Fitness_tra: 0
Rule 26: 42548a2812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11b1111e77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 1800037010, Class:  0, CF:0.38222, Len:  5, Fitness_tra: 0
Rule 29: 181b152711, Class:  0, CF:0.917248, Len: 10, Fitness_tra: 0
Rule 30: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 0
Rule 31: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 0
Rule 32: 2121c17144, Class:  1, CF:0.998383, Len: 10, Fitness_tra: 0
Rule 33: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 34: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 36: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 1217514b54, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 43: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 44: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 48: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 49: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 50: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
