------Generation 0------
Rule  1: 215b81b192, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 55: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 57: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 58: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 59: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 61: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 62: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 74: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 76: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 2117c3b427, Class:  1, CF:0.99919, Len: 10, Fitness_tra: 0
Rule 79: 4227de727d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: ccb1d5b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1214e17118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 4217517998, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 281116b515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4224597127, Class:  1, CF:0.917705, Len: 10, Fitness_tra: 0
Rule 86: 4144312241, Class:  1, CF:0.953623, Len: 10, Fitness_tra: 0
Rule 87: 2132c5736d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 22b7d171bb, Class:  1, CF:0.862889, Len: 10, Fitness_tra: 0
Rule 89: bc7b2db4b1, Class:  1, CF:0.885312, Len: 10, Fitness_tra: 0
Rule 90: 1172514121, Class:  1, CF:0.852698, Len: 10, Fitness_tra: 0
Rule 91: 4227472120, Class:  1, CF:0.992573, Len:  9, Fitness_tra: 0
Rule 92: 1b20474000, Class:  1, CF:0.981461, Len:  6, Fitness_tra: 35
Rule 93: 017b651007, Class:  0, CF:0.991307, Len:  7, Fitness_tra: 415
Rule 94: 4241e938e4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 42540a6b1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 96: 2221162587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 442681748b, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 98: b47b898872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0c4b56d215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1321192382, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:48.6936
------Result------
Miss_rate(tra)	:48.6936
Miss_rate(tst)	:18.6472
ARL				:9.4

------Generation 80------
Rule  1: 060b450000, Class:  0, CF:0.811931, Len:  4, Fitness_tra: 1771
Rule  2: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1090
Rule  3: 0114611032, Class:  0, CF:0.999156, Len:  8, Fitness_tra: 343
Rule  4: 02c10020d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 327
Rule  5: 020a007010, Class:  1, CF:0.818147, Len:  4, Fitness_tra: 252
Rule  6: bb21d51242, Class:  1, CF:0.999979, Len: 10, Fitness_tra: 219
Rule  7: 2b33cd1284, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 193
Rule  8: 2cb31d1444, Class:  1, CF:0.985369, Len: 10, Fitness_tra: 165
Rule  9: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 69
Rule 10: 711b251111, Class:  0, CF:0.181746, Len: 10, Fitness_tra: 55
Rule 11: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 43
Rule 12: 27b1cd1a22, Class:  1, CF:0.996976, Len: 10, Fitness_tra: 30
Rule 13: 44b11b1444, Class:  1, CF:0.912267, Len: 10, Fitness_tra: 28
Rule 14: 11141db111, Class:  0, CF:0.25184, Len: 10, Fitness_tra: 27
Rule 15: 2cb3cd1284, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 17
Rule 16: 017b651007, Class:  0, CF:0.991307, Len:  7, Fitness_tra: 10
Rule 17: 6c4b591070, Class:  0, CF:0.757439, Len:  8, Fitness_tra: 10
Rule 18: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 9
Rule 19: 2cb1cd1224, Class:  1, CF:0.995777, Len: 10, Fitness_tra: 7
Rule 20: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 6
Rule 21: 00240020b0, Class:  0, CF:0.0172312, Len:  4, Fitness_tra: 4
Rule 22: 1144131227, Class:  1, CF:0.974143, Len: 10, Fitness_tra: 3
Rule 23: 02718918e0, Class:  1, CF:  1, Len:  8, Fitness_tra: 2
Rule 24: 4227112221, Class:  1, CF:0.996604, Len: 10, Fitness_tra: 1
Rule 25: 0c72611007, Class:  0, CF:0.982556, Len:  7, Fitness_tra: 1
Rule 26: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 0
Rule 27: 02070070c0, Class:  1, CF:0.988615, Len:  4, Fitness_tra: 0
Rule 28: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 0
Rule 29: 024b570204, Class:  1, CF:0.996681, Len:  7, Fitness_tra: 0
Rule 30: 470b447007, Class:  1, CF:0.975571, Len:  7, Fitness_tra: 0
Rule 31: 42540a6b1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 32: 1241811185, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 35: 1911814d12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 1b217147bb, Class:  1, CF:0.984689, Len: 10, Fitness_tra: 0
Rule 37: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 38: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 41: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 43: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 44: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 45: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 46: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 55: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 57: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 58: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 59: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 61: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 62: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 74: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 76: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 2117c3b427, Class:  1, CF:0.99919, Len: 10, Fitness_tra: 0
Rule 79: 4227de727d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2c77537421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 774b517221, Class:  1, CF:0.998767, Len: 10, Fitness_tra: 0
Rule 83: ca928d266d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24748e247b, Class:  1, CF:0.977691, Len: 10, Fitness_tra: 0
Rule 85: 1812df1515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b212114177, Class:  1, CF:0.8612, Len: 10, Fitness_tra: 0
Rule 87: cd8b514151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1bb4a64244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 15b4191b77, Class:  0, CF:0.985818, Len: 10, Fitness_tra: 2
Rule 90: 2114254152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 12272eb727, Class:  1, CF:0.242547, Len: 10, Fitness_tra: 0
Rule 92: 142d334112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4473dd2703, Class:  1, CF:0.985715, Len:  9, Fitness_tra: 0
Rule 94: 9447117242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 121ca14712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 128d597521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2c1b6eb00b, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 1c87211530, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 1137131727, Class:  1, CF:0.775119, Len: 10, Fitness_tra: 0
Rule100: 727b532729, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.6524
------Result------
Miss_rate(tra)	:46.6524
Miss_rate(tst)	:21.9378
ARL				:9.19231

------Generation 90------
Rule  1: 060b450000, Class:  0, CF:0.811931, Len:  4, Fitness_tra: 825
Rule  2: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1148
Rule  3: 0114611032, Class:  0, CF:0.999156, Len:  8, Fitness_tra: 69
Rule  4: 02c10020d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 248
Rule  5: 020a007010, Class:  1, CF:0.818147, Len:  4, Fitness_tra: 402
Rule  6: bb21d51242, Class:  1, CF:0.999979, Len: 10, Fitness_tra: 180
Rule  7: 2b33cd1284, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 191
Rule  8: 2cb31d1444, Class:  1, CF:0.985369, Len: 10, Fitness_tra: 163
Rule  9: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 25
Rule 10: 711b251111, Class:  0, CF:0.181746, Len: 10, Fitness_tra: 55
Rule 11: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 43
Rule 12: 27b1cd1a22, Class:  1, CF:0.996976, Len: 10, Fitness_tra: 30
Rule 13: 44b11b1444, Class:  1, CF:0.912267, Len: 10, Fitness_tra: 28
Rule 14: 11141db111, Class:  0, CF:0.25184, Len: 10, Fitness_tra: 0
Rule 15: 2cb3cd1284, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 17
Rule 16: 017b651007, Class:  0, CF:0.991307, Len:  7, Fitness_tra: 2
Rule 17: 6c4b591070, Class:  0, CF:0.757439, Len:  8, Fitness_tra: 10
Rule 18: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 19: 2cb1cd1224, Class:  1, CF:0.995777, Len: 10, Fitness_tra: 7
Rule 20: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 6
Rule 21: 00240020b0, Class:  0, CF:0.0172312, Len:  4, Fitness_tra: 4
Rule 22: 1144131227, Class:  1, CF:0.974143, Len: 10, Fitness_tra: 0
Rule 23: 02718918e0, Class:  1, CF:  1, Len:  8, Fitness_tra: 2
Rule 24: 15b4191b77, Class:  0, CF:0.985818, Len: 10, Fitness_tra: 2
Rule 25: 4227112221, Class:  1, CF:0.996604, Len: 10, Fitness_tra: 0
Rule 26: 0c72611007, Class:  0, CF:0.982556, Len:  7, Fitness_tra: 1
Rule 27: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 0
Rule 28: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 0
Rule 29: 024b570204, Class:  1, CF:0.996681, Len:  7, Fitness_tra: 0
Rule 30: 470b447007, Class:  1, CF:0.975571, Len:  7, Fitness_tra: 0
Rule 31: 42540a6b1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 32: 1241811185, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 35: 1911814d12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 1b217147bb, Class:  1, CF:0.984689, Len: 10, Fitness_tra: 0
Rule 37: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 38: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 41: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 43: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 44: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 45: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 46: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 55: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 57: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 58: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 59: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 61: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 62: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 74: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 76: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 2117c3b427, Class:  1, CF:0.99919, Len: 10, Fitness_tra: 0
Rule 79: 4227de727d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 72b411b474, Class:  1, CF:0.970176, Len: 10, Fitness_tra: 0
Rule 82: 2512211115, Class:  1, CF:0.517754, Len: 10, Fitness_tra: 0
Rule 83: 7111511472, Class:  1, CF:0.999138, Len: 10, Fitness_tra: 67
Rule 84: 431285b1e2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: c21b564c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 121b31195c, Class:  1, CF:  1, Len: 10, Fitness_tra: 96
Rule 87: 21419f1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 42174c4747, Class:  1, CF:0.977098, Len: 10, Fitness_tra: 0
Rule 89: 2814511c4b, Class:  1, CF:0.994902, Len: 10, Fitness_tra: 0
Rule 90: 12b4152228, Class:  1, CF:0.997151, Len: 10, Fitness_tra: 0
Rule 91: 21212d12d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 2cb1cd1524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 020d007910, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 72b4c2b724, Class:  1, CF:0.988005, Len: 10, Fitness_tra: 0
Rule 95: 87b119b877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2117c32427, Class:  1, CF:0.99919, Len: 10, Fitness_tra: 0
Rule 97: 2cb21a1224, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 1317331702, Class:  1, CF:0.637113, Len:  9, Fitness_tra: 0
Rule 99: 11141da11a, Class:  0, CF:0.866784, Len: 10, Fitness_tra: 1541
Rule100: 22741a7b42, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.305
------Result------
Miss_rate(tra)	:44.305
Miss_rate(tst)	:18.4644
ARL				:9.33333

------Generation 100------
Rule  1: 11141da11a, Class:  0, CF:0.866784, Len: 10, Fitness_tra: 503
Rule  2: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 928
Rule  3: 060b450000, Class:  0, CF:0.811931, Len:  4, Fitness_tra: 88
Rule  4: 121041005c, Class:  1, CF:  1, Len:  7, Fitness_tra: 461
Rule  5: 020a007010, Class:  1, CF:0.818147, Len:  4, Fitness_tra: 95
Rule  6: 2cb31d0040, Class:  1, CF:0.964437, Len:  7, Fitness_tra: 123
Rule  7: bb21d51242, Class:  1, CF:0.999979, Len: 10, Fitness_tra: 11
Rule  8: 2b33cd1284, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule  9: 0c0b491000, Class:  0, CF:0.922192, Len:  5, Fitness_tra: 140
Rule 10: 0114611032, Class:  0, CF:0.999156, Len:  8, Fitness_tra: 69
Rule 11: 7111511472, Class:  1, CF:0.999138, Len: 10, Fitness_tra: 1
Rule 12: 711b251111, Class:  0, CF:0.181746, Len: 10, Fitness_tra: 0
Rule 13: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 43
Rule 14: 27b1cd1a22, Class:  1, CF:0.996976, Len: 10, Fitness_tra: 0
Rule 15: 44b11b1444, Class:  1, CF:0.912267, Len: 10, Fitness_tra: 13
Rule 16: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 8
Rule 17: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 6
Rule 18: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 00240020b0, Class:  0, CF:0.0172312, Len:  4, Fitness_tra: 3
Rule 20: 112b557111, Class:  0, CF:0.693438, Len: 10, Fitness_tra: 3
Rule 21: 02c10020d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 15b4191b77, Class:  0, CF:0.985818, Len: 10, Fitness_tra: 2
Rule 23: 017b651007, Class:  0, CF:0.991307, Len:  7, Fitness_tra: 1
Rule 24: 2cb3cd1284, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 25: 0c72611007, Class:  0, CF:0.982556, Len:  7, Fitness_tra: 1
Rule 26: 2cb1cd1224, Class:  1, CF:0.995777, Len: 10, Fitness_tra: 0
Rule 27: 2cb31d1444, Class:  1, CF:0.985369, Len: 10, Fitness_tra: 1
Rule 28: 121b31195c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 024b570204, Class:  1, CF:0.996681, Len:  7, Fitness_tra: 0
Rule 30: 470b447007, Class:  1, CF:0.975571, Len:  7, Fitness_tra: 0
Rule 31: 42540a6b1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 32: 1241811185, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 35: 1911814d12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 1b217147bb, Class:  1, CF:0.984689, Len: 10, Fitness_tra: 0
Rule 37: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 38: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 41: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 43: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 44: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 45: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 46: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 55: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 57: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 58: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 59: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 61: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 62: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
