------Generation 0------
Rule  1: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 212456b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 42278e7282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2271112152, Class:  1, CF:  1, Len: 10, Fitness_tra: 102
Rule 88: 17bb532b47, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 81425ab159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 22171e4244, Class:  1, CF:0.966248, Len: 10, Fitness_tra: 0
Rule 91: 42415d212b, Class:  1, CF:0.996144, Len: 10, Fitness_tra: 0
Rule 92: 2b772a7144, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: a221337bb2, Class:  0, CF:0.676168, Len: 10, Fitness_tra: 0
Rule 94: c112131111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4241137111, Class:  1, CF:0.0383513, Len: 10, Fitness_tra: 0
Rule 96: 11166111b2, Class:  0, CF:0.984481, Len: 10, Fitness_tra: 2450
Rule 97: bb141512b4, Class:  1, CF:0.983607, Len: 10, Fitness_tra: 18
Rule 98: 424313212b, Class:  1, CF:0.433842, Len: 10, Fitness_tra: 0
Rule 99: 1212111711, Class:  0, CF:0.838752, Len: 10, Fitness_tra: -1099
Rule100: 2b12711114, Class:  1, CF:0.461346, Len: 10, Fitness_tra: 6
------Current------
Miss_rate(tra)	:26.3061
------Result------
Miss_rate(tra)	:26.3061
Miss_rate(tst)	:3.10786
ARL				:10

------Generation 80------
Rule  1: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 915
Rule  2: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 803
Rule  3: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 0
Rule  4: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 318
Rule  5: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 363
Rule  6: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 304
Rule  7: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 149
Rule  8: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 164
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 1
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 42
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 58
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 8
Rule 13: b247c54522, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 31
Rule 15: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 0
Rule 16: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 10
Rule 17: 28211e1e82, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 18: 44b1112422, Class:  1, CF:0.989089, Len: 10, Fitness_tra: 11
Rule 19: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 0
Rule 20: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 13
Rule 21: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 22: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 23: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 5
Rule 24: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 25: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 26: 11dbc111f1, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 27: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 0
Rule 28: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 1
Rule 29: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 2
Rule 30: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 31: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 32: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 33: 18279e1582, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1411367747, Class:  0, CF:0.954689, Len: 10, Fitness_tra: 0
Rule 82: 122b8d7717, Class:  1, CF:0.71456, Len: 10, Fitness_tra: 0
Rule 83: 2bb46f4744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 74b2812b74, Class:  1, CF:0.954974, Len: 10, Fitness_tra: 0
Rule 85: 212456b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 42278e7282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2271112152, Class:  1, CF:  1, Len: 10, Fitness_tra: 102
Rule 88: 17bb532b47, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 81425ab159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 22171e4244, Class:  1, CF:0.966248, Len: 10, Fitness_tra: 0
Rule 91: 42415d212b, Class:  1, CF:0.996144, Len: 10, Fitness_tra: 0
Rule 92: 2b772a7144, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: a221337bb2, Class:  0, CF:0.676168, Len: 10, Fitness_tra: 0
Rule 94: c112131111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4241137111, Class:  1, CF:0.0383513, Len: 10, Fitness_tra: 0
Rule 96: 11166111b2, Class:  0, CF:0.984481, Len: 10, Fitness_tra: 2450
Rule 97: bb141512b4, Class:  1, CF:0.983607, Len: 10, Fitness_tra: 18
Rule 98: 424313212b, Class:  1, CF:0.433842, Len: 10, Fitness_tra: 0
Rule 99: 1212111711, Class:  0, CF:0.838752, Len: 10, Fitness_tra: -1099
Rule100: 2b12711114, Class:  1, CF:0.461346, Len: 10, Fitness_tra: 6
------Current------
Miss_rate(tra)	:26.3061
------Result------
Miss_rate(tra)	:26.3061
Miss_rate(tst)	:3.10786
ARL				:10

------Generation 90------
Rule  1: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 915
Rule  2: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 803
Rule  3: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 0
Rule  4: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 318
Rule  5: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 363
Rule  6: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 304
Rule  7: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 149
Rule  8: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 164
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 1
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 42
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 58
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 8
Rule 13: b247c54522, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 31
Rule 15: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 0
Rule 16: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 10
Rule 17: 28211e1e82, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 18: 44b1112422, Class:  1, CF:0.989089, Len: 10, Fitness_tra: 11
Rule 19: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 0
Rule 20: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 13
Rule 21: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 22: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 23: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 5
Rule 24: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 25: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 26: 11dbc111f1, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 27: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 0
Rule 28: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 1
Rule 29: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 2
Rule 30: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 31: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 32: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 33: 18279e1582, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1411367747, Class:  0, CF:0.954689, Len: 10, Fitness_tra: 0
Rule 82: 122b8d7717, Class:  1, CF:0.71456, Len: 10, Fitness_tra: 0
Rule 83: 2bb46f4744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 74b2812b74, Class:  1, CF:0.954974, Len: 10, Fitness_tra: 0
Rule 85: 212456b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 42278e7282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2271112152, Class:  1, CF:  1, Len: 10, Fitness_tra: 102
Rule 88: 17bb532b47, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 81425ab159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 22171e4244, Class:  1, CF:0.966248, Len: 10, Fitness_tra: 0
Rule 91: 42415d212b, Class:  1, CF:0.996144, Len: 10, Fitness_tra: 0
Rule 92: 2b772a7144, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: a221337bb2, Class:  0, CF:0.676168, Len: 10, Fitness_tra: 0
Rule 94: c112131111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4241137111, Class:  1, CF:0.0383513, Len: 10, Fitness_tra: 0
Rule 96: 11166111b2, Class:  0, CF:0.984481, Len: 10, Fitness_tra: 2450
Rule 97: bb141512b4, Class:  1, CF:0.983607, Len: 10, Fitness_tra: 18
Rule 98: 424313212b, Class:  1, CF:0.433842, Len: 10, Fitness_tra: 0
Rule 99: 1212111711, Class:  0, CF:0.838752, Len: 10, Fitness_tra: -1099
Rule100: 2b12711114, Class:  1, CF:0.461346, Len: 10, Fitness_tra: 6
------Current------
Miss_rate(tra)	:26.3061
------Result------
Miss_rate(tra)	:26.3061
Miss_rate(tst)	:3.10786
ARL				:10

------Generation 100------
Rule  1: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 915
Rule  2: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 803
Rule  3: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 0
Rule  4: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 318
Rule  5: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 363
Rule  6: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 304
Rule  7: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 149
Rule  8: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 164
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 1
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 42
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 58
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 8
Rule 13: b247c54522, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 31
Rule 15: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 0
Rule 16: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 10
Rule 17: 28211e1e82, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 18: 44b1112422, Class:  1, CF:0.989089, Len: 10, Fitness_tra: 11
Rule 19: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 0
Rule 20: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 13
Rule 21: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 22: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 23: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 5
Rule 24: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 25: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 26: 11dbc111f1, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 27: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 0
Rule 28: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 1
Rule 29: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 2
Rule 30: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 31: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 32: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 33: 18279e1582, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1411367747, Class:  0, CF:0.954689, Len: 10, Fitness_tra: 0
Rule 82: 122b8d7717, Class:  1, CF:0.71456, Len: 10, Fitness_tra: 0
Rule 83: 2bb46f4744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 74b2812b74, Class:  1, CF:0.954974, Len: 10, Fitness_tra: 0
Rule 85: 212456b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 42278e7282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2271112152, Class:  1, CF:  1, Len: 10, Fitness_tra: 102
Rule 88: 17bb532b47, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 81425ab159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 22171e4244, Class:  1, CF:0.966248, Len: 10, Fitness_tra: 0
Rule 91: 42415d212b, Class:  1, CF:0.996144, Len: 10, Fitness_tra: 0
Rule 92: 2b772a7144, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: a221337bb2, Class:  0, CF:0.676168, Len: 10, Fitness_tra: 0
Rule 94: c112131111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4241137111, Class:  1, CF:0.0383513, Len: 10, Fitness_tra: 0
Rule 96: 11166111b2, Class:  0, CF:0.984481, Len: 10, Fitness_tra: 2450
Rule 97: bb141512b4, Class:  1, CF:0.983607, Len: 10, Fitness_tra: 18
Rule 98: 424313212b, Class:  1, CF:0.433842, Len: 10, Fitness_tra: 0
Rule 99: 1212111711, Class:  0, CF:0.838752, Len: 10, Fitness_tra: -1099
