------Generation 0------
Rule  1: 00a000000, Class:  6, CF:0.0872402, Len:  1, Fitness_tra: -4
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00a000000, Class:  6, CF:0.0872402, Len:  1, Fitness_tra: -2
Rule 86: 18111b874, Class:  1, CF:0.905479, Len:  9, Fitness_tra: 0
Rule 87: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000100014, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 001000800, Class:  1, CF:0.00438908, Len:  2, Fitness_tra: -4
Rule 95: 00a000400, Class:  6, CF:0.0946882, Len:  2, Fitness_tra: -2
Rule 96: 110054201, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: de0d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 400000080, Class:  6, CF:0.821916, Len:  0, Fitness_tra: 0
Rule 99: 119c5421c, Class:  0, CF:0.431257, Len:  9, Fitness_tra: 0
Rule100: 00e1d2170, Class:  1, CF:0.384682, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.4269
------Result------
Miss_rate(tra)	:37.4269
Miss_rate(tst)	:37.2093
ARL				:4.36667

------Generation 90------
Rule  1: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 19
Rule  2: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 10
Rule  3: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 8
Rule  4: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 6
Rule  5: 0070b0130, Class:  1, CF:0.19013, Len:  4, Fitness_tra: 2
Rule  6: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 2
Rule  7: 500000004, Class:  1, CF:0.845904, Len:  2, Fitness_tra: 2
Rule  8: 00b080000, Class:  4, CF:0.0376387, Len:  2, Fitness_tra: 0
Rule  9: 0070000c0, Class:  6, CF:0.879472, Len:  2, Fitness_tra: 1
Rule 10: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 11: d00000000, Class:  1, CF:0.552726, Len:  1, Fitness_tra: 1
Rule 12: 80e0001b0, Class:  0, CF:0.825354, Len:  4, Fitness_tra: 1
Rule 13: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 14: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 15: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 16: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 119c54211, Class:  1, CF:0.195854, Len:  9, Fitness_tra: 0
Rule 18: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c90000000, Class:  6, CF:  1, Len:  2, Fitness_tra: 0
Rule 84: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00a000000, Class:  6, CF:0.0872402, Len:  1, Fitness_tra: -3
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0071502c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 883184247, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 0000000d0, Class:  6, CF:0.0272374, Len:  0, Fitness_tra: 0
Rule 94: 200506300, Class:  6, CF:0.752445, Len:  4, Fitness_tra: 0
Rule 95: 00060a090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c195d2477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: c30900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c30020004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000404000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 510090100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.0877
------Result------
Miss_rate(tra)	:35.0877
Miss_rate(tst)	:44.186
ARL				:3.92857

------Generation 100------
Rule  1: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 17
Rule  2: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 1
Rule  3: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 12
Rule  4: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 6
Rule  5: 0070b0130, Class:  1, CF:0.19013, Len:  4, Fitness_tra: 2
Rule  6: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 2
Rule  7: 500000004, Class:  1, CF:0.845904, Len:  2, Fitness_tra: 2
Rule  8: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 0070000c0, Class:  6, CF:0.879472, Len:  2, Fitness_tra: 0
Rule 10: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 11: d00000000, Class:  1, CF:0.552726, Len:  1, Fitness_tra: 1
Rule 12: 80e0001b0, Class:  0, CF:0.825354, Len:  4, Fitness_tra: 1
Rule 13: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 14: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 15: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 16: 00b080000, Class:  4, CF:0.0376387, Len:  2, Fitness_tra: -1
Rule 17: 119c54211, Class:  1, CF:0.195854, Len:  9, Fitness_tra: 0
Rule 18: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8c11d1127, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 82: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000, Class:  6, CF:0.0872402, Len:  0, Fitness_tra: 0
Rule 89: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 11
Rule 90: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 450070084, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 4
Rule 94: 007c000c0, Class:  6, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: c000200d4, Class:  6, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: c195d2477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ca35311e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000809d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000090000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 100e11183, Class:  4, CF:0.997899, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.3333
------Result------
Miss_rate(tra)	:33.3333
Miss_rate(tst)	:44.186
ARL				:4.16129

------Generation 200------
Rule  1: 109404001, Class:  1, CF:0.0622538, Len:  5, Fitness_tra: 18
Rule  2: 000600000, Class:  0, CF:0.0562771, Len:  1, Fitness_tra: 4
Rule  3: 4000000c0, Class:  6, CF:0.974306, Len:  2, Fitness_tra: 10
Rule  4: 0000b3007, Class:  1, CF:0.394143, Len:  3, Fitness_tra: 7
Rule  5: c00600000, Class:  0, CF:0.329298, Len:  2, Fitness_tra: 7
Rule  6: 000d00000, Class:  6, CF:0.648485, Len:  1, Fitness_tra: 6
Rule  7: 400050831, Class:  4, CF:0.131039, Len:  5, Fitness_tra: 3
Rule  8: 019754000, Class:  0, CF:0.175379, Len:  5, Fitness_tra: 2
Rule  9: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 2
Rule 10: 13001110b, Class:  1, CF:0.0192363, Len:  6, Fitness_tra: 1
Rule 11: 500000004, Class:  1, CF:0.845904, Len:  2, Fitness_tra: 1
Rule 12: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 1
Rule 13: 090000000, Class:  5, CF:0.559203, Len:  1, Fitness_tra: 1
Rule 14: 0005000d0, Class:  4, CF:0.919948, Len:  2, Fitness_tra: 1
Rule 15: 0000050a0, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 16: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 1
Rule 17: 0c20d1020, Class:  6, CF:0.765316, Len:  5, Fitness_tra: 1
Rule 18: d00000000, Class:  1, CF:0.552726, Len:  1, Fitness_tra: 2
Rule 19: 007090000, Class:  5, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 80e0001b0, Class:  0, CF:0.825354, Len:  4, Fitness_tra: 0
Rule 21: 500011d00, Class:  1, CF:0.952099, Len:  4, Fitness_tra: 1
Rule 22: 00b05100c, Class:  4, CF:  1, Len:  4, Fitness_tra: 1
Rule 23: 0070b3137, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 24: 80ef001b0, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
