------Generation 0------
Rule  1: 93ffe13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: e3f63b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 24a3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 93319d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811f351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e3a3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2516111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11aa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 88a1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a6111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e9fa315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 16faa35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 3e36311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 166a645, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1fa13d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 336f11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 631f1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 15af128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1156151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000004, Class:  1, CF:0.00582168, Len:  1, Fitness_tra: 0
Rule 87: 156f182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 88: 1913151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e36f321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3136152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d86fd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1e0c0d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e3a1828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d163556, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 116635c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 313131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0c00b00, Class:  0, CF:0.730544, Len:  2, Fitness_tra: 5
Rule 98: 3020010, Class:  0, CF:0.817271, Len:  3, Fitness_tra: 7
Rule 99: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6363108, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.0563
------Result------
Miss_rate(tra)	:51.0563
Miss_rate(tst)	:17.6471
ARL				:3.73529

------Generation 70------
Rule  1: 0d00000, Class:  1, CF:0.45627, Len:  1, Fitness_tra: 107
Rule  2: 000000d, Class:  0, CF:0.99062, Len:  1, Fitness_tra: 84
Rule  3: 0500000, Class:  1, CF:0.564922, Len:  1, Fitness_tra: 66
Rule  4: 7000030, Class:  0, CF:0.920714, Len:  2, Fitness_tra: 54
Rule  5: 0e00000, Class:  1, CF:0.700039, Len:  1, Fitness_tra: 29
Rule  6: 3000000, Class:  0, CF:0.599503, Len:  1, Fitness_tra: 15
Rule  7: 7100030, Class:  0, CF:0.974343, Len:  3, Fitness_tra: 11
Rule  8: 0dc0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule  9: 00000d0, Class:  0, CF:0.40756, Len:  1, Fitness_tra: 7
Rule 10: 3020010, Class:  0, CF:0.817271, Len:  3, Fitness_tra: 3
Rule 11: 4c20111, Class:  0, CF:0.756939, Len:  6, Fitness_tra: 6
Rule 12: 0000002, Class:  0, CF:0.22231, Len:  1, Fitness_tra: 5
Rule 13: 0c00b00, Class:  0, CF:0.730544, Len:  2, Fitness_tra: 5
Rule 14: 0000624, Class:  0, CF:0.707957, Len:  3, Fitness_tra: 4
Rule 15: dca0101, Class:  0, CF:0.921682, Len:  5, Fitness_tra: 3
Rule 16: 00009e1, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 283a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 18: 6000000, Class:  0, CF:0.605069, Len:  1, Fitness_tra: 0
Rule 19: 7300116, Class:  0, CF:0.999144, Len:  5, Fitness_tra: 0
Rule 20: 35613d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e331352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e363128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15f1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 25: 111f533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1861d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e611352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1663111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e61614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 393a618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3ff131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 313131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 553f212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 113f2c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e1a631c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18fa93e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1161519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 111f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1566111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 1233131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: d161558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1136121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 553193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 9a1fa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91f1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8df1d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 331aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91af1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11f615c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1ea1311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 351f134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1dfad82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5463582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 75f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8166528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1116351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 516f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 432aa11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3116371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613f11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: e3f63b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 24a3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 93319d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811f351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e3a3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2516111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11aa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 88a1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a6111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e9fa315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 16faa35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 3e36311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 166a645, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1fa13d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111f151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 963a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11ff128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5536381, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 85: 111361d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 31f3152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 511a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 88: 5336311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1116a11, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 13616d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6400000, Class:  0, CF:0.773084, Len:  2, Fitness_tra: 12
Rule 92: 736d310, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 30603d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d36fd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0080934, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 30000d0, Class:  0, CF:0.553706, Len:  2, Fitness_tra: 0
Rule 97: 16bad82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1960000, Class:  1, CF:0.98274, Len:  3, Fitness_tra: 1
Rule 99: 030b024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 28000e0, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
------Current------
Miss_rate(tra)	:50.8803
------Result------
Miss_rate(tra)	:50.8803
Miss_rate(tst)	:17.6471
ARL				:3.85

------Generation 80------
Rule  1: 0d00000, Class:  1, CF:0.45627, Len:  1, Fitness_tra: 109
Rule  2: 000000d, Class:  0, CF:0.99062, Len:  1, Fitness_tra: 71
Rule  3: 0500000, Class:  1, CF:0.564922, Len:  1, Fitness_tra: 64
Rule  4: 7000030, Class:  0, CF:0.920714, Len:  2, Fitness_tra: 53
Rule  5: 0e00000, Class:  1, CF:0.700039, Len:  1, Fitness_tra: 29
Rule  6: 3000000, Class:  0, CF:0.599503, Len:  1, Fitness_tra: 10
Rule  7: 6400000, Class:  0, CF:0.773084, Len:  2, Fitness_tra: 12
Rule  8: 7100030, Class:  0, CF:0.974343, Len:  3, Fitness_tra: 11
Rule  9: 0dc0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule 10: 0000620, Class:  0, CF:0.725625, Len:  2, Fitness_tra: 7
Rule 11: 00000d0, Class:  0, CF:0.40756, Len:  1, Fitness_tra: -2
Rule 12: 4c20111, Class:  0, CF:0.756939, Len:  6, Fitness_tra: 6
Rule 13: 0000002, Class:  0, CF:0.22231, Len:  1, Fitness_tra: 4
Rule 14: 0c00b00, Class:  0, CF:0.730544, Len:  2, Fitness_tra: 5
Rule 15: dca0101, Class:  0, CF:0.921682, Len:  5, Fitness_tra: 3
Rule 16: 28000e0, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 3020010, Class:  0, CF:0.817271, Len:  3, Fitness_tra: 3
Rule 18: 1960000, Class:  1, CF:0.98274, Len:  3, Fitness_tra: 1
Rule 19: 0011071, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 20: 0000624, Class:  0, CF:0.707957, Len:  3, Fitness_tra: 0
Rule 21: e331352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e363128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15f1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 25: 111f533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1861d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e611352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1663111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e61614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 393a618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3ff131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 313131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 553f212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 113f2c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e1a631c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18fa93e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1161519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 111f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1566111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 1233131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: d161558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1136121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 553193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 9a1fa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91f1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8df1d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 331aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91af1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11f615c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1ea1311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 351f134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1dfad82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5463582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 75f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8166528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1116351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 516f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 432aa11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3116371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613f11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: e3f63b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 24a3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 93319d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811f351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e3a3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2516111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11aa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 88a1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a6111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e9fa315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 16faa35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 3e36311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 166a645, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1fa13d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 161fa12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e311dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 33f1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 30
Rule 85: 96a3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 09000c0, Class:  1, CF:0.690255, Len:  2, Fitness_tra: 2
Rule 87: 531aed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: eaf1f38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 393f184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6409a00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 5108125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0510071, Class:  1, CF:0.863721, Len:  4, Fitness_tra: 0
Rule 94: 053a00b, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: 3ff3a6c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0a10001, Class:  0, CF:0.693399, Len:  3, Fitness_tra: 1
Rule 97: dc00000, Class:  0, CF:0.000846226, Len:  2, Fitness_tra: 0
Rule 98: 14912e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1133151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0eae000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:50.5282
------Result------
Miss_rate(tra)	:50.5282
Miss_rate(tst)	:17.6471
ARL				:3.41463

------Generation 90------
Rule  1: 0d00000, Class:  1, CF:0.45627, Len:  1, Fitness_tra: 109
Rule  2: 000000d, Class:  0, CF:0.99062, Len:  1, Fitness_tra: 71
Rule  3: 0500000, Class:  1, CF:0.564922, Len:  1, Fitness_tra: 64
Rule  4: 7000030, Class:  0, CF:0.920714, Len:  2, Fitness_tra: 53
Rule  5: 0e00000, Class:  1, CF:0.700039, Len:  1, Fitness_tra: 29
Rule  6: 3000000, Class:  0, CF:0.599503, Len:  1, Fitness_tra: 10
Rule  7: 6400000, Class:  0, CF:0.773084, Len:  2, Fitness_tra: 12
Rule  8: 7100030, Class:  0, CF:0.974343, Len:  3, Fitness_tra: 11
Rule  9: 0dc0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule 10: 0000620, Class:  0, CF:0.725625, Len:  2, Fitness_tra: 7
Rule 11: 00000d0, Class:  0, CF:0.40756, Len:  1, Fitness_tra: -2
Rule 12: 4c20111, Class:  0, CF:0.756939, Len:  6, Fitness_tra: 6
Rule 13: 0000002, Class:  0, CF:0.22231, Len:  1, Fitness_tra: 4
Rule 14: 0c00b00, Class:  0, CF:0.730544, Len:  2, Fitness_tra: 5
Rule 15: dca0101, Class:  0, CF:0.921682, Len:  5, Fitness_tra: 3
Rule 16: 28000e0, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 3020010, Class:  0, CF:0.817271, Len:  3, Fitness_tra: 3
Rule 18: 1960000, Class:  1, CF:0.98274, Len:  3, Fitness_tra: 1
Rule 19: 0011071, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 20: 0000624, Class:  0, CF:0.707957, Len:  3, Fitness_tra: 0
Rule 21: e331352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e363128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15f1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 25: 111f533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1861d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e611352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1663111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e61614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 393a618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3ff131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 313131c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 553f212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 113f2c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e1a631c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18fa93e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1161519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 111f651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1566111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 41: 1233131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: d161558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1136121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 553193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 9a1fa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 91f1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8df1d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 331aa51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91af1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11f615c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1ea1311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 351f134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1dfad82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5463582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 75f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8166528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1116351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 516f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 432aa11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3116371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613f11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2513113, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: e3f63b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 24a3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 93319d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 811f351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e3a3132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2516111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11aa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 88a1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3a6111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e9fa315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 16faa35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 77: 3e36311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 166a645, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1fa13d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 161fa12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e311dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 33f1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 30
Rule 85: 96a3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 09000c0, Class:  1, CF:0.690255, Len:  2, Fitness_tra: 2
Rule 87: 531aed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: eaf1f38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 393f184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6409a00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 5108125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0510071, Class:  1, CF:0.863721, Len:  4, Fitness_tra: 0
Rule 94: 053a00b, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: 3ff3a6c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0a10001, Class:  0, CF:0.693399, Len:  3, Fitness_tra: 1
