------Generation 0------
Rule  1: e9ffa1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13a3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 133a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 153f692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 33a6652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11f6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111f312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 1df6151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5113158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2623618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111a155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 316131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 14a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 112a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11a1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 3e6ae12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e36f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 0
Rule 81: 1133328, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e131f14, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 83: 5136118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3936112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e566154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 166f655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000d04, Class:  1, CF:0.358053, Len:  2, Fitness_tra: 0
Rule 88: 331f315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1911318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1ef1edc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21f11da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11ff1c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 812000a, Class:  1, CF:0.122101, Len:  4, Fitness_tra: 0
Rule 94: 7500515, Class:  0, CF:0.693028, Len:  5, Fitness_tra: 0
Rule 95: 91a3178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2101155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2161e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000700, Class:  0, CF:0.852326, Len:  1, Fitness_tra: 66
Rule 99: 3363a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0a00552, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.0175
------Result------
Miss_rate(tra)	:47.0175
Miss_rate(tst)	:9.09091
ARL				:3.85714

------Generation 80------
Rule  1: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 223
Rule  2: 0000400, Class:  0, CF:0.450235, Len:  1, Fitness_tra: 78
Rule  3: 0000700, Class:  0, CF:0.852326, Len:  1, Fitness_tra: 66
Rule  4: 0650000, Class:  0, CF:  1, Len:  2, Fitness_tra: 29
Rule  5: 0000055, Class:  0, CF:0.999014, Len:  2, Fitness_tra: 22
Rule  6: 0000a00, Class:  0, CF:0.721616, Len:  1, Fitness_tra: 19
Rule  7: 0e50000, Class:  1, CF:0.593214, Len:  2, Fitness_tra: 13
Rule  8: 00000d0, Class:  0, CF:0.396563, Len:  1, Fitness_tra: 5
Rule  9: 00b0500, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule 10: 1000030, Class:  0, CF:0.498505, Len:  2, Fitness_tra: 1
Rule 11: 00000c0, Class:  1, CF:0.379704, Len:  1, Fitness_tra: 2
Rule 12: 7500500, Class:  1, CF:0.893977, Len:  3, Fitness_tra: 1
Rule 13: 0033320, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: 8600000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: c1f6dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 66f1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3161281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 551a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 27a3d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 231635d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3161a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11a1d93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e166111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 13f6f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31f3358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000d00, Class:  1, CF:0.272654, Len:  1, Fitness_tra: 0
Rule 27: d1aa112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 81aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: e111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11ff631, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 15f112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 93f115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1316115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5d31111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 11a1955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 316a3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e5a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 95a6536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1561121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 21fa588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21f11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 336a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3363ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11f3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 91331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3aa3335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 66af311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13a682, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35a3543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e36a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1931a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1ef1e82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13a3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 133a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 153f692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 33a6652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11f6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111f312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 1df6151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5113158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2623618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111a155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 316131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 14a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 112a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11a1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 3e6ae12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e36f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 0
Rule 81: 0000d04, Class:  1, CF:0.358053, Len:  2, Fitness_tra: 0
Rule 82: 3933352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8600000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 9331e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 99a6641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 8313351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9efa981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 33a161c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3913151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3000727, Class:  0, CF:0.924004, Len:  4, Fitness_tra: 0
Rule 92: 131611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3163181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0050040, Class:  1, CF:0.0993661, Len:  2, Fitness_tra: 0
Rule 95: 35655d1, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 1b3f312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2301315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 286a193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 93f3515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 015000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
------Current------
Miss_rate(tra)	:46.8421
------Result------
Miss_rate(tra)	:46.8421
Miss_rate(tst)	:9.09091
ARL				:3.69697

------Generation 90------
Rule  1: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 223
Rule  2: 0000400, Class:  0, CF:0.450235, Len:  1, Fitness_tra: 1
Rule  3: 0000700, Class:  0, CF:0.852326, Len:  1, Fitness_tra: 24
Rule  4: 0650000, Class:  0, CF:  1, Len:  2, Fitness_tra: 24
Rule  5: 015000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  6: 0000055, Class:  0, CF:0.999014, Len:  2, Fitness_tra: 15
Rule  7: 0000a00, Class:  0, CF:0.721616, Len:  1, Fitness_tra: 19
Rule  8: 0e50000, Class:  1, CF:0.593214, Len:  2, Fitness_tra: 16
Rule  9: 00b0500, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule 10: 00000d0, Class:  0, CF:0.396563, Len:  1, Fitness_tra: 4
Rule 11: 00000c0, Class:  1, CF:0.379704, Len:  1, Fitness_tra: 2
Rule 12: 1000030, Class:  0, CF:0.498505, Len:  2, Fitness_tra: 0
Rule 13: 7500500, Class:  1, CF:0.893977, Len:  3, Fitness_tra: 1
Rule 14: 0033320, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: c1f6dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 66f1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3161281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 551a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 27a3d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 231635d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3161a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11a1d93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e166111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 13f6f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31f3358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000d00, Class:  1, CF:0.272654, Len:  1, Fitness_tra: 0
Rule 27: d1aa112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 81aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: e111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11ff631, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 15f112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 93f115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1316115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5d31111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 11a1955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 316a3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e5a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 95a6536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1561121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 21fa588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21f11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 336a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3363ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11f3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 91331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3aa3335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 66af311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13a682, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35a3543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e36a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1931a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1ef1e82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13a3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 133a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 153f692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 33a6652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11f6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111f312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 1df6151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5113158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2623618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111a155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 316131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 14a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 112a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11a1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 3e6ae12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e36f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 0
Rule 81: 313f18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e3a311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 91a1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 0600000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 85: e3a3134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 131f1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e1aff92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 391a6d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13aff54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3f6a155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000c00, Class:  0, CF:0.91423, Len:  1, Fitness_tra: 147
Rule 92: 03660a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1563593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0560a10, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: de3a118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 9300150, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 3603130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13f3e3a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e36008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11bf105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.3158
------Result------
Miss_rate(tra)	:46.3158
Miss_rate(tst)	:6.06061
ARL				:3.69697

------Generation 100------
Rule  1: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 225
Rule  2: 0000c00, Class:  0, CF:0.91423, Len:  1, Fitness_tra: 145
Rule  3: 0000700, Class:  0, CF:0.852326, Len:  1, Fitness_tra: 24
Rule  4: 0650000, Class:  0, CF:  1, Len:  2, Fitness_tra: 24
Rule  5: 0000a00, Class:  0, CF:0.721616, Len:  1, Fitness_tra: 18
Rule  6: 015000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 10
Rule  7: 0e50000, Class:  1, CF:0.593214, Len:  2, Fitness_tra: 16
Rule  8: 0000055, Class:  0, CF:0.999014, Len:  2, Fitness_tra: 13
Rule  9: 00b0500, Class:  1, CF:  1, Len:  2, Fitness_tra: 10
Rule 10: 00000d0, Class:  0, CF:0.396563, Len:  1, Fitness_tra: 0
Rule 11: 00000c0, Class:  1, CF:0.379704, Len:  1, Fitness_tra: 2
Rule 12: 0000400, Class:  0, CF:0.450235, Len:  1, Fitness_tra: 1
Rule 13: 7500500, Class:  1, CF:0.893977, Len:  3, Fitness_tra: 1
Rule 14: 0600000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 15: 0033320, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 66f1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3161281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 551a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 19: 27a3d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 231635d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3161a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11a1d93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e166111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 13f6f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31f3358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000d00, Class:  1, CF:0.272654, Len:  1, Fitness_tra: 0
Rule 27: d1aa112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 81aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: e111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11ff631, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 15f112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 93f115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1316115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5d31111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 35: 11a1955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 316a3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e5a1318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 95a6536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113f118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1561121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 21fa588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21f11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 336a61c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3363ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11f3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 91331d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3aa3335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 66af311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211a652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13a682, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35a3543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e36a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1931a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1ef1e82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13a3131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 133a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 153f692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 33a6652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11f6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111f312, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 65: 1df6151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5113158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2623618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111a155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 316131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 14a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 112a351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11a1111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 3e6ae12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e66311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e36f112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000500, Class:  1, CF:0.652177, Len:  1, Fitness_tra: 0
Rule 81: 31a39b3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3633111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 113a358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3311358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 91a3125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3636358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3d61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1113152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e9aa652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3e36171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 53a31d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00e00d0, Class:  0, CF:0.586714, Len:  2, Fitness_tra: 18
