------Generation 0------
Rule  1: 885127c5421152111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111221c12142825211, Class:  0, CF:0.829003, Len: 18, Fitness_tra: 0
Rule 15: 000000090000003004, Class:  1, CF:0.689404, Len:  3, Fitness_tra: 0
Rule 16: 115127225351311293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1e3111919351911121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3135115c1581842159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11124b11821c511833, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 22: 22222215c82c812115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 116522949155172351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 88814485c114281c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00d00b005850000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 11151431111534111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 272c111e22172421e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 521211812111821511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 1851124dc2c21212c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 030000005050005700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152228d8118513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181242d21251122591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18847b291122811124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 522221217c42221111, Class:  0, CF:0.998082, Len: 18, Fitness_tra: 0
Rule 35: 113112115911111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81114485c124111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 28224781c82c111127, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5535111c811d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 09000c0003000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5255c7112c884221e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 885127c5421152111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1e31421c5311e221d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00d00b005050005000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 11d1222511222125e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 53612ce1e1599c218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 191dc1125dd9522118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 113512113911311c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c884b7852124281141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1335279151d5341c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1114421155c4114185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 151144c3212218212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15c4781211c512b11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 151121858818111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111141919113322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55952421c18c141251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 5165c15c5155512311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 196d1c14d1d5511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15141bc5121c1c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511227851211117152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1211871212111242e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1151112541121c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0905029091051823c0, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 65: 111247128118141131, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 66: 391511519955341215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c84244e4514811221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1ea521513393145159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 52d1c712242c222135, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 21124412c8c8c12313, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 3518211c1511272113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 11112ce1915111911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d551115512cc211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 9511125cd115124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000008d000c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 77: 3e31129291d5312113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115822184211121531, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 79: 51d22181122c1445e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1161271251c9118233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2d12421d2224111542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1152822d44cc272511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 211717411144511224, Class:  0, CF:0.989357, Len: 18, Fitness_tra: 2
Rule 84: cc1144114241122582, Class:  0, CF:0.712123, Len: 18, Fitness_tra: 0
Rule 85: 000000090000000000, Class:  1, CF:0.679422, Len:  0, Fitness_tra: 0
Rule 86: c0d000000700000600, Class:  0, CF:0.0482313, Len:  4, Fitness_tra: -2
Rule 87: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111847c112122c272c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 89: 4dd421c128c2811844, Class:  0, CF:0.999992, Len: 18, Fitness_tra: 0
Rule 90: 11111282cdcc515133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 02222215c82c010110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0501125c0005400191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 020000005c59025110, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: 22232215c12c819115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000a70000000, Class:  0, CF:0.456847, Len:  2, Fitness_tra: 90
Rule 96: 5516204ec0818e1020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 01d20b005042825210, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 22d20000c00c0100c5, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 0065005000550123d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0850d005401052011c, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2076
------Result------
Miss_rate(tra)	:22.2076
Miss_rate(tst)	:14.1176
ARL				:10.0909

------Generation 90------
Rule  1: 000000000a70000000, Class:  0, CF:0.456847, Len:  2, Fitness_tra: 90
Rule  2: d00000000000000004, Class:  0, CF:0.909828, Len:  2, Fitness_tra: 62
Rule  3: 000000000008000008, Class:  0, CF:  1, Len:  2, Fitness_tra: 62
Rule  4: 0000b0000080000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 56
Rule  5: 0000000080000000c0, Class:  0, CF:  1, Len:  2, Fitness_tra: 49
Rule  6: d0d000000000000000, Class:  0, CF:0.932528, Len:  2, Fitness_tra: 39
Rule  7: 00000b000000000000, Class:  1, CF:0.0156578, Len:  1, Fitness_tra: -32
Rule  8: 000000090000000000, Class:  1, CF:0.679422, Len:  1, Fitness_tra: 29
Rule  9: 00c0000040000000c0, Class:  0, CF:0.0587679, Len:  3, Fitness_tra: 29
Rule 10: c00000000000000008, Class:  1, CF:0.027488, Len:  2, Fitness_tra: 12
Rule 11: 0d200b000000d00000, Class:  0, CF:0.995428, Len:  4, Fitness_tra: 4
Rule 12: 0000cb000000000002, Class:  0, CF:0.778578, Len:  3, Fitness_tra: 6
Rule 13: 00000c004044000000, Class:  0, CF:0.388789, Len:  4, Fitness_tra: 2
Rule 14: 211717411144511224, Class:  0, CF:0.989357, Len: 18, Fitness_tra: 0
Rule 15: c11724732272223122, Class:  0, CF:0.931506, Len: 18, Fitness_tra: 0
Rule 16: 115127225351311293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1e3111919351911121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3135115c1581842159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11124b11821c511833, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 22: 22222215c82c812115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 116522949155172351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 88814485c114281c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00d00b005850000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 11151431111534111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 272c111e22172421e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 521211812111821511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 1851124dc2c21212c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 030000005050005700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152228d8118513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181242d21251122591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18847b291122811124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 522221217c42221111, Class:  0, CF:0.998082, Len: 18, Fitness_tra: 0
Rule 35: 113112115911111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81114485c124111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 28224781c82c111127, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5535111c811d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 09000c0003000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5255c7112c884221e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 885127c5421152111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1e31421c5311e221d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00d00b005050005000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 11d1222511222125e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 53612ce1e1599c218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 191dc1125dd9522118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 113512113911311c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c884b7852124281141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1335279151d5341c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1114421155c4114185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 151144c3212218212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15c4781211c512b11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 151121858818111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111141919113322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55952421c18c141251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 5165c15c5155512311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 196d1c14d1d5511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15141bc5121c1c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511227851211117152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1211871212111242e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1151112541121c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0905029091051823c0, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 65: 111247128118141131, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 66: 391511519955341215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c84244e4514811221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1ea521513393145159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 52d1c712242c222135, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 21124412c8c8c12313, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 3518211c1511272113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 11112ce1915111911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d551115512cc211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 9511125cd115124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000008d000c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 77: 3e31129291d5312113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115822184211121531, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 79: 51d22181122c1445e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1161271251c9118233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 84: 511142cd181c581274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4d1412cd151c217542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 118724c12282858222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 25544b11c8c21c111b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 88: 002000008080000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 11
Rule 89: 1d1224c588cc122241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 821224c1488c288122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 15200b05060c101022, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 881147852124187141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 22512725c321511193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d020000a8000000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: e0a009000000700008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0ed20210c02c010015, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 97: 09100c11030c580810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 53618bece109902040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a02000000070d00002, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule100: 51d221811a2c1445e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.4704
------Result------
Miss_rate(tra)	:22.4704
Miss_rate(tst)	:17.6471
ARL				:9.07895

------Generation 100------
Rule  1: 000000000a70000000, Class:  0, CF:0.456847, Len:  2, Fitness_tra: 87
Rule  2: d00000000000000004, Class:  0, CF:0.909828, Len:  2, Fitness_tra: 62
Rule  3: 000000000008000008, Class:  0, CF:  1, Len:  2, Fitness_tra: 62
Rule  4: 0000b0000080000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 55
Rule  5: 0000000080000000c0, Class:  0, CF:  1, Len:  2, Fitness_tra: 49
Rule  6: d0d000000000000000, Class:  0, CF:0.932528, Len:  2, Fitness_tra: 39
Rule  7: 00c0000040000000c0, Class:  0, CF:0.0587679, Len:  3, Fitness_tra: 30
Rule  8: 000000090000000000, Class:  1, CF:0.679422, Len:  1, Fitness_tra: 29
Rule  9: c00000000000000008, Class:  1, CF:0.027488, Len:  2, Fitness_tra: 42
Rule 10: 002000008080000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 10
Rule 11: 0000cb000000000002, Class:  0, CF:0.778578, Len:  3, Fitness_tra: 7
Rule 12: 0d200b000000d00000, Class:  0, CF:0.995428, Len:  4, Fitness_tra: 4
Rule 13: 00000c004044000000, Class:  0, CF:0.388789, Len:  4, Fitness_tra: 2
Rule 14: a02000000070d00002, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 15: 51d221811a2c1445e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 115127225351311293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1e3111919351911121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3135115c1581842159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11124b11821c511833, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 22: 22222215c82c812115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 116522949155172351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 88814485c114281c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00d00b005850000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 11151431111534111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 272c111e22172421e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 521211812111821511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 1851124dc2c21212c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 030000005050005700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152228d8118513111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181242d21251122591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18847b291122811124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 522221217c42221111, Class:  0, CF:0.998082, Len: 18, Fitness_tra: 0
Rule 35: 113112115911111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81114485c124111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 28224781c82c111127, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5535111c811d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 09000c0003000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5255c7112c884221e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 885127c5421152111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1e31421c5311e221d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00d00b005050005000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 11d1222511222125e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 53612ce1e1599c218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 191dc1125dd9522118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 113512113911311c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c884b7852124281141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1335279151d5341c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1114421155c4114185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 53: 151144c3212218212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15c4781211c512b11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 151121858818111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111141919113322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55952421c18c141251, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 58: 5165c15c5155512311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 196d1c14d1d5511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15141bc5121c1c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511227851211117152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1211871212111242e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1151112541121c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0905029091051823c0, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 65: 111247128118141131, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 66: 391511519955341215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c84244e4514811221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1ea521513393145159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 52d1c712242c222135, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 21124412c8c8c12313, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 3518211c1511272113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 11112ce1915111911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d551115512cc211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 9511125cd115124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000008d000c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 77: 3e31129291d5312113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115822184211121531, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 79: 51d22181122c1445e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1161271251c9118233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 225224c91284281122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 181141cd2512515c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 84: 000000490d40000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 281471c181cc1cc14b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 8d5421251182252722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 003070000000000003, Class:  0, CF:0.0536077, Len:  3, Fitness_tra: 63
Rule 88: 818224252824851172, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 89: 18814b412111581427, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 00000080008c000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 91: 9120421155c0100000, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 92: 5695142b4a172712ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 282227c1c82c181122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000a0000a70000d00, Class:  0, CF:0.947465, Len:  4, Fitness_tra: 3
Rule 95: 060300000a00000000, Class:  1, CF:0.0637982, Len:  3, Fitness_tra: 0
Rule 96: d550115500cc201051, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10001c919341001401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00170470227222002a, Class:  0, CF:0.917032, Len: 12, Fitness_tra: 2
Rule 99: d11100002810501270, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule100: 11124001800c510033, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:14.3233
------Result------
Miss_rate(tra)	:14.3233
Miss_rate(tst)	:7.05882
ARL				:9.02326

------Generation 200------
Rule  1: 000000000a70000000, Class:  0, CF:0.456847, Len:  2, Fitness_tra: 84
Rule  2: 002010008000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 62
Rule  3: d00000000000000004, Class:  0, CF:0.909828, Len:  2, Fitness_tra: 50
Rule  4: 003070000000000003, Class:  0, CF:0.0536077, Len:  3, Fitness_tra: 45
Rule  5: 000000000008000008, Class:  0, CF:  1, Len:  2, Fitness_tra: 42
Rule  6: 00c0000040000000c0, Class:  0, CF:0.0587679, Len:  3, Fitness_tra: 42
Rule  7: 0000b0000080000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 39
Rule  8: 0000b1000d76000000, Class:  1, CF:0.996981, Len:  5, Fitness_tra: 38
Rule  9: 0000000080000000c0, Class:  0, CF:  1, Len:  2, Fitness_tra: 36
Rule 10: d0d000000000000000, Class:  0, CF:0.932528, Len:  2, Fitness_tra: 35
Rule 11: 000000090000000000, Class:  1, CF:0.679422, Len:  1, Fitness_tra: 28
Rule 12: 00d0b000a076000000, Class:  1, CF:0.873545, Len:  5, Fitness_tra: 28
Rule 13: 00000080100c000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 23
Rule 14: 003070000000000c03, Class:  0, CF:0.188555, Len:  4, Fitness_tra: 18
Rule 15: 00c0b0a50000201000, Class:  1, CF:0.710512, Len:  6, Fitness_tra: 9
