------Generation 0------
Rule  1: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 95814111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 6d212be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e112771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e5882438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 0
Rule 86: e5127191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 1918bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 89: 3158b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19214be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d2612, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: a2100834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c1144008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 272
Rule 95: 51524be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6e5d4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3a8d2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 79c12135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000090, Class:  1, CF:0.202775, Len:  1, Fitness_tra: 0
Rule100: 00000001, Class:  1, CF:0.0268934, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.5958
------Result------
Miss_rate(tra)	:38.5958
Miss_rate(tst)	:8.72483
ARL				:2.3

------Generation 80------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 646
Rule  2: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 171
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 163
Rule  4: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 143
Rule  5: 07000000, Class:  0, CF:0.306424, Len:  1, Fitness_tra: 54
Rule  6: c0000004, Class:  0, CF:0.493748, Len:  2, Fitness_tra: 40
Rule  7: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 56
Rule  8: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 37
Rule  9: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 16
Rule 10: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 16
Rule 11: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 12
Rule 12: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 13: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 14: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 2
Rule 15: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 95814111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 6d212be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e112771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e5882438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 0
Rule 86: e5127191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 1918bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 89: 3158b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19214be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d2612, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: a2100834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c1144008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 272
Rule 95: 51524be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6e5d4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3a8d2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 79c12135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000090, Class:  1, CF:0.202775, Len:  1, Fitness_tra: 0
Rule100: 00000001, Class:  1, CF:0.0268934, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.5958
------Result------
Miss_rate(tra)	:38.5958
Miss_rate(tst)	:8.72483
ARL				:2.3

------Generation 90------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 646
Rule  2: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 171
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 163
Rule  4: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 143
Rule  5: 07000000, Class:  0, CF:0.306424, Len:  1, Fitness_tra: 54
Rule  6: c0000004, Class:  0, CF:0.493748, Len:  2, Fitness_tra: 40
Rule  7: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 56
Rule  8: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 37
Rule  9: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 16
Rule 10: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 16
Rule 11: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 12
Rule 12: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 13: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 14: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 2
Rule 15: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 16: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 95814111, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 6d212be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e112771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e5882438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 0
Rule 86: e5127191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 1918bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 89: 3158b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19214be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d2612, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: a2100834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c1144008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 272
Rule 95: 51524be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6e5d4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3a8d2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 79c12135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000090, Class:  1, CF:0.202775, Len:  1, Fitness_tra: 0
Rule100: 00000001, Class:  1, CF:0.0268934, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.5958
------Result------
Miss_rate(tra)	:38.5958
Miss_rate(tst)	:8.72483
ARL				:2.3

------Generation 100------
Rule  1: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 647
Rule  2: c0400000, Class:  0, CF:0.577055, Len:  2, Fitness_tra: 272
Rule  3: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 170
Rule  4: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 163
Rule  5: 70000003, Class:  0, CF:0.653094, Len:  2, Fitness_tra: 143
Rule  6: 06000000, Class:  0, CF:0.818664, Len:  1, Fitness_tra: 56
Rule  7: 07000000, Class:  0, CF:0.306424, Len:  1, Fitness_tra: 54
Rule  8: c0000004, Class:  0, CF:0.493748, Len:  2, Fitness_tra: 40
Rule  9: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 37
Rule 10: 30100004, Class:  0, CF:0.818251, Len:  3, Fitness_tra: 16
Rule 11: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 16
Rule 12: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 12
Rule 13: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 14: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 15: 1b300000, Class:  0, CF:0.48335, Len:  3, Fitness_tra: 2
Rule 16: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 17: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
