------Generation 0------
Rule  1: 18d1b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 39154764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11817b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3581b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d0000, Class:  0, CF:0.724182, Len:  0, Fitness_tra: 0
Rule 89: 00400000, Class:  0, CF:0.156278, Len:  1, Fitness_tra: -290
Rule 90: 3952149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91200751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000e6412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3d88b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 011aa0e1, Class:  0, CF:0.468063, Len:  6, Fitness_tra: 0
Rule 96: d12c731c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 30001200, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 98: 00c10070, Class:  0, CF:0.628635, Len:  3, Fitness_tra: 1
Rule 99: 06ac0011, Class:  0, CF:0.939733, Len:  5, Fitness_tra: 0
Rule100: ab000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 15
------Current------
Miss_rate(tra)	:17.6744
------Result------
Miss_rate(tra)	:17.6744
Miss_rate(tst)	:12.1622
ARL				:2.18519

------Generation 70------
Rule  1: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 196
Rule  2: c0010000, Class:  0, CF:0.396799, Len:  2, Fitness_tra: 284
Rule  3: 00800001, Class:  0, CF:0.681383, Len:  2, Fitness_tra: 186
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 22
Rule  5: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 7
Rule  6: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule  7: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 3
Rule  8: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: e1814b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191c279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52d87b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000d0000, Class:  0, CF:0.724182, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 392271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3118b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 39154764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11817b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3581b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d0000, Class:  0, CF:0.724182, Len:  0, Fitness_tra: 0
Rule 89: 00400000, Class:  0, CF:0.156278, Len:  1, Fitness_tra: -290
Rule 90: 3952149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91200751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000e6412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3d88b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 011aa0e1, Class:  0, CF:0.468063, Len:  6, Fitness_tra: 0
Rule 96: d12c731c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 30001200, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 98: 00c10070, Class:  0, CF:0.628635, Len:  3, Fitness_tra: 1
Rule 99: 06ac0011, Class:  0, CF:0.939733, Len:  5, Fitness_tra: 0
Rule100: ab000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 15
------Current------
Miss_rate(tra)	:17.6744
------Result------
Miss_rate(tra)	:17.6744
Miss_rate(tst)	:12.1622
ARL				:2.18519

------Generation 80------
Rule  1: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 196
Rule  2: c0010000, Class:  0, CF:0.396799, Len:  2, Fitness_tra: 284
Rule  3: 00800001, Class:  0, CF:0.681383, Len:  2, Fitness_tra: 186
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 22
Rule  5: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 7
Rule  6: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule  7: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 3
Rule  8: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: e1814b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191c279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52d87b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000d0000, Class:  0, CF:0.724182, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 392271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3118b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 39154764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11817b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3581b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d0000, Class:  0, CF:0.724182, Len:  0, Fitness_tra: 0
Rule 89: 00400000, Class:  0, CF:0.156278, Len:  1, Fitness_tra: -290
Rule 90: 3952149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91200751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000e6412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3d88b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 011aa0e1, Class:  0, CF:0.468063, Len:  6, Fitness_tra: 0
Rule 96: d12c731c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 30001200, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 98: 00c10070, Class:  0, CF:0.628635, Len:  3, Fitness_tra: 1
Rule 99: 06ac0011, Class:  0, CF:0.939733, Len:  5, Fitness_tra: 0
Rule100: ab000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 15
------Current------
Miss_rate(tra)	:17.6744
------Result------
Miss_rate(tra)	:17.6744
Miss_rate(tst)	:12.1622
ARL				:2.18519

------Generation 90------
Rule  1: c0010000, Class:  0, CF:0.396799, Len:  2, Fitness_tra: -70
Rule  2: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 196
Rule  3: 00800001, Class:  0, CF:0.681383, Len:  2, Fitness_tra: 24
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 22
Rule  5: ab000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  6: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 5
Rule  7: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  8: 30001200, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  9: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 0
Rule 10: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 11: 00c10070, Class:  0, CF:0.628635, Len:  3, Fitness_tra: 0
Rule 12: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00400000, Class:  0, CF:0.156278, Len:  1, Fitness_tra: -279
Rule 83: 3921b29c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3128215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31881712, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 191877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5328b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 33cdbb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1c121735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 35254132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d914421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e11147e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00c00000, Class:  0, CF:0.513569, Len:  1, Fitness_tra: 522
Rule 94: 0075072a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2111b41e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e0100702, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 55117030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 69114b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 19dc2e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 117104d0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.0233
------Result------
Miss_rate(tra)	:13.0233
Miss_rate(tst)	:8.10811
ARL				:2.25

------Generation 100------
Rule  1: c0010000, Class:  0, CF:0.396799, Len:  2, Fitness_tra: -70
Rule  2: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 196
Rule  3: 00800001, Class:  0, CF:0.681383, Len:  2, Fitness_tra: 24
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 22
Rule  5: ab000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  6: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 5
Rule  7: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  8: 30001200, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  9: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 0
Rule 10: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 11: 00c10070, Class:  0, CF:0.628635, Len:  3, Fitness_tra: 0
Rule 12: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
