------Generation 0------
Rule  1: 15615bcbb, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 56: 1de4825b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8c91d2c41, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c19114c77, Class:  1, CF:0.921185, Len:  9, Fitness_tra: 0
Rule 59: d00000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18151454b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c1951b541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8121111b1, Class:  0, CF:0.256571, Len:  9, Fitness_tra: 0
Rule 65: 81641411b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 1d3211271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 186511571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 82911bc18, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5d0080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1815d1841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111131c4c, Class:  0, CF:0.853102, Len:  9, Fitness_tra: 0
Rule 76: 15ec12877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c5318217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 113211217, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 79: c112d71bb, Class:  0, CF:0.654034, Len:  9, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 81: c11c37272, Class:  0, CF:0.998295, Len:  9, Fitness_tra: 0
Rule 82: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 83: 113411521, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 183551114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 85: 8591d12b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000400, Class:  1, CF:0.0152536, Len:  0, Fitness_tra: 0
Rule 87: 2832d484b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1191d451c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1d1151121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 000dd10b0, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 009110c08, Class:  1, CF:0.985716, Len:  5, Fitness_tra: 0
Rule 93: 211292c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 001092043, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c807d4202, Class:  0, CF:0.642072, Len:  7, Fitness_tra: 0
Rule 96: 8c1c7444b, Class:  0, CF:0.998604, Len:  9, Fitness_tra: 0
Rule 97: 070a00000, Class:  1, CF:0.261219, Len:  2, Fitness_tra: 0
Rule 98: 01a0d0842, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 2161dd841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000b0, Class:  0, CF:0.822416, Len:  1, Fitness_tra: 2
------Current------
Miss_rate(tra)	:58.8068
------Result------
Miss_rate(tra)	:58.8068
Miss_rate(tst)	:34.7826
ARL				:4.93846

------Generation 90------
Rule  1: 002000000, Class:  1, CF:0.142651, Len:  1, Fitness_tra: 89
Rule  2: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 38
Rule  3: 000050000, Class:  0, CF:0.743669, Len:  1, Fitness_tra: 35
Rule  4: 0d0000000, Class:  0, CF:0.966863, Len:  1, Fitness_tra: 5
Rule  5: 000000041, Class:  0, CF:0.946656, Len:  2, Fitness_tra: 1
Rule  6: 0000000b0, Class:  0, CF:0.822416, Len:  1, Fitness_tra: 2
Rule  7: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: c00000000, Class:  0, CF:0.236786, Len:  1, Fitness_tra: 1
Rule  9: 000200041, Class:  0, CF:0.979946, Len:  3, Fitness_tra: 0
Rule 10: 000c0a000, Class:  0, CF:0.136722, Len:  2, Fitness_tra: 1
Rule 11: 0d0400000, Class:  0, CF:0.985294, Len:  2, Fitness_tra: 0
Rule 12: c11191221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c94117142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8511d78b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51d8db842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: cc311b172, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 2d921b141, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 19: 85e551274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151111271, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ccec5b871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 213184872, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 523831cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 82115187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000030400, Class:  0, CF:0.0288382, Len:  2, Fitness_tra: 0
Rule 28: 2de211141, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 2161d2841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 581854872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c2951214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c895d4242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1198511b4, Class:  0, CF:0.945326, Len:  9, Fitness_tra: 0
Rule 36: 8c9812112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 154d5b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd9257812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8234112b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 41: 8111125db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4c0090400, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 43: 8d1c11114, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 44: 2c1292c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c81c51c21, Class:  0, CF:0.999955, Len:  9, Fitness_tra: 0
Rule 46: 8d6514cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 18321b81b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 51e114127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 856534824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1555d1144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41355b871, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 53: 4d1297124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c21582cb7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1de4825b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8c91d2c41, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c19114c77, Class:  1, CF:0.921185, Len:  9, Fitness_tra: 0
Rule 59: d00000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18151454b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c1951b541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8121111b1, Class:  0, CF:0.256571, Len:  9, Fitness_tra: 0
Rule 65: 81641411b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 1d3211271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 186511571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 82911bc18, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5d0080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1815d1841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111131c4c, Class:  0, CF:0.853102, Len:  9, Fitness_tra: 0
Rule 76: 15ec12877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c5318217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 113211217, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 79: c112d71bb, Class:  0, CF:0.654034, Len:  9, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 81: 28323bc71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 82: 2132d2272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 1d1cd2cb2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 1d12d2224, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2d38128b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 8538122bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 211112574, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: c591dbc74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 083410501, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 92: 52808ec02, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 080076000, Class:  1, CF:0.0934054, Len:  3, Fitness_tra: 0
Rule 94: 000000a00, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 95: 0a1058000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 2d1151c28, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 97: c53180400, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: cd15191bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 181511247, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule100: 16311b174, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.5227
------Result------
Miss_rate(tra)	:58.5227
Miss_rate(tst)	:34.7826
ARL				:5

------Generation 100------
Rule  1: 002000000, Class:  1, CF:0.142651, Len:  1, Fitness_tra: 92
Rule  2: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 38
Rule  3: 000050000, Class:  0, CF:0.743669, Len:  1, Fitness_tra: 35
Rule  4: 0d0000000, Class:  0, CF:0.966863, Len:  1, Fitness_tra: 5
Rule  5: 000000a00, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule  6: 0000000b0, Class:  0, CF:0.822416, Len:  1, Fitness_tra: 2
Rule  7: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 000000041, Class:  0, CF:0.946656, Len:  2, Fitness_tra: 1
Rule  9: c00000000, Class:  0, CF:0.236786, Len:  1, Fitness_tra: -3
Rule 10: 000c0a000, Class:  0, CF:0.136722, Len:  2, Fitness_tra: 0
Rule 11: 000200041, Class:  0, CF:0.979946, Len:  3, Fitness_tra: 0
Rule 12: c11191221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c94117142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8511d78b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51d8db842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: cc311b172, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 2d921b141, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 19: 85e551274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151111271, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ccec5b871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 213184872, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 523831cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 82115187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000030400, Class:  0, CF:0.0288382, Len:  2, Fitness_tra: 0
Rule 28: 2de211141, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 2161d2841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 581854872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c2951214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c895d4242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1198511b4, Class:  0, CF:0.945326, Len:  9, Fitness_tra: 0
Rule 36: 8c9812112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 154d5b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd9257812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8234112b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 41: 8111125db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4c0090400, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 43: 8d1c11114, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 44: 2c1292c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c81c51c21, Class:  0, CF:0.999955, Len:  9, Fitness_tra: 0
Rule 46: 8d6514cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 18321b81b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 51e114127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 856534824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1555d1144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41355b871, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 53: 4d1297124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c21582cb7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1de4825b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8c91d2c41, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c19114c77, Class:  1, CF:0.921185, Len:  9, Fitness_tra: 0
Rule 59: d00000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18151454b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c1951b541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8121111b1, Class:  0, CF:0.256571, Len:  9, Fitness_tra: 0
Rule 65: 81641411b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 1d3211271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 186511571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 82911bc18, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5d0080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1815d1841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111131c4c, Class:  0, CF:0.853102, Len:  9, Fitness_tra: 0
Rule 76: 15ec12877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c5318217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 113211217, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 79: c112d71bb, Class:  0, CF:0.654034, Len:  9, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11e1211b4, Class:  0, CF:0.0485026, Len:  9, Fitness_tra: 0
Rule 83: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 12ec5b117, Class:  0, CF:0.821293, Len:  9, Fitness_tra: 0
Rule 85: 28e1142bb, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 82115b8b3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 283154271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 88: 256557547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51e58b11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: c195db541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2d1212111, Class:  0, CF:0.983301, Len:  9, Fitness_tra: 0
Rule 93: 0d91c0c08, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 94: 001000000, Class:  0, CF:0.308417, Len:  1, Fitness_tra: 7
Rule 95: 8d02111b1, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: 080514200, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 000000040, Class:  0, CF:0.938114, Len:  1, Fitness_tra: 0
Rule 98: 00b410100, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 99: c00010402, Class:  1, CF:0.0664837, Len:  4, Fitness_tra: 0
Rule100: 200000400, Class:  0, CF:0.0593508, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.6705
------Result------
Miss_rate(tra)	:57.6705
Miss_rate(tst)	:34.7826
ARL				:4.73846

------Generation 200------
Rule  1: 002000000, Class:  1, CF:0.142651, Len:  1, Fitness_tra: 92
Rule  2: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 38
Rule  3: 000050000, Class:  0, CF:0.743669, Len:  1, Fitness_tra: 35
Rule  4: 0d0000000, Class:  0, CF:0.966863, Len:  1, Fitness_tra: 5
Rule  5: 000000a00, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule  6: 0000000b0, Class:  0, CF:0.822416, Len:  1, Fitness_tra: 2
Rule  7: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 000000041, Class:  0, CF:0.946656, Len:  2, Fitness_tra: 1
Rule  9: c00000000, Class:  0, CF:0.236786, Len:  1, Fitness_tra: -3
Rule 10: 000c0a000, Class:  0, CF:0.136722, Len:  2, Fitness_tra: 0
Rule 11: 000200041, Class:  0, CF:0.979946, Len:  3, Fitness_tra: 0
Rule 12: c11191221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c94117142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8511d78b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 51d8db842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: cc311b172, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 2d921b141, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 19: 85e551274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151111271, Class:  0, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ccec5b871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 213184872, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 523831cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 82115187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000030400, Class:  0, CF:0.0288382, Len:  2, Fitness_tra: 0
Rule 28: 2de211141, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 2161d2841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 581854872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: c2951214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: c895d4242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1198511b4, Class:  0, CF:0.945326, Len:  9, Fitness_tra: 0
Rule 36: 8c9812112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 154d5b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd9257812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8234112b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 41: 8111125db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4c0090400, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 43: 8d1c11114, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 44: 2c1292c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c81c51c21, Class:  0, CF:0.999955, Len:  9, Fitness_tra: 0
Rule 46: 8d6514cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 18321b81b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 51e114127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 856534824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1555d1144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41355b871, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 53: 4d1297124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c21582cb7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1de4825b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8c91d2c41, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c19114c77, Class:  1, CF:0.921185, Len:  9, Fitness_tra: 0
Rule 59: d00000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18151454b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c1951b541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 8121111b1, Class:  0, CF:0.256571, Len:  9, Fitness_tra: 0
Rule 65: 81641411b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 1d3211271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 69: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 186511571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 82911bc18, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 72: 5d0080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1815d1841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111131c4c, Class:  0, CF:0.853102, Len:  9, Fitness_tra: 0
Rule 76: 15ec12877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c5318217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 113211217, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 79: c112d71bb, Class:  0, CF:0.654034, Len:  9, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0152536, Len:  1, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11e1211b4, Class:  0, CF:0.0485026, Len:  9, Fitness_tra: 0
Rule 83: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
