------Generation 0------
Rule  1: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 2
Rule 48: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 49: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 50: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 53: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 56: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 57: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 62: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 63: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 68: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 69: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 70: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 78: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 80: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 81: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 82: 72b2b822b4, Class:  4, CF:0.0204737, Len: 10, Fitness_tra: 0
Rule 83: 4747aabb12, Class:  4, CF:0.999692, Len: 10, Fitness_tra: 0
Rule 84: b272134417, Class:  4, CF:0.762483, Len: 10, Fitness_tra: -185
Rule 85: 114b21b24b, Class:  2, CF:0.904655, Len: 10, Fitness_tra: -441
Rule 86: 12171917b4, Class:  0, CF:0.0472726, Len: 10, Fitness_tra: -362
Rule 87: 147b2d7b12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71421fb71b, Class:  4, CF:0.999271, Len: 10, Fitness_tra: 0
Rule 89: 7b4b892421, Class:  2, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 90: 7842414172, Class:  4, CF:0.271812, Len: 10, Fitness_tra: -11
Rule 91: 22b4d54a14, Class:  1, CF:0.953047, Len: 10, Fitness_tra: 92
Rule 92: 485225bbb4, Class:  4, CF:0.933214, Len: 10, Fitness_tra: 0
Rule 93: 2b1e1621e7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d176f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 587
Rule 96: 2100fab200, Class:  4, CF:0.923307, Len:  6, Fitness_tra: -11
Rule 97: b1b19a144b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 231b522171, Class:  2, CF:0.717449, Len: 10, Fitness_tra: -4287
Rule 99: 44229aeb17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4291154624, Class:  4, CF:  1, Len: 10, Fitness_tra: 1
------Current------
Miss_rate(tra)	:74.2152
------Result------
Miss_rate(tra)	:74.2152
Miss_rate(tst)	:44.0585
ARL				:9.86765

------Generation 90------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 2032
Rule  2: 114b697114, Class:  0, CF:0.00505904, Len: 10, Fitness_tra: -10
Rule  3: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 474
Rule  4: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 165
Rule  5: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 300
Rule  6: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 122
Rule  7: 42b1152b24, Class:  2, CF:0.759897, Len: 10, Fitness_tra: -56
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 108
Rule  9: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 194
Rule 10: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 19
Rule 11: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 29
Rule 12: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 13: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 93
Rule 14: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 24
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 12
Rule 16: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 21
Rule 17: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 1
Rule 18: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 23
Rule 19: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 20: 48475971b7, Class:  1, CF:0.658732, Len: 10, Fitness_tra: 0
Rule 21: 11713fb141, Class:  4, CF:0.967791, Len: 10, Fitness_tra: 0
Rule 22: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 72b2952577, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 29: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 30: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 32: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 34: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 1
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 37: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 44: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 45: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 2
Rule 48: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 49: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 50: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 53: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 56: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 57: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 62: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 63: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 68: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 69: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 70: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 78: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 80: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 81: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 82: 72b2b822b4, Class:  4, CF:0.0204737, Len: 10, Fitness_tra: 0
Rule 83: 4747aabb12, Class:  4, CF:0.999692, Len: 10, Fitness_tra: 0
Rule 84: b272134417, Class:  4, CF:0.762483, Len: 10, Fitness_tra: -185
Rule 85: 114b21b24b, Class:  2, CF:0.904655, Len: 10, Fitness_tra: -441
Rule 86: 12171917b4, Class:  0, CF:0.0472726, Len: 10, Fitness_tra: -362
Rule 87: 147b2d7b12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71421fb71b, Class:  4, CF:0.999271, Len: 10, Fitness_tra: 0
Rule 89: 7b4b892421, Class:  2, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 90: 7842414172, Class:  4, CF:0.271812, Len: 10, Fitness_tra: -11
Rule 91: 22b4d54a14, Class:  1, CF:0.953047, Len: 10, Fitness_tra: 92
Rule 92: 485225bbb4, Class:  4, CF:0.933214, Len: 10, Fitness_tra: 0
Rule 93: 2b1e1621e7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d176f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 587
Rule 96: 2100fab200, Class:  4, CF:0.923307, Len:  6, Fitness_tra: -11
Rule 97: b1b19a144b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 231b522171, Class:  2, CF:0.717449, Len: 10, Fitness_tra: -4287
Rule 99: 44229aeb17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4291154624, Class:  4, CF:  1, Len: 10, Fitness_tra: 1
------Current------
Miss_rate(tra)	:74.2152
------Result------
Miss_rate(tra)	:74.2152
Miss_rate(tst)	:44.0585
ARL				:9.86765

------Generation 100------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 2032
Rule  2: 114b697114, Class:  0, CF:0.00505904, Len: 10, Fitness_tra: -10
Rule  3: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 474
Rule  4: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 165
Rule  5: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 300
Rule  6: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 122
Rule  7: 42b1152b24, Class:  2, CF:0.759897, Len: 10, Fitness_tra: -56
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 108
Rule  9: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 194
Rule 10: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 19
Rule 11: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 29
Rule 12: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 13: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 93
Rule 14: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 24
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 12
Rule 16: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 21
Rule 17: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 1
Rule 18: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 23
Rule 19: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 20: 48475971b7, Class:  1, CF:0.658732, Len: 10, Fitness_tra: 0
Rule 21: 11713fb141, Class:  4, CF:0.967791, Len: 10, Fitness_tra: 0
Rule 22: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 72b2952577, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 29: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 30: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 32: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 34: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 1
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 37: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 44: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 45: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 2
Rule 48: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 49: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 50: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 53: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 56: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 57: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 62: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 63: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 68: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 69: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 70: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 78: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 80: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 81: 2142aa1b27, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 82: 72b2b822b4, Class:  4, CF:0.0204737, Len: 10, Fitness_tra: 0
Rule 83: 4747aabb12, Class:  4, CF:0.999692, Len: 10, Fitness_tra: 0
Rule 84: b272134417, Class:  4, CF:0.762483, Len: 10, Fitness_tra: -185
Rule 85: 114b21b24b, Class:  2, CF:0.904655, Len: 10, Fitness_tra: -441
Rule 86: 12171917b4, Class:  0, CF:0.0472726, Len: 10, Fitness_tra: -362
Rule 87: 147b2d7b12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71421fb71b, Class:  4, CF:0.999271, Len: 10, Fitness_tra: 0
Rule 89: 7b4b892421, Class:  2, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 90: 7842414172, Class:  4, CF:0.271812, Len: 10, Fitness_tra: -11
Rule 91: 22b4d54a14, Class:  1, CF:0.953047, Len: 10, Fitness_tra: 92
Rule 92: 485225bbb4, Class:  4, CF:0.933214, Len: 10, Fitness_tra: 0
Rule 93: 2b1e1621e7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d176f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 587
Rule 96: 2100fab200, Class:  4, CF:0.923307, Len:  6, Fitness_tra: -11
Rule 97: b1b19a144b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 231b522171, Class:  2, CF:0.717449, Len: 10, Fitness_tra: -4287
Rule 99: 44229aeb17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4291154624, Class:  4, CF:  1, Len: 10, Fitness_tra: 1
------Current------
Miss_rate(tra)	:74.2152
------Result------
Miss_rate(tra)	:74.2152
Miss_rate(tst)	:44.0585
ARL				:9.86765

------Generation 200------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 2123
Rule  2: 1b2b1211c1, Class:  2, CF:0.896796, Len: 10, Fitness_tra: 553
Rule  3: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 64
Rule  4: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 261
Rule  5: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 196
Rule  6: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 13
Rule  7: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 127
Rule  8: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 108
Rule  9: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 10: 22b4d54a14, Class:  1, CF:0.953047, Len: 10, Fitness_tra: 4
Rule 11: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 18
Rule 12: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 18
Rule 13: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 21
Rule 14: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 16
Rule 15: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 0
Rule 16: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 18
Rule 17: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 19: 4291154624, Class:  4, CF:  1, Len: 10, Fitness_tra: 1
Rule 20: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 21: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 22: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 0
Rule 23: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 24: 11713fb141, Class:  4, CF:0.967791, Len: 10, Fitness_tra: -3
Rule 25: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 28: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 29: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 31: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 33: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 36: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 43: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 44: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 48: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 49: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 52: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 55: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 56: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
