------Generation 0------
Rule  1: b221ff471b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 24
Rule 65: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: 0
Rule 66: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 67: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 68: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 74: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 76: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 0
Rule 77: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 78: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 82: 41121121bb, Class:  4, CF:0.287039, Len: 10, Fitness_tra: -280
Rule 83: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 2
Rule 84: 222b81442b, Class:  2, CF:0.991443, Len: 10, Fitness_tra: 1
Rule 85: 41723a7b14, Class:  4, CF:0.999525, Len: 10, Fitness_tra: 0
Rule 86: 7b121e1444, Class:  2, CF:0.986426, Len: 10, Fitness_tra: 29
Rule 87: 4417634b22, Class:  4, CF:0.99947, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 141b1e1141, Class:  0, CF:0.0312026, Len: 10, Fitness_tra: -2076
Rule 90: 27412abbb4, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 91: 0000002000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 1
Rule 93: 72000a2170, Class:  4, CF:0.995674, Len:  6, Fitness_tra: -39
Rule 94: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 379
Rule 95: 02805e1044, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 271bfe1234, Class:  4, CF:0.782655, Len: 10, Fitness_tra: 0
Rule 97: c1241eb71b, Class:  4, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 98: b2b11e72b4, Class:  2, CF:0.977909, Len: 10, Fitness_tra: 3
Rule 99: 212423bbb2, Class:  4, CF:0.982425, Len:  0, Fitness_tra: 0
Rule100: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.2793
------Result------
Miss_rate(tra)	:62.2793
Miss_rate(tst)	:30.9872
ARL				:9.575

------Generation 80------
Rule  1: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 2679
Rule  2: 0741407b44, Class:  2, CF:0.80768, Len:  8, Fitness_tra: -33
Rule  3: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 380
Rule  4: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 0
Rule  5: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 128
Rule  6: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 239
Rule  7: 2070084720, Class:  2, CF:0.979024, Len:  6, Fitness_tra: 182
Rule  8: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 125
Rule  9: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 33
Rule 10: 7b121e1444, Class:  2, CF:0.986426, Len: 10, Fitness_tra: 14
Rule 11: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 18
Rule 12: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 18
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 13
Rule 14: 212111247b, Class:  2, CF:0.187507, Len: 10, Fitness_tra: -7
Rule 15: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 5
Rule 16: b222831427, Class:  2, CF:0.999305, Len: 10, Fitness_tra: 3
Rule 17: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 0
Rule 18: b2b11e72b4, Class:  2, CF:0.977909, Len: 10, Fitness_tra: 2
Rule 19: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 1
Rule 20: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 21: 0710f01c02, Class:  4, CF:  1, Len:  6, Fitness_tra: 1
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 1
Rule 23: 222b81442b, Class:  2, CF:0.991443, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: -15
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 2
Rule 76: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 77: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 81: 422148b771, Class:  2, CF:0.96261, Len: 10, Fitness_tra: 18
Rule 82: 7747ff1444, Class:  4, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 83: b47b2217b2, Class:  2, CF:0.507702, Len: 10, Fitness_tra: 1
Rule 84: 114b117412, Class:  4, CF:2.2528e-05, Len: 10, Fitness_tra: 0
Rule 85: 211227bc18, Class:  2, CF:0.991308, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7112252121, Class:  2, CF:0.236847, Len: 10, Fitness_tra: -3498
Rule 88: 124128bb12, Class:  2, CF:0.72388, Len: 10, Fitness_tra: -408
Rule 89: 7421112552, Class:  2, CF:  1, Len: 10, Fitness_tra: 181
Rule 90: 4421af1424, Class:  4, CF:  1, Len: 10, Fitness_tra: 28
Rule 91: 71b22eb11b, Class:  2, CF:0.827167, Len: 10, Fitness_tra: 0
Rule 92: 0710f01c02, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 00120d00b7, Class:  0, CF:0.384084, Len:  5, Fitness_tra: -1546
Rule 94: 117e3c46bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c21731444b, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 22211f7774, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: e741aabb44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7421682712, Class:  4, CF:0.94703, Len:  0, Fitness_tra: 0
Rule 99: 401453bb12, Class:  2, CF:0.965075, Len:  9, Fitness_tra: -4
Rule100: 4417c34a3d, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.0412
------Result------
Miss_rate(tra)	:58.0412
Miss_rate(tst)	:17.1846
ARL				:9.58228

------Generation 90------
Rule  1: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 2679
Rule  2: 0741407b44, Class:  2, CF:0.80768, Len:  8, Fitness_tra: -33
Rule  3: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 380
Rule  4: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 0
Rule  5: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 128
Rule  6: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 239
Rule  7: 2070084720, Class:  2, CF:0.979024, Len:  6, Fitness_tra: 182
Rule  8: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 125
Rule  9: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 33
Rule 10: 7b121e1444, Class:  2, CF:0.986426, Len: 10, Fitness_tra: 14
Rule 11: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 18
Rule 12: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 18
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 13
Rule 14: 212111247b, Class:  2, CF:0.187507, Len: 10, Fitness_tra: -7
Rule 15: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 5
Rule 16: b222831427, Class:  2, CF:0.999305, Len: 10, Fitness_tra: 3
Rule 17: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 0
Rule 18: b2b11e72b4, Class:  2, CF:0.977909, Len: 10, Fitness_tra: 2
Rule 19: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 1
Rule 20: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 21: 0710f01c02, Class:  4, CF:  1, Len:  6, Fitness_tra: 1
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 1
Rule 23: 222b81442b, Class:  2, CF:0.991443, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: -15
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 2
Rule 76: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 77: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4772811b24, Class:  2, CF:0.984085, Len: 10, Fitness_tra: 0
Rule 81: 422148b771, Class:  2, CF:0.96261, Len: 10, Fitness_tra: 18
Rule 82: 7747ff1444, Class:  4, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 83: b47b2217b2, Class:  2, CF:0.507702, Len: 10, Fitness_tra: 1
Rule 84: 114b117412, Class:  4, CF:2.2528e-05, Len: 10, Fitness_tra: 0
Rule 85: 211227bc18, Class:  2, CF:0.991308, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7112252121, Class:  2, CF:0.236847, Len: 10, Fitness_tra: -3498
Rule 88: 124128bb12, Class:  2, CF:0.72388, Len: 10, Fitness_tra: -408
Rule 89: 7421112552, Class:  2, CF:  1, Len: 10, Fitness_tra: 181
Rule 90: 4421af1424, Class:  4, CF:  1, Len: 10, Fitness_tra: 28
Rule 91: 71b22eb11b, Class:  2, CF:0.827167, Len: 10, Fitness_tra: 0
Rule 92: 0710f01c02, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 00120d00b7, Class:  0, CF:0.384084, Len:  5, Fitness_tra: -1546
Rule 94: 117e3c46bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c21731444b, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 22211f7774, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: e741aabb44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7421682712, Class:  4, CF:0.94703, Len:  0, Fitness_tra: 0
Rule 99: 401453bb12, Class:  2, CF:0.965075, Len:  9, Fitness_tra: -4
Rule100: 4417c34a3d, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.0412
------Result------
Miss_rate(tra)	:58.0412
Miss_rate(tst)	:17.1846
ARL				:9.58228

------Generation 100------
Rule  1: b211a01144, Class:  4, CF:0.987711, Len:  9, Fitness_tra: 2679
Rule  2: 0741407b44, Class:  2, CF:0.80768, Len:  8, Fitness_tra: -33
Rule  3: 0000b9000b, Class:  0, CF:0.60554, Len:  3, Fitness_tra: 380
Rule  4: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 0
Rule  5: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 128
Rule  6: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 239
Rule  7: 2070084720, Class:  2, CF:0.979024, Len:  6, Fitness_tra: 182
Rule  8: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 125
Rule  9: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 33
Rule 10: 7b121e1444, Class:  2, CF:0.986426, Len: 10, Fitness_tra: 14
Rule 11: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 18
Rule 12: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 18
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 13
Rule 14: 212111247b, Class:  2, CF:0.187507, Len: 10, Fitness_tra: -7
Rule 15: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 5
Rule 16: b222831427, Class:  2, CF:0.999305, Len: 10, Fitness_tra: 3
Rule 17: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 0
Rule 18: b2b11e72b4, Class:  2, CF:0.977909, Len: 10, Fitness_tra: 2
Rule 19: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 1
Rule 20: 7bb71d4124, Class:  2, CF:0.979815, Len: 10, Fitness_tra: 0
Rule 21: 0710f01c02, Class:  4, CF:  1, Len:  6, Fitness_tra: 1
Rule 22: 7421682712, Class:  4, CF:0.94703, Len: 10, Fitness_tra: 1
Rule 23: 222b81442b, Class:  2, CF:0.991443, Len: 10, Fitness_tra: 0
Rule 24: 01b8d3a124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 28: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 29: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 30: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 34: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 35: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 36: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 37: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 41: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 44: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 45: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 48: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 49: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 50: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 52: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 54: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 56: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 57: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 58: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 59: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 63: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 64: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: -15
Rule 65: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 66: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 67: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 73: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 75: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 2
Rule 76: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 77: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
