------Generation 0------
Rule  1: 214b81b1d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b12861b12b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 7147ef44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1c1411b7b2, Class:  4, CF:0.865238, Len: 10, Fitness_tra: -78
Rule 90: 4b41337471, Class:  4, CF:0.905665, Len: 10, Fitness_tra: 286
Rule 91: 217433b732, Class:  4, CF:0.990123, Len: 10, Fitness_tra: 0
Rule 92: 4361c34a21, Class:  2, CF:0.624086, Len: 10, Fitness_tra: -218
Rule 93: 11b400121d, Class:  2, CF:0.271179, Len:  8, Fitness_tra: -35
Rule 94: 29475f5214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 14727fb281, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: d11235b741, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 1212f5172b, Class:  0, CF:0.739436, Len: 10, Fitness_tra: 288
Rule 98: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 488
Rule 99: 02b4d9021c, Class:  2, CF:  1, Len:  8, Fitness_tra: 0
Rule100: 7171132247, Class:  4, CF:0.678317, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:94.4224
------Result------
Miss_rate(tra)	:94.4224
Miss_rate(tst)	:80.713
ARL				:9.67949

------Generation 70------
Rule  1: 1147c1122b, Class:  2, CF:0.970247, Len: 10, Fitness_tra: 406
Rule  2: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule  3: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 2
Rule  4: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 431
Rule  5: 417763144b, Class:  4, CF:0.998014, Len: 10, Fitness_tra: 234
Rule  6: 1212f5172b, Class:  0, CF:0.739436, Len: 10, Fitness_tra: 270
Rule  7: 4b41337471, Class:  4, CF:0.905665, Len: 10, Fitness_tra: 37
Rule  8: 7221261247, Class:  4, CF:0.999909, Len: 10, Fitness_tra: 0
Rule  9: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 134
Rule 10: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 117
Rule 11: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 207
Rule 12: 11b41a1212, Class:  4, CF:0.998479, Len: 10, Fitness_tra: 0
Rule 13: 7cb4b41277, Class:  4, CF:0.711412, Len: 10, Fitness_tra: 30
Rule 14: b171137b27, Class:  4, CF:0.961734, Len: 10, Fitness_tra: -8
Rule 15: 1224fa172b, Class:  4, CF:0.999911, Len: 10, Fitness_tra: 0
Rule 16: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 17: b842114271, Class:  4, CF:0.521584, Len: 10, Fitness_tra: 0
Rule 18: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 19: 1721aa7b27, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 0
Rule 20: 1d7400264d, Class:  4, CF:0.980686, Len:  8, Fitness_tra: 2
Rule 21: 4712161727, Class:  4, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 22: 1422134b4b, Class:  4, CF:0.992516, Len: 10, Fitness_tra: 0
Rule 23: b717f12b22, Class:  4, CF:0.999701, Len: 10, Fitness_tra: 0
Rule 24: c1512141c8, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 26: 27421f1147, Class:  4, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 27: b471c32247, Class:  2, CF:0.99274, Len: 10, Fitness_tra: 0
Rule 28: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 29: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 30: 7171132247, Class:  4, CF:0.678317, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4442c92277, Class:  2, CF:0.9151, Len: 10, Fitness_tra: 0
Rule 33: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b4812271, Class:  2, CF:0.807242, Len: 10, Fitness_tra: 0
Rule 39: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 40: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 41: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 44b4752244, Class:  2, CF:0.866151, Len: 10, Fitness_tra: 0
Rule 43: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 77221d4777, Class:  2, CF:0.80902, Len: 10, Fitness_tra: 0
Rule 45: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 46: 274231b74b, Class:  4, CF:0.84283, Len: 10, Fitness_tra: 0
Rule 47: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 211b1122c3, Class:  2, CF:0.769625, Len: 10, Fitness_tra: 0
Rule 50: 4727482727, Class:  2, CF:0.931614, Len: 10, Fitness_tra: 0
Rule 51: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 53: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 54: 71772e4142, Class:  2, CF:0.973835, Len: 10, Fitness_tra: -16
Rule 55: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 57: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 58: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 4b74194147, Class:  2, CF:0.993975, Len: 10, Fitness_tra: -50
Rule 61: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 62: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 65: 74b4194142, Class:  2, CF:0.9499, Len: 10, Fitness_tra: 3
Rule 66: 7c4711b227, Class:  2, CF:0.594976, Len: 10, Fitness_tra: 0
Rule 67: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 69: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 72: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 74: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 76: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 79: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 81: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 217225412b, Class:  2, CF:0.912143, Len: 10, Fitness_tra: 0
Rule 83: 42c4e34932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1c22117114, Class:  4, CF:0.823582, Len: 10, Fitness_tra: -121
Rule 85: 4d221d74c1, Class:  2, CF:0.893911, Len: 10, Fitness_tra: 0
Rule 86: bb44214b7b, Class:  2, CF:0.666002, Len: 10, Fitness_tra: 0
Rule 87: b41bc3b111, Class:  2, CF:0.0679748, Len: 10, Fitness_tra: -505
Rule 88: 4214114b12, Class:  4, CF:0.78035, Len: 10, Fitness_tra: -319
Rule 89: 25c1514115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 217755471b, Class:  2, CF:0.739802, Len: 10, Fitness_tra: 0
Rule 91: 17291c4411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1c22452772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11c21617bb, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b84b6ab7b7, Class:  4, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 95: a141137474, Class:  4, CF:0.840672, Len: 10, Fitness_tra: 271
Rule 96: 2724b4b187, Class:  2, CF:0.944399, Len: 10, Fitness_tra: 0
Rule 97: 7d2d15422d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b1b44a2124, Class:  4, CF:0.999084, Len: 10, Fitness_tra: 0
Rule 99: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4000061720, Class:  4, CF:0.997916, Len:  5, Fitness_tra: 1625
------Current------
Miss_rate(tra)	:94.3003
------Result------
Miss_rate(tra)	:94.3003
Miss_rate(tst)	:80.5302
ARL				:9.65333

------Generation 80------
Rule  1: 4000061720, Class:  4, CF:0.997916, Len:  5, Fitness_tra: 1161
Rule  2: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 431
Rule  3: 1212f5172b, Class:  0, CF:0.739436, Len: 10, Fitness_tra: 251
Rule  4: 417763144b, Class:  4, CF:0.998014, Len: 10, Fitness_tra: -1
Rule  5: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 228
Rule  6: a141137474, Class:  4, CF:0.840672, Len: 10, Fitness_tra: -727
Rule  7: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 114
Rule  8: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 139
Rule  9: 1722554bb1, Class:  1, CF:0.747115, Len: 10, Fitness_tra: 70
Rule 10: 4150014120, Class:  4, CF:0.848554, Len:  7, Fitness_tra: 6
Rule 11: 1d7400264d, Class:  4, CF:0.980686, Len:  8, Fitness_tra: 2
Rule 12: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 13: 7cb4b41277, Class:  4, CF:0.711412, Len: 10, Fitness_tra: -283
Rule 14: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 15: b471c32247, Class:  2, CF:0.99274, Len: 10, Fitness_tra: 1
Rule 16: 7171132247, Class:  4, CF:0.678317, Len: 10, Fitness_tra: -11
Rule 17: b717f12b22, Class:  4, CF:0.999701, Len: 10, Fitness_tra: 0
Rule 18: 41b2422247, Class:  2, CF:0.934868, Len: 10, Fitness_tra: 1700
Rule 19: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 20: 1422134b4b, Class:  4, CF:0.992516, Len: 10, Fitness_tra: -55
Rule 21: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 22: c1512141c8, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 7221261247, Class:  4, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 24: 27421f1147, Class:  4, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 25: 1c22452772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 27: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 28: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4442c92277, Class:  2, CF:0.9151, Len: 10, Fitness_tra: 0
Rule 31: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 37: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 1
Rule 38: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 44b4752244, Class:  2, CF:0.866151, Len: 10, Fitness_tra: 30
Rule 40: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 42: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 211b1122c3, Class:  2, CF:0.769625, Len: 10, Fitness_tra: 14
Rule 45: 4727482727, Class:  2, CF:0.931614, Len: 10, Fitness_tra: 35
Rule 46: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 48: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 49: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 50: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 52: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 53: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 56: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 59: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7c4711b227, Class:  2, CF:0.594976, Len: 10, Fitness_tra: 0
Rule 61: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 63: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 66: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 68: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 70: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 73: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 75: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1cb288bb17, Class:  1, CF:0.29106, Len: 10, Fitness_tra: 77
Rule 85: 4c471122b1, Class:  4, CF:0.866765, Len: 10, Fitness_tra: 0
Rule 86: 2441f31b41, Class:  4, CF:0.999664, Len: 10, Fitness_tra: 695
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bb1bd51722, Class:  2, CF:0.998005, Len: 10, Fitness_tra: 0
Rule 89: 1727d1222b, Class:  2, CF:0.988494, Len: 10, Fitness_tra: 0
Rule 90: b44b5647b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21b47122c3, Class:  2, CF:0.768008, Len: 10, Fitness_tra: 0
Rule 92: 01040f1010, Class:  4, CF:0.321291, Len:  5, Fitness_tra: 399
Rule 93: 1c471b1217, Class:  4, CF:0.912851, Len: 10, Fitness_tra: -87
Rule 94: 1200421010, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 42213f142b, Class:  4, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 96: 10140e1720, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1122f3b1b1, Class:  4, CF:0.980834, Len: 10, Fitness_tra: 223
Rule 98: 7000d90301, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 179255cbb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 777b13b4b7, Class:  4, CF:0.958727, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:94.0611
------Result------
Miss_rate(tra)	:94.0611
Miss_rate(tst)	:80.0731
ARL				:9.48485

------Generation 90------
Rule  1: 41b2422247, Class:  2, CF:0.934868, Len: 10, Fitness_tra: 0
Rule  2: 4000061720, Class:  4, CF:0.997916, Len:  5, Fitness_tra: 1181
Rule  3: 2441f31b41, Class:  4, CF:0.999664, Len: 10, Fitness_tra: 686
Rule  4: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 431
Rule  5: 01040f1010, Class:  4, CF:0.321291, Len:  5, Fitness_tra: 400
Rule  6: 1212f5172b, Class:  0, CF:0.739436, Len: 10, Fitness_tra: 245
Rule  7: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 200
Rule  8: 1122f3b1b1, Class:  4, CF:0.980834, Len: 10, Fitness_tra: 222
Rule  9: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 143
Rule 10: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 50
Rule 11: 1cb288bb17, Class:  1, CF:0.29106, Len: 10, Fitness_tra: 26
Rule 12: 1722554bb1, Class:  1, CF:0.747115, Len: 10, Fitness_tra: 70
Rule 13: 4727482727, Class:  2, CF:0.931614, Len: 10, Fitness_tra: 0
Rule 14: 44b4752244, Class:  2, CF:0.866151, Len: 10, Fitness_tra: 0
Rule 15: 211b1122c3, Class:  2, CF:0.769625, Len: 10, Fitness_tra: 2
Rule 16: 4150014120, Class:  4, CF:0.848554, Len:  7, Fitness_tra: 6
Rule 17: 1d7400264d, Class:  4, CF:0.980686, Len:  8, Fitness_tra: 1
Rule 18: b471c32247, Class:  2, CF:0.99274, Len: 10, Fitness_tra: 30
Rule 19: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 20: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 21: 777b13b4b7, Class:  4, CF:0.958727, Len: 10, Fitness_tra: 9
Rule 22: 7221261247, Class:  4, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 23: 27421f1147, Class:  4, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 24: 1c22452772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 26: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 27: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4442c92277, Class:  2, CF:0.9151, Len: 10, Fitness_tra: 0
Rule 30: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 36: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 37: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 39: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 41: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 44: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 46: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 47: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 48: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 50: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 51: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 54: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 57: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 7c4711b227, Class:  2, CF:0.594976, Len: 10, Fitness_tra: 5
Rule 59: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 61: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 64: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 66: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 68: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 71: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 73: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2122f32bb7, Class:  4, CF:0.999953, Len: 10, Fitness_tra: 0
Rule 82: 1127117c15, Class:  4, CF:0.847527, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b1b7217bb2, Class:  4, CF:0.00431219, Len: 10, Fitness_tra: 0
Rule 85: 14b4312444, Class:  4, CF:0.641425, Len: 10, Fitness_tra: -29
Rule 86: 11b725442b, Class:  2, CF:0.837611, Len: 10, Fitness_tra: 152
Rule 87: 4747b14b71, Class:  4, CF:0.845741, Len: 10, Fitness_tra: -503
Rule 88: 17b2137411, Class:  4, CF:0.809397, Len: 10, Fitness_tra: -871
Rule 89: 2421d91b24, Class:  2, CF:0.996046, Len: 10, Fitness_tra: 0
Rule 90: 11b4c14472, Class:  2, CF:0.934502, Len: 10, Fitness_tra: 385
Rule 91: 2724ffb1b3, Class:  4, CF:0.995891, Len: 10, Fitness_tra: 0
Rule 92: 24141122c3, Class:  2, CF:0.660887, Len: 10, Fitness_tra: 0
Rule 93: 1c12911b17, Class:  1, CF:0.60896, Len: 10, Fitness_tra: 0
Rule 94: 0504017412, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0c071c0207, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4541fe1de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42213fe000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b727182b27, Class:  2, CF:0.554912, Len: 10, Fitness_tra: 0
Rule 99: 1472454112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 373b5542c3, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:93.9389
