------Generation 0------
Rule  1: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 60
Rule 88: 41c43f7555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2b2181b44, Class:  4, CF:0.112156, Len: 10, Fitness_tra: 0
Rule 90: 171113b477, Class:  4, CF:0.788033, Len: 10, Fitness_tra: -12
Rule 91: 4c423ab712, Class:  4, CF:0.999607, Len: 10, Fitness_tra: 0
Rule 92: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 12cbd12432, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b000000074, Class:  2, CF:0.528371, Len:  3, Fitness_tra: -823
Rule 95: 1412d37b19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 14b2947b49, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 0a1215100b, Class:  0, CF:0.292737, Len:  7, Fitness_tra: -680
Rule 98: 7bbb1f4417, Class:  4, CF:0.994199, Len:  0, Fitness_tra: 0
Rule 99: 021536471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b2cb8a4271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.257
------Result------
Miss_rate(tra)	:73.257
Miss_rate(tst)	:32.0548
ARL				:9.38028

------Generation 90------
Rule  1: 001239000b, Class:  0, CF:0.722219, Len:  5, Fitness_tra: 1324
Rule  2: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 463
Rule  3: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1205
Rule  4: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: -3
Rule  5: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 578
Rule  6: 11b1214777, Class:  2, CF:0.793834, Len: 10, Fitness_tra: -14
Rule  7: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 212
Rule  8: 7411cd4b24, Class:  2, CF:0.976969, Len: 10, Fitness_tra: 10
Rule  9: b20ba3b004, Class:  4, CF:0.979451, Len:  7, Fitness_tra: 0
Rule 10: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 0
Rule 11: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 0
Rule 12: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 5
Rule 13: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 0
Rule 14: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 0
Rule 15: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 0
Rule 16: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 3
Rule 17: 2174ca1b41, Class:  3, CF:0.513941, Len: 10, Fitness_tra: 1
Rule 18: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 19: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 0
Rule 20: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 21: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 23: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 25: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 27: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 28: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 41: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 42: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 48: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 49: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 50: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 51: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 52: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 55: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 58: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 59: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 62: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 66: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 67: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 79: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 80: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 7172112727, Class:  2, CF:0.171871, Len: 10, Fitness_tra: 0
Rule 82: bb778d7221, Class:  2, CF:0.999722, Len: 10, Fitness_tra: -6
Rule 83: 2bb43a2222, Class:  4, CF:0.999941, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 211bf6b71b, Class:  4, CF:0.978031, Len: 10, Fitness_tra: -1
Rule 86: 2184532517, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2744537114, Class:  2, CF:0.994651, Len: 10, Fitness_tra: 0
Rule 88: 41c43f7555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2b2181b44, Class:  4, CF:0.112156, Len: 10, Fitness_tra: 0
Rule 90: 171113b477, Class:  4, CF:0.788033, Len: 10, Fitness_tra: -12
Rule 91: 4c423ab712, Class:  4, CF:0.999607, Len: 10, Fitness_tra: 0
Rule 92: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 12cbd12432, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b000000074, Class:  2, CF:0.528371, Len:  3, Fitness_tra: -823
Rule 95: 1412d37b19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 14b2947b49, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 0a1215100b, Class:  0, CF:0.292737, Len:  7, Fitness_tra: -680
Rule 98: 7bbb1f4417, Class:  4, CF:0.994199, Len:  0, Fitness_tra: 0
Rule 99: 021536471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b2cb8a4271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.257
------Result------
Miss_rate(tra)	:73.257
Miss_rate(tst)	:32.0548
ARL				:9.38028

------Generation 100------
Rule  1: 001239000b, Class:  0, CF:0.722219, Len:  5, Fitness_tra: 1732
Rule  2: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1378
Rule  3: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 215
Rule  4: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 1120
Rule  5: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 40
Rule  6: 7411cd4b24, Class:  2, CF:0.976969, Len: 10, Fitness_tra: 56
Rule  7: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 2174ca1b41, Class:  3, CF:0.513941, Len: 10, Fitness_tra: 0
Rule 10: b2cb8a4271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b20ba3b004, Class:  4, CF:0.979451, Len:  7, Fitness_tra: 0
Rule 12: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 0
Rule 13: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 2
Rule 14: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 3
Rule 15: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 21
Rule 16: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 39
Rule 17: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 18: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 1
Rule 19: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 20: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 22: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 24: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 26: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 27: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 40: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 41: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 47: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 48: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 49: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 50: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 51: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 54: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 57: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 58: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 61: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 65: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 66: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 78: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 79: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7172112727, Class:  2, CF:0.171871, Len: 10, Fitness_tra: 0
Rule 81: 4411114712, Class:  4, CF:0.142295, Len: 10, Fitness_tra: 0
Rule 82: 1277422771, Class:  1, CF:0.897349, Len: 10, Fitness_tra: 109
Rule 83: 4227817424, Class:  2, CF:0.995063, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 265b1d295d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 72171344b7, Class:  4, CF:0.972219, Len: 10, Fitness_tra: 0
Rule 87: 7217afb7b1, Class:  4, CF:0.968023, Len: 10, Fitness_tra: 0
Rule 88: 2514227222, Class:  2, CF:0.976076, Len: 10, Fitness_tra: 0
Rule 89: 11212c1117, Class:  2, CF:0.723822, Len: 10, Fitness_tra: -598
Rule 90: 217dd97744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 50030a1110, Class:  3, CF:  1, Len:  6, Fitness_tra: 21
Rule 92: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4821331191, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: d001200b00, Class:  3, CF:  1, Len:  4, Fitness_tra: 18
Rule 95: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 71b78aa277, Class:  3, CF:0.577797, Len: 10, Fitness_tra: 0
Rule 97: 4c44389410, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4bb7163724, Class:  4, CF:0.999692, Len: 10, Fitness_tra: 0
Rule 99: 7bb2347b4b, Class:  4, CF:0.0997734, Len: 10, Fitness_tra: 0
Rule100: 0404000004, Class:  0, CF:0.0350332, Len:  3, Fitness_tra: -2507
------Current------
Miss_rate(tra)	:63.7252
------Result------
Miss_rate(tra)	:63.7252
Miss_rate(tst)	:25.2968
ARL				:9.29167

------Generation 200------
Rule  1: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1383
Rule  2: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 1163
Rule  3: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 14
Rule  4: 7211391427, Class:  2, CF:0.968209, Len: 10, Fitness_tra: -110
Rule  5: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 161
Rule  6: 1277422771, Class:  1, CF:0.897349, Len: 10, Fitness_tra: 846
Rule  7: 7411cd4b24, Class:  2, CF:0.976969, Len: 10, Fitness_tra: 58
Rule  8: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 49
Rule  9: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 46
Rule 10: 50030a1110, Class:  3, CF:  1, Len:  6, Fitness_tra: 5
Rule 11: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 6
Rule 12: d001200b00, Class:  3, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: c413091061, Class:  3, CF:  1, Len:  8, Fitness_tra: 3
Rule 14: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 3
Rule 15: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 2
Rule 17: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 18: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: dd01000b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 22: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 26: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 27: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 40: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 41: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 47: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 48: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 49: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 50: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 51: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 54: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 57: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 58: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 59: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 61: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 65: 282139e127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 78: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 79: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7172112727, Class:  2, CF:0.171871, Len: 10, Fitness_tra: 0
Rule 81: 411b1a199c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11716141b2, Class:  4, CF:0.984676, Len: 10, Fitness_tra: 2
Rule 83: 1417364277, Class:  4, CF:0.997082, Len: 10, Fitness_tra: 0
Rule 84: 772b1d41bb, Class:  2, CF:0.713129, Len: 10, Fitness_tra: 0
Rule 85: 4242331272, Class:  4, CF:0.990485, Len: 10, Fitness_tra: 1
Rule 86: c1c11f415d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4b21664427, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 88: 74b15124b4, Class:  2, CF:0.994624, Len: 10, Fitness_tra: 0
Rule 89: 4222612274, Class:  4, CF:0.996313, Len: 10, Fitness_tra: 0
Rule 90: 7217dd7221, Class:  2, CF:0.637949, Len: 10, Fitness_tra: 0
Rule 91: 0104ca0040, Class:  1, CF:0.980813, Len:  5, Fitness_tra: 0
Rule 92: b824161017, Class:  4, CF:0.995131, Len:  9, Fitness_tra: 0
Rule 93: 400b5d0700, Class:  2, CF:0.284529, Len:  5, Fitness_tra: -667
Rule 94: 00006d0b00, Class:  4, CF:0.0398473, Len:  3, Fitness_tra: 238
Rule 95: 0200080067, Class:  0, CF:0.157064, Len:  4, Fitness_tra: -3231
Rule 96: 1072da740e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5b11851a64, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 208440751b, Class:  2, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 2207110b07, Class:  4, CF:0.607177, Len:  7, Fitness_tra: -35
Rule100: d001006000, Class:  3, CF:  1, Len:  3, Fitness_tra: 40
------Current------
Miss_rate(tra)	:48.626
------Result------
Miss_rate(tra)	:48.626
Miss_rate(tst)	:17.7169
ARL				:8.97222

------Generation 300------
Rule  1: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1383
