------Generation 0------
Rule  1: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 46: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 49: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 51: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 54: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 58: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 60: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 61: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 63: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 65: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 66: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 67: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 69: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 70: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 74: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 75: b41713b222, Class:  4, CF:0.513886, Len: 10, Fitness_tra: -1
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 78: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b44163211b, Class:  4, CF:0.996687, Len: 10, Fitness_tra: 0
Rule 82: 263721b12d, Class:  4, CF:0.302773, Len: 10, Fitness_tra: 0
Rule 83: 4317117211, Class:  2, CF:0.855182, Len: 10, Fitness_tra: 0
Rule 84: 7244134b22, Class:  4, CF:0.99914, Len: 10, Fitness_tra: 0
Rule 85: 2122441442, Class:  2, CF:0.704081, Len: 10, Fitness_tra: 0
Rule 86: 4122ef1952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4b2716b7bb, Class:  4, CF:0.993192, Len: 10, Fitness_tra: 0
Rule 88: b121f11442, Class:  4, CF:0.99992, Len: 10, Fitness_tra: 1
Rule 89: 72172d7444, Class:  2, CF:0.815478, Len: 10, Fitness_tra: 0
Rule 90: 7125162744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7d21f61172, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 17
Rule 92: 3740100104, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4422632471, Class:  4, CF:0.999497, Len:  0, Fitness_tra: 0
Rule 94: 4b4311b277, Class:  2, CF:0.932038, Len: 10, Fitness_tra: 6
Rule 95: 4400f5402b, Class:  4, CF:0.990772, Len:  7, Fitness_tra: 0
Rule 96: 27b41442b1, Class:  2, CF:0.666053, Len: 10, Fitness_tra: 0
Rule 97: 0402000101, Class:  1, CF:0.660414, Len:  4, Fitness_tra: -5900
Rule 98: 163241d2a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7244d5b1b9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7471114b75, Class:  4, CF:0.998951, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.341
------Result------
Miss_rate(tra)	:98.341
Miss_rate(tst)	:92.4201
ARL				:9.77333

------Generation 80------
Rule  1: 1120f00110, Class:  4, CF:0.919986, Len:  6, Fitness_tra: 2170
Rule  2: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: -1
Rule  3: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 106
Rule  4: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 89
Rule  5: 7d21f61172, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 17
Rule  6: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 3
Rule  7: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 0
Rule  8: 4b4311b277, Class:  2, CF:0.932038, Len: 10, Fitness_tra: 2
Rule  9: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 0
Rule 10: b121f11442, Class:  4, CF:0.99992, Len: 10, Fitness_tra: 1
Rule 11: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: -2
Rule 12: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 0
Rule 13: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 0
Rule 14: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 0
Rule 15: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 1
Rule 16: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 2
Rule 17: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 0
Rule 18: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 0
Rule 19: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 1
Rule 20: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 0
Rule 21: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 0
Rule 22: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 0
Rule 24: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: -1
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 42: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 43: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 49: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 51: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 54: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 58: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 60: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 61: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule 62: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 63: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 65: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 66: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 67: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 69: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 70: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 73: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 74: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 75: 7471114b75, Class:  4, CF:0.998951, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 78: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4c1b134514, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 2f4d2941b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 714155147b, Class:  2, CF:0.998255, Len: 10, Fitness_tra: 48
Rule 85: 1b14bd4117, Class:  0, CF:0.174279, Len: 10, Fitness_tra: -36
Rule 86: 2511114442, Class:  2, CF:0.0301959, Len: 10, Fitness_tra: 1
Rule 87: 2742281424, Class:  2, CF:0.936785, Len: 10, Fitness_tra: 3
Rule 88: 717b3e4471, Class:  2, CF:0.557581, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 721175b772, Class:  2, CF:0.634058, Len: 10, Fitness_tra: 0
Rule 91: b4141f822b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 400001b290, Class:  2, CF:  1, Len:  5, Fitness_tra: 10
Rule 93: 02b0100027, Class:  2, CF:0.179726, Len:  5, Fitness_tra: -2974
Rule 94: 12b7117217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 01210000e2, Class:  2, CF:  1, Len:  5, Fitness_tra: 242
Rule 96: 16724db771, Class:  2, CF:0.938072, Len: 10, Fitness_tra: -373
Rule 97: b127f11244, Class:  4, CF:0.999663, Len: 10, Fitness_tra: 0
Rule 98: 274e1172b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 7141f61b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7225153247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.2163
------Result------
Miss_rate(tra)	:95.2163
Miss_rate(tst)	:87.6712
ARL				:9.69737

------Generation 90------
Rule  1: 1120f00110, Class:  4, CF:0.919986, Len:  6, Fitness_tra: 2170
Rule  2: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: -1
Rule  3: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 106
Rule  4: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 89
Rule  5: 7d21f61172, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 17
Rule  6: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 3
Rule  7: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 0
Rule  8: 4b4311b277, Class:  2, CF:0.932038, Len: 10, Fitness_tra: 2
Rule  9: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 0
Rule 10: b121f11442, Class:  4, CF:0.99992, Len: 10, Fitness_tra: 1
Rule 11: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: -2
Rule 12: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 0
Rule 13: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 0
Rule 14: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 0
Rule 15: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 1
Rule 16: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 2
Rule 17: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 0
Rule 18: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 0
Rule 19: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 1
Rule 20: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 0
Rule 21: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 0
Rule 22: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 0
Rule 24: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: -1
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 42: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 43: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 49: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 51: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 54: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 58: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 60: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 61: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule 62: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 63: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 65: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 66: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 67: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 69: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 70: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 73: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 74: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 75: 7471114b75, Class:  4, CF:0.998951, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 78: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4c1b134514, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 2f4d2941b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 714155147b, Class:  2, CF:0.998255, Len: 10, Fitness_tra: 48
Rule 85: 1b14bd4117, Class:  0, CF:0.174279, Len: 10, Fitness_tra: -36
Rule 86: 2511114442, Class:  2, CF:0.0301959, Len: 10, Fitness_tra: 1
Rule 87: 2742281424, Class:  2, CF:0.936785, Len: 10, Fitness_tra: 3
Rule 88: 717b3e4471, Class:  2, CF:0.557581, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 721175b772, Class:  2, CF:0.634058, Len: 10, Fitness_tra: 0
Rule 91: b4141f822b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 400001b290, Class:  2, CF:  1, Len:  5, Fitness_tra: 10
Rule 93: 02b0100027, Class:  2, CF:0.179726, Len:  5, Fitness_tra: -2974
Rule 94: 12b7117217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 01210000e2, Class:  2, CF:  1, Len:  5, Fitness_tra: 242
Rule 96: 16724db771, Class:  2, CF:0.938072, Len: 10, Fitness_tra: -373
Rule 97: b127f11244, Class:  4, CF:0.999663, Len: 10, Fitness_tra: 0
Rule 98: 274e1172b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 7141f61b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7225153247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.2163
------Result------
Miss_rate(tra)	:95.2163
Miss_rate(tst)	:87.6712
ARL				:9.69737

------Generation 100------
Rule  1: 1120f00110, Class:  4, CF:0.919986, Len:  6, Fitness_tra: 2170
Rule  2: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: -1
Rule  3: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 106
Rule  4: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 89
Rule  5: 7d21f61172, Class:  4, CF:0.999985, Len: 10, Fitness_tra: 17
Rule  6: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 3
Rule  7: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 0
Rule  8: 4b4311b277, Class:  2, CF:0.932038, Len: 10, Fitness_tra: 2
Rule  9: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 0
Rule 10: b121f11442, Class:  4, CF:0.99992, Len: 10, Fitness_tra: 1
Rule 11: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: -2
Rule 12: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 0
Rule 13: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 0
Rule 14: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 0
Rule 15: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 1
Rule 16: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 2
Rule 17: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 0
Rule 18: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 0
Rule 19: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 1
Rule 20: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 0
Rule 21: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 0
Rule 22: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 0
Rule 24: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: -1
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 42: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 43: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 49: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 51: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 54: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 58: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
