------Generation 0------
Rule  1: b11336195d525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13116e4111311224, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 96: 6010d16011710b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00611b21f2004583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 71b0911521713b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6010153102110080, Class:  6, CF:0.956008, Len: 10, Fitness_tra: -1
Rule100: 8600111a19310228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.3636
------Result------
Miss_rate(tra)	:71.3636
Miss_rate(tst)	:74.5455
ARL				:10.3

------Generation 80------
Rule  1: 0500060050000000, Class:  0, CF:0.952871, Len:  3, Fitness_tra: 63
Rule  2: 6000e01001110028, Class:  7, CF:0.998358, Len:  8, Fitness_tra: 34
Rule  3: b115141117311103, Class:  2, CF:0.789045, Len: 15, Fitness_tra: 17
Rule  4: 0df9000000004005, Class:  8, CF:0.796025, Len:  5, Fitness_tra: 8
Rule  5: 500020400004d000, Class:  9, CF:0.0554097, Len:  5, Fitness_tra: 7
Rule  6: 000060e008000000, Class:  4, CF:0.799409, Len:  3, Fitness_tra: 6
Rule  7: 50009090911410a0, Class:  3, CF:0.42484, Len:  9, Fitness_tra: 6
Rule  8: 6000931011110012, Class:  8, CF:  1, Len: 10, Fitness_tra: 6
Rule  9: 00600000f3000000, Class:  5, CF:0.353571, Len:  3, Fitness_tra: 5
Rule 10: 6010001061110028, Class:  7, CF:0.865221, Len:  9, Fitness_tra: 5
Rule 11: 501110410214d080, Class:  4, CF:0.939936, Len: 11, Fitness_tra: 3
Rule 12: 0d11102102104083, Class:  1, CF:0.9852, Len: 11, Fitness_tra: 3
Rule 13: 132152124151a616, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 14: b811136f16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule 15: 1e131ff615181252, Class:  5, CF:  1, Len: 16, Fitness_tra: 2
Rule 16: 3613212121121152, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 2396a15168115241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 117512e1111651be, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 19: 13166e3118111224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5621b52511319c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 21263339d5212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2e11571165368341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a113131113353514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21c3931ae3111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 718fd11521723b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2f21294d11353267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235f9582722111f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1313711257f13117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 63d329b112113c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2625111127228136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1171c737f1665a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3351c171156d183b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000050d007000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f131611311122a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113a11e5e8312724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 16633f1611185741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13bd1792f5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1111311115145b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3311191882212d61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41163351541121f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 131a931d22121262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 900a0e0600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4926361518211b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f6131933331817b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1119593f13393597, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231922576cae5149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1611111a19313222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1311331512121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2f1e751111693591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7153f63d52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 116a131e11611241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 23115911b14b1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 431161111bc44531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000f093800080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111d174111a313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 73269695111412a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13da11111712d565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 298f9335112252a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2a3a1f1ed1185122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b6000e0000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111315111121131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4221131f9e13282b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 21119881781353a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 193a111514211169, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1683458115a53114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b61a111935f25122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b156131117115135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 112118cb45165161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000f000900040b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313111361111222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3113151c141155f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1353235817b21136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 461f6a3d145b8218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 235a133931642212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: a653131c8b129128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a39a13251d325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8a212d5515693c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11133a1111a53721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1a23b52257a15811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1111111131a51217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11119e1a3311552b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 76113112db121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10b02090f0011100, Class:  5, CF:0.241687, Len:  8, Fitness_tra: 0
Rule 92: b113212511311152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c32f511d541191f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 72e0f030921410a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13116e4111311224, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 96: 6010d16011710b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00611b21f2004583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 71b0911521713b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6010153102110080, Class:  6, CF:0.956008, Len: 10, Fitness_tra: -1
Rule100: 8600111a19310228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.3636
------Result------
Miss_rate(tra)	:71.3636
Miss_rate(tst)	:74.5455
ARL				:10.3

------Generation 90------
Rule  1: 0500060050000000, Class:  0, CF:0.952871, Len:  3, Fitness_tra: 57
Rule  2: 6000e01001110028, Class:  7, CF:0.998358, Len:  8, Fitness_tra: 33
Rule  3: 0c000ee040000000, Class:  1, CF:0.216505, Len:  4, Fitness_tra: 21
Rule  4: b115141117311103, Class:  2, CF:0.789045, Len: 15, Fitness_tra: 16
Rule  5: 5001b5a0110b9c62, Class:  6, CF:  1, Len: 12, Fitness_tra: 11
Rule  6: 000060e008000000, Class:  4, CF:0.799409, Len:  3, Fitness_tra: 8
Rule  7: 001100101e140010, Class:  9, CF:  1, Len:  8, Fitness_tra: 7
Rule  8: 50009090911410a0, Class:  3, CF:0.42484, Len:  9, Fitness_tra: 6
Rule  9: 6000931011110012, Class:  8, CF:  1, Len: 10, Fitness_tra: 6
Rule 10: 6010001061110028, Class:  7, CF:0.865221, Len:  9, Fitness_tra: 5
Rule 11: 00600000f3000000, Class:  5, CF:0.353571, Len:  3, Fitness_tra: 5
Rule 12: 05f9000000004005, Class:  8, CF:0.818252, Len:  5, Fitness_tra: 5
Rule 13: 500020400004d000, Class:  9, CF:0.0554097, Len:  5, Fitness_tra: 4
Rule 14: 000e00000e000000, Class:  9, CF:0.571099, Len:  2, Fitness_tra: 4
Rule 15: 0df9000000004005, Class:  8, CF:0.796025, Len:  5, Fitness_tra: 3
Rule 16: 501110410214d080, Class:  4, CF:0.939936, Len: 11, Fitness_tra: 2
Rule 17: 06000e0000000200, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 18: 00f0600002005005, Class:  0, CF:0.946241, Len:  5, Fitness_tra: 3
Rule 19: 0115141713330013, Class:  6, CF:  1, Len: 13, Fitness_tra: 2
Rule 20: 1e131ff615181252, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 21: 3613212121121152, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 22: a115141177311109, Class:  5, CF:  1, Len: 15, Fitness_tra: 1
Rule 23: b811136f16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 24: 0000101118300003, Class:  1, CF:0.643168, Len:  7, Fitness_tra: 1
Rule 25: b81113bf16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 26: 2323131112241732, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 27: 13116e4111311224, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 28: 1313711257f13117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 63d329b112113c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2625111127228136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1171c737f1665a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3351c171156d183b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000050d007000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f131611311122a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113a11e5e8312724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 16633f1611185741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13bd1792f5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1111311115145b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3311191882212d61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41163351541121f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 131a931d22121262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 900a0e0600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4926361518211b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f6131933331817b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1119593f13393597, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231922576cae5149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1611111a19313222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1311331512121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2f1e751111693591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7153f63d52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 116a131e11611241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 23115911b14b1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 431161111bc44531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000f093800080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111d174111a313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 73269695111412a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13da11111712d565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 298f9335112252a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2a3a1f1ed1185122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b6000e0000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111315111121131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4221131f9e13282b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 21119881781353a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 193a111514211169, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1683458115a53114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b61a111935f25122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b156131117115135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 112118cb45165161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000f000900040b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313111361111222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3113151c141155f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1353235817b21136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f1d1431211323111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1316111511611811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 211f361912111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3040000000b40000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1331315121145234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1fc31115f1693212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1311151122d11311, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 88: 11561661311411a8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 112f169111411132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3510012151001052, Class:  7, CF:0.988663, Len: 11, Fitness_tra: 10
Rule 92: 102e30170c001021, Class:  4, CF:0.930948, Len: 10, Fitness_tra: 33
Rule 93: 0000060005000200, Class:  0, CF:0.86172, Len:  3, Fitness_tra: 3
Rule 94: 0015101167310910, Class:  8, CF:  1, Len: 11, Fitness_tra: 1
Rule 95: 006a101e116b1c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00112010111e0267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 135e20000eb2b030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0106030910110b05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 162f31a13c15c121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1653361d12141161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.8409
------Result------
Miss_rate(tra)	:57.8409
Miss_rate(tst)	:58.1818
ARL				:9.4375

------Generation 100------
Rule  1: 0500060050000000, Class:  0, CF:0.952871, Len:  3, Fitness_tra: 53
Rule  2: 6000e01001110028, Class:  7, CF:0.998358, Len:  8, Fitness_tra: 30
Rule  3: 0c000ee040000000, Class:  1, CF:0.216505, Len:  4, Fitness_tra: 22
Rule  4: 0000600008000000, Class:  4, CF:0.148083, Len:  2, Fitness_tra: 14
Rule  5: 50101d10a01150f3, Class:  6, CF:  1, Len: 11, Fitness_tra: 11
Rule  6: b115141117311103, Class:  2, CF:0.789045, Len: 15, Fitness_tra: 12
Rule  7: 2115941118130013, Class:  3, CF:0.277185, Len: 14, Fitness_tra: 11
Rule  8: 3510012151001052, Class:  7, CF:0.988663, Len: 11, Fitness_tra: 10
Rule  9: 000060e008000000, Class:  4, CF:0.799409, Len:  3, Fitness_tra: 9
Rule 10: 0000631011010c12, Class:  6, CF:0.339416, Len:  9, Fitness_tra: 9
Rule 11: 5001b5a0110b9c62, Class:  6, CF:  1, Len: 12, Fitness_tra: 0
Rule 12: 1500c31011110012, Class:  8, CF:  1, Len: 11, Fitness_tra: 8
Rule 13: 05f9000000004005, Class:  8, CF:0.818252, Len:  5, Fitness_tra: 6
Rule 14: 00600000f3000000, Class:  5, CF:0.353571, Len:  3, Fitness_tra: 6
Rule 15: 000a000000000000, Class:  0, CF:0.761658, Len:  1, Fitness_tra: 6
Rule 16: 50009090911410a0, Class:  3, CF:0.42484, Len:  9, Fitness_tra: 5
Rule 17: 000e00000e000000, Class:  9, CF:0.571099, Len:  2, Fitness_tra: 5
Rule 18: 0000600002005065, Class:  0, CF:0.999895, Len:  5, Fitness_tra: 5
Rule 19: 6000931011110012, Class:  8, CF:  1, Len: 10, Fitness_tra: 5
Rule 20: 6010001061110028, Class:  7, CF:0.865221, Len:  9, Fitness_tra: 5
Rule 21: 0515e47009011600, Class:  9, CF:  1, Len: 10, Fitness_tra: 5
Rule 22: 50001d404014a010, Class:  1, CF:0.968666, Len:  9, Fitness_tra: 4
Rule 23: 001100101e140010, Class:  9, CF:  1, Len:  8, Fitness_tra: 4
Rule 24: 000e00480954d000, Class:  9, CF:0.869738, Len:  7, Fitness_tra: 4
Rule 25: 102e30170c001021, Class:  4, CF:0.930948, Len: 10, Fitness_tra: 4
Rule 26: 0df9000000004005, Class:  8, CF:0.796025, Len:  5, Fitness_tra: 3
Rule 27: bc00101116c02021, Class:  2, CF:  1, Len: 11, Fitness_tra: 3
Rule 28: a1c5e4117c113161, Class:  3, CF:  1, Len: 16, Fitness_tra: 2
Rule 29: 00f0600002005005, Class:  0, CF:0.946241, Len:  5, Fitness_tra: 2
Rule 30: 10fe301702001001, Class:  4, CF:0.957267, Len:  9, Fitness_tra: 2
Rule 31: fc10193340001000, Class:  1, CF:0.385912, Len:  9, Fitness_tra: 2
Rule 32: 0d10060050009000, Class:  0, CF:0.998667, Len:  5, Fitness_tra: 2
Rule 33: 1311151122d11311, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 34: 3c1001e040e00050, Class:  1, CF:  1, Len:  8, Fitness_tra: 2
Rule 35: 00d0900000a00b00, Class:  2, CF:0.136545, Len:  4, Fitness_tra: 2
Rule 36: 0115141713330013, Class:  6, CF:  1, Len: 13, Fitness_tra: 2
Rule 37: 0c0010111c301021, Class:  1, CF:0.769473, Len: 10, Fitness_tra: 1
Rule 38: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 39: a115141177311109, Class:  5, CF:  1, Len: 15, Fitness_tra: 1
Rule 40: 100d97921a111012, Class:  5, CF:0.994039, Len: 13, Fitness_tra: 1
Rule 41: 19111e5211125411, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 42: a1c5e41773110011, Class:  7, CF:0.579774, Len: 14, Fitness_tra: 1
Rule 43: 0000060005000200, Class:  0, CF:0.86172, Len:  3, Fitness_tra: 0
Rule 44: f6131933331817b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1119593f13393597, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231922576cae5149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1611111a19313222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1311331512121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2f1e751111693591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7153f63d52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 116a131e11611241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 23115911b14b1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 431161111bc44531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000f093800080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111d174111a313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 73269695111412a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13da11111712d565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 298f9335112252a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2a3a1f1ed1185122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b6000e0000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111315111121131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4221131f9e13282b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 21119881781353a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 193a111514211169, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1683458115a53114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b61a111935f25122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b156131117115135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 112118cb45165161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000f000900040b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313111361111222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3113151c141155f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1353235817b21136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111191d512471261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 711a1a631521143b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000d00000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4616f1122424c235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3113231aa1351214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13131a1311311774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1f631f2e116112b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111f111591615442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21131355122b52a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 231fa135141115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3031b11111025cb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1ad1e52222115812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 52009000010210a5, Class:  8, CF:  1, Len:  8, Fitness_tra: 2
Rule 94: 1010531f15910c92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000601008001000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5015141190115013, Class:  9, CF:0.603214, Len: 13, Fitness_tra: 0
Rule 97: 21009d1142140013, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f01f1010d10a1020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0c1003271c001072, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 00006500010b9c60, Class:  6, CF:  1, Len:  7, Fitness_tra: 12
------Current------
Miss_rate(tra)	:49.5455
------Result------
Miss_rate(tra)	:49.5455
Miss_rate(tst)	:47.7273
ARL				:8.57447

