------Generation 0------
Rule  1: b8fb91c5251b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 27
Rule  4: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 22
Rule  5: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  6: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 4211181811181, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 1
Rule  9: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 0
Rule 10: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 10
Rule 11: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 0
Rule 12: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 13: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 14: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 18: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: a1721d121d118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 25: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 0
Rule 27: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 5
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b53c1121d3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000400d020800, Class:  0, CF:0.0874446, Len:  4, Fitness_tra: -351
Rule 83: 11721338ed595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a335151e1182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 41f521e132121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a5b219511511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 211c93115d15c, Class:  0, CF:0.998823, Len: 13, Fitness_tra: 4
Rule 88: 4c1153119d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a4921955181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1211859532591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: aa59558519183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4d1528111118e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c5d1002501156, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 62111d1192111, Class:  1, CF:0.77527, Len: 13, Fitness_tra: 0
Rule 95: 0f611d1093111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 96: f111960e09518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a6111d1d11851, Class:  1, CF:0.990883, Len: 13, Fitness_tra: 0
Rule 98: 75129111d931d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1c3158851d113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 35213dc15de35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.963
------Result------
Miss_rate(tra)	:32.963
Miss_rate(tst)	:18.1818
ARL				:11.6667

------Generation 90------
Rule  1: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 561
Rule  2: 0101150043111, Class:  1, CF:0.269799, Len:  9, Fitness_tra: 101
Rule  3: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 27
Rule  4: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 22
Rule  5: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  6: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 4211181811181, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 1
Rule  9: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 0
Rule 10: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 10
Rule 11: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 0
Rule 12: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 13: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 14: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 18: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: a1721d121d118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 25: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 0
Rule 27: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 5
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b53c1121d3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000400d020800, Class:  0, CF:0.0874446, Len:  4, Fitness_tra: -351
Rule 83: 11721338ed595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a335151e1182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 41f521e132121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a5b219511511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 211c93115d15c, Class:  0, CF:0.998823, Len: 13, Fitness_tra: 4
Rule 88: 4c1153119d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a4921955181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1211859532591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: aa59558519183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4d1528111118e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c5d1002501156, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 62111d1192111, Class:  1, CF:0.77527, Len: 13, Fitness_tra: 0
Rule 95: 0f611d1093111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 96: f111960e09518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a6111d1d11851, Class:  1, CF:0.990883, Len: 13, Fitness_tra: 0
Rule 98: 75129111d931d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1c3158851d113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 35213dc15de35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.963
------Result------
Miss_rate(tra)	:32.963
Miss_rate(tst)	:18.1818
ARL				:11.6667

------Generation 100------
Rule  1: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 561
Rule  2: 0101150043111, Class:  1, CF:0.269799, Len:  9, Fitness_tra: 101
Rule  3: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 27
Rule  4: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 22
Rule  5: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  6: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 4211181811181, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 1
Rule  9: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 0
Rule 10: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 10
Rule 11: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 0
Rule 12: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 13: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 14: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 18: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: a1721d121d118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 25: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 0
Rule 27: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 5
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b53c1121d3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000400d020800, Class:  0, CF:0.0874446, Len:  4, Fitness_tra: -351
Rule 83: 11721338ed595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a335151e1182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 41f521e132121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a5b219511511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 211c93115d15c, Class:  0, CF:0.998823, Len: 13, Fitness_tra: 4
Rule 88: 4c1153119d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a4921955181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1211859532591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: aa59558519183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4d1528111118e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c5d1002501156, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 62111d1192111, Class:  1, CF:0.77527, Len: 13, Fitness_tra: 0
Rule 95: 0f611d1093111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 96: f111960e09518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a6111d1d11851, Class:  1, CF:0.990883, Len: 13, Fitness_tra: 0
Rule 98: 75129111d931d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1c3158851d113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 35213dc15de35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.963
------Result------
Miss_rate(tra)	:32.963
Miss_rate(tst)	:18.1818
ARL				:11.6667

------Generation 200------
Rule  1: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 554
Rule  2: 0101150043111, Class:  1, CF:0.269799, Len:  9, Fitness_tra: -13
Rule  3: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  4: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 17
Rule  5: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 29
Rule  6: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 6
Rule  7: 4211181811181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule  9: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 0
Rule 10: 211c93115d15c, Class:  0, CF:0.998823, Len: 13, Fitness_tra: 0
Rule 11: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 12: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 13: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a1721d121d118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
