------Generation 0------
Rule  1: 3af2d9ee18821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 6a12181e58811, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 0
Rule 24: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 26: a6a1dd132814d, Class:  1, CF:0.0315012, Len: 13, Fitness_tra: 0
Rule 27: 1121119112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6441911151816, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 11f1e11cd5111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: a03095a100d05, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b774151191119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f161e5d252111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11bc153111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000d, Class:  0, CF:0.167145, Len:  1, Fitness_tra: -209
Rule 85: 756b6d1919151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: f5b1389529d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00080000c0e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 33b2515121915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1162551111111, Class:  0, CF:0.536879, Len: 13, Fitness_tra: -5
Rule 90: 6af45a3dcc513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0011809d12905, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7004001420850, Class:  1, CF:  1, Len:  7, Fitness_tra: 3
Rule 93: 214b501581348, Class:  1, CF:  1, Len: 12, Fitness_tra: 1
Rule 94: 5051130901010, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 00b4505112917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1312d19122112, Class:  1, CF:0.107664, Len: 13, Fitness_tra: 0
Rule 98: 0b01e33171003, Class:  1, CF:0.788423, Len:  9, Fitness_tra: 0
Rule 99: 1df6191315515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fc345929173c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7037
------Result------
Miss_rate(tra)	:28.7037
Miss_rate(tst)	:13.1313
ARL				:9.97436

------Generation 90------
Rule  1: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 547
Rule  2: 1121181828511, Class:  1, CF:0.583517, Len: 13, Fitness_tra: 81
Rule  3: 22f1d14012201, Class:  1, CF:0.248314, Len: 11, Fitness_tra: 78
Rule  4: e052100902040, Class:  1, CF:0.129635, Len:  7, Fitness_tra: 50
Rule  5: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 42
Rule  6: 1121d83d12511, Class:  1, CF:0.749564, Len: 13, Fitness_tra: 12
Rule  7: 1221511111111, Class:  1, CF:0.48589, Len: 13, Fitness_tra: 14
Rule  8: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  9: 0d00ec0001d00, Class:  0, CF:0.998542, Len:  5, Fitness_tra: 7
Rule 10: 00128004109d0, Class:  0, CF:0.95055, Len:  7, Fitness_tra: 5
Rule 11: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 8
Rule 12: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 6
Rule 13: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 6
Rule 14: 61a1318811118, Class:  1, CF:0.233437, Len: 13, Fitness_tra: 3
Rule 15: 0111d30010145, Class:  1, CF:0.223468, Len:  9, Fitness_tra: 0
Rule 16: 11143e5111113, Class:  0, CF:0.899997, Len: 13, Fitness_tra: 3
Rule 17: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 18: 13211b0902241, Class:  1, CF:0.643743, Len: 11, Fitness_tra: 2
Rule 19: 0bb0190808109, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 22f1543072201, Class:  0, CF:0.993917, Len: 11, Fitness_tra: 2
Rule 21: 512153b811114, Class:  0, CF:0.999999, Len: 13, Fitness_tra: 3
Rule 22: 6a12181e58811, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 0
Rule 24: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 26: a6a1dd132814d, Class:  1, CF:0.0315012, Len: 13, Fitness_tra: 0
Rule 27: 1121119112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6441911151816, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 11f1e11cd5111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: a03095a100d05, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b774151191119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f161e5d252111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11bc153111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000d, Class:  0, CF:0.167145, Len:  1, Fitness_tra: -209
Rule 85: 756b6d1919151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: f5b1389529d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00080000c0e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 33b2515121915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1162551111111, Class:  0, CF:0.536879, Len: 13, Fitness_tra: -5
Rule 90: 6af45a3dcc513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0011809d12905, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7004001420850, Class:  1, CF:  1, Len:  7, Fitness_tra: 3
Rule 93: 214b501581348, Class:  1, CF:  1, Len: 12, Fitness_tra: 1
Rule 94: 5051130901010, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 00b4505112917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1312d19122112, Class:  1, CF:0.107664, Len: 13, Fitness_tra: 0
Rule 98: 0b01e33171003, Class:  1, CF:0.788423, Len:  9, Fitness_tra: 0
Rule 99: 1df6191315515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fc345929173c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7037
------Result------
Miss_rate(tra)	:28.7037
Miss_rate(tst)	:13.1313
ARL				:9.97436

------Generation 100------
Rule  1: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 547
Rule  2: 1121181828511, Class:  1, CF:0.583517, Len: 13, Fitness_tra: 81
Rule  3: 22f1d14012201, Class:  1, CF:0.248314, Len: 11, Fitness_tra: 78
Rule  4: e052100902040, Class:  1, CF:0.129635, Len:  7, Fitness_tra: 50
Rule  5: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 42
Rule  6: 1121d83d12511, Class:  1, CF:0.749564, Len: 13, Fitness_tra: 12
Rule  7: 1221511111111, Class:  1, CF:0.48589, Len: 13, Fitness_tra: 14
Rule  8: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  9: 0d00ec0001d00, Class:  0, CF:0.998542, Len:  5, Fitness_tra: 7
Rule 10: 00128004109d0, Class:  0, CF:0.95055, Len:  7, Fitness_tra: 5
Rule 11: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 8
Rule 12: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 6
Rule 13: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 6
Rule 14: 61a1318811118, Class:  1, CF:0.233437, Len: 13, Fitness_tra: 3
Rule 15: 0111d30010145, Class:  1, CF:0.223468, Len:  9, Fitness_tra: 0
Rule 16: 11143e5111113, Class:  0, CF:0.899997, Len: 13, Fitness_tra: 3
Rule 17: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 18: 13211b0902241, Class:  1, CF:0.643743, Len: 11, Fitness_tra: 2
Rule 19: 0bb0190808109, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 22f1543072201, Class:  0, CF:0.993917, Len: 11, Fitness_tra: 2
Rule 21: 512153b811114, Class:  0, CF:0.999999, Len: 13, Fitness_tra: 3
Rule 22: 6a12181e58811, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 0
Rule 24: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 26: a6a1dd132814d, Class:  1, CF:0.0315012, Len: 13, Fitness_tra: 0
Rule 27: 1121119112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6441911151816, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 11f1e11cd5111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: a03095a100d05, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b774151191119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f161e5d252111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11bc153111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000d, Class:  0, CF:0.167145, Len:  1, Fitness_tra: -209
Rule 85: 756b6d1919151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: f5b1389529d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00080000c0e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: 33b2515121915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1162551111111, Class:  0, CF:0.536879, Len: 13, Fitness_tra: -5
Rule 90: 6af45a3dcc513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0011809d12905, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7004001420850, Class:  1, CF:  1, Len:  7, Fitness_tra: 3
Rule 93: 214b501581348, Class:  1, CF:  1, Len: 12, Fitness_tra: 1
Rule 94: 5051130901010, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 00b4505112917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1312d19122112, Class:  1, CF:0.107664, Len: 13, Fitness_tra: 0
Rule 98: 0b01e33171003, Class:  1, CF:0.788423, Len:  9, Fitness_tra: 0
Rule 99: 1df6191315515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fc345929173c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7037
------Result------
Miss_rate(tra)	:28.7037
Miss_rate(tst)	:13.1313
ARL				:9.97436

------Generation 200------
Rule  1: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 547
Rule  2: 1121181828511, Class:  1, CF:0.583517, Len: 13, Fitness_tra: 81
Rule  3: 22f1d14012201, Class:  1, CF:0.248314, Len: 11, Fitness_tra: 78
Rule  4: e052100902040, Class:  1, CF:0.129635, Len:  7, Fitness_tra: 50
Rule  5: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 42
Rule  6: 1121d83d12511, Class:  1, CF:0.749564, Len: 13, Fitness_tra: 12
Rule  7: 1221511111111, Class:  1, CF:0.48589, Len: 13, Fitness_tra: 14
Rule  8: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  9: 0d00ec0001d00, Class:  0, CF:0.998542, Len:  5, Fitness_tra: 7
Rule 10: 00128004109d0, Class:  0, CF:0.95055, Len:  7, Fitness_tra: 5
Rule 11: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 8
Rule 12: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 6
Rule 13: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 6
Rule 14: 61a1318811118, Class:  1, CF:0.233437, Len: 13, Fitness_tra: 3
Rule 15: 0111d30010145, Class:  1, CF:0.223468, Len:  9, Fitness_tra: 0
Rule 16: 11143e5111113, Class:  0, CF:0.899997, Len: 13, Fitness_tra: 3
Rule 17: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 18: 13211b0902241, Class:  1, CF:0.643743, Len: 11, Fitness_tra: 2
Rule 19: 0bb0190808109, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 22f1543072201, Class:  0, CF:0.993917, Len: 11, Fitness_tra: 2
Rule 21: 512153b811114, Class:  0, CF:0.999999, Len: 13, Fitness_tra: 3
Rule 22: 6a12181e58811, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 0
Rule 24: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 26: a6a1dd132814d, Class:  1, CF:0.0315012, Len: 13, Fitness_tra: 0
Rule 27: 1121119112511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6441911151816, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 11f1e11cd5111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: a03095a100d05, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
