------Generation 0------
Rule  1: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 70: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1214b4252844182121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 73: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 79: 48844723151c221812, Class:  1, CF:0.453613, Len: 18, Fitness_tra: 0
Rule 80: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000500d, Class:  1, CF:0.62155, Len:  2, Fitness_tra: -1
Rule 82: 00a070003000000000, Class:  1, CF:0.206089, Len:  3, Fitness_tra: 0
Rule 83: 000000000320000d00, Class:  1, CF:0.367089, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 00000070007b000000, Class:  0, CF:0.0971424, Len:  3, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 87: 000000000000002000, Class:  1, CF:0.12446, Len:  1, Fitness_tra: 0
Rule 88: 000000000000003000, Class:  0, CF:0.0879853, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 91: 69000c00dd00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000060000000000003, Class:  0, CF:0.35331, Len:  2, Fitness_tra: 2
Rule 93: 005000000000000000, Class:  1, CF:0.325829, Len:  1, Fitness_tra: -24
Rule 94: 00d011012c00110030, Class:  0, CF:0.0635093, Len:  9, Fitness_tra: 0
Rule 95: 000000000000000100, Class:  0, CF:0.0700058, Len:  1, Fitness_tra: 0
Rule 96: 851224c14840120102, Class:  1, CF:0.293215, Len: 15, Fitness_tra: 0
Rule 97: 000217200500104004, Class:  1, CF:0.1908, Len:  8, Fitness_tra: 0
Rule 98: c5dc0150c17013216d, Class:  1, CF:0.609091, Len: 15, Fitness_tra: 0
Rule 99: 3d8c48212812d841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 20810713014b020101, Class:  1, CF:0.234913, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.8215
------Result------
Miss_rate(tra)	:27.8215
Miss_rate(tst)	:28.5714
ARL				:5.42857

------Generation 60------
Rule  1: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 78
Rule  2: 000000003000000000, Class:  0, CF:0.216866, Len:  1, Fitness_tra: 81
Rule  3: 0c0000000000000000, Class:  0, CF:0.251639, Len:  1, Fitness_tra: 79
Rule  4: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 46
Rule  5: 0c0000000000007000, Class:  0, CF:0.317923, Len:  2, Fitness_tra: 30
Rule  6: 000000000009000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  7: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 12
Rule  8: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 9
Rule  9: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 11: 000000000000003000, Class:  0, CF:0.0879853, Len:  1, Fitness_tra: 1
Rule 12: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 0
Rule 13: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 16: 2d1111c54111811111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 3e15481111d5111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c55133151151111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 815b47c5451c182222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
Rule 21: 153111111115122555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 120000052844100e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 8000007e007b000700, Class:  0, CF:0.893239, Len:  6, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 050511102000011000, Class:  1, CF:0.171487, Len:  8, Fitness_tra: 0
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 55: 515121111c11114135, Class:  1, CF:0.874794, Len: 18, Fitness_tra: 0
Rule 56: c0000000000000c060, Class:  0, CF:0.535486, Len:  3, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 70: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1214b4252844182121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 73: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 79: 48844723151c221812, Class:  1, CF:0.453613, Len: 18, Fitness_tra: 0
Rule 80: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000500d, Class:  1, CF:0.62155, Len:  2, Fitness_tra: -1
Rule 82: 00a070003000000000, Class:  1, CF:0.206089, Len:  3, Fitness_tra: 0
Rule 83: 000000000320000d00, Class:  1, CF:0.367089, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 00000070007b000000, Class:  0, CF:0.0971424, Len:  3, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 87: 000000000000002000, Class:  1, CF:0.12446, Len:  1, Fitness_tra: 0
Rule 88: 000000000000003000, Class:  0, CF:0.0879853, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 91: 69000c00dd00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000060000000000003, Class:  0, CF:0.35331, Len:  2, Fitness_tra: 2
Rule 93: 005000000000000000, Class:  1, CF:0.325829, Len:  1, Fitness_tra: -24
Rule 94: 00d011012c00110030, Class:  0, CF:0.0635093, Len:  9, Fitness_tra: 0
Rule 95: 000000000000000100, Class:  0, CF:0.0700058, Len:  1, Fitness_tra: 0
Rule 96: 851224c14840120102, Class:  1, CF:0.293215, Len: 15, Fitness_tra: 0
Rule 97: 000217200500104004, Class:  1, CF:0.1908, Len:  8, Fitness_tra: 0
Rule 98: c5dc0150c17013216d, Class:  1, CF:0.609091, Len: 15, Fitness_tra: 0
Rule 99: 3d8c48212812d841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 20810713014b020101, Class:  1, CF:0.234913, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.8215
------Result------
Miss_rate(tra)	:27.8215
Miss_rate(tst)	:28.5714
ARL				:5.42857

------Generation 70------
Rule  1: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 78
Rule  2: 000000003000000000, Class:  0, CF:0.216866, Len:  1, Fitness_tra: 81
Rule  3: 0c0000000000000000, Class:  0, CF:0.251639, Len:  1, Fitness_tra: 79
Rule  4: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 46
Rule  5: 0c0000000000007000, Class:  0, CF:0.317923, Len:  2, Fitness_tra: 30
Rule  6: 000000000009000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  7: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 12
Rule  8: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 9
Rule  9: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 11: 000000000000003000, Class:  0, CF:0.0879853, Len:  1, Fitness_tra: 1
Rule 12: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 0
Rule 13: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 16: 2d1111c54111811111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 3e15481111d5111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c55133151151111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 815b47c5451c182222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
Rule 21: 153111111115122555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 120000052844100e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 8000007e007b000700, Class:  0, CF:0.893239, Len:  6, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 050511102000011000, Class:  1, CF:0.171487, Len:  8, Fitness_tra: 0
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 55: 515121111c11114135, Class:  1, CF:0.874794, Len: 18, Fitness_tra: 0
Rule 56: c0000000000000c060, Class:  0, CF:0.535486, Len:  3, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 59: 25dc11112c2c111215, Class:  1, CF:0.625315, Len: 18, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 62: 825c24151112172416, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000080080000030, Class:  0, CF:0.972241, Len:  3, Fitness_tra: 0
Rule 64: cd8172212112d84112, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 3138741719e3181124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 572124497211122155, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 70: 121147cd8512181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1214b4252844182121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 72: 851224c14842122113, Class:  0, CF:0.89006, Len: 18, Fitness_tra: 0
Rule 73: 191c1255c1c81228c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c1521725c5c4184214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d00080000000400000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 5814111545c212182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 79: 48844723151c221812, Class:  1, CF:0.453613, Len: 18, Fitness_tra: 0
Rule 80: 15d41181258c184812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000500d, Class:  1, CF:0.62155, Len:  2, Fitness_tra: -1
Rule 82: 00a070003000000000, Class:  1, CF:0.206089, Len:  3, Fitness_tra: 0
Rule 83: 000000000320000d00, Class:  1, CF:0.367089, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 85: 00000070007b000000, Class:  0, CF:0.0971424, Len:  3, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 87: 000000000000002000, Class:  1, CF:0.12446, Len:  1, Fitness_tra: 0
Rule 88: 000000000000003000, Class:  0, CF:0.0879853, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 91: 69000c00dd00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000060000000000003, Class:  0, CF:0.35331, Len:  2, Fitness_tra: 2
Rule 93: 005000000000000000, Class:  1, CF:0.325829, Len:  1, Fitness_tra: -24
Rule 94: 00d011012c00110030, Class:  0, CF:0.0635093, Len:  9, Fitness_tra: 0
Rule 95: 000000000000000100, Class:  0, CF:0.0700058, Len:  1, Fitness_tra: 0
Rule 96: 851224c14840120102, Class:  1, CF:0.293215, Len: 15, Fitness_tra: 0
Rule 97: 000217200500104004, Class:  1, CF:0.1908, Len:  8, Fitness_tra: 0
Rule 98: c5dc0150c17013216d, Class:  1, CF:0.609091, Len: 15, Fitness_tra: 0
Rule 99: 3d8c48212812d841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 20810713014b020101, Class:  1, CF:0.234913, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.8215
------Result------
Miss_rate(tra)	:27.8215
Miss_rate(tst)	:28.5714
ARL				:5.42857

------Generation 80------
Rule  1: 000000000000000006, Class:  0, CF:0.400954, Len:  1, Fitness_tra: 78
Rule  2: 000000003000000000, Class:  0, CF:0.216866, Len:  1, Fitness_tra: 81
Rule  3: 0c0000000000000000, Class:  0, CF:0.251639, Len:  1, Fitness_tra: 79
Rule  4: 0000000000b0000000, Class:  0, CF:0.172195, Len:  1, Fitness_tra: 46
Rule  5: 0c0000000000007000, Class:  0, CF:0.317923, Len:  2, Fitness_tra: 30
Rule  6: 000000000009000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  7: 0c00b0000000000000, Class:  0, CF:0.263724, Len:  2, Fitness_tra: 12
Rule  8: e00000000000000000, Class:  1, CF:0.804703, Len:  1, Fitness_tra: 9
Rule  9: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 0700000004b040e000, Class:  0, CF:0.790991, Len:  5, Fitness_tra: 1
Rule 11: 000000000000003000, Class:  0, CF:0.0879853, Len:  1, Fitness_tra: 1
Rule 12: 0000000e0000000000, Class:  0, CF:0.0868529, Len:  1, Fitness_tra: 0
Rule 13: d00b00000000000007, Class:  0, CF:0.0295781, Len:  3, Fitness_tra: 0
Rule 14: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 16: 2d1111c54111811111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 3e15481111d5111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c55133151151111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 815b47c5451c182222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000b000000000000, Class:  1, CF:0.0778403, Len:  1, Fitness_tra: 0
Rule 21: 153111111115122555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 120000052844100e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  1, CF:0.0341874, Len:  1, Fitness_tra: 0
Rule 25: 60000c003000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 27: 5212241518821122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 31: 0d20c0000000d00005, Class:  1, CF:0.800789, Len:  5, Fitness_tra: 0
Rule 32: 585472732117c82482, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 34: 8000007e007b000700, Class:  0, CF:0.893239, Len:  6, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 36: 12112b812111222131, Class:  1, CF:0.215379, Len: 18, Fitness_tra: 0
Rule 37: 895c222585c2d4181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5d2211c31184121144, Class:  1, CF:0.445916, Len: 18, Fitness_tra: 0
Rule 39: 21821181c8c2551222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d222211c28118b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 050511102000011000, Class:  1, CF:0.171487, Len:  8, Fitness_tra: 0
Rule 42: 15dc412dc1c1112113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11124c858582dc222d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 45: 51d822218252221211, Class:  0, CF:0.599391, Len: 18, Fitness_tra: 0
Rule 46: 811133112511111181, Class:  0, CF:0.293498, Len: 18, Fitness_tra: 0
Rule 47: 28511411218814211e, Class:  1, CF:0.846592, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
Rule 49: 2c814713414bc21151, Class:  0, CF:0.539751, Len: 18, Fitness_tra: 0
Rule 50: 005000000000000030, Class:  1, CF:0.0492947, Len:  2, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:2.27596e-15, Len:  0, Fitness_tra: 0
