------Generation 0------
Rule  1: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 00d0000d0000040008, Class:  0, CF:0.756474, Len:  4, Fitness_tra: 6
Rule  7: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  8: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 13
Rule  9: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 14
Rule 10: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 8
Rule 11: 000c00000000009088, Class:  1, CF:0.659585, Len:  4, Fitness_tra: 2
Rule 12: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 2
Rule 13: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: c04500060000000000, Class:  3, CF:0.208971, Len:  4, Fitness_tra: 0
Rule 15: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 1
Rule 16: 0000000060e0000030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: e00700000000000000, Class:  1, CF:0.398856, Len:  2, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 810107111110181000, Class:  0, CF:0.264341, Len: 12, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11d412cdc18154288d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d00000000000000050, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00d0000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000020, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 800000006000200000, Class:  0, CF:0.176033, Len:  3, Fitness_tra: -5
Rule 92: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00f0c0000090000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000000000670, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00dc00000000000808, Class:  1, CF:0.0044088, Len:  4, Fitness_tra: 0
Rule 96: 0002000142000528e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0d021080051c1002cc, Class:  3, CF:0.0413587, Len: 11, Fitness_tra: 1
Rule 98: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000004101b2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000b00200088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.0306
------Result------
Miss_rate(tra)	:39.0306
Miss_rate(tst)	:39.2857
ARL				:3.53846

------Generation 80------
Rule  1: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 50
Rule  2: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 34
Rule  3: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 25
Rule  4: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 24
Rule  5: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 21
Rule  6: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  7: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 11
Rule  8: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 13
Rule  9: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 8
Rule 10: 00d0000d0000040008, Class:  0, CF:0.756474, Len:  4, Fitness_tra: 17
Rule 11: 000c00000000009088, Class:  1, CF:0.659585, Len:  4, Fitness_tra: 3
Rule 12: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 2
Rule 13: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 0d021080051c1002cc, Class:  3, CF:0.0413587, Len: 11, Fitness_tra: 1
Rule 15: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 2
Rule 16: 0000000060e0000030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: c04500060000000000, Class:  3, CF:0.208971, Len:  4, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 810107111110181000, Class:  0, CF:0.264341, Len: 12, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 822527c5c182112599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000060000d002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5ae00000000008000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1252444941c12411e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 006522105617008180, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00dc00000000002808, Class:  1, CF:0.0762263, Len:  5, Fitness_tra: -4
Rule 94: 281021010100d10007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000200b0000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000380c000202, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00d7702920100c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c3a77429971c111174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 101074001731100001, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 061000029113110050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.9031
------Result------
Miss_rate(tra)	:38.9031
Miss_rate(tst)	:39.2857
ARL				:3.66667

------Generation 90------
Rule  1: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 50
Rule  2: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 34
Rule  3: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 25
Rule  4: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 24
Rule  5: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 21
Rule  6: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  7: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 11
Rule  8: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 13
Rule  9: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 8
Rule 10: 00d0000d0000040008, Class:  0, CF:0.756474, Len:  4, Fitness_tra: 17
Rule 11: 000c00000000009088, Class:  1, CF:0.659585, Len:  4, Fitness_tra: 3
Rule 12: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 2
Rule 13: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 0d021080051c1002cc, Class:  3, CF:0.0413587, Len: 11, Fitness_tra: 1
Rule 15: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 2
Rule 16: 0000000060e0000030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: c04500060000000000, Class:  3, CF:0.208971, Len:  4, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 810107111110181000, Class:  0, CF:0.264341, Len: 12, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 822527c5c182112599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000060000d002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5ae00000000008000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1252444941c12411e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 006522105617008180, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00dc00000000002808, Class:  1, CF:0.0762263, Len:  5, Fitness_tra: -4
Rule 94: 281021010100d10007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000200b0000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000380c000202, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00d7702920100c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c3a77429971c111174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 101074001731100001, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 061000029113110050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.9031
------Result------
Miss_rate(tra)	:38.9031
Miss_rate(tst)	:39.2857
ARL				:3.66667

------Generation 100------
Rule  1: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 50
Rule  2: 800000006000000070, Class:  0, CF:0.578726, Len:  3, Fitness_tra: 33
Rule  3: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 6
Rule  4: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 24
Rule  5: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 21
Rule  6: 00d0000d0000040008, Class:  0, CF:0.756474, Len:  4, Fitness_tra: 15
Rule  7: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  8: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 12
Rule  9: 50000000000000000d, Class:  1, CF:0.3825, Len:  2, Fitness_tra: 3
Rule 10: e00000000800000000, Class:  1, CF:0.569913, Len:  2, Fitness_tra: 7
Rule 11: 000c00000000009088, Class:  1, CF:0.659585, Len:  4, Fitness_tra: 1
Rule 12: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 2
Rule 13: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 1
