------Generation 0------
Rule  1: 00000000000000050f, Class:  2, CF:0.717647, Len:  2, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91e51191d15d9211d1, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 402080000000000000, Class:  0, CF:0.727978, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000c0000, Class:  2, CF:0.196911, Len:  1, Fitness_tra: -1
Rule 87: 1c1421234127121482, Class:  2, CF:0.503371, Len: 18, Fitness_tra: -14
Rule 88: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d0600000000000000d, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: d80e2010000060c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3000c0000000e00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11000000200b000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00a0000b0607000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000002000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 310c0c6449111c002b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000c003000200000, Class:  2, CF:0.486553, Len:  3, Fitness_tra: 0
Rule 99: 0c0004e60000970010, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6888
------Result------
Miss_rate(tra)	:40.6888
Miss_rate(tst)	:44.7059
ARL				:4.97059

------Generation 90------
Rule  1: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 34
Rule  2: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 27
Rule  3: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 26
Rule  4: 0000000000a0000000, Class:  0, CF:0.0614296, Len:  1, Fitness_tra: 23
Rule  5: 0e0000000000000000, Class:  3, CF:0.0799836, Len:  1, Fitness_tra: 13
Rule  6: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  7: 0000000000a0000a08, Class:  0, CF:0.335332, Len:  3, Fitness_tra: 12
Rule  8: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 6
Rule  9: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 8
Rule 10: 050100000008000000, Class:  3, CF:0.0274288, Len:  3, Fitness_tra: 7
Rule 11: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 5
Rule 12: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule 13: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 14: 00010020001c014033, Class:  3, CF:0.269968, Len:  8, Fitness_tra: 3
Rule 15: 11b02000210b200051, Class:  2, CF:0.583574, Len: 10, Fitness_tra: 3
Rule 16: 000000000000000900, Class:  1, CF:0.0374332, Len:  1, Fitness_tra: 3
Rule 17: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule 18: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 19: 4a0000200000008000, Class:  1, CF:0.0652267, Len:  4, Fitness_tra: 2
Rule 20: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 21: e000000000b0400000, Class:  1, CF:0.660816, Len:  3, Fitness_tra: 1
Rule 22: 021000051000c04133, Class:  2, CF:0.463033, Len:  9, Fitness_tra: 1
Rule 23: 3c0004060000972210, Class:  1, CF:0.708568, Len:  9, Fitness_tra: 0
Rule 24: 980122145000120319, Class:  1, CF:0.967366, Len: 13, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91e51191d15d9211d1, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 402080000000000000, Class:  0, CF:0.727978, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000c0000, Class:  2, CF:0.196911, Len:  1, Fitness_tra: -1
Rule 87: 1c1421234127121482, Class:  2, CF:0.503371, Len: 18, Fitness_tra: -14
Rule 88: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d0600000000000000d, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: d80e2010000060c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3000c0000000e00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11000000200b000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00a0000b0607000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000002000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 310c0c6449111c002b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000c003000200000, Class:  2, CF:0.486553, Len:  3, Fitness_tra: 0
Rule 99: 0c0004e60000970010, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6888
------Result------
Miss_rate(tra)	:40.6888
Miss_rate(tst)	:44.7059
ARL				:4.97059

------Generation 100------
Rule  1: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 34
Rule  2: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 27
Rule  3: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 26
Rule  4: 0000000000a0000000, Class:  0, CF:0.0614296, Len:  1, Fitness_tra: 23
Rule  5: 0e0000000000000000, Class:  3, CF:0.0799836, Len:  1, Fitness_tra: 13
Rule  6: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  7: 0000000000a0000a08, Class:  0, CF:0.335332, Len:  3, Fitness_tra: 12
Rule  8: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 6
Rule  9: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 8
Rule 10: 050100000008000000, Class:  3, CF:0.0274288, Len:  3, Fitness_tra: 7
Rule 11: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 5
Rule 12: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule 13: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 14: 00010020001c014033, Class:  3, CF:0.269968, Len:  8, Fitness_tra: 3
Rule 15: 11b02000210b200051, Class:  2, CF:0.583574, Len: 10, Fitness_tra: 3
Rule 16: 000000000000000900, Class:  1, CF:0.0374332, Len:  1, Fitness_tra: 3
Rule 17: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule 18: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 19: 4a0000200000008000, Class:  1, CF:0.0652267, Len:  4, Fitness_tra: 2
Rule 20: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 21: e000000000b0400000, Class:  1, CF:0.660816, Len:  3, Fitness_tra: 1
Rule 22: 021000051000c04133, Class:  2, CF:0.463033, Len:  9, Fitness_tra: 1
Rule 23: 3c0004060000972210, Class:  1, CF:0.708568, Len:  9, Fitness_tra: 0
Rule 24: 980122145000120319, Class:  1, CF:0.967366, Len: 13, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91e51191d15d9211d1, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 402080000000000000, Class:  0, CF:0.727978, Len:  3, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000c0000, Class:  2, CF:0.196911, Len:  1, Fitness_tra: -1
Rule 87: 1c1421234127121482, Class:  2, CF:0.503371, Len: 18, Fitness_tra: -14
Rule 88: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d00080e00300000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: d0600000000000000d, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 92: d80e2010000060c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3000c0000000e00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11000000200b000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00a0000b0607000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000002000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 310c0c6449111c002b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000c003000200000, Class:  2, CF:0.486553, Len:  3, Fitness_tra: 0
Rule 99: 0c0004e60000970010, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6888
------Result------
Miss_rate(tra)	:40.6888
Miss_rate(tst)	:44.7059
ARL				:4.97059

------Generation 200------
Rule  1: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 34
Rule  2: 0000000000a0010008, Class:  0, CF:0.315409, Len:  3, Fitness_tra: 32
Rule  3: 000000090000000000, Class:  0, CF:0.350773, Len:  1, Fitness_tra: 27
Rule  4: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 27
Rule  5: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 18
Rule  6: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  7: 0501000000080000b0, Class:  3, CF:0.108784, Len:  4, Fitness_tra: 9
Rule  8: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 2
Rule  9: 0e0000000000000000, Class:  3, CF:0.0799836, Len:  1, Fitness_tra: 1
Rule 10: 0000000000a0000000, Class:  0, CF:0.0614296, Len:  1, Fitness_tra: 6
Rule 11: 0e007000000000c000, Class:  3, CF:0.233891, Len:  3, Fitness_tra: 1
Rule 12: 000000800000000030, Class:  3, CF:0.0181472, Len:  2, Fitness_tra: 3
Rule 13: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule 14: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 15: 0e000000080000e000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule 16: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule 17: 050100000008000000, Class:  3, CF:0.0274288, Len:  3, Fitness_tra: 0
Rule 18: 0c000c000c00000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 19: 000000000000000980, Class:  1, CF:0.167686, Len:  2, Fitness_tra: 1
Rule 20: e000000000b0400000, Class:  1, CF:0.660816, Len:  3, Fitness_tra: 1
Rule 21: 021000051000c04133, Class:  2, CF:0.463033, Len:  9, Fitness_tra: 1
Rule 22: 005000000600000002, Class:  1, CF:0.181347, Len:  3, Fitness_tra: 0
Rule 23: 3c0004060000972210, Class:  1, CF:0.708568, Len:  9, Fitness_tra: 0
Rule 24: 980122145000120319, Class:  1, CF:0.967366, Len: 13, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
