------Generation 0------
Rule  1: 003050000000050e0a00000090000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000000900000000000000000e500000000000, Class:  0, CF:0.361884, Len:  3, Fitness_tra: -8
Rule 82: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 313391311311e111315913911131316611e313133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: 000050000000000000000000000e00e05000000055d0, Class:  0, CF:0.71883, Len:  7, Fitness_tra: 0
Rule 86: 00900000000005000000600d900000000500006000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00e00005000000000000000000000000000000006600, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 89: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  0, Fitness_tra: 0
Rule 91: 03e000115000d0030301001006000a0000001e900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 033051613e06e091e0e0369001a003000001e00a0a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 135191111e311611e1e13191e19931131911e11a6111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000a0d000000050e0000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 01311011510003000011309051c10136033003001500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050000000000ff000000000000000090000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e001010e8f000e0569330313e30e306010e001666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000000000000f090000000000000000000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0600e30303011300e3019300035010310e0033900050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000f00000000400000b000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.6754
------Result------
Miss_rate(tra)	:31.6754
Miss_rate(tst)	:37.037
ARL				:4.7931

------Generation 200------
Rule  1: 000000000000000000000000000000000000000e000e, Class:  0, CF:0.567411, Len:  2, Fitness_tra: 48
Rule  2: 0000000000000000000000000b000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 30
Rule  3: 00000000000007000000000000000000000000000000, Class:  1, CF:0.994616, Len:  1, Fitness_tra: 29
Rule  4: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 25
Rule  5: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 18
Rule  6: 00000000d800000c5000000000000000000000000000, Class:  1, CF:0.81198, Len:  4, Fitness_tra: 13
Rule  7: 000d0000000005000000000005000009000000090000, Class:  0, CF:0.605543, Len:  5, Fitness_tra: 9
Rule  8: 00000000000000000000000000000000000040000000, Class:  1, CF:0.00498682, Len:  1, Fitness_tra: 7
Rule  9: 00000000000000000000000000000900550000000500, Class:  0, CF:0.515713, Len:  4, Fitness_tra: 3
Rule 10: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 11: 000000002850000050e0000000000000000000000000, Class:  1, CF:0.351845, Len:  5, Fitness_tra: 4
Rule 12: 00000000500000000000030000000000000000000000, Class:  1, CF:0.813442, Len:  2, Fitness_tra: 3
Rule 13: 000e0000d000000c5000000000000000000000000000, Class:  1, CF:0.853271, Len:  4, Fitness_tra: 3
Rule 14: 000000002250000050e0000000000000000000000000, Class:  1, CF:0.203397, Len:  5, Fitness_tra: 3
Rule 15: 00000000b0000000000000000000000000000000000e, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 16: 00000000d850000050e0000000000000000000000000, Class:  1, CF:0.410089, Len:  5, Fitness_tra: 2
Rule 17: 0000000028c000005000000000000000000000000000, Class:  1, CF:0.534321, Len:  4, Fitness_tra: 0
Rule 18: 62000000b00000000000050000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 19: 02000000500000000000000000000000003000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 20: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 21: 0000000000000900000000000300000000000d000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 22: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 23: 000000005000d000000000000b00000000000e000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 50000050d000000c0000010000000900000000000000, Class:  1, CF:0.74903, Len:  6, Fitness_tra: 0
Rule 25: 0000000000f0090000c5000000000009d0f0000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33e31e1139f1e69e1319e31336333a1a13a11e939ede, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111135331316133e6e39131115311133136616331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1131153111133e116311131111e91116113111319185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000050000000000000000000000e00e09000000055d0, Class:  0, CF:0.806609, Len:  7, Fitness_tra: 0
Rule 82: 00000000000000000a0d00000000f00005e000f0000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000a0f0900f000000a0000000500000000f000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000090069050090000005000000050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 050d00a000000000000000000600a900000000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000a000000000000000a0a60009500000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 88: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11191111361311ee16533131139531331161961e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 500000500000090000005000005d5900000000000000, Class:  0, CF:0.418817, Len:  8, Fitness_tra: 0
Rule 91: 000900000000940000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000000c000000000000000005000000000000000, Class:  1, CF:0.593679, Len:  2, Fitness_tra: 3
Rule 93: 000d0000000005000000000005000900000500090000, Class:  0, CF:0.594185, Len:  6, Fitness_tra: -1
Rule 94: 1111e991a1f63133e6119e113e9e3e16196663e31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 41112133e31615151133133115311133111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000660000000000000000000900000000050000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 97: 61310011b00010750150133000100013001011001100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000600009000e00000a0a00000000500d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000d800000050000000000009090d0000090000, Class:  0, CF:0.53775, Len:  7, Fitness_tra: 4
Rule100: 00000d09050000005090a00000a009007005e0f70000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2513
------Result------
Miss_rate(tra)	:22.2513
Miss_rate(tst)	:18.5185
ARL				:4.94118

------Generation 300------
Rule  1: 000000000000000000000000000000000000000e000e, Class:  0, CF:0.567411, Len:  2, Fitness_tra: 48
Rule  2: 0000000000000000000000000b000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 26
Rule  3: 00000000000007000000000000000000000000000000, Class:  1, CF:0.994616, Len:  1, Fitness_tra: 28
Rule  4: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 28
Rule  5: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 19
Rule  6: 00000000d800000c5000000000000000000000000000, Class:  1, CF:0.81198, Len:  4, Fitness_tra: 4
Rule  7: 000d0000000005000000000005000009000000090000, Class:  0, CF:0.605543, Len:  5, Fitness_tra: 9
Rule  8: 00000000000000000000000000000000000040000000, Class:  1, CF:0.00498682, Len:  1, Fitness_tra: 6
Rule  9: 00000000d800000050000000000009090d0000090000, Class:  0, CF:0.53775, Len:  7, Fitness_tra: 4
Rule 10: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 11: 000000002850000050e0000000000000000000000000, Class:  1, CF:0.351845, Len:  5, Fitness_tra: 3
Rule 12: 00000000000000000000000000000900550000000500, Class:  0, CF:0.515713, Len:  4, Fitness_tra: 3
Rule 13: 000e0000d000000c5000000000000000000000000000, Class:  1, CF:0.853271, Len:  4, Fitness_tra: 1
Rule 14: 000000002250000050e0000000000000000000000000, Class:  1, CF:0.203397, Len:  5, Fitness_tra: 3
Rule 15: 00000000500000000000030000000000000000000000, Class:  1, CF:0.813442, Len:  2, Fitness_tra: 3
Rule 16: 0000000000c000000000000000005000000000000000, Class:  1, CF:0.593679, Len:  2, Fitness_tra: 3
Rule 17: 00000000b0000000000000000000000000000000000e, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 18: 00000000d850000050e0000000000000000000000000, Class:  1, CF:0.410089, Len:  5, Fitness_tra: 2
Rule 19: 62000000b00000000000050000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 20: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 21: 02000000500000000000000000000000003000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 22: 0000000000000900000000000300000000000d000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 23: 000000005000d000000000000b00000000000e000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 50000050d000000c0000010000000900000000000000, Class:  1, CF:0.74903, Len:  6, Fitness_tra: 0
Rule 25: 0000000000f0090000c5000000000009d0f0000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33e31e1139f1e69e1319e31336333a1a13a11e939ede, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111135331316133e6e39131115311133136616331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1131153111133e116311131111e91116113111319185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00a00009f5005f0000650d5005000000000900f0a00d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 139119e1331313116e311111591131161133366613d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00600005050005d50000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f00000500000000000d0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000a000000f000000000000000000000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0005000000000900a000000d0000f00000ff00a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000000000f500000000000000500000900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
