------Generation 0------
Rule  1: 00005000a0000000000000000000000000ee00090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 113111a333116313311131e111196113391393313616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1111331e61113331313e1191313111e33611336e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11111511313131511953311555111113113313115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3113113363fa1199331663313319133339319e311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d00000000000d0000000000000090905f000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000000000ddd80090000000f090d0, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 931e1919311311133e13e199e119111193911e111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 111155111111111121133111119111161e1111211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3e59931e16311363e333e13131131311e6111136133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3119111ee161111a3633339e1331a1e1111153131331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 313399e636113a3336d11916ee3511313131931f1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000e0005000005e600060006a00000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05d000000000000000000000006000000000009e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13199113e1131136611391311a31191151113631163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000f00a000000000005000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11511111113111111511119115111211131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e3e11331e1311e313511e316911611fee3e13333111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 63ee11133ef11111311e3e136e31a66f393333e39156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11115111121113111113111111112113115211121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e000000000000000f000006000000eee000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000500500a0550ee000000000060000000020090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3e3e1511111133961111111331191136e9e136311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000fa00090000000000000d0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 161611919e1131131e89991eee9d163a1111111a3116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 91913913311111513111911551313131191133131951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 191e13611e111136e311e119e3351116311e3ee61333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 933931311361a6166e53ee39ee1911665361313116e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000600000000000006000006e6a00600000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a0000000fa0000f0a0af09a000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31166e6aa331361136366e3919919e6f3e111a13e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11111131316313156311391115111116111111115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f00000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00590000000050000000000500000090000a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 531e11311366ae13169111e91131313a991113116e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000f60f000000f00000000a00000ef000f000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3333e961fa1a16396a93e95331ee3613133361933e96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 333331a6633191a31e33361311113e1a3e1e51133e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 331e336111313ea313133651331ee66363e193116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000005000d050500a00d00a00f0000f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111115111231315111133119111111111e2211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000a0009000fc0000055000009000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: 11111511116199111151133155111131131131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 163191116e633613a1e61e119911e1369e3633361159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11151533131111e136e3133111199113111111119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05000205000005050500af0000d0000006050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 006000000000000fea0d000000000000000900f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000005f0000a0000000506000d0500050080550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000d00000000050d055d0000500000000000000000, Class:  0, CF:0.399386, Len:  7, Fitness_tra: -1
Rule 87: 33339113331311593319311513111361111311139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000f000000000005a0000000000000ee00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule 90: 0500000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 0050000e000000000009900000000a40050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e0e09930e10001000e30301010110e3e2e6110130030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11115115111119111111313111111211311211111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09111131133161106600910111090310e01101113093, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11111516111b135131b1313911111311111911111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0055000001010000002009000000ad0000000e101005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0001051011119000302930301113a311103000101035, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 71e0113363f1119131163e316e31166339313e339156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 008112353160530ee308000115110110111121090550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000e000000000000000900000d00000500000000, Class:  0, CF:0.387456, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:39.0052
------Result------
Miss_rate(tra)	:39.0052
Miss_rate(tst)	:66.6667
ARL				:8.25

------Generation 70------
Rule  1: 00000005000005050000000000000000000000000000, Class:  0, CF:0.305291, Len:  3, Fitness_tra: 26
Rule  2: 000000000000000000000000000000000005000d0000, Class:  1, CF:0.0698532, Len:  2, Fitness_tra: 21
Rule  3: 00000000009000000000000000000000000000000005, Class:  0, CF:0.265981, Len:  2, Fitness_tra: 18
Rule  4: 10111011000100001100001100402010110001120101, Class:  1, CF:0.999731, Len: 21, Fitness_tra: 5
Rule  5: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  6: 0500000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 4
Rule  7: 000d000e000000000000000900000d00000000000900, Class:  0, CF:0.567827, Len:  5, Fitness_tra: 3
Rule  8: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 0050000ae000000000d9900000006a00050000000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 000000000a0009000ac0000055000009000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 09600005000000000000000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 00000d05000000000500a00000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 5006000000000000000000000000000000000a700000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000a00000000000500000000050d0000000500000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 15: 15111111111111111111511111112113111211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 16: 663119131963e61361933111e1311311e1a1111331e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000d00000009050000000000000000000000000909, Class:  0, CF:0.515937, Len:  5, Fitness_tra: 0
Rule 18: 5006000000000000000000000000000000000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 35111919e9611a13e15511111319a616ee139936a116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11121111113111113611111111311111111311111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6eee3331313e11663116331136f6a16e93159e33991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11311531363111133199191511113663513e19e31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1131313336111313661e139131951163e36a31133331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 953e116e15111f3133391311139111333913593a66e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11113ee131161aa363133135e3e116369e311366313e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000066000000506e800e0050000060000600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31191516611ae3e9319e6ee31e6911619399333a3313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 01510011300100510953300500006110010310015001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0d60a0a000ff000000000a00000000000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 19139131e33161116691913e11e9131f111111113193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9113333331336331615633193393aa331e61d9336133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0050069900000000090000000000000006ff00e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3691ee96e31e931331591536ee933336ee31311a1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a000f0000000f0f00f0000000000fe990000000ef005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11111115111119111119333115111113315111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 131ee1633e36e63131111e31911136139e3631361613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000600000000e00000a00000de0000000000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9919e9e1391936163391133e11e9116193119e963e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 113111a333116313311131e111196113391393313616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1111331e61113331313e1191313111e33611336e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11111511313131511953311555111113113313115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3113113363fa1199331663313319133339319e311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d00000000000d0000000000000090905f000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000000000ddd80090000000f090d0, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 931e1919311311133e13e199e119111193911e111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 111155111111111121133111119111161e1111211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3e59931e16311363e333e13131131311e6111136133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3119111ee161111a3633339e1331a1e1111153131331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 313399e636113a3336d11916ee3511313131931f1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000e0005000005e600060006a00000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05d000000000000000000000006000000000009e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13199113e1131136611391311a31191151113631163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000f00a000000000005000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11511111113111111511119115111211131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e3e11331e1311e313511e316911611fee3e13333111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 63ee11133ef11111311e3e136e31a66f393333e39156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11115111121113111113111111112113115211121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e000000000000000f000006000000eee000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000500500a0550ee000000000060000000020090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3e3e1511111133961111111331191136e9e136311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000fa00090000000000000d0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 161611919e1131131e89991eee9d163a1111111a3116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 91913913311111513111911551313131191133131951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 191e13611e111136e311e119e3351116311e3ee61333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 933931311361a6166e53ee39ee1911665361313116e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000600000000000006000006e6a00600000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a0000000fa0000f0a0af09a000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31166e6aa331361136366e3919919e6f3e111a13e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11111131316313156311391115111116111111115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f00000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00590000000050000000000500000090000a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 531e11311366ae13169111e91131313a991113116e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000f60f000000f00000000a00000ef000f000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3333e961fa1a16396a93e95331ee3613133361933e96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 333331a6633191a31e33361311113e1a3e1e51133e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 331e336111313ea313133651331ee66363e193116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000005000d050500a00d00a00f0000f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111115111231315111133119111111111e2211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000a0009000fc0000055000009000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: 11111511116199111151133155111131131131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111ee13131631111111313931511e13313e331191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f00000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000d0000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 84: 00000d0000000000a0000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11115111111131111111111311111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 86: 363113113111311111533e391399e13331e351111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000a000000000000000000000000000000a00090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000500000000000020000000000000000000a00000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 89: 1131111363131115161131311111311611111e153181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000050000000000f0800060000009e9000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 09600005000000000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: 009010610090000000006000000e0a00000000100000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 01010911301000000600300a000311e1151113030160, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 05000600000c0900af0000005500500905f00050000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 511e1b161386e3e316216ee31e311131991913113e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000d0ae000000000d0a00000006a00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 160011919eff30430a099050ee9d100011000b1e3006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f110333031e06300615009093090aa301e6109a36103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000000000000000000004000000000000b000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 5
Rule100: 10101010540030010053001595101d00100300110050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.6963
------Result------
Miss_rate(tra)	:37.6963
Miss_rate(tst)	:66.6667
ARL				:8.5

------Generation 80------
Rule  1: 00000005000005050000000000000000000000000000, Class:  0, CF:0.305291, Len:  3, Fitness_tra: 26
Rule  2: 000000000000000000000000000000000005000d0000, Class:  1, CF:0.0698532, Len:  2, Fitness_tra: 21
Rule  3: 00000000009000000000000000000000000000000005, Class:  0, CF:0.265981, Len:  2, Fitness_tra: 18
Rule  4: 10111011000100001100001100402010110001120101, Class:  1, CF:0.999731, Len: 21, Fitness_tra: 5
Rule  5: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  6: 0500000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 4
Rule  7: 000d000e000000000000000900000d00000000000900, Class:  0, CF:0.567827, Len:  5, Fitness_tra: 3
Rule  8: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 0050000ae000000000d9900000006a00050000000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 000000000a0009000ac0000055000009000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 09600005000000000000000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 00000d05000000000500a00000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 5006000000000000000000000000000000000a700000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000a00000000000500000000050d0000000500000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 15: 15111111111111111111511111112113111211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 16: 663119131963e61361933111e1311311e1a1111331e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000d00000009050000000000000000000000000909, Class:  0, CF:0.515937, Len:  5, Fitness_tra: 0
Rule 18: 5006000000000000000000000000000000000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 35111919e9611a13e15511111319a616ee139936a116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11121111113111113611111111311111111311111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6eee3331313e11663116331136f6a16e93159e33991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11311531363111133199191511113663513e19e31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1131313336111313661e139131951163e36a31133331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 953e116e15111f3133391311139111333913593a66e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11113ee131161aa363133135e3e116369e311366313e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000066000000506e800e0050000060000600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31191516611ae3e9319e6ee31e6911619399333a3313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 01510011300100510953300500006110010310015001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0d60a0a000ff000000000a00000000000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 19139131e33161116691913e11e9131f111111113193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9113333331336331615633193393aa331e61d9336133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0050069900000000090000000000000006ff00e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3691ee96e31e931331591536ee933336ee31311a1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a000f0000000f0f00f0000000000fe990000000ef005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11111115111119111119333115111113315111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 131ee1633e36e63131111e31911136139e3631361613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000600000000e00000a00000de0000000000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9919e9e1391936163391133e11e9116193119e963e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 113111a333116313311131e111196113391393313616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1111331e61113331313e1191313111e33611336e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11111511313131511953311555111113113313115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3113113363fa1199331663313319133339319e311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d00000000000d0000000000000090905f000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000000000ddd80090000000f090d0, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 931e1919311311133e13e199e119111193911e111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 111155111111111121133111119111161e1111211151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3e59931e16311363e333e13131131311e6111136133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3119111ee161111a3633339e1331a1e1111153131331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 313399e636113a3336d11916ee3511313131931f1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000e0005000005e600060006a00000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05d000000000000000000000006000000000009e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: e13199113e1131136611391311a31191151113631163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000f00a000000000005000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11511111113111111511119115111211131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1e3e11331e1311e313511e316911611fee3e13333111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 63ee11133ef11111311e3e136e31a66f393333e39156, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11115111121113111113111111112113115211121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e000000000000000f000006000000eee000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000500500a0550ee000000000060000000020090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3e3e1511111133961111111331191136e9e136311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000fa00090000000000000d0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 161611919e1131131e89991eee9d163a1111111a3116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 91913913311111513111911551313131191133131951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 191e13611e111136e311e119e3351116311e3ee61333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 933931311361a6166e53ee39ee1911665361313116e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000600000000000006000006e6a00600000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a0000000fa0000f0a0af09a000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31166e6aa331361136366e3919919e6f3e111a13e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11111131316313156311391115111116111111115551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f00000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00590000000050000000000500000090000a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 531e11311366ae13169111e91131313a991113116e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000f60f000000f00000000a00000ef000f000990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3333e961fa1a16396a93e95331ee3613133361933e96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 333331a6633191a31e33361311113e1a3e1e51133e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 331e336111313ea313133651331ee66363e193116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000005000d050500a00d00a00f0000f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111115111231315111133119111111111e2211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000a0009000fc0000055000009000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: 11111511116199111151133155111131131131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111ee13131631111111313931511e13313e331191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f00000000fe00500000000000000000000f000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000d0000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 84: 00000d0000000000a0000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11115111111131111111111311111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 86: 363113113111311111533e391399e13331e351111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
