------Generation 0------
Rule  1: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 166131311e319115691911911135133a131313333e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 39331111e1111515191131111211111e111119311128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0009000000000000a000000000000000000099000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111333e13111111e6191919591131631593113133511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000d00a00005000000000d0500000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000000d0000000000000000090000, Class:  0, CF:0.355787, Len:  2, Fitness_tra: 54
Rule 89: 5500006000e06000f00000600000e000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 01a100100000011101c0531015610101311090101111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 03011000006001030e510903330d06039010e3301505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00903000063091136011330301113603301611398600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000600000600000000500000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 00000000000000000000c00000000000000000000000, Class:  1, CF:0.31855, Len:  1, Fitness_tra: 22
Rule 96: 3699e11639693e9e619e313131313193e11133111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 50500d0900a00e000900600000000000050ae0000700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 9e9e0305360000030601006300013600051611300631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 60091331390000100ed50190e1091311903001316000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 10e06021050e9010610033330100e6e20e6613330996, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.8901
------Result------
Miss_rate(tra)	:30.8901
Miss_rate(tst)	:53.8462
ARL				:5.23529

------Generation 80------
Rule  1: 000000000000000000000d0000000000000000090000, Class:  0, CF:0.355787, Len:  2, Fitness_tra: 54
Rule  2: 00008000000000000000000000000000000000000b00, Class:  1, CF:  1, Len:  2, Fitness_tra: 31
Rule  3: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 26
Rule  4: 00000000000000000000c00000000000000000000000, Class:  1, CF:0.31855, Len:  1, Fitness_tra: 22
Rule  5: 00000000000000000060000000000000000000000500, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  6: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  7: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  8: 000000000000000000000000000000f0000900000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 00000000000000099000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 000d0000000000000000096000900000000000e00060, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 000000000000000000000905050d0000000000600505, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 12: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 13: 00500d090000000500000000000e0000050000000000, Class:  1, CF:0.148031, Len:  6, Fitness_tra: 1
Rule 14: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 15: 1e131196616ae1e11e131611313136e6116911e3ee51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000090fae0a0500a06500000000000050fd00055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 365115e61363661331111111311316163e1eee311e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 313319e11113e1316113113e1515331a331313311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 15111111153111111111111111111111111195111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31993e1639693e6e619e193131196633e61133161611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 15111115111111131111111111312111191151111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 13331131113111113151111122111111111131512112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11331111111113111153111111312113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9050e000000a00000e0000000000e00000000600e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111e3113333335e3111313551353113116116135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000000000f000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000600000066e000006009000e0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 133399166e63e1ee119a13113e3e1316191311111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5050500e00af9e00090060000000e000000ee0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000df000005000000000000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0da000a000000000000000000900000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 36663511111131516311353111111116931113131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3391313333a63331311311e131e51313311693193153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000d0000000d0500000a0d0000000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a0000000f090050000000005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000d00a00005000000000d0500000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000050000000000000000060000055000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 89: 0000000000000000000000000000500000000f00a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000a000005e0a00000000000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000050000600000050000000000000e5500, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 92: 30060103061003000610016051190030010633101582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 510101e000100163a15001030000000e13001aa1a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 313119e133339351311131151e351313116156133e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 300301e160a001166e000019111000e1e30001011331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 9e9033373033011396013003301130133e161a330630, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 600e0000000000000000000000000000000004000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 98: 1e51113131a136116116663c31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0900100063003500e6e3005330000360e0ee00330103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000000e00b000000000000f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.6283
------Result------
Miss_rate(tra)	:30.6283
Miss_rate(tst)	:53.8462
ARL				:5.5

------Generation 90------
Rule  1: 000000000000000000000d0000000000000000090000, Class:  0, CF:0.355787, Len:  2, Fitness_tra: 54
Rule  2: 00008000000000000000000000000000000000000b00, Class:  1, CF:  1, Len:  2, Fitness_tra: 31
Rule  3: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 26
Rule  4: 00000000000000000000c00000000000000000000000, Class:  1, CF:0.31855, Len:  1, Fitness_tra: 22
Rule  5: 00000000000000000060000000000000000000000500, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  6: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  7: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  8: 000000000000000000000000000000f0000900000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 00000000000000099000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 000d0000000000000000096000900000000000e00060, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 000000000000000000000905050d0000000000600505, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 12: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 13: 00500d090000000500000000000e0000050000000000, Class:  1, CF:0.148031, Len:  6, Fitness_tra: 1
Rule 14: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 15: 1e131196616ae1e11e131611313136e6116911e3ee51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000090fae0a0500a06500000000000050fd00055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 365115e61363661331111111311316163e1eee311e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 313319e11113e1316113113e1515331a331313311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 15111111153111111111111111111111111195111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31993e1639693e6e619e193131196633e61133161611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 15111115111111131111111111312111191151111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 13331131113111113151111122111111111131512112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 11331111111113111153111111312113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9050e000000a00000e0000000000e00000000600e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111e3113333335e3111313551353113116116135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000000000f000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000600000066e000006009000e0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 133399166e63e1ee119a13113e3e1316191311111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5050500e00af9e00090060000000e000000ee0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000df000005000000000000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d0da000a000000000000000000900000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 36663511111131516311353111111116931113131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3391313333a63331311311e131e51313311693193153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000d0000000d0500000a0d0000000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a0000000f090050000000005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000d00a00005000000000d0500000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
