------Generation 0------
Rule  1: 315e91e1e3619e13169115e33e311fe3311693666191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11111111133151111151111211131311151313131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 600000000000000000000000000060000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000000000a00000550000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1339e1a136a6e9119311e1111311a31131396113e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05000000a000e00000000e00600000000000e0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9e133911e936116161d1eee96eee3311113aea1fa313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11311511e11635111151111d11311111111111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0060f000000000f00000000000000009000000f0f005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3131153113311151195111555d111331196111113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e1133336316ee6136331111e63f11666931e3111e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5513ee33e113311a1911119916e933113361113e3651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 96911361163696613313113e1e39e1633333131663ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000060000000000000006000000e00500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1191933166f661116191e19133e113169e3111ee9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 33313133133131553111119111e1113113113116e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11311131116131553111133155119113911113111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d5200050e000d00000005050d500d0500f0f00000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33111511113311113915111111311151113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 131111e66113ee661313e11336ee131eee6131611691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e9913e161311e1636631133136663333ee1111131e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0600e000009000000000000000000e000e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1111e1111366119961919119513131169311361e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000f000000009000500956000000e0000008d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16e1e31313111133615199e11e99613a991191161353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f0000000000000009000000000009900000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11111211111133111111111111111111111111111211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 73: e191e39133aa3e13119333e1311133e1136113e1e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 93131533e111135331e36e31eee9961a391e133a6331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131163e3116361e11e1119391e3e16e333361e163611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e31193e131119e3111913161e1613691156611163333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11633e3111693e33111e11116391661e611111f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000000050000000f000fa0600000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31553e163113361aa39e1999ee19111a313a11113193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11115511121111511113111911111211118111211111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f00000000000500000000050d0000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 055d00000000000000090000000000e90000d0000000, Class:  0, CF:0.337947, Len:  7, Fitness_tra: -12
Rule 84: 311115311111e11111311111111911313131111e3113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0050500000f00000000e900000906600000e00e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000000000000000f0000060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 87: 000000090000000000e0000000000000000500000000, Class:  1, CF:0.471044, Len:  3, Fitness_tra: 13
Rule 88: 000000a000000000000d00000000000005e900f0000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d80000f500000090000f00000000d900fa0000000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 600000000e00afe0000e000000000000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00010910a003000006030e6000e00010000700910003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0e9390103061106106d3e513031031a0090a06193006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000000c0000009000000f000000d0e09000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3ed3933319111163661333153313313111ea11193586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00130306010ee0006301f05e63f1009600fe30010999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11339339163313113191319131111311933311ee9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 31911316f116163111e1111d113111111111111161a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 61315511331313563113111319111213116111213111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e1913e163d61e1636331b91531363631ee31511316e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1101020c001000110001000011038101001010101011, Class:  1, CF:  1, Len: 21, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.7696
------Result------
Miss_rate(tra)	:33.7696
Miss_rate(tst)	:55.5556
ARL				:8.76471

------Generation 80------
Rule  1: 0000000000000000000000000d0000000000000e00d5, Class:  0, CF:0.63274, Len:  4, Fitness_tra: 71
Rule  2: 00000000000000000000000000030000000000000000, Class:  1, CF:0.97, Len:  1, Fitness_tra: 22
Rule  3: 00000000000000000000000000000000000000000006, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  4: 000d0d00000000000000000005000000500000000000, Class:  0, CF:0.540163, Len:  4, Fitness_tra: 14
Rule  5: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 00000000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  7: 00000000002000000009000000056000000800000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  8: 000f00000000000000000000050100000020000000d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 00000000000000000000000000000000500000f00000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 500a00f000000000000f0f0000000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11339ee1116ee113ae5e11131131133a93369161e319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13331139113313153111319111111111131333311181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e3931ee11a61331613116131131116e61e33ef631193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1311513113331111111139e515111113156311111521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 96913d36311111113691339131113163516191e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 33131993696666911939313e313313111366161a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 31931133366a36366691613199e9331111319a611611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1191391e316391e6631e3915313166311633593336e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0e600000000006e0e00009000000000000005e900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1911e333e1e631331351913e16e1616311a13e61113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 61311911331393163693151139e91313111633313313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e93931639611663f613e1133311313199ea11133616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000500000000000d5050000000ea0000f0d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111511111133111333111111311911111611e393151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 600050000005000000af000000009e00d0000d090f0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 311133e11331365e9111311959191136e19e11e61131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e9131113e393661139911336661311131e6159163636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 99113163131113161313613e393311e16e333e336111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111e133116e331119511199313131e1393311613611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31131533111111136311331515133116116111191581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e113391a196a6e6111d11e1911ee1311111aea113333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3ee33113113366ee3e931e11e119316611331e36e393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33311131331111333193331151113311151311e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0050009000900000000e00000000000006fa00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0055000ae0000000000900f000a06a9005000ef00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5013ed00e013000009010109150003105000103e0650, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 115999933139996331916519e9133613e6331116a3e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e6911316f66a163163e11391911e31611e11111163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1391e9316e61916ea15113e16311631e91e33116aa16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0d00006000000000002d006000000e00500000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 96316ee1666f91aa3111a3631e1116669e6a11e313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e111113633663331191611e33319136aee3e31636139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000f00000000000500000000050d0000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151619ae51e1e161e99159119351a11111313e61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11191111113631111159311111311136111111151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11111111133151111151111211131311151313131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 600000000000000000000000000060000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000000000a00000550000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1339e1a136a6e9119311e1111311a31131396113e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05000000a000e00000000e00600000000000e0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9e133911e936116161d1eee96eee3311113aea1fa313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11311511e11635111151111d11311111111111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0060f000000000f00000000000000009000000f0f005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3131153113311151195111555d111331196111113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e1133336316ee6136331111e63f11666931e3111e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5513ee33e113311a1911119916e933113361113e3651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 96911361163696613313113e1e39e1633333131663ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000060000000000000006000000e00500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1191933166f661116191e19133e113169e3111ee9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 33313133133131553111119111e1113113113116e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11311131116131553111133155119113911113111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d5200050e000d00000005050d500d0500f0f00000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33111511113311113915111111311151113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 131111e66113ee661313e11336ee131eee6131611691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e9913e161311e1636631133136663333ee1111131e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0600e000009000000000000000000e000e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1111e1111366119961919119513131169311361e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000f000000009000500956000000e0000008d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16e1e31313111133615199e11e99613a991191161353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f0000000000000009000000000009900000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11111211111133111111111111111111111111111211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 73: e191e39133aa3e13119333e1311133e1136113e1e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 93131533e111135331e36e31eee9961a391e133a6331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131163e3116361e11e1119391e3e16e333361e163611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e31193e131119e3111913161e1613691156611163333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11633e3111693e33111e11116391661e611111f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000000050000000f000fa0600000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31553e163113361aa39e1999ee19111a313a11113193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11115511121111511113111911111211118111211111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f00000000000500000000050d0000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 055d00000000000000090000000000e90000d0000000, Class:  0, CF:0.337947, Len:  7, Fitness_tra: -12
Rule 84: 311115311111e11111311111111911313131111e3113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0050500000f00000000e900000906600000e00e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000000000000000f0000060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 87: 000000090000000000e0000000000000000500000000, Class:  1, CF:0.471044, Len:  3, Fitness_tra: 13
Rule 88: 000000a000000000000d00000000000005e900f0000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d80000f500000090000f00000000d900fa0000000060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 600000000e00afe0000e000000000000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00010910a003000006030e6000e00010000700910003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0e9390103061106106d3e513031031a0090a06193006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000000c0000009000000f000000d0e09000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3ed3933319111163661333153313313111ea11193586, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00130306010ee0006301f05e63f1009600fe30010999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11339339163313113191319131111311933311ee9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 31911316f116163111e1111d113111111111111161a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 61315511331313563113111319111213116111213111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e1913e163d61e1636331b91531363631ee31511316e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1101020c001000110001000011038101001010101011, Class:  1, CF:  1, Len: 21, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.7696
------Result------
Miss_rate(tra)	:33.7696
Miss_rate(tst)	:55.5556
ARL				:8.76471

------Generation 90------
Rule  1: 0000000000000000000000000d0000000000000e00d5, Class:  0, CF:0.63274, Len:  4, Fitness_tra: 71
Rule  2: 00000000000000000000000000030000000000000000, Class:  1, CF:0.97, Len:  1, Fitness_tra: 22
Rule  3: 00000000000000000000000000000000000000000006, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  4: 000000050000000000e0000000000000000500000000, Class:  1, CF:0.470863, Len:  3, Fitness_tra: 15
Rule  5: 000d0d00000000000000000005000000500000000000, Class:  0, CF:0.540163, Len:  4, Fitness_tra: 12
Rule  6: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: 00000000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 00000000002000000009000000056000000800000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 000f00000000000000000000050100000020000000d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 00000000000000000000000000000000500000f00000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 12: 11339ee1116ee113ae5e11131131133a93369161e319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13331139113313153111319111111111131333311181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e3931ee11a61331613116131131116e61e33ef631193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1311513113331111111139e515111113156311111521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 96913d36311111113691339131113163516191e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 33131993696666911939313e313313111366161a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 31931133366a36366691613199e9331111319a611611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1191391e316391e6631e3915313166311633593336e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0e600000000006e0e00009000000000000005e900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1911e333e1e631331351913e16e1616311a13e61113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 61311911331393163693151139e91313111633313313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e93931639611663f613e1133311313199ea11133616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000500000000000d5050000000ea0000f0d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1111511111133111333111111311911111611e393151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 600050000005000000af000000009e00d0000d090f0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 311133e11331365e9111311959191136e19e11e61131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e9131113e393661139911336661311131e6159163636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 99113163131113161313613e393311e16e333e336111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111e133116e331119511199313131e1393311613611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31131533111111136311331515133116116111191581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e113391a196a6e6111d11e1911ee1311111aea113333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3ee33113113366ee3e931e11e119316611331e36e393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33311131331111333193331151113311151311e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0050009000900000000e00000000000006fa00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0055000ae0000000000900f000a06a9005000ef00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5013ed00e013000009010109150003105000103e0650, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 115999933139996331916519e9133613e6331116a3e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e6911316f66a163163e11391911e31611e11111163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1391e9316e61916ea15113e16311631e91e33116aa16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0d00006000000000002d006000000e00500000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 96316ee1666f91aa3111a3631e1116669e6a11e313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e111113633663331191611e33319136aee3e31636139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000f00000000000500000000050d0000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151619ae51e1e161e99159119351a11111313e61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11191111113631111159311111311136111111151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11111111133151111151111211131311151313131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 600000000000000000000000000060000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000000000a00000550000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1339e1a136a6e9119311e1111311a31131396113e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 05000000a000e00000000e00600000000000e0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9e133911e936116161d1eee96eee3311113aea1fa313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11311511e11635111151111d11311111111111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0060f000000000f00000000000000009000000f0f005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3131153113311151195111555d111331196111113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e1133336316ee6136331111e63f11666931e3111e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5513ee33e113311a1911119916e933113361113e3651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 96911361163696613313113e1e39e1633333131663ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000060000000000000006000000e00500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1191933166f661116191e19133e113169e3111ee9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 33313133133131553111119111e1113113113116e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11311131116131553111133155119113911113111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: d5200050e000d00000005050d500d0500f0f00000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33111511113311113915111111311151113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 131111e66113ee661313e11336ee131eee6131611691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e9913e161311e1636631133136663333ee1111131e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0600e000009000000000000000000e000e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1111e1111366119961919119513131169311361e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000f000000009000500956000000e0000008d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16e1e31313111133615199e11e99613a991191161353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f0000000000000009000000000009900000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11111211111133111111111111111111111111111211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 73: e191e39133aa3e13119333e1311133e1136113e1e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 93131533e111135331e36e31eee9961a391e133a6331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131163e3116361e11e1119391e3e16e333361e163611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e31193e131119e3111913161e1613691156611163333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11633e3111693e33111e11116391661e611111f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000000050000000f000fa0600000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 31553e163113361aa39e1999ee19111a313a11113193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11115511121111511113111911111211118111211111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 1111111131111199a3131111111331131111331e1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e1113913331111313613113111e3311991e631131113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000000000000000000000500000f00000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 500a00f000000000000f0f0000000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000000050000000f000af0600000000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 500000905000000000000500000500000e0000000000, Class:  0, CF:0.716071, Len:  6, Fitness_tra: -2
Rule 87: 0000f000000000000000000a00500e0000000099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000a000a00000f000000000000000f0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 933e113136331311115e31911513e316591111135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000e000000a000e90000000900550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 30135001000000103090119a003130009e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 111911111e3631111159311111311136111111151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 311133e31333665e1e1111195e1e16e3e3361e163111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
