------Generation 0------
Rule  1: 9355393e3113e113339111e111e93f13ee6139936193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 363131613e1131111919391155311111333311311113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 50000000000000000000050000e50000e00000000000, Class:  0, CF:0.740014, Len:  5, Fitness_tra: -1
Rule 83: 00005000a000000000000e0000000000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00050000050e0500a0000000000000900000e0000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1e5915611331e6111131331e15113113133113331353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 050d0d00000005000000000000000900000000000000, Class:  0, CF:0.60073, Len:  5, Fitness_tra: 5
Rule 87: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000005f0006a0000005506005d0500050080550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 50a00000f5005f000000ad500500000e000900f0f50d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000000000d00d0000000e00f090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0100593033100551160110e091310006003ae11a0003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 011330000043006000200100001e0a6050033000aa9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1095100a613000060390000e00310030100061100106, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61000965030a00000530a00009e0000305c361000953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1015025333f660001611000361304a060e35a1100303, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1115e11131612311b11111e111316a11113ae91f3112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0001e06010134000f0010911eb300a6950311ae60e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000000000000000000000000000000000d0000, Class:  1, CF:0.0977884, Len:  1, Fitness_tra: 56
Rule 99: 0000000000f00000000000000200000000900f000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule100: 03010d0030115e063159000e00e000939530f0313600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30
------Result------
Miss_rate(tra)	:30
Miss_rate(tst)	:59.2593
ARL				:3.47368

------Generation 100------
Rule  1: 000000000000000000000000020000000000000000d0, Class:  0, CF:0.323222, Len:  2, Fitness_tra: 73
Rule  2: 00000000000004000000000000000000050500400000, Class:  1, CF:0.0629356, Len:  4, Fitness_tra: 1
Rule  3: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule  4: 00000500004000000000000003000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  5: 00500000000000a000000000000000990000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  6: 0000000000000500000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  7: 00000000000500000000000000a6000e050000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  8: 0000a000000000000000000000000900000000050000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: 00005000000005000a00000090000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 10: 006000000000a0000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 0000a000004000000020000000000000500000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 0000025500f0000000000000000000000005af000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 14: 000d0000000000000000000000a60000550000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 00000000000000000500006900000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31193511e13161eee131e3e1e115e316336116e33113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 133161161163331661de3e331631131111e69e113316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115e93333166361161111e361316a163e3ae11f3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e191351e136113311e51313533111611913353131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13193511113111e5e13111111115111e331111133114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3131e3e111313313f1d13e391166361113316313aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 96191133316131136156933e139113311e13e6611316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 133e3e161316ea1366913e61116e311f9363e3e1e939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911331636333916611513131961e1a61133333613a9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e65e1161313113133113613333116af319131e313e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91111eeeff3331133113113e3ee1ea1331a33e313e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313311131133e116111111e913393613361a1a6116ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19e13363113e3aa3199351339113a113331e3366191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e191e66eae96336e9919e1ee131a1391619333e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11511eee13999e16619e11e13115ea13316331911699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133611111e63e311ee131e113ee313619e1e9e1f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000f00000000000a00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9e99eee113319331aa11e1311131131e3e1a33616313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311353111f31315111111151215111e111111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 311e959113166113311313933e3131e3116611336e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e6000066e0000000e006000000000e0000000060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 33e11e313111313e1131e93136313a6a3936111a3953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 633313161ea3331e19113e911133e6131e1133631913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d20000f500000000000f000000000900ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000006e0a09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11613e16331f6633335e161313931111e11115113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000f05f00000000f05000000000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 169e311ae1113e61f33ee59e1939163ee13a61aa1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311931131a61699113131e139111111313336133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11919361e316916319916e1331666a333e16163a3391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000f000000000005000000e0f000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000a00d900000f00d00000000000000a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1691e31a111331e311e13911e139ea6693311ae61e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 165e1933663e1311311663116e3163f3316311ea6e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 313e193361a1e116319313e13163111a3e6111161119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3e313331e1633361119e3311911331165e6166f31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11113513913311113311111151111111111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1313199e936e61e1613e3e136135133f3e13991311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e33111e61111116a13911333161933666e1691633356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13391531131319113651111251331333131611191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111119331613166aa6e331ee31eee6e1391f13e3611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 139e33e9a331111a199a3111136e33e1e1113366113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9eee6111e936e3166151333363613316e63339361111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13139ee1e311936a1e39991913613a11313699319e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3391313133111e363151131ee3e913939e31163136e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 300005011000000000001003300139e3010000030010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33336131e11693361959199311319613911e15316a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3153191131a661e33693111151113e11531691313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e313e1111936113313e111136a33aff3e1311333613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3111191133111511a111113331111111911333931113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5911156e3561f3e66116331e11e1161319ee596a3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e691e1e1333113136111313e1361633613311aa66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 15111231111311111151311112311111511119111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6131356a636311136631331519e13313133361331953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000f00000a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3111311e3361366619113e313e6e61919e1111a6ff11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 363131613e1131111919391155311111333311311113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 50000000000000000000050000e50000e00000000000, Class:  0, CF:0.740014, Len:  5, Fitness_tra: -1
Rule 83: 00005000a000000000000e0000000000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00050000050e0500a0000000000000900000e0000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1e5915611331e6111131331e15113113133113331353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 050d0d00000005000000000000000900000000000000, Class:  0, CF:0.60073, Len:  5, Fitness_tra: 5
Rule 87: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000005f0006a0000005506005d0500050080550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 50a00000f5005f000000ad500500000e000900f0f50d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000000000d00d0000000e00f090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0100593033100551160110e091310006003ae11a0003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 011330000043006000200100001e0a6050033000aa9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1095100a613000060390000e00310030100061100106, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61000965030a00000530a00009e0000305c361000953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1015025333f660001611000361304a060e35a1100303, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1115e11131612311b11111e111316a11113ae91f3112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0001e06010134000f0010911eb300a6950311ae60e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000000000000000000000000000000000000d0000, Class:  1, CF:0.0977884, Len:  1, Fitness_tra: 56
Rule 99: 0000000000f00000000000000200000000900f000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule100: 03010d0030115e063159000e00e000939530f0313600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30
------Result------
Miss_rate(tra)	:30
Miss_rate(tst)	:59.2593
ARL				:3.47368

------Generation 200------
Rule  1: 000000000000000000000000020000000000000000d0, Class:  0, CF:0.323222, Len:  2, Fitness_tra: 79
Rule  2: 000000000000000000000000000000000000000d0000, Class:  1, CF:0.0977884, Len:  1, Fitness_tra: 35
Rule  3: 000000000040000000000000c00000005000000000c0, Class:  1, CF:0.825408, Len:  4, Fitness_tra: 11
Rule  4: 000000000000000000400000000000000000000d0000, Class:  1, CF:0.109158, Len:  2, Fitness_tra: 9
Rule  5: 050d0d00000005000000000000000900000000000000, Class:  0, CF:0.60073, Len:  5, Fitness_tra: 7
Rule  6: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule  7: 0008000000000000c0000000000000000000000d0000, Class:  1, CF:  1, Len:  3, Fitness_tra: 6
Rule  8: 00000000000000009000000003000900000000050000, Class:  1, CF:  1, Len:  4, Fitness_tra: 4
Rule  9: 00500000000000a000000000000000990000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule 10: 006000000000000000000000000000000000000d0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 11: 00000000000500000000000000a6000e050000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule 12: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 13: 0000000000000500000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 14: 0000a000000000000000000000000900000000050000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 00005000000005000a00000090000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 16: 0000000000f00000000000000200000000900f000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 17: 0000a000004000000020000000000000500000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 18: 00000000000004000000000000000000050500400000, Class:  1, CF:0.0629356, Len:  4, Fitness_tra: 0
Rule 19: e191351e136113311e51313533111611913353131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13193511113111e5e13111111115111e331111133114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3131e3e111313313f1d13e391166361113316313aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 96191133316131136156933e139113311e13e6611316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 133e3e161316ea1366913e61116e311f9363e3e1e939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911331636333916611513131961e1a61133333613a9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e65e1161313113133113613333116af319131e313e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91111eeeff3331133113113e3ee1ea1331a33e313e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313311131133e116111111e913393613361a1a6116ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19e13363113e3aa3199351339113a113331e3366191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e191e66eae96336e9919e1ee131a1391619333e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11511eee13999e16619e11e13115ea13316331911699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133611111e63e311ee131e113ee313619e1e9e1f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000f00000000000a00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9e99eee113319331aa11e1311131131e3e1a33616313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311353111f31315111111151215111e111111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 311e959113166113311313933e3131e3116611336e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e6000066e0000000e006000000000e0000000060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 33e11e313111313e1131e93136313a6a3936111a3953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 633313161ea3331e19113e911133e6131e1133631913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d20000f500000000000f000000000900ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000006e0a09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11613e16331f6633335e161313931111e11115113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000f05f00000000f05000000000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 169e311ae1113e61f33ee59e1939163ee13a61aa1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311931131a61699113131e139111111313336133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11919361e316916319916e1331666a333e16163a3391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000f000000000005000000e0f000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000a00d900000f00d00000000000000a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1691e31a111331e311e13911e139ea6693311ae61e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 165e1933663e1311311663116e3163f3316311ea6e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 313e193361a1e116319313e13163111a3e6111161119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3e313331e1633361119e3311911331165e6166f31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11113513913311113311111151111111111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1313199e936e61e1613e3e136135133f3e13991311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e33111e61111116a13911333161933666e1691633356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13391531131319113651111251331333131611191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111119331613166aa6e331ee31eee6e1391f13e3611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 139e33e9a331111a199a3111136e33e1e1113366113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9eee6111e936e3166151333363613316e63339361111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13139ee1e311936a1e39991913613a11313699319e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3391313133111e363151131ee3e913939e31163136e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 300005011000000000001003300139e3010000030010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33336131e11693361959199311319613911e15316a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3153191131a661e33693111151113e11531691313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e313e1111936113313e111136a33aff3e1311333613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3111191133111511a111113331111111911333931113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5911156e3561f3e66116331e11e1161319ee596a3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e691e1e1333113136111313e1361633613311aa66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 15111231111311111151311112311111511119111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6131356a636311136631331519e13313133361331953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000f00000a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3111311e3361366619113e313e6e61919e1111a6ff11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 05060000f00000090005000000a009000000000e0009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6d05500a00059900006ff00000a6900ed0ff0d9900da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00050000050e0500a000000000000090000090000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0d0d0055050005000000000d00000000009000000000, Class:  0, CF:0.468987, Len:  8, Fitness_tra: 0
Rule 85: e1136e3e69316a31115ee3e3139531165eee25133619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00005000a000000000000e0000000000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000030000000900000000000000, Class:  1, CF:0.428075, Len:  2, Fitness_tra: 2
Rule 88: 000000000000000000000000d00d0000000e00f090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000a000000000000000000000000900000000090000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 90: 00000000000000000500006300000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13039ee1e00093600030a909106039103100900a9000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 901351606330950601010030961e0a61033533000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1393199e3363e1aa619e351361311a1f3e3a933311e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000000000d00000ac0000000500000b00000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 0319051011311100e133150010101110000101033104, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 13110e157111103e01d03000c631106a135100111510, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e391e1e1e31113636e19391913613a1613319a366e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000050a0000000000a00000090000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: 1611e113613391e3115136119619ea61933333661a9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000a0103033301601001005190000a0103333300da9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.3684
------Result------
Miss_rate(tra)	:27.3684
Miss_rate(tst)	:59.2593
ARL				:3.375

------Generation 300------
Rule  1: 000000000000000000000000020000000000000000d0, Class:  0, CF:0.323222, Len:  2, Fitness_tra: 111
Rule  2: 000000000000000000000000c0000000000000000000, Class:  1, CF:0.693767, Len:  1, Fitness_tra: 52
Rule  3: 00070000000000000000000000000000000000000000, Class:  1, CF:0.817682, Len:  1, Fitness_tra: 31
Rule  4: 00000000000000000000000000000000000000000100, Class:  1, CF:0.32903, Len:  1, Fitness_tra: 24
Rule  5: 050d0d00000005000000000000000900000000000000, Class:  0, CF:0.60073, Len:  5, Fitness_tra: 10
Rule  6: 00000000000000000740000002000000000000000000, Class:  1, CF:0.953042, Len:  3, Fitness_tra: 5
Rule  7: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  8: 0000000000000000004000b0000000000000000d0000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  9: 0000a000000000000000000000000900000000050000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 00000000000000000000030000000900000000000000, Class:  1, CF:0.428075, Len:  2, Fitness_tra: 1
Rule 11: 15e1923161a396311e9139e11e311911916199111991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 006000000000000000000000000000000000000d0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 13: 000000000000000000400000000000000000000d0000, Class:  1, CF:0.109158, Len:  2, Fitness_tra: 0
Rule 14: 00500000000000a000000000000000990000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 00005000000005000a00000090000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 0000000000000500000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 0008000000000000c0000000000000000000000d0000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 18: 0000000000f00000000000000200000000900f000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
