------Generation 0------
Rule  1: 00000000f000000000000000000df000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00100010000110111111011012005001101013511110, Class:  1, CF:  1, Len: 25, Fitness_tra: 0
Rule 96: 009900010e000301a600590160003601000006a035d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0600000000f000000e0050000000000000b00000ae00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 005030110000d11faa1d00e001e00a0605639630a003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1a033e0000a3001130006193059e6000300600031000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000000000000f060000050000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.3874
------Result------
Miss_rate(tra)	:36.3874
Miss_rate(tst)	:66.6667
ARL				:9.42308

------Generation 60------
Rule  1: 00000d00000000000000000d00000000000000000000, Class:  0, CF:0.311358, Len:  2, Fitness_tra: 40
Rule  2: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 21
Rule  3: 00000000000010000001000000000000000000011000, Class:  1, CF:0.884899, Len:  4, Fitness_tra: 21
Rule  4: 000000000000000000005000000000000000000005d0, Class:  0, CF:0.398856, Len:  3, Fitness_tra: 13
Rule  5: 000000000000000000000000000d0000000000600000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  6: 0000000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 0000000000000005000000000d0d00006000000000d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 0000000050000000000009600000000000e00000000a, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 10: 00000000000000000000000d000e0000000000000000, Class:  1, CF:0.272117, Len:  2, Fitness_tra: 1
Rule 11: 00000000000055000000000000060000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 0000000000000000000000000f00000900000000006a, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 10100110000000301011001011010019101001110261, Class:  1, CF:  1, Len: 22, Fitness_tra: 0
Rule 14: 10000111051000011000501011110131011110000110, Class:  1, CF:  1, Len: 23, Fitness_tra: 0
Rule 15: 00d00000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 1ee11131163311633691163e3361133a111613661e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d200f6f006f00000000a00000000595efa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 005500000e09e900000000a000a60009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 316131e1131a93e36636131e111111111639e1a3661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6113e533333119931151131511116311391111335511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000000000e0000000000a50000600ee000000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 22: 00000d000000090000000005000000900000009e05d5, Class:  0, CF:0.712199, Len:  9, Fitness_tra: 0
Rule 23: 131e1311931363e363936113ee311311591113633631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31e191e1e56e111e633391311111633feee3916aa116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1519e3eee113311a169331136319a116113e9911611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000050000000000a000000000000e99000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111155111211111111111139111112111e1111111115, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 28: 0000000000050000000000000fa6000e550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3655311113169116a11333e911e53a6611639133a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0050000000fe00f00000000000a6005900000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 65d000000009000000000d0000000900000000090009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00da00000000a000000500a0aa080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e699e3316e333331a63e9911611336113e1116a63336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000500000000050000f00e0000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11111111111111111111311112115111111113511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9131e3163e633396e31161e1e335e316e133339a6659, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a133e6161a39311313361933599631133e6ea131e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000a0f0900000f000a00000065000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e11395e111161313369199e191ee31ff9133ef1131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000f0000000000050000000000000000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51ee911113131161611111911111131f131319131393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0600000000f000000e000000000000af00000000ae00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 113e35ee31a3111e1116e11133111311111331933151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 63e1e9ee16a616611e13f36e1131e3369e1e13333193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111611e3133113133e9e31131333113619e61161a131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000009e0000000e090e00000000000006fa05e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000f00000000000900000000900000000090005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 133315331166e351331531115111316111e133e31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0005000000000e600000000500000000000960000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000e0000000000060e0000e0a00e000000a60e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: ee31e111e93631e166931311111113619e6366a6a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 111693e1111111e33e1111131369136f131113111351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11551511131111131111111911911153111e11331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 36111113e31131131a199911331331f35e16311331e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000000555000000ee000050000550, Class:  0, CF:0.662378, Len:  8, Fitness_tra: 0
Rule 56: 0000f0a0000000000000006a00000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0050009e000000f0e930000300050a6a0e0000ea0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 39e11e133e3136313919e93113136a1391131e3a3136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11311939331133a36311691313e136611e115e3361e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13111133136313311196311116e31636313393361119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000e0e09000060000000a6000e500000000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 0000500ea00000000000000000000000050000090505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1f633e31131a11e9611311999191ee16913331e6e311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 333399e161aa1131361ee191e3336331113a13116696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11e39e166e13e311313699133119131111319e133193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000d60a0f00000a000000000000000000000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15111515111111111113111111111111131151111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 133e31136136331f31113ee3131166e111319111633e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111391661161111131ee19119e5e366ee1111e13131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 139e15e31636631331d36e39331313e1e933e6a661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 33339e166136113316331613333311131e1e19666336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00af0000a0000e00006000000fa0000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 161319633111311133936e9919e9ee3311331196e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111111131113111111d1111112311111513313131122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 116313ee613133e6111331113131963613933a131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e53311136113333363139551513116e151331e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e9311e3616131916611131111956131316331611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000af0000000f0a0d00000000000005e906f0000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11131111951111211111111111111131111111151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 331e1511a13a13336133313351e9313611e133391518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6000500a00059090006af00000a6000ed0ff0d000fda, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6193e1e6616a11116e93331139e16316333131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 195391e13136163e619113315111311a133331631153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000009000000000000a00000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 86: 05000d60000000000005000005000e0005000000005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 65d000000009000000000d00000009000000000e0009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00d00000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 89: 660000000000000000d0050000000900000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d200a6f006f00000000a00000000d95efa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0603190301fc41a133906e901ee90e3301b31190090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 510e91af13031061010d100110000010151919f3109a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 010011a1951100210a0d11111001010005170610101a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000a00000000000000000080d000000000e0000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 101510e0ee0919133000311000a60036090611010031, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e030bd11e03031e060001005000110600e63009e0515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1050e0e10000d11a1a13001001190a06013899106003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 116c1300013135000a1001013030003013000a1300c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000e0e0900000000000000f00e0000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9101e3060e030036e00061e00330a316e10303000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.1257
------Result------
Miss_rate(tra)	:36.1257
Miss_rate(tst)	:66.6667
ARL				:9.31818

------Generation 70------
Rule  1: 00000d00000000000000000d00000000000000000000, Class:  0, CF:0.311358, Len:  2, Fitness_tra: 40
Rule  2: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 21
Rule  3: 00000000000010000001000000000000000000011000, Class:  1, CF:0.884899, Len:  4, Fitness_tra: 21
Rule  4: 000000000000000000005000000000000000000005d0, Class:  0, CF:0.398856, Len:  3, Fitness_tra: 13
Rule  5: 000000000000000000000000000d0000000000600000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  6: 0000000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 0000000000000005000000000d0d00006000000000d0, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  9: 0000000050000000000009600000000000e00000000a, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 10: 00000000000000000000000d000e0000000000000000, Class:  1, CF:0.272117, Len:  2, Fitness_tra: 1
Rule 11: 00000000000055000000000000060000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 0000000000000000000000000f00000900000000006a, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 10100110000000301011001011010019101001110261, Class:  1, CF:  1, Len: 22, Fitness_tra: 0
Rule 14: 10000111051000011000501011110131011110000110, Class:  1, CF:  1, Len: 23, Fitness_tra: 0
Rule 15: 00d00000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 1ee11131163311633691163e3361133a111613661e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d200f6f006f00000000a00000000595efa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 005500000e09e900000000a000a60009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 316131e1131a93e36636131e111111111639e1a3661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6113e533333119931151131511116311391111335511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000000000e0000000000a50000600ee000000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 22: 00000d000000090000000005000000900000009e05d5, Class:  0, CF:0.712199, Len:  9, Fitness_tra: 0
Rule 23: 131e1311931363e363936113ee311311591113633631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31e191e1e56e111e633391311111633feee3916aa116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1519e3eee113311a169331136319a116113e9911611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000050000000000a000000000000e99000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111155111211111111111139111112111e1111111115, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 28: 0000000000050000000000000fa6000e550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3655311113169116a11333e911e53a6611639133a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0050000000fe00f00000000000a6005900000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 65d000000009000000000d0000000900000000090009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00da00000000a000000500a0aa080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e699e3316e333331a63e9911611336113e1116a63336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000500000000050000f00e0000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11111111111111111111311112115111111113511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9131e3163e633396e31161e1e335e316e133339a6659, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a133e6161a39311313361933599631133e6ea131e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000a0f0900000f000a00000065000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e11395e111161313369199e191ee31ff9133ef1131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000f0000000000050000000000000000050500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51ee911113131161611111911111131f131319131393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0600000000f000000e000000000000af00000000ae00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 113e35ee31a3111e1116e11133111311111331933151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 63e1e9ee16a616611e13f36e1131e3369e1e13333193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111611e3133113133e9e31131333113619e61161a131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000009e0000000e090e00000000000006fa05e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000f00000000000900000000900000000090005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 133315331166e351331531115111316111e133e31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0005000000000e600000000500000000000960000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000e0000000000060e0000e0a00e000000a60e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: ee31e111e93631e166931311111113619e6366a6a111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 111693e1111111e33e1111131369136f131113111351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11551511131111131111111911911153111e11331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 36111113e31131131a199911331331f35e16311331e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000000555000000ee000050000550, Class:  0, CF:0.662378, Len:  8, Fitness_tra: 0
Rule 56: 0000f0a0000000000000006a00000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0050009e000000f0e930000300050a6a0e0000ea0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 39e11e133e3136313919e93113136a1391131e3a3136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11311939331133a36311691313e136611e115e3361e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13111133136313311196311116e31636313393361119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000e0e09000060000000a6000e500000000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 0000500ea00000000000000000000000050000090505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1f633e31131a11e9611311999191ee16913331e6e311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 333399e161aa1131361ee191e3336331113a13116696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11e39e166e13e311313699133119131111319e133193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000d60a0f00000a000000000000000000000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15111515111111111113111111111111131151111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 133e31136136331f31113ee3131166e111319111633e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111391661161111131ee19119e5e366ee1111e13131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 139e15e31636631331d36e39331313e1e933e6a661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 33339e166136113316331613333311131e1e19666336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00af0000a0000e00006000000fa0000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 161319633111311133936e9919e9ee3311331196e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111111131113111111d1111112311111513313131122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 116313ee613133e6111331113131963613933a131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e53311136113333363139551513116e151331e13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1e9311e3616131916611131111956131316331611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000af0000000f0a0d00000000000005e906f0000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11131111951111211111111111111131111111151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 331e1511a13a13336133313351e9313611e133391518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6000500a00059090006af00000a6000ed0ff0d000fda, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6193e1e6616a11116e93331139e16316333131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 195391e13136163e619113315111311a133331631153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000009000000000000a00000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 86: 05000d60000000000005000005000e0005000000005e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 65d000000009000000000d00000009000000000e0009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00d00000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 89: 660000000000000000d0050000000900000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d200a6f006f00000000a00000000d95efa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0603190301fc41a133906e901ee90e3301b31190090d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 510e91af13031061010d100110000010151919f3109a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 010011a1951100210a0d11111001010005170610101a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000a00000000000000000080d000000000e0000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 101510e0ee0919133000311000a60036090611010031, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e030bd11e03031e060001005000110600e63009e0515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1050e0e10000d11a1a13001001190a06013899106003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 116c1300013135000a1001013030003013000a1300c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000e0e0900000000000000f00e0000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9101e3060e030036e00061e00330a316e10303000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.1257
------Result------
Miss_rate(tra)	:36.1257
Miss_rate(tst)	:66.6667
ARL				:9.31818

------Generation 80------
Rule  1: 00000d00000000000000000d00000000000000000000, Class:  0, CF:0.311358, Len:  2, Fitness_tra: 32
Rule  2: 000000000000000000000000dd0000000000000090d0, Class:  0, CF:0.479166, Len:  4, Fitness_tra: 25
Rule  3: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 21
Rule  4: 00000000000010000001000000000000000000011000, Class:  1, CF:0.884899, Len:  4, Fitness_tra: 15
Rule  5: 00000000000000000000007000000900000000010000, Class:  1, CF:0.705778, Len:  3, Fitness_tra: 8
Rule  6: 000000000000000000000000000d0000000000600000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  7: 0000000000000000000000000f000000000000500000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 00000009000000000000a00000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 0000000050000000000009600000000000e00000000a, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 10: 00000000000000000000000d000e0000000000000000, Class:  1, CF:0.272117, Len:  2, Fitness_tra: 1
Rule 11: 00000000000055000000000000060000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: 000000000000000000005000000000000000000005d0, Class:  0, CF:0.398856, Len:  3, Fitness_tra: -2
Rule 14: 10000111051000011000501011110131011110000110, Class:  1, CF:  1, Len: 23, Fitness_tra: 0
Rule 15: 00d00000000055000a00000000000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 1ee11131163311633691163e3361133a111613661e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d200f6f006f00000000a00000000595efa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 005500000e09e900000000a000a60009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 316131e1131a93e36636131e111111111639e1a3661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6113e533333119931151131511116311391111335511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000000000e0000000000a50000600ee000000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 22: 00000d000000090000000005000000900000009e05d5, Class:  0, CF:0.712199, Len:  9, Fitness_tra: 0
Rule 23: 131e1311931363e363936113ee311311591113633631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31e191e1e56e111e633391311111633feee3916aa116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1519e3eee113311a169331136319a116113e9911611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000050000000000a000000000000e99000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111155111211111111111139111112111e1111111115, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 28: 0000000000050000000000000fa6000e550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3655311113169116a11333e911e53a6611639133a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0050000000fe00f00000000000a6005900000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 65d000000009000000000d0000000900000000090009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00da00000000a000000500a0aa080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e699e3316e333331a63e9911611336113e1116a63336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000500000000050000f00e0000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11111111111111111111311112115111111113511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 9131e3163e633396e31161e1e335e316e133339a6659, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a133e6161a39311313361933599631133e6ea131e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000a0f0900000f000a00000065000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
