------Generation 0------
Rule  1: e39ee1313163311133191e139e133a1691669aaff111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000060000000000000006000000900500000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0900000000000000000000090500990000000000005e, Class:  0, CF:0.741175, Len:  7, Fitness_tra: 0
Rule 83: 000d0000000950000000000000000099000000000900, Class:  0, CF:0.344201, Len:  6, Fitness_tra: 0
Rule 84: 0000a00000000000000500000000090000000d090000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 1151396361a311e133113e31131131331366311e1951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000a00000000000000000000009000000000005, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 87: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  0, Fitness_tra: 0
Rule 88: 00600009f5005f000a00000605000000000900f0a00d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111111111116311111593331153111e1111111111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000d00000000090505000005000000000000000000, Class:  0, CF:0.382297, Len:  5, Fitness_tra: -1
Rule 91: 000f00a00000006000000f500000000ad00500090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 06013100010fa103611e01105e113001906000001501, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0101e301e0013093030590000505e101111634003003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 15030105003650060100010e00050e0003000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 013e1e1611010ede00931e319310653ad13500113503, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 030000a0000000000000000000800e0000000099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11000150200021100f50301001915110100e01009ad1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0533301130a01c0e110000030110001000e110301a30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00010000011010100019010310100000050011010300, Class:  1, CF:  1, Len: 16, Fitness_tra: 3
Rule100: 060991036e10e1161009010001001e10190000006606, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.7696
------Result------
Miss_rate(tra)	:33.7696
Miss_rate(tst)	:48.1481
ARL				:7.2

------Generation 100------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 71
Rule  2: 05000000000000000000000007000000000000000000, Class:  1, CF:0.952069, Len:  2, Fitness_tra: 41
Rule  3: 05000800000000000000000000000000000000000c00, Class:  1, CF:0.900259, Len:  3, Fitness_tra: 26
Rule  4: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 7
Rule  5: 05020d00000000000000000005000000000000000000, Class:  0, CF:0.50668, Len:  4, Fitness_tra: 5
Rule  6: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  7: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  8: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  9: 00010000011010100019010310100000050011010300, Class:  1, CF:  1, Len: 16, Fitness_tra: 3
Rule 10: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 11: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 12: 05010001110110800050110001010110141001512100, Class:  1, CF:0.98622, Len: 23, Fitness_tra: 0
Rule 13: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 0
Rule 14: 00000009000000000000090000000e00000000000000, Class:  0, CF:0.438484, Len:  3, Fitness_tra: 0
Rule 15: 00000000009000000900000000000000000000000e00, Class:  0, CF:0.332145, Len:  3, Fitness_tra: 0
Rule 16: 00000000a0000500000000000000000050f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11111133113a51113113111121913111133311111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1139193111e396661e911513191e63169963131af313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 131139116333313333533e19611136161e61e1136193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6313913136333363e3333319135111a1ee6e1111e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11111111111311111151311111915111111191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000d000000a000000000000000900000e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111e5d13131113113e1111111133e113533111135121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11313133113f1131311131111511131151131e131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311333111113331113e319391911a61e113ee616693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31111111913111111111311112111111591191512111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000060000005000000500d0000000000000005d5, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 16e36111f13616e6311631ee59353ee6331393ee169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3333ee611131e311169e11111e1e31369911e3a33163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15111111111311111119511311112111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 32: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  4, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00a00009f5005f000a00000605000000000900f0a00d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 55000000000000000000506000000000550000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 83: 0000500000a050000a00000000060000000000000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 113115e111133111111911353e153111113111116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111115311333111116111111d1331333111111111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  0, Fitness_tra: 0
Rule 87: 60000000660a00e00000000000000000000000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0900000000000000000000090500990000000000005e, Class:  0, CF:0.741175, Len:  7, Fitness_tra: 0
Rule 89: 0000dd00000000000a00000000f000000d0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00005000000005000a00000090000000000000009000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 15111000111310800019511310102111111111010311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 105e0003031113010e0110111133e010003a10130121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0010f0101606e113e0e0100130500e6000a01336f150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0630101560f061100e90e0191e010701030313011000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000500f000030000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00500d0000005000000000050000909000e000900009, Class:  0, CF:0.415781, Len:  9, Fitness_tra: 0
Rule 97: 00430111f13016e63016300009a000003303030e009e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  0, Fitness_tra: 0
Rule 99: 9101901113100100031e1100d901130000300011093e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 36310900001061100006011010100001131313111003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.0576
------Result------
Miss_rate(tra)	:29.0576
Miss_rate(tst)	:48.1481
ARL				:6.78261

------Generation 200------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 80
Rule  2: 05000000000000000000000007000000000000000000, Class:  1, CF:0.952069, Len:  2, Fitness_tra: 35
Rule  3: 07000000000000000000000000000000000000000000, Class:  1, CF:0.729305, Len:  1, Fitness_tra: 28
Rule  4: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 31
Rule  5: 05000800000000000000000000000000000000000c00, Class:  1, CF:0.900259, Len:  3, Fitness_tra: 23
Rule  6: 00000000000000000000000000000000020000010000, Class:  1, CF:0.344966, Len:  2, Fitness_tra: 0
Rule  7: 00000000000000000000000070000000000000000500, Class:  1, CF:0.916699, Len:  2, Fitness_tra: 4
Rule  8: 00000000070000000000000020000000000000000500, Class:  1, CF:0.553948, Len:  3, Fitness_tra: 3
Rule  9: 05020d00000000000000000005000000000000000000, Class:  0, CF:0.50668, Len:  4, Fitness_tra: 2
Rule 10: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 11: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 13: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 14: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 00000000000000000000000000009009d00000000000, Class:  0, CF:0.389617, Len:  3, Fitness_tra: 1
Rule 16: 0000c000000000000000300000000050000000010000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 17: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11111133113a51113113111121913111133311111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1139193111e396661e911513191e63169963131af313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 131139116333313333533e19611136161e61e1136193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6313913136333363e3333319135111a1ee6e1111e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11111111111311111151311111915111111191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000d000000a000000000000000900000e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111e5d13131113113e1111111133e113533111135121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11313133113f1131311131111511131151131e131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311333111113331113e319391911a61e113ee616693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31111111913111111111311112111111591191512111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000060000005000000500d0000000000000005d5, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 16e36111f13616e6311631ee59353ee6331393ee169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3333ee611131e311169e11111e1e31369911e3a33163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15111111111311111119511311112111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 32: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  4, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  0, Fitness_tra: 0
Rule 82: 19111e3193e313113e16999131e313313e1631316613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00d000f00005000000e000000000d50000ff00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 911931131116111311361113e33111e3e16613e31316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0500000060000000000000000000000000000e00090e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000000000000000000e000099f0060060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000d00000000090505000005000000000000000000, Class:  0, CF:0.382297, Len:  5, Fitness_tra: 0
Rule 88: 00000000000005000000500005000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5d000000000000000000506000000000550000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 90: 00000000000000000000500005000000000000000000, Class:  0, CF:0.301677, Len:  2, Fitness_tra: -1
Rule 91: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  0, Fitness_tra: 0
Rule 92: 00110010100311010001310111015011100191110111, Class:  1, CF:  1, Len: 27, Fitness_tra: 0
Rule 93: 513133611111333111113311191311111e311511d691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09130511013000600003699091300a000e6001001000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 603330e00030066063130511d1020130e010101f30e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e53e137611111331119133319319611a113615116693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 13000100100100100e00103090611010103b33900c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 32311311133313939316913113996616111313311193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000000000000000000000000000000000010000, Class:  1, CF:0.385994, Len:  1, Fitness_tra: 12
Rule100: 00000000a000a00520000050000059000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.4188
------Result------
Miss_rate(tra)	:20.4188
Miss_rate(tst)	:44.4444
ARL				:5.44

------Generation 300------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 80
Rule  2: 00000000000000000000000007000000020000000000, Class:  1, CF:0.952628, Len:  2, Fitness_tra: 34
Rule  3: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 36
Rule  4: 07000000000000000000000000000000000000000000, Class:  1, CF:0.729305, Len:  1, Fitness_tra: 23
Rule  5: 05000800000000000000000000000000000000000c00, Class:  1, CF:0.900259, Len:  3, Fitness_tra: 19
Rule  6: 05000000000000000000000007000000000000000000, Class:  1, CF:0.952069, Len:  2, Fitness_tra: 14
Rule  7: 00000000000000000000000000000000000000010000, Class:  1, CF:0.385994, Len:  1, Fitness_tra: 7
Rule  8: 00000000070000000000000020000000000000000500, Class:  1, CF:0.553948, Len:  3, Fitness_tra: 3
Rule  9: 05020d00000000000000000005000000000000000000, Class:  0, CF:0.50668, Len:  4, Fitness_tra: 2
Rule 10: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 11: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 00000000000000000000000070000000000000000500, Class:  1, CF:0.916699, Len:  2, Fitness_tra: 1
Rule 13: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 14: 00000000fa00000000000000000000000000a0000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 00000000000000000000000000009009d00000000000, Class:  0, CF:0.389617, Len:  3, Fitness_tra: 1
Rule 16: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 00000000000000000000000000000000020000010000, Class:  1, CF:0.344966, Len:  2, Fitness_tra: 0
Rule 18: 11111133113a51113113111121913111133311111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1139193111e396661e911513191e63169963131af313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 131139116333313333533e19611136161e61e1136193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6313913136333363e3333319135111a1ee6e1111e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
