------Generation 0------
Rule  1: 3391e913631611963313133e3331111a311a91163e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 133a93911116133e1e19991919353111913e91113e36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 995e951335311e3161339331e1e11166931191336613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3313353613111113131199193111116633e311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 613319366166e39131316131959131369311131e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3119e513e9ea3311ae3131911691a616e931111631e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 331151e3313131311311311111111133113333111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 111133e1136133361611911311193611311136333e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9131191133e31113131eee13331e36633e3319161336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e000e00000000000f000006000000909000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 511ee131611a61e93911611136111163153e11113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 96ee19161e1116e1119136613e313161e111e3a6e1ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3111133331311113661191111111e993116331131e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1313e11113af31316111116611e13e6a93193a611113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a000e00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 113e1ee1131616e1311311119315931393113ae63ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613111f31316316e691e13313911661331613663133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5e11559399363611135e33e91319e3131e36131611e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111e33111111e113a15e1133311e1a169e316aa6a61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9131311e11311a13113e163393151361913311e31651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3111133633131133331f163e169563361313ee161e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 63333161e1336111611191611115331611e6966661e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1911551131e611166313e31ee33163139ee3111331e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11339933116131e31393331151113336111131911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 113335e1131161e31e1319911111313113e331119551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000006000000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 933165e3391611131656e1e9e11966169313613666e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1399133e3193613a135351531313163ae96199ea1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e11313e131139163a35ee931111e6331191a36636316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 511313e1e113133e19113961631333663336333311e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1333e111f13111116353131111333e11311131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 33111531316311151111331151151136313133315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6311116e391a11113111996e1313e611e96ee1361693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111113151111113111111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 000e0000900000000006000000000000d00a0f0a0606, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e111396e396111113611eee36133ea361116e613633a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000f00d900000000d000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1511111111e111111151111111311111511111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 54: 13131e1111611e166693ee391e391116116e1e613691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000a00050000000000000000e0000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3636e11363311619691361113631e6165966316a313f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 111111e3336116333393a1e933e963361e3e33e111e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e111331a1913139e1e1eee33e111361335131313111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3119e13313111136311e311e913111361e3363116696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e331336639161336f353133313633a1a113111119933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1611333e133a331631ef366e36336116636336113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 05000000fa0000000f00000000a0090000f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000a0e00f0000a090000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000d00000000000000e0000000a00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 33911931e61a33311ed333a61611e1119e3313611ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11111111111111111111311111151111111211211119, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 67: 11113136131a119e31193e111515e311333e33663111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e31e93331e3111333e116131613516a11161e61313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e1e3131316311ea66331619ee31631316a3e3116619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000600a0900000000500d00000f0000000090d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000a00000000000005005000000e00090000059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0a0000000a00050000000000000000e00000000055d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 9631193e3311639e9e1eee131515311133931316e9e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e193533e166331e6199e3eeee1e113191619631f33a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000006f000050000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00a000000d00000000000060000009f0000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3333e51e116113e11651e13366e3113113663a61a336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31111111311311116311111121111111111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000000000006000000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000000000000000500500000000a0000e0055, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 36131313133311e311133e11e3119133113113313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00df0000000000000a00000a00505d900000d0550026, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000f000500e900000d000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000000000000000050ff0000000000fc800006a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000056f000000000000000009000000550000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 313351663116e19e6191313311113111136113631919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0500a000f00000f090000000000d0000000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0d00000000099900006ff00000009e00d0000d9900da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000000000000009090d00000e0000, Class:  0, CF:0.53919, Len:  4, Fitness_tra: 9
Rule 91: 1000051121e010000300e00ee30060100003110300e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3111113313511116111e311191111136111361111691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e1000030006301300050060400000c000000031000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13113111136131366111916611193e6131193a631e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11001010100013100103013311110001011100100010, Class:  1, CF:  1, Len: 23, Fitness_tra: 0
Rule 96: 0a0110013103111500013010010510e0013000315110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 03030e10f16e00100603ee300e30090600fe1e010090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0c0d00a0a00a09000000000000060900000000099000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0001051101e000166310e310e33163030ee0910330e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c000000a090000000007dd00000f0000000090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.1579
------Result------
Miss_rate(tra)	:38.1579
Miss_rate(tst)	:66.6667
ARL				:10.8571

------Generation 60------
Rule  1: 000000000000000000000000000009090d0000090000, Class:  0, CF:0.489112, Len:  4, Fitness_tra: 19
Rule  2: 00000000000000000000000300000009000000000000, Class:  1, CF:0.99045, Len:  2, Fitness_tra: 22
Rule  3: 00000000000900000000000005000000000000000500, Class:  0, CF:0.440532, Len:  3, Fitness_tra: 6
Rule  4: 000d00000000000000000000000000000000900e0000, Class:  0, CF:0.487856, Len:  3, Fitness_tra: 8
Rule  5: 000d0000000000000005000005000000000000090000, Class:  0, CF:0.551811, Len:  4, Fitness_tra: 12
Rule  6: 000000100a0000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  7: 1110111010101101000101010000111e510000001100, Class:  1, CF:0.999865, Len: 22, Fitness_tra: 5
Rule  8: 000000000000000f0000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  9: 00000000000000000005006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 10: 00000000000000000000000005000000000060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 11: 00005000a000000a0000000060000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 000000000000d00a0005000060000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 000000000000000000000000d20000000600000000d0, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 05090009000a00000000000000000000000000000600, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 133a93911116133e1e19991919353111913e91113e36, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 995e951335311e3161339331e1e11166931191336613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3313353613111113131199193111116633e311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 613319366166e39131316131959131369311131e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3119e513e9ea3311ae3131911691a616e931111631e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 331151e3313131311311311111111133113333111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 111133e1136133361611911311193611311136333e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9131191133e31113131eee13331e36633e3319161336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e000e00000000000f000006000000909000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 511ee131611a61e93911611136111163153e11113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 96ee19161e1116e1119136613e313161e111e3a6e1ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3111133331311113661191111111e993116331131e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1313e11113af31316111116611e13e6a93193a611113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a000e00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 113e1ee1131616e1311311119315931393113ae63ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613111f31316316e691e13313911661331613663133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5e11559399363611135e33e91319e3131e36131611e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111e33111111e113a15e1133311e1a169e316aa6a61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9131311e11311a13113e163393151361913311e31651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3111133633131133331f163e169563361313ee161e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 63333161e1336111611191611115331611e6966661e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1911551131e611166313e31ee33163139ee3111331e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11339933116131e31393331151113336111131911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 113335e1131161e31e1319911111313113e331119551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000006000000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 933165e3391611131656e1e9e11966169313613666e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1399133e3193613a135351531313163ae96199ea1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e11313e131139163a35ee931111e6331191a36636316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 511313e1e113133e19113961631333663336333311e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1333e111f13111116353131111333e11311131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 33111531316311151111331151151136313133315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6311116e391a11113111996e1313e611e96ee1361693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111113151111113111111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 000e0000900000000006000000000000d00a0f0a0606, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e111396e396111113611eee36133ea361116e613633a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000f00d900000000d000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1511111111e111111151111111311111511111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 54: 13131e1111611e166693ee391e391116116e1e613691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000a00050000000000000000e0000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3636e11363311619691361113631e6165966316a313f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 111111e3336116333393a1e933e963361e3e33e111e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e111331a1913139e1e1eee33e111361335131313111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3119e13313111136311e311e913111361e3363116696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e331336639161336f353133313633a1a113111119933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1611333e133a331631ef366e36336116636336113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 05000000fa0000000f00000000a0090000f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000a0e00f0000a090000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000d00000000000000e0000000a00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 33911931e61a33311ed333a61611e1119e3313611ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11111111111111111111311111151111111211211119, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 67: 11113136131a119e31193e111515e311333e33663111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e31e93331e3111333e116131613516a11161e61313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e1e3131316311ea66331619ee31631316a3e3116619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000600a0900000000500d00000f0000000090d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000a00000000000005005000000e00090000059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0a0000000a00050000000000000000e00000000055d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 9631193e3311639e9e1eee131515311133931316e9e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e193533e166331e6199e3eeee1e113191619631f33a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000006f000050000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00a000000d00000000000060000009f0000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3333e51e116113e11651e13366e3113113663a61a336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31111111311311116311111121111111111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000000000006000000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000000000000000500500000000a0000e0055, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 36131313133311e311133e11e3119133113113313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00df0000000000000a00000a00505d900000d0550026, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000f000500e900000d000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000000000000000050ff0000000000fc800006a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000056f000000000000000009000000550000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 313351663116e19e6191313311113111136113631919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0500a000f00000f090000000000d0000000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0d00000000099900006ff00000009e00d0000d9900da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000000000000009090d00000e0000, Class:  0, CF:0.53919, Len:  4, Fitness_tra: 9
Rule 91: 1000051121e010000300e00ee30060100003110300e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3111113313511116111e311191111136111361111691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e1000030006301300050060400000c000000031000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13113111136131366111916611193e6131193a631e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11001010100013100103013311110001011100100010, Class:  1, CF:  1, Len: 23, Fitness_tra: 0
Rule 96: 0a0110013103111500013010010510e0013000315110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 03030e10f16e00100603ee300e30090600fe1e010090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0c0d00a0a00a09000000000000060900000000099000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0001051101e000166310e310e33163030ee0910330e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c000000a090000000007dd00000f0000000090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.1579
------Result------
Miss_rate(tra)	:38.1579
Miss_rate(tst)	:66.6667
ARL				:10.8571

------Generation 70------
Rule  1: 00000000000000000000000300000009000000000000, Class:  1, CF:0.99045, Len:  2, Fitness_tra: 22
Rule  2: 000000000000000000000000000009090d0000090000, Class:  0, CF:0.489112, Len:  4, Fitness_tra: 20
Rule  3: 000d0000000000000005000005000000000000090000, Class:  0, CF:0.551811, Len:  4, Fitness_tra: 12
Rule  4: 000000000000000000000000000009090d00000e0000, Class:  0, CF:0.53919, Len:  4, Fitness_tra: 9
Rule  5: 000d00000000000000000000000000000000900e0000, Class:  0, CF:0.487856, Len:  3, Fitness_tra: 8
Rule  6: 00000000000900000000000005000000000000000500, Class:  0, CF:0.440532, Len:  3, Fitness_tra: 7
Rule  7: 000000100a0000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  8: 1110111010101101000101010000111e510000001100, Class:  1, CF:0.999865, Len: 22, Fitness_tra: 0
Rule  9: 000000000000000f0000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 10: 00000000000000000005006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 11: 00000000000000000000000005000000000060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 00005000a000000a0000000060000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 000000000000000000000000d20000000600000000d0, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000000000000d00a0005000060000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 05090009000a00000000000000000000000000000600, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 995e951335311e3161339331e1e11166931191336613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3313353613111113131199193111116633e311191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 613319366166e39131316131959131369311131e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3119e513e9ea3311ae3131911691a616e931111631e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 331151e3313131311311311111111133113333111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 111133e1136133361611911311193611311136333e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9131191133e31113131eee13331e36633e3319161336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e000e00000000000f000006000000909000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 511ee131611a61e93911611136111163153e11113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 96ee19161e1116e1119136613e313161e111e3a6e1ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3111133331311113661191111111e993116331131e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1313e11113af31316111116611e13e6a93193a611113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a000e00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 113e1ee1131616e1311311119315931393113ae63ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613111f31316316e691e13313911661331613663133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5e11559399363611135e33e91319e3131e36131611e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111e33111111e113a15e1133311e1a169e316aa6a61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 9131311e11311a13113e163393151361913311e31651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3111133633131133331f163e169563361313ee161e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 63333161e1336111611191611115331611e6966661e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1911551131e611166313e31ee33163139ee3111331e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11339933116131e31393331151113336111131911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 113335e1131161e31e1319911111313113e331119551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000006000000000590000000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 933165e3391611131656e1e9e11966169313613666e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1399133e3193613a135351531313163ae96199ea1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e11313e131139163a35ee931111e6331191a36636316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 511313e1e113133e19113961631333663336333311e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1333e111f13111116353131111333e11311131111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 33111531316311151111331151151136313133315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6311116e391a11113111996e1313e611e96ee1361693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111113151111113111111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 000e0000900000000006000000000000d00a0f0a0606, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e111396e396111113611eee36133ea361116e613633a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000f00d900000000d000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1511111111e111111151111111311111511111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 54: 13131e1111611e166693ee391e391116116e1e613691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000a00050000000000000000e0000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3636e11363311619691361113631e6165966316a313f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 111111e3336116333393a1e933e963361e3e33e111e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e111331a1913139e1e1eee33e111361335131313111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3119e13313111136311e311e913111361e3363116696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: e331336639161336f353133313633a1a113111119933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
