------Generation 0------
Rule  1: 13e13ee1316a9191e191e1111e69ea333131e331e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3691391663311e1e31131e9119331613193651111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00600000ff90ff00000a5500000000000500000055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111111111111115111d9119155111116335111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d00000000ff00e500000fa0f0000f0d55050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000333aa06100001111361e010000000316063e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e651a91f090e11061001a1e30e00100a030013191393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1351e5e3116e9e1316111112116161131e6111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e50110030060000a313501011a0910301e3690300030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 900310000131f6033303000911f0a01f0065336f3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 931090003033101000093101000030000e6000660906, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6f00611033011109e1023115c11113011ef100e13151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000300000000000000e000e00009000000e00000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 003000030e6003e0313500010a6919011e360d030303, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9791
------Result------
Miss_rate(tra)	:43.9791
Miss_rate(tst)	:76.9231
ARL				:9.57143

------Generation 50------
Rule  1: 00005000000000000000000000000000000000000900, Class:  0, CF:0.36842, Len:  2, Fitness_tra: 47
Rule  2: 00000000500000000000030000000000000000000000, Class:  1, CF:0.647122, Len:  2, Fitness_tra: 8
Rule  3: 05000000000000000000000000000900000000990000, Class:  0, CF:0.492531, Len:  4, Fitness_tra: 7
Rule  4: 050000000000000000050000000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 00003000000000000000000000000000000900090000, Class:  1, CF:0.628278, Len:  3, Fitness_tra: 3
Rule  6: 00500000000000a000000000000000e90000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  7: 000000000000000e9000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  8: 11111111111111111111113111111113131111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule  9: 111111111111d1111111111211111111113113111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule 10: 00000000000005a000000000000009000d000d000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 6f61613663311333319661159e11e3319ee333e63e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 33616111e31311116e53a33393931333ee3111633359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11115111111113511111911911111111131111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 16516316e3311e13135e1e9311e111161111911313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33ee11113e1e113316ee3633161113363e16991fee1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6f006100a3011303310561159e01e3019ef300e03053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11111111113113118213133913312216131111111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000e00e0a00000e000000000056a000009000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13111961ee31333613e6313311311a16133391ea133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6191911333a3e6166311111361e111e3ee31316363e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9651191369619e33313931e9e31ea31e3131336f3616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000506000a0000eea00000000060e00000000009f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00a00050000000000065050f00a000fe000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1359e5e31e6e9e131611113ee16e61131e6111131696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000d00000000ff00e500000fa0f0000f0055050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 135199161333631131331ee331136313e96319e3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: ee9991111331391111e1313ee1111693151313611193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e1e11631363e316191ee9931196136ee63e3311e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 16311116313e31116e5199113915e3ea31e1e1113191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3e9e33311936331133e11631ee13636611331e61e191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 13e13ee1316a9191e191e1111e69ea333131e331e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e1131131363933163e131331611eae61e613a313636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000a000000000000000000000500000000f00a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 05000000a0000500000500000000000005f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 115e13e31e33111633111d31111e31e1e1aa313666e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e13e111313199e661139e111ee196a3313161aa1f31a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 131339e6111a631311e3313e3339136611331166119e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e1131536a1311113639131153515133a1e1111333151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6d05500a0005e900006af00000a6900ed0af0d9900da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000e000000000e000060000060000600006a00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3119e9e16161e3133e1115ee6e3e1631611331331311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1513111115111112115311112111113e131115111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00009000900000059900a00000000000000900000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 1e111131e1f61155e311e33151151113313913511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 311111e11311311111133311111111111511131e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 311113e6111331336e9e1393111931113111e1361613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e1311ee36e6a33ea313511111a6916311e369e336333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e993131639f316e113931e1133ee13111e113e9a16e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1311953633331111135931119e3131161e6ae1661396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6611911f693e9116111161ee3e61e116966113311e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000900000a000500e050005000009000000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 169311316961e3611e39119911113311e11116663333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1111ee11e1199131611ee3911319333e1e1616131633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 333e93e331aa336311e1119311193613111399611e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9e131911e131933331133e1991ee31313333113611e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0d05a0500000e00000d595050000e9f000ff0d990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 09000000000000000a00006600090e00000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000a000a0000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000a00050000000000500000000000000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13115131911111111513111111121113111111312111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1193913a1161363111111111633e6133393166331113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6600a0a00ea000000000000a00000ef000f00099fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 13133ee11131e6133313911111391311316319633151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3311396313363111311131e935353316311116331551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11933936131113136e93111199e1e63636e136663353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00900000000e00f000000000a0a6005e000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e15e11131113e913131e31ee1e31e311931311313133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9199113613631336391ee3513115e316e333156631e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39319511331361333e9111131111319a691e913a333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111111111111111111111191111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e3191e13666311611e16e3166153111191e5116631e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 91663e3ee1a133e3311366163ee93333e93e131a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 336e3e11331aa63e61136153ee3e3633939e1a331191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111111e11131163333366133e1e131163e3391361959, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e151e1116aa633e1639a31913333633a133611111693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: a693e13633163391611e111196613a13e161363f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 169315331e3311113393119195133336511631133151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1111111163331e95391311915133131111e113131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000a000000000000000000000500000000f00a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000900000a000500e050005000009000000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 113199111e131133131131153111133613331e11e533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 84: 0000000000000000a000000000000000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 85: 00009000900000059900a00000000000000e00000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 31315533113111111951111115313311111111111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 311e93311311319331913311e113136113611113e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3691391663311e1e31131e9119331613193651111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00600000ff90ff00000a5500000000000500000055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111111111111115111d9119155111116335111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d00000000ff00e500000fa0f0000f0d55050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000333aa06100001111361e010000000316063e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e651a91f090e11061001a1e30e00100a030013191393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1351e5e3116e9e1316111112116161131e6111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e50110030060000a313501011a0910301e3690300030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 900310000131f6033303000911f0a01f0065336f3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 931090003033101000093101000030000e6000660906, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6f00611033011109e1023115c11113011ef100e13151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000300000000000000e000e00009000000e00000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 003000030e6003e0313500010a6919011e360d030303, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9791
------Result------
Miss_rate(tra)	:43.9791
Miss_rate(tst)	:76.9231
ARL				:9.57143

------Generation 60------
Rule  1: 00005000000000000000000000000000000000000900, Class:  0, CF:0.36842, Len:  2, Fitness_tra: 47
Rule  2: 00000000500000000000030000000000000000000000, Class:  1, CF:0.647122, Len:  2, Fitness_tra: 8
Rule  3: 05000000000000000000000000000900000000990000, Class:  0, CF:0.492531, Len:  4, Fitness_tra: 7
Rule  4: 050000000000000000050000000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 00003000000000000000000000000000000900090000, Class:  1, CF:0.628278, Len:  3, Fitness_tra: 3
Rule  6: 00500000000000a000000000000000e90000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  7: 000000000000000e9000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  8: 11111111111111111111113111111113131111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule  9: 111111111111d1111111111211111111113113111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule 10: 00000000000005a000000000000009000d000d000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 6f61613663311333319661159e11e3319ee333e63e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 33616111e31311116e53a33393931333ee3111633359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11115111111113511111911911111111131111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 16516316e3311e13135e1e9311e111161111911313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33ee11113e1e113316ee3633161113363e16991fee1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6f006100a3011303310561159e01e3019ef300e03053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11111111113113118213133913312216131111111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000e00e0a00000e000000000056a000009000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13111961ee31333613e6313311311a16133391ea133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6191911333a3e6166311111361e111e3ee31316363e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9651191369619e33313931e9e31ea31e3131336f3616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000506000a0000eea00000000060e00000000009f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00a00050000000000065050f00a000fe000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1359e5e31e6e9e131611113ee16e61131e6111131696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000d00000000ff00e500000fa0f0000f0055050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 135199161333631131331ee331136313e96319e3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: ee9991111331391111e1313ee1111693151313611193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e1e11631363e316191ee9931196136ee63e3311e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 16311116313e31116e5199113915e3ea31e1e1113191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3e9e33311936331133e11631ee13636611331e61e191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 13e13ee1316a9191e191e1111e69ea333131e331e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e1131131363933163e131331611eae61e613a313636, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000a000000000000000000000500000000f00a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 05000000a0000500000500000000000005f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 115e13e31e33111633111d31111e31e1e1aa313666e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e13e111313199e661139e111ee196a3313161aa1f31a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 131339e6111a631311e3313e3339136611331166119e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e1131536a1311113639131153515133a1e1111333151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6d05500a0005e900006af00000a6900ed0af0d9900da, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000e000000000e000060000060000600006a00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3119e9e16161e3133e1115ee6e3e1631611331331311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1513111115111112115311112111113e131115111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00009000900000059900a00000000000000900000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 1e111131e1f61155e311e33151151113313913511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 311111e11311311111133311111111111511131e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 311113e6111331336e9e1393111931113111e1361613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e1311ee36e6a33ea313511111a6916311e369e336333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e993131639f316e113931e1133ee13111e113e9a16e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1311953633331111135931119e3131161e6ae1661396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6611911f693e9116111161ee3e61e116966113311e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000900000a000500e050005000009000000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 169311316961e3611e39119911113311e11116663333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1111ee11e1199131611ee3911319333e1e1616131633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 333e93e331aa336311e1119311193613111399611e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9e131911e131933331133e1991ee31313333113611e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0d05a0500000e00000d595050000e9f000ff0d990000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 09000000000000000a00006600090e00000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000a000a0000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000a00050000000000500000000000000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13115131911111111513111111121113111111312111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1193913a1161363111111111633e6133393166331113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6600a0a00ea000000000000a00000ef000f00099fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 13133ee11131e6133313911111391311316319633151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3311396313363111311131e935353316311116331551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11933936131113136e93111199e1e63636e136663353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00900000000e00f000000000a0a6005e000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e15e11131113e913131e31ee1e31e311931311313133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9199113613631336391ee3513115e316e333156631e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39319511331361333e9111131111319a691e913a333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111111111111111111111191111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e3191e13666311611e16e3166153111191e5116631e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 91663e3ee1a133e3311366163ee93333e93e131a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 336e3e11331aa63e61136153ee3e3633939e1a331191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 111111e11131163333366133e1e131163e3391361959, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e151e1116aa633e1639a31913333633a133611111693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: a693e13633163391611e111196613a13e161363f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 169315331e3311113393119195133336511631133151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1111111163331e95391311915133131111e113131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000a000000000000000000000500000000f00a000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000900000a000500e050005000009000000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 113199111e131133131131153111133613331e11e533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 84: 0000000000000000a000000000000000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 85: 00009000900000059900a00000000000000e00000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 31315533113111111951111115313311111111111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 311e93311311319331913311e113136113611113e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3691391663311e1e31131e9119331613193651111913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00600000ff90ff00000a5500000000000500000055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111111111111115111d9119155111116335111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d00000000ff00e500000fa0f0000f0d55050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000000333aa06100001111361e010000000316063e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e651a91f090e11061001a1e30e00100a030013191393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1351e5e3116e9e1316111112116161131e6111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e50110030060000a313501011a0910301e3690300030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 900310000131f6033303000911f0a01f0065336f3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 931090003033101000093101000030000e6000660906, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6f00611033011109e1023115c11113011ef100e13151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000300000000000000e000e00009000000e00000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 003000030e6003e0313500010a6919011e360d030303, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9791
------Result------
Miss_rate(tra)	:43.9791
Miss_rate(tst)	:76.9231
ARL				:9.57143

------Generation 70------
Rule  1: 00005000000000000000000000000000000000000900, Class:  0, CF:0.36842, Len:  2, Fitness_tra: 47
Rule  2: 00000000500000000000030000000000000000000000, Class:  1, CF:0.647122, Len:  2, Fitness_tra: 8
Rule  3: 05000000000000000000000000000900000000990000, Class:  0, CF:0.492531, Len:  4, Fitness_tra: 7
Rule  4: 050000000000000000050000000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 00003000000000000000000000000000000900090000, Class:  1, CF:0.628278, Len:  3, Fitness_tra: 3
Rule  6: 00500000000000a000000000000000e90000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  7: 000000000000000e9000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  8: 11111111111111111111113111111113131111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule  9: 111111111111d1111111111211111111113113111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule 10: 00000000000005a000000000000009000d000d000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 6f61613663311333319661159e11e3319ee333e63e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 33616111e31311116e53a33393931333ee3111633359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11115111111113511111911911111111131111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 16516316e3311e13135e1e9311e111161111911313e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 33ee11113e1e113316ee3633161113363e16991fee1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6f006100a3011303310561159e01e3019ef300e03053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11111111113113118213133913312216131111111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000e00e0a00000e000000000056a000009000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13111961ee31333613e6313311311a16133391ea133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6191911333a3e6166311111361e111e3ee31316363e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9651191369619e33313931e9e31ea31e3131336f3616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000506000a0000eea00000000060e00000000009f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00a00050000000000065050f00a000fe000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1359e5e31e6e9e131611113ee16e61131e6111131696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000d00000000ff00e500000fa0f0000f0055050005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 135199161333631131331ee331136313e96319e3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: ee9991111331391111e1313ee1111693151313611193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e1e11631363e316191ee9931196136ee63e3311e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
