------Generation 0------
Rule  1: 000900000000050000000050000000e0000f500095d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1111131133619191e39311333511131331ee11131153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.8639
------Result------
Miss_rate(tra)	:35.8639
Miss_rate(tst)	:61.5385
ARL				:4.03333

------Generation 100------
Rule  1: 000000000000000200000000000000000000000090d0, Class:  0, CF:0.34286, Len:  3, Fitness_tra: 34
Rule  2: 0000000000000900000000000000000e000000000000, Class:  0, CF:0.371961, Len:  2, Fitness_tra: 13
Rule  3: 00001200100000110005111100010000010000010021, Class:  1, CF:0.96688, Len: 15, Fitness_tra: 0
Rule  4: 0000000000000b00000000000000c000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule  5: 0000000000000900000000002d0d00000000000090d0, Class:  0, CF:0.668125, Len:  6, Fitness_tra: 3
Rule  6: 0000000000000900000000000c000c00000000000000, Class:  1, CF:0.922142, Len:  3, Fitness_tra: 0
Rule  7: 00000000000000090000006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 0000000000c000000000c0000000c000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 10: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 11: 0000000000e0000000000a0000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 12: 0000a000000000000000000000000009000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 13: 00050600c50000000000000000008009000000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 2
Rule 14: 000090000000050e00000000e0000000000000000000, Class:  1, CF:0.032267, Len:  4, Fitness_tra: 1
Rule 15: 00000000000000000000000000000000000000f0a000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 16: a000000000e000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 0000090000c000000000c09000000000000000000000, Class:  1, CF:0.961844, Len:  4, Fitness_tra: 1
Rule 18: 000000050000000005000000000000000055f0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 19: 6009000900000000000000000d0000000000090900d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 20: 000000000000000900000000000000070000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 21: 0000000005000000000900000000000000000e000909, Class:  0, CF:0.678721, Len:  5, Fitness_tra: 1
Rule 22: 000000000000000000000000000000000000c0089060, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 23: 000000000000000f0000000f00000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: 0000020500000500000000050000000000000000f000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 000000600000a000f020006000000e00000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 880006f0a005f00000af0000000000090000800900cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e1511de33e6661e361519313e19963aa336ae6636316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1113313616a311e91e911111131916111e1311131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 999e11331e131911a31e1116116133f395631e6ae196, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6611ee36116e1631e35ee3391313131a1e3a1363fa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1116331331611311e39363e333e3336139e613313193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 050d00f000000000006000000000d5000f00f0000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000009e00000000e00000000a06000000095e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: ee139133916316136353931993933361e931936a3116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000fae0f000f00a500000f60000000000005500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 933331e1633111e131169399111316131133116a33e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1131193ae1e1e1113981193635931131e11e91133e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 311e3133af1f9111613113333e11a61a1633e1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3363113335196f6ee311136161916313e9ee1331f6e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 13151911e136116a31511191e99111f113619eeae699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e11eee119af3a11633e36161195911a196133366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 911135e1e11133136393e63111193633136113333619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 391633363e6f331139e631333119133a1331e311661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e9361313951111e1111331191111a11691115161e331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1361133e11a36311363ee11113111e1691e181311619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0a0000000a00050000000000000000e00000000095d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 5000000900f000009e000e000095000f000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000a00000a0000000000000000000000000d0050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0650000e0090000e000e000000000000060a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e193911e1633131a393131163116a3333a611161911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13113931331691e113e363313311e6a3319333633113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000000000000000006000000e00000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11111131113331331115111111111113131111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111151933313191611113151131316e316311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6f33a1116e11933131336611e99e3396131116313611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 050002050000050005000f0000d0009000050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: eee91111e66161333133363311136a36311613361151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 133315e31e1111116399933e613e61e1111616166f31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111131113311116155111121311111111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51531333316131161e1e9e11131393361916366311ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000a000a00000000000006f00a00009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000f0000500500505900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11331111131139111111391155151111911113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161319e333fa93e663e613191e13363a131311131199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 6633e513313111916611311591111111991313115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111133913311113111e11121111113113119311118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13e11193111a3363361313191119113a366116e3169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63133113a31f16116e9e1135151113113e33331e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d0090000005000000000d00606060000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631315e1e11333e1ee9ee3333ee11a3f961313161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111111e133119191a113113115111113313e11131155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 999315ea63e36133131631e91111631a313613661ae6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0e000009000006e00000000000000000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111e153111113111335e31155d111113111111195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1113e96e31e133163353e3333a11633ae91655366113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31363e13611616116113613933951116ee16319311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311395116313133366513191116e13e619161e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a000f000a000f0000f00900500000ee90000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000d00000000090000e0000000a60000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000090fa000000500500000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000f0900000c0050000060009d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000080500000500000000050000000000000000f000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 0000000005e0e0000005006000000000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16131513331313116111511511313331991333133915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000a000e0000000000d000000000090000e09, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e131311363131119119331391161e6331e3393331151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000e0000000000a0000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000f0000500000005900000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 92: 00001200000000010005101100010000000000010001, Class:  1, CF:0.889302, Len: 10, Fitness_tra: 6
Rule 93: e036031090c110011013011001000106911051610330, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3e19e9c111633111a39e161611959a1319a613166911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000310003009000e0300030161900319e0e0100006e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000009000000e000000000000000000000000000000, Class:  0, CF:0.446457, Len:  2, Fitness_tra: 4
Rule 97: 0000000000a000000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1311113111333133111111111111111e111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000000009000000000000000c00000000000000, Class:  1, CF:0.871564, Len:  2, Fitness_tra: 17
Rule100: 1111131133619191e39311333511131331ee11131153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.8639
------Result------
Miss_rate(tra)	:35.8639
Miss_rate(tst)	:61.5385
ARL				:4.03333

------Generation 200------
Rule  1: 00000000000009000000000000000000000000000000, Class:  0, CF:0.258743, Len:  1, Fitness_tra: 49
Rule  2: 000000000000000200000000000000000000000090d0, Class:  0, CF:0.34286, Len:  3, Fitness_tra: 32
Rule  3: 0000000000000000000000c000000000000000000400, Class:  1, CF:0.623447, Len:  2, Fitness_tra: 25
Rule  4: 00000000009000000000000000000c00000000000000, Class:  1, CF:0.929718, Len:  2, Fitness_tra: 21
Rule  5: 00000000000000000000000000000008000000000000, Class:  1, CF:0.168559, Len:  1, Fitness_tra: 14
Rule  6: 0000000000000500000000000000000e000000000000, Class:  0, CF:0.311627, Len:  2, Fitness_tra: 11
Rule  7: 0000000000000500000000000c00000e000000000000, Class:  1, CF:0.591777, Len:  3, Fitness_tra: 9
Rule  8: 0000000000e0000000000000000000000000000000d0, Class:  0, CF:0.23775, Len:  2, Fitness_tra: 6
Rule  9: 0000000000000e0000000000800000000000000090d0, Class:  0, CF:0.568301, Len:  4, Fitness_tra: 6
Rule 10: 0000000000000900000000000000000e000000000000, Class:  0, CF:0.371961, Len:  2, Fitness_tra: 6
Rule 11: 0000000000000b000000000000000000000020000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 0000000000e00000000000000000c000000000000000, Class:  1, CF:0.684523, Len:  2, Fitness_tra: 4
Rule 13: 0000000000c000000000c00000000000000000000000, Class:  1, CF:0.974543, Len:  2, Fitness_tra: 4
Rule 14: 00d0000000000000000000000000c000000000000000, Class:  1, CF:0.680003, Len:  2, Fitness_tra: 2
Rule 15: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule 16: 00000000000009000000000000000c00000000000000, Class:  1, CF:0.871564, Len:  2, Fitness_tra: 3
Rule 17: 00000000000009000000000700000000000000000000, Class:  1, CF:0.571114, Len:  2, Fitness_tra: 1
Rule 18: 00d0000000000000000000000c000c00000000000000, Class:  1, CF:0.962723, Len:  3, Fitness_tra: 2
Rule 19: 0000000000e000000000060000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 20: 0000000000000002000000000000c0000000000000d0, Class:  1, CF:0.584035, Len:  3, Fitness_tra: 2
Rule 21: 0000000000000900000000002d0d00000000000090d0, Class:  0, CF:0.668125, Len:  6, Fitness_tra: 2
Rule 22: 0000000050000000000000000000c000000020000000, Class:  1, CF:0.736086, Len:  3, Fitness_tra: 1
Rule 23: 0000a000000000000000000000000009000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: 00d0800000000000000000000c106000000000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 25: 00000000000000090000006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 0000000000000e00000000008d0d00000000000090d0, Class:  0, CF:0.748439, Len:  6, Fitness_tra: 1
Rule 27: a000000000e000000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 29: 00000000000000000000000000000000000000f0a000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 30: 000000050000000005000000000000000055f0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 31: 000000000000000f0000000a00000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 32: 0000800000000500000000000c000e00000000000000, Class:  1, CF:0.547035, Len:  4, Fitness_tra: 1
Rule 33: 00e00000000000000000c00000000000000000000000, Class:  1, CF:0.512125, Len:  2, Fitness_tra: 1
Rule 34: 0000000000e000000000000000000c00000000000000, Class:  1, CF:0.916333, Len:  2, Fitness_tra: 0
Rule 35: 00000000fae0f000f00a500000f60000000000005500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 933331e1633111e131169399111316131133116a33e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1131193ae1e1e1113981193635931131e11e91133e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 311e3133af1f9111613113333e11a61a1633e1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3363113335196f6ee311136161916313e9ee1331f6e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 13151911e136116a31511191e99111f113619eeae699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e11eee119af3a11633e36161195911a196133366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 911135e1e11133136393e63111193633136113333619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 391633363e6f331139e631333119133a1331e311661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e9361313951111e1111331191111a11691115161e331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1361133e11a36311363ee11113111e1691e181311619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0a0000000a00050000000000000000e00000000095d0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 5000000900f000009e000e000095000f000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000a00000a0000000000000000000000000d0050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0650000e0090000e000e000000000000060a00000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e193911e1633131a393131163116a3333a611161911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13113931331691e113e363313311e6a3319333633113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000000000000000006000000e00000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11111131113331331115111111111113131111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111151933313191611113151131316e316311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 6f33a1116e11933131336611e99e3396131116313611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 050002050000050005000f0000d0009000050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: eee91111e66161333133363311136a36311613361151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 133315e31e1111116399933e613e61e1111616166f31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111131113311116155111121311111111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51531333316131161e1e9e11131393361916366311ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000a000a00000000000006f00a00009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000f0000500500505900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11331111131139111111391155151111911113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161319e333fa93e663e613191e13363a131311131199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0a0000f000000000000f00000f000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 6633e513313111916611311591111111991313115511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111133913311113111e11121111113113119311118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13e11193111a3363361313191119113a366116e3169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 63133113a31f16116e9e1135151113113e33331e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d0090000005000000000d00606060000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631315e1e11333e1ee9ee3333ee11a3f961313161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 111111e133119191a113113115111113313e11131155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 999315ea63e36133131631e91111631a313613661ae6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0e000009000006e00000000000000000000090000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 111e153111113111335e31155d111113111111195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1113e96e31e133163353e3333a11633ae91655366113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31363e13611616116113613933951116ee16319311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311395116313133366513191116e13e619161e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: a000f000a000f0000f00900500000ee90000000e0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000f0000f000000000000a00000000000000505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f00050000000500000000000d00ee00050000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11163e1a31a11ee31111ee335111911613133191e199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000a0000d000f00000500000000090000000d050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3e6311e1111a51e31911119e631111633e399116163e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000fa00000000000000000df000000009000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31e313136e36361e31331111393131369eee53636111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000a000a00000000000006f00a00009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111153113311111e311113115113131993e11315112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e3591911a31a13e311561111113916111e313119e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 01de31330f1f9310010110333001a61016000010015b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 33163e11341691e163e3633133951116e19631933113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0000000000000500000000000000000000000000b000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule 94: 000000000000000000000410000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000090d000000000008d0d0050000000e000d0, Class:  0, CF:0.587489, Len:  8, Fitness_tra: 0
Rule 96: 00108001600013076050310011001306100010010001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000000000000d00a00500005000060500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 020000050000000005000000000000000055f0000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 1000000001300e0100551101810110110010100190d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0003a0010ee190300130000109d0039003110030e080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.4188
------Result------
Miss_rate(tra)	:20.4188
Miss_rate(tst)	:42.3077
ARL				:2.89744

------Generation 300------
Rule  1: 0000000000000000000000000c000000000000000000, Class:  1, CF:0.758074, Len:  1, Fitness_tra: 64
Rule  2: 000000000000090000000000800000000000000000d0, Class:  0, CF:0.507277, Len:  3, Fitness_tra: 40
Rule  3: 00000000000009000000000000000000000000000000, Class:  0, CF:0.258743, Len:  1, Fitness_tra: 13
Rule  4: 000000000000000200000000000000000000000090d0, Class:  0, CF:0.34286, Len:  3, Fitness_tra: 14
Rule  5: 00000000009000000000000000000c00000000000000, Class:  1, CF:0.929718, Len:  2, Fitness_tra: 13
Rule  6: 0000000000000e000000000000000000000000009000, Class:  0, CF:0.468108, Len:  2, Fitness_tra: 5
Rule  7: 00000000000000000000000000000008000000000000, Class:  1, CF:0.168559, Len:  1, Fitness_tra: 11
Rule  8: 00000070000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  9: 000000000000000200000005000000000000200000d0, Class:  0, CF:0.442094, Len:  4, Fitness_tra: 8
Rule 10: 0000000000000500000000000000000e000000000000, Class:  0, CF:0.311627, Len:  2, Fitness_tra: 2
Rule 11: 00000000000000300000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule 12: 0000000000000900000000000000000e000000000000, Class:  0, CF:0.371961, Len:  2, Fitness_tra: 0
Rule 13: 0000000000000b000000000000000000000020000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 14: 00d0000000000000000000000000c000000000000000, Class:  1, CF:0.680003, Len:  2, Fitness_tra: 4
Rule 15: 0000000000000000000000c000000000000000000400, Class:  1, CF:0.623447, Len:  2, Fitness_tra: 2
Rule 16: 000000000090000000000000800000000000000000d0, Class:  0, CF:0.287245, Len:  3, Fitness_tra: 2
Rule 17: 00e000000000000000000000000000000000000090d0, Class:  0, CF:0.43027, Len:  3, Fitness_tra: 1
Rule 18: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 19: 0000000000000002000000000000c0000000000000d0, Class:  1, CF:0.584035, Len:  3, Fitness_tra: 2
Rule 20: 0000000000e0000000000000000000000000000000d0, Class:  0, CF:0.23775, Len:  2, Fitness_tra: 2
Rule 21: 0000000000c000000000c00000000000000000000000, Class:  1, CF:0.974543, Len:  2, Fitness_tra: 2
Rule 22: 0000000000e00000000000000000c000000000000000, Class:  1, CF:0.684523, Len:  2, Fitness_tra: 2
Rule 23: 000000020000090000000000200000090000000000d0, Class:  0, CF:0.549779, Len:  5, Fitness_tra: 1
Rule 24: 00000000000009000000000000000c00000000000000, Class:  1, CF:0.871564, Len:  2, Fitness_tra: 1
Rule 25: 00e00000000000000000c00000000000000000000000, Class:  1, CF:0.512125, Len:  2, Fitness_tra: 1
Rule 26: 0006000000000000900000000000000000000a000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 27: 0000a000000000000000000000000009000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 0000000000e000000000060000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 29: 000000000000000000000000000000f0000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 30: 000000050000000005000000000000000055f0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 31: 000000000000000000000000000d00000055000090d0, Class:  0, CF:0.492674, Len:  5, Fitness_tra: 0
Rule 32: 0000000000000e0000000000800000000000000090d0, Class:  0, CF:0.568301, Len:  4, Fitness_tra: 0
Rule 33: 0000000000000900000000002d0d00000000000090d0, Class:  0, CF:0.668125, Len:  6, Fitness_tra: 0
Rule 34: 00000000000009000000000700000000000000000000, Class:  1, CF:0.571114, Len:  2, Fitness_tra: 0
Rule 35: 0000000000e000000000000000000c00000000000000, Class:  1, CF:0.916333, Len:  2, Fitness_tra: 0
Rule 36: 933331e1633111e131169399111316131133116a33e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1131193ae1e1e1113981193635931131e11e91133e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 311e3133af1f9111613113333e11a61a1633e1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3363113335196f6ee311136161916313e9ee1331f6e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 13151911e136116a31511191e99111f113619eeae699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d0000600550000005d00a00500005000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e11eee119af3a11633e36161195911a196133366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 911135e1e11133136393e63111193633136113333619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 391633363e6f331139e631333119133a1331e311661e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e9361313951111e1111331191111a11691115161e331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1361133e11a36311363ee11113111e1691e181311619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
