------Generation 0------
Rule  1: c15221cd1282212172, Class:  1, CF:0.999378, Len: 18, Fitness_tra: 0
Rule 72: 5a0000000000000000, Class:  0, CF:0.740113, Len:  2, Fitness_tra: 0
Rule 73: 0000000f0000000000, Class:  1, CF:0.00404446, Len:  1, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0c0c7000c000007000, Class:  1, CF:0.196592, Len:  5, Fitness_tra: 0
Rule 76: 115cc211212881118d, Class:  1, CF:0.355142, Len: 18, Fitness_tra: 0
Rule 77: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 313111929e1d9c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000070, Class:  1, CF:0.0256141, Len:  1, Fitness_tra: 0
Rule 80: 1214171e1827c11151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 0c0c00000400c00008, Class:  1, CF:0.249171, Len:  5, Fitness_tra: -1
Rule 82: 000000000000000400, Class:  1, CF:0.0697429, Len:  1, Fitness_tra: 0
Rule 83: 000000000700000000, Class:  0, CF:0.135716, Len:  1, Fitness_tra: -21
Rule 84: 3311841c5311914383, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 911d1c1cd911317359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39a1c2e411195233d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 39fdc43c1559129319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000008000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000000c00000028, Class:  1, CF:0.288807, Len:  4, Fitness_tra: -2
Rule 91: c8001e000000025887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 30000b000000080000, Class:  0, CF:0.830851, Len:  3, Fitness_tra: 0
Rule 93: 080220090600001c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0e8cbb010102d02271, Class:  0, CF:0.104728, Len: 13, Fitness_tra: 0
Rule 95: 000000003000005000, Class:  1, CF:0.0185282, Len:  2, Fitness_tra: 0
Rule 96: 906c01000950110820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000c000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 1111202500cc004013, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 11c4711375c1141115, Class:  0, CF:0.745519, Len: 18, Fitness_tra: 0
Rule100: 316000321090001024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.3675
------Result------
Miss_rate(tra)	:37.3675
Miss_rate(tst)	:29.4118
ARL				:5.36364

------Generation 70------
Rule  1: 000c0b0000c0000000, Class:  1, CF:0.456417, Len:  3, Fitness_tra: 99
Rule  2: 00000000000000000a, Class:  0, CF:0.466375, Len:  1, Fitness_tra: 64
Rule  3: 00000000300000a000, Class:  0, CF:0.338733, Len:  2, Fitness_tra: 36
Rule  4: 000000000000000600, Class:  0, CF:0.19983, Len:  1, Fitness_tra: 37
Rule  5: 00000b0000c000d000, Class:  1, CF:0.737853, Len:  3, Fitness_tra: 35
Rule  6: 0000000000000070b0, Class:  0, CF:0.241373, Len:  2, Fitness_tra: 20
Rule  7: 000000000000005000, Class:  1, CF:0.434916, Len:  1, Fitness_tra: 15
Rule  8: 00000000000000d000, Class:  1, CF:0.372345, Len:  1, Fitness_tra: 14
Rule  9: 000000003000000000, Class:  0, CF:0.205134, Len:  1, Fitness_tra: 18
Rule 10: 000000002000000002, Class:  1, CF:0.283387, Len:  2, Fitness_tra: 4
Rule 11: 000cc0000000000000, Class:  0, CF:0.751835, Len:  2, Fitness_tra: 5
Rule 12: 0000000040400000d5, Class:  1, CF:0.315487, Len:  4, Fitness_tra: 2
Rule 13: 000080003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 14: 60000000300000a000, Class:  0, CF:0.570047, Len:  3, Fitness_tra: 3
Rule 15: 00000c000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 16: 002000000000080000, Class:  0, CF:0.948924, Len:  2, Fitness_tra: 2
Rule 17: 000000000000000080, Class:  1, CF:0.119143, Len:  1, Fitness_tra: 8
Rule 18: 000000000000000002, Class:  1, CF:0.107865, Len:  1, Fitness_tra: -1
Rule 19: 0180a080300cd08003, Class:  1, CF:0.976803, Len:  9, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8814b2581c1d12121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 5c2111117211c812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21dc1225851214228c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1154211315c1141115, Class:  1, CF:0.646563, Len: 18, Fitness_tra: 0
Rule 25: 2812228dc81852111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 006000000000000000, Class:  1, CF:0.0618307, Len:  1, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19a22151915514115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0050007e07b0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: c884148d2144d25847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133522129913315225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 500c0000c000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c7000500000b000, Class:  0, CF:0.0707972, Len:  4, Fitness_tra: 0
Rule 35: 2d3421c521841c14c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 12314151528122511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1281bbc18142dc2271, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2932148d21c18415cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00f000000000000000, Class:  0, CF:0.127579, Len:  1, Fitness_tra: 0
Rule 42: 1315c1e21155322589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0005cb005000000000, Class:  0, CF:0.338557, Len:  4, Fitness_tra: 0
Rule 44: 33e512311391381182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000b0000c00000200, Class:  1, CF:0.0410074, Len:  3, Fitness_tra: 0
Rule 46: 913d119733d5541151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 13127451c328541111, Class:  1, CF:0.886231, Len: 18, Fitness_tra: 0
Rule 48: c004b00000000c0022, Class:  0, CF:0.445805, Len:  6, Fitness_tra: 0
Rule 49: 31611b321e91121124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1a1c4923311122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11872211c2c22c8121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000c0008d00d00000, Class:  0, CF:0.0480795, Len:  4, Fitness_tra: 0
Rule 54: 1112242511cc444213, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 8551128145c1d14814, Class:  0, CF:0.0177251, Len: 18, Fitness_tra: 0
Rule 56: 936811e45959111825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000200000c500, Class:  1, CF:0.186747, Len:  3, Fitness_tra: 0
Rule 58: 5181c181121cd18293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e0e00007003000b009, Class:  1, CF:0.788848, Len:  6, Fitness_tra: 0
Rule 60: 111142111544c251c4, Class:  0, CF:0.16114, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: dd112c5c55d5225251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 003000005d00200020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 200000000000000000, Class:  1, CF:0.100939, Len:  1, Fitness_tra: -1
Rule 65: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 003000005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 99112b12e3533c11c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 21d8c42511c2111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11112b2121c4121531, Class:  0, CF:0.223239, Len: 18, Fitness_tra: 0
Rule 70: 000000005000000000, Class:  1, CF:0.0243301, Len:  1, Fitness_tra: 0
Rule 71: c004b0000000000002, Class:  1, CF:0.0319498, Len:  4, Fitness_tra: 0
Rule 72: 5a0000000000000000, Class:  0, CF:0.740113, Len:  2, Fitness_tra: 0
Rule 73: 0000000f0000000000, Class:  1, CF:0.00404446, Len:  1, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0c0c7000c000007000, Class:  1, CF:0.196592, Len:  5, Fitness_tra: 0
Rule 76: 115cc211212881118d, Class:  1, CF:0.355142, Len: 18, Fitness_tra: 0
Rule 77: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 313111929e1d9c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000070, Class:  1, CF:0.0256141, Len:  1, Fitness_tra: 0
Rule 80: 1214171e1827c11151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 0c0c00000400c00008, Class:  1, CF:0.249171, Len:  5, Fitness_tra: -1
Rule 82: 000000000000000400, Class:  1, CF:0.0697429, Len:  1, Fitness_tra: 0
Rule 83: 000000000700000000, Class:  0, CF:0.135716, Len:  1, Fitness_tra: -21
Rule 84: 3311841c5311914383, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 911d1c1cd911317359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39a1c2e411195233d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 39fdc43c1559129319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000008000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000000c00000028, Class:  1, CF:0.288807, Len:  4, Fitness_tra: -2
Rule 91: c8001e000000025887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 30000b000000080000, Class:  0, CF:0.830851, Len:  3, Fitness_tra: 0
Rule 93: 080220090600001c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0e8cbb010102d02271, Class:  0, CF:0.104728, Len: 13, Fitness_tra: 0
Rule 95: 000000003000005000, Class:  1, CF:0.0185282, Len:  2, Fitness_tra: 0
Rule 96: 906c01000950110820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000c000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 1111202500cc004013, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 11c4711375c1141115, Class:  0, CF:0.745519, Len: 18, Fitness_tra: 0
Rule100: 316000321090001024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.3675
------Result------
Miss_rate(tra)	:37.3675
Miss_rate(tst)	:29.4118
ARL				:5.36364

------Generation 80------
Rule  1: 000c0b0000c0000000, Class:  1, CF:0.456417, Len:  3, Fitness_tra: 99
Rule  2: 00000000000000000a, Class:  0, CF:0.466375, Len:  1, Fitness_tra: 64
Rule  3: 00000000300000a000, Class:  0, CF:0.338733, Len:  2, Fitness_tra: 36
Rule  4: 000000000000000600, Class:  0, CF:0.19983, Len:  1, Fitness_tra: 37
Rule  5: 00000b0000c000d000, Class:  1, CF:0.737853, Len:  3, Fitness_tra: 35
Rule  6: 0000000000000070b0, Class:  0, CF:0.241373, Len:  2, Fitness_tra: 20
Rule  7: 000000000000005000, Class:  1, CF:0.434916, Len:  1, Fitness_tra: 15
Rule  8: 00000000000000d000, Class:  1, CF:0.372345, Len:  1, Fitness_tra: 14
Rule  9: 000000003000000000, Class:  0, CF:0.205134, Len:  1, Fitness_tra: 18
Rule 10: 000000002000000002, Class:  1, CF:0.283387, Len:  2, Fitness_tra: 4
Rule 11: 000cc0000000000000, Class:  0, CF:0.751835, Len:  2, Fitness_tra: 5
Rule 12: 0000000040400000d5, Class:  1, CF:0.315487, Len:  4, Fitness_tra: 2
Rule 13: 000080003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 14: 60000000300000a000, Class:  0, CF:0.570047, Len:  3, Fitness_tra: 3
Rule 15: 00000c000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 16: 002000000000080000, Class:  0, CF:0.948924, Len:  2, Fitness_tra: 2
Rule 17: 000000000000000080, Class:  1, CF:0.119143, Len:  1, Fitness_tra: 8
Rule 18: 000000000000000002, Class:  1, CF:0.107865, Len:  1, Fitness_tra: -1
Rule 19: 0180a080300cd08003, Class:  1, CF:0.976803, Len:  9, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8814b2581c1d12121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 5c2111117211c812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21dc1225851214228c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1154211315c1141115, Class:  1, CF:0.646563, Len: 18, Fitness_tra: 0
Rule 25: 2812228dc81852111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 006000000000000000, Class:  1, CF:0.0618307, Len:  1, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19a22151915514115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0050007e07b0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: c884148d2144d25847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133522129913315225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 500c0000c000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c7000500000b000, Class:  0, CF:0.0707972, Len:  4, Fitness_tra: 0
Rule 35: 2d3421c521841c14c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 12314151528122511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1281bbc18142dc2271, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2932148d21c18415cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00f000000000000000, Class:  0, CF:0.127579, Len:  1, Fitness_tra: 0
Rule 42: 1315c1e21155322589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0005cb005000000000, Class:  0, CF:0.338557, Len:  4, Fitness_tra: 0
Rule 44: 33e512311391381182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000b0000c00000200, Class:  1, CF:0.0410074, Len:  3, Fitness_tra: 0
Rule 46: 913d119733d5541151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 13127451c328541111, Class:  1, CF:0.886231, Len: 18, Fitness_tra: 0
Rule 48: c004b00000000c0022, Class:  0, CF:0.445805, Len:  6, Fitness_tra: 0
Rule 49: 31611b321e91121124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1a1c4923311122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11872211c2c22c8121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000c0008d00d00000, Class:  0, CF:0.0480795, Len:  4, Fitness_tra: 0
Rule 54: 1112242511cc444213, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 8551128145c1d14814, Class:  0, CF:0.0177251, Len: 18, Fitness_tra: 0
Rule 56: 936811e45959111825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000200000c500, Class:  1, CF:0.186747, Len:  3, Fitness_tra: 0
Rule 58: 5181c181121cd18293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e0e00007003000b009, Class:  1, CF:0.788848, Len:  6, Fitness_tra: 0
Rule 60: 111142111544c251c4, Class:  0, CF:0.16114, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: dd112c5c55d5225251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 003000005d00200020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 200000000000000000, Class:  1, CF:0.100939, Len:  1, Fitness_tra: -1
Rule 65: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 003000005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 99112b12e3533c11c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 21d8c42511c2111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11112b2121c4121531, Class:  0, CF:0.223239, Len: 18, Fitness_tra: 0
Rule 70: 000000005000000000, Class:  1, CF:0.0243301, Len:  1, Fitness_tra: 0
Rule 71: c004b0000000000002, Class:  1, CF:0.0319498, Len:  4, Fitness_tra: 0
Rule 72: 5a0000000000000000, Class:  0, CF:0.740113, Len:  2, Fitness_tra: 0
Rule 73: 0000000f0000000000, Class:  1, CF:0.00404446, Len:  1, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0c0c7000c000007000, Class:  1, CF:0.196592, Len:  5, Fitness_tra: 0
Rule 76: 115cc211212881118d, Class:  1, CF:0.355142, Len: 18, Fitness_tra: 0
Rule 77: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 313111929e1d9c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000070, Class:  1, CF:0.0256141, Len:  1, Fitness_tra: 0
Rule 80: 1214171e1827c11151, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 0c0c00000400c00008, Class:  1, CF:0.249171, Len:  5, Fitness_tra: -1
Rule 82: 000000000000000400, Class:  1, CF:0.0697429, Len:  1, Fitness_tra: 0
Rule 83: 000000000700000000, Class:  0, CF:0.135716, Len:  1, Fitness_tra: -21
Rule 84: 3311841c5311914383, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 911d1c1cd911317359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 39a1c2e411195233d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 39fdc43c1559129319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000008000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000000c00000028, Class:  1, CF:0.288807, Len:  4, Fitness_tra: -2
Rule 91: c8001e000000025887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 30000b000000080000, Class:  0, CF:0.830851, Len:  3, Fitness_tra: 0
Rule 93: 080220090600001c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0e8cbb010102d02271, Class:  0, CF:0.104728, Len: 13, Fitness_tra: 0
Rule 95: 000000003000005000, Class:  1, CF:0.0185282, Len:  2, Fitness_tra: 0
Rule 96: 906c01000950110820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000c000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 1111202500cc004013, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 11c4711375c1141115, Class:  0, CF:0.745519, Len: 18, Fitness_tra: 0
Rule100: 316000321090001024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.3675
------Result------
Miss_rate(tra)	:37.3675
Miss_rate(tst)	:29.4118
ARL				:5.36364

------Generation 90------
Rule  1: 000c0b0000c0000000, Class:  1, CF:0.456417, Len:  3, Fitness_tra: 99
Rule  2: 00000000000000000a, Class:  0, CF:0.466375, Len:  1, Fitness_tra: 64
Rule  3: 00000000300000a000, Class:  0, CF:0.338733, Len:  2, Fitness_tra: 36
Rule  4: 000000000000000600, Class:  0, CF:0.19983, Len:  1, Fitness_tra: 37
Rule  5: 00000b0000c000d000, Class:  1, CF:0.737853, Len:  3, Fitness_tra: 35
Rule  6: 0000000000000070b0, Class:  0, CF:0.241373, Len:  2, Fitness_tra: 20
Rule  7: 000000000000005000, Class:  1, CF:0.434916, Len:  1, Fitness_tra: 15
Rule  8: 00000000000000d000, Class:  1, CF:0.372345, Len:  1, Fitness_tra: 14
Rule  9: 000000003000000000, Class:  0, CF:0.205134, Len:  1, Fitness_tra: 18
Rule 10: 000000002000000002, Class:  1, CF:0.283387, Len:  2, Fitness_tra: 4
Rule 11: 000cc0000000000000, Class:  0, CF:0.751835, Len:  2, Fitness_tra: 5
Rule 12: 0000000040400000d5, Class:  1, CF:0.315487, Len:  4, Fitness_tra: 2
Rule 13: 000080003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 14: 60000000300000a000, Class:  0, CF:0.570047, Len:  3, Fitness_tra: 3
Rule 15: 00000c000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 16: 002000000000080000, Class:  0, CF:0.948924, Len:  2, Fitness_tra: 2
Rule 17: 000000000000000080, Class:  1, CF:0.119143, Len:  1, Fitness_tra: 8
Rule 18: 000000000000000002, Class:  1, CF:0.107865, Len:  1, Fitness_tra: -1
Rule 19: 0180a080300cd08003, Class:  1, CF:0.976803, Len:  9, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8814b2581c1d12121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 5c2111117211c812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 21dc1225851214228c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1154211315c1141115, Class:  1, CF:0.646563, Len: 18, Fitness_tra: 0
Rule 25: 2812228dc81852111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 006000000000000000, Class:  1, CF:0.0618307, Len:  1, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 19a22151915514115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0050007e07b0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: c884148d2144d25847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133522129913315225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 500c0000c000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c7000500000b000, Class:  0, CF:0.0707972, Len:  4, Fitness_tra: 0
Rule 35: 2d3421c521841c14c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 12314151528122511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1281bbc18142dc2271, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2932148d21c18415cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00f000000000000000, Class:  0, CF:0.127579, Len:  1, Fitness_tra: 0
Rule 42: 1315c1e21155322589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0005cb005000000000, Class:  0, CF:0.338557, Len:  4, Fitness_tra: 0
Rule 44: 33e512311391381182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000b0000c00000200, Class:  1, CF:0.0410074, Len:  3, Fitness_tra: 0
Rule 46: 913d119733d5541151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 13127451c328541111, Class:  1, CF:0.886231, Len: 18, Fitness_tra: 0
Rule 48: c004b00000000c0022, Class:  0, CF:0.445805, Len:  6, Fitness_tra: 0
Rule 49: 31611b321e91121124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1a1c4923311122159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11872211c2c22c8121, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000c0008d00d00000, Class:  0, CF:0.0480795, Len:  4, Fitness_tra: 0
Rule 54: 1112242511cc444213, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 8551128145c1d14814, Class:  0, CF:0.0177251, Len: 18, Fitness_tra: 0
Rule 56: 936811e45959111825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000200000c500, Class:  1, CF:0.186747, Len:  3, Fitness_tra: 0
Rule 58: 5181c181121cd18293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e0e00007003000b009, Class:  1, CF:0.788848, Len:  6, Fitness_tra: 0
Rule 60: 111142111544c251c4, Class:  0, CF:0.16114, Len: 18, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: dd112c5c55d5225251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 003000005d00200020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 200000000000000000, Class:  1, CF:0.100939, Len:  1, Fitness_tra: -1
Rule 65: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 66: 003000005d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 99112b12e3533c11c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 21d8c42511c2111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11112b2121c4121531, Class:  0, CF:0.223239, Len: 18, Fitness_tra: 0
Rule 70: 000000005000000000, Class:  1, CF:0.0243301, Len:  1, Fitness_tra: 0
