------Generation 0------
Rule  1: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 191dcc185d88519113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 131581e25111324183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000003000000000, Class:  0, CF:0.249081, Len:  1, Fitness_tra: 46
Rule 86: 19182251131d912c85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3eadc1ec1111343953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1a5413499d9321213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d56000d05000500000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000209000005c0117, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 809c1b250c12060000, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 93: e13d44111393102983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 190700000000000000, Class:  0, CF:0.0982652, Len:  3, Fitness_tra: 0
Rule 95: 00544058c500010101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40cc40dc000c101d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000080000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 849c1b050c12020010, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 1027b00eb200080022, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0900e0000008c00008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1025
------Result------
Miss_rate(tra)	:37.1025
Miss_rate(tst)	:40
ARL				:6.55556

------Generation 70------
Rule  1: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 78
Rule  2: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 70
Rule  3: 000000000000000006, Class:  0, CF:0.509689, Len:  1, Fitness_tra: 68
Rule  4: b00000000000000000, Class:  0, CF:0.242488, Len:  1, Fitness_tra: 35
Rule  5: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 0
Rule  6: 000000000000000300, Class:  0, CF:0.160912, Len:  1, Fitness_tra: -6
Rule  7: e00000000000000000, Class:  1, CF:0.746507, Len:  1, Fitness_tra: 13
Rule  8: 00c7b0000000000000, Class:  0, CF:0.257732, Len:  3, Fitness_tra: 10
Rule  9: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 10
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 7
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule 13: 000000000e00000070, Class:  0, CF:0.652241, Len:  2, Fitness_tra: 6
Rule 14: 000000000000000007, Class:  0, CF:0.134995, Len:  1, Fitness_tra: 2
Rule 15: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 2
Rule 16: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 17: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 18: 000000000000000b7b, Class:  0, CF:0.360114, Len:  3, Fitness_tra: 0
Rule 19: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 0
Rule 20: 029000000000000000, Class:  1, CF:0.366931, Len:  2, Fitness_tra: 1
Rule 21: 000000850000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 22: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 00f000000000000000, Class:  0, CF:0.560663, Len:  1, Fitness_tra: 1
Rule 24: 0e0000000500000000, Class:  0, CF:0.373216, Len:  2, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 191dcc185d88519113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 131581e25111324183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000003000000000, Class:  0, CF:0.249081, Len:  1, Fitness_tra: 46
Rule 86: 19182251131d912c85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3eadc1ec1111343953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1a5413499d9321213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d56000d05000500000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000209000005c0117, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 809c1b250c12060000, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 93: e13d44111393102983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 190700000000000000, Class:  0, CF:0.0982652, Len:  3, Fitness_tra: 0
Rule 95: 00544058c500010101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40cc40dc000c101d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000080000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 849c1b050c12020010, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 1027b00eb200080022, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0900e0000008c00008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1025
------Result------
Miss_rate(tra)	:37.1025
Miss_rate(tst)	:40
ARL				:6.55556

------Generation 80------
Rule  1: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 78
Rule  2: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 70
Rule  3: 000000000000000006, Class:  0, CF:0.509689, Len:  1, Fitness_tra: 68
Rule  4: b00000000000000000, Class:  0, CF:0.242488, Len:  1, Fitness_tra: 35
Rule  5: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 0
Rule  6: 000000000000000300, Class:  0, CF:0.160912, Len:  1, Fitness_tra: -6
Rule  7: e00000000000000000, Class:  1, CF:0.746507, Len:  1, Fitness_tra: 13
Rule  8: 00c7b0000000000000, Class:  0, CF:0.257732, Len:  3, Fitness_tra: 10
Rule  9: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 10
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 7
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule 13: 000000000e00000070, Class:  0, CF:0.652241, Len:  2, Fitness_tra: 6
Rule 14: 000000000000000007, Class:  0, CF:0.134995, Len:  1, Fitness_tra: 2
Rule 15: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 2
Rule 16: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 17: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 18: 000000000000000b7b, Class:  0, CF:0.360114, Len:  3, Fitness_tra: 0
Rule 19: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 0
Rule 20: 029000000000000000, Class:  1, CF:0.366931, Len:  2, Fitness_tra: 1
Rule 21: 000000850000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 22: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 00f000000000000000, Class:  0, CF:0.560663, Len:  1, Fitness_tra: 1
Rule 24: 0e0000000500000000, Class:  0, CF:0.373216, Len:  2, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 191dcc185d88519113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 131581e25111324183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000003000000000, Class:  0, CF:0.249081, Len:  1, Fitness_tra: 46
Rule 86: 19182251131d912c85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3eadc1ec1111343953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1a5413499d9321213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d56000d05000500000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000209000005c0117, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 809c1b250c12060000, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 93: e13d44111393102983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 190700000000000000, Class:  0, CF:0.0982652, Len:  3, Fitness_tra: 0
Rule 95: 00544058c500010101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40cc40dc000c101d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000080000000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 849c1b050c12020010, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 1027b00eb200080022, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0900e0000008c00008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.1025
------Result------
Miss_rate(tra)	:37.1025
Miss_rate(tst)	:40
ARL				:6.55556

------Generation 90------
Rule  1: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 78
Rule  2: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 70
Rule  3: 000000000000000006, Class:  0, CF:0.509689, Len:  1, Fitness_tra: 68
Rule  4: b00000000000000000, Class:  0, CF:0.242488, Len:  1, Fitness_tra: 35
Rule  5: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 0
Rule  6: 000000000000000300, Class:  0, CF:0.160912, Len:  1, Fitness_tra: -6
Rule  7: e00000000000000000, Class:  1, CF:0.746507, Len:  1, Fitness_tra: 13
Rule  8: 00c7b0000000000000, Class:  0, CF:0.257732, Len:  3, Fitness_tra: 10
Rule  9: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 10
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 7
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 7
Rule 13: 000000000e00000070, Class:  0, CF:0.652241, Len:  2, Fitness_tra: 6
Rule 14: 000000000000000007, Class:  0, CF:0.134995, Len:  1, Fitness_tra: 2
Rule 15: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 2
Rule 16: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 17: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 18: 000000000000000b7b, Class:  0, CF:0.360114, Len:  3, Fitness_tra: 0
Rule 19: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 0
Rule 20: 029000000000000000, Class:  1, CF:0.366931, Len:  2, Fitness_tra: 1
Rule 21: 000000850000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 22: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 00f000000000000000, Class:  0, CF:0.560663, Len:  1, Fitness_tra: 1
Rule 24: 0e0000000500000000, Class:  0, CF:0.373216, Len:  2, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
