------Generation 0------
Rule  1: 815cc12111c2211113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 00c000000000004000, Class:  0, CF:0.193812, Len:  2, Fitness_tra: 3
Rule 17: 000600000000070000, Class:  0, CF:0.407472, Len:  2, Fitness_tra: 3
Rule 18: 000000003400007000, Class:  0, CF:0.355586, Len:  3, Fitness_tra: 3
Rule 19: 3000000000000b0000, Class:  0, CF:0.27591, Len:  2, Fitness_tra: 2
Rule 20: 0000000000000000d0, Class:  0, CF:0.118206, Len:  1, Fitness_tra: 1
Rule 21: 00000000000000a000, Class:  0, CF:0.0905751, Len:  1, Fitness_tra: 1
Rule 22: 00010000e000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 23: 000800000000000033, Class:  0, CF:0.995063, Len:  3, Fitness_tra: 1
Rule 24: 000000002000000002, Class:  1, CF:0.315163, Len:  2, Fitness_tra: 1
Rule 25: 0000000e0000000005, Class:  0, CF:0.88913, Len:  2, Fitness_tra: 1
Rule 26: 0000000000000c0030, Class:  0, CF:0.723988, Len:  2, Fitness_tra: 1
Rule 27: 0040c0000000000c00, Class:  0, CF:0.931441, Len:  3, Fitness_tra: 0
Rule 28: c000c00000040c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 28d1c7151182141135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000c00000, Class:  0, CF:0.0173513, Len:  1, Fitness_tra: 0
Rule 34: e66dc45219d59ce1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1911821c1115121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 37: 15a524919511145151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d1136811112d11111, Class:  0, CF:0.00434568, Len: 18, Fitness_tra: 0
Rule 39: 000000000000070000, Class:  0, CF:0.127041, Len:  1, Fitness_tra: 0
Rule 40: 000dc0000000000c00, Class:  0, CF:0.915177, Len:  3, Fitness_tra: 0
Rule 41: 00004000005000080d, Class:  1, CF:0.277597, Len:  4, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 113d1411d2d5d28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: c00000000000002000, Class:  0, CF:0.0553483, Len:  2, Fitness_tra: 0
Rule 45: 5152422178122c411c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 00e00c00000000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3111ce49e91312489, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 251741112814511144, Class:  1, CF:0.237881, Len: 18, Fitness_tra: 0
Rule 49: 000000005000000000, Class:  1, CF:0.0765522, Len:  1, Fitness_tra: 0
Rule 50: 9961c712d111514911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 366821519e5151512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5532415852525b1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1154271d81c2121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3132b2ab19e66c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8c1221214222225222, Class:  1, CF:0.625007, Len: 18, Fitness_tra: 0
Rule 56: 851113132111512221, Class:  1, CF:0.141097, Len: 18, Fitness_tra: 0
Rule 57: 1111c4881181122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e161223c1dd55115d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e6142511115911d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 31a9c8941539942d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 50000070b0000000c0, Class:  1, CF:0.168904, Len:  4, Fitness_tra: 0
Rule 62: 119214181c11214991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000070000000007000, Class:  0, CF:0.0528332, Len:  2, Fitness_tra: 0
Rule 64: 53112138d313112313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000c0000000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1332211139d3343281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151122211111129111, Class:  1, CF:0.779022, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: e1651112155994d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 516117d18112c78159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6965243c51d1526751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 116241151c18c71199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 188241c9222455cc21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dc24241e2121cc8211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2518c4212224821133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 128227b3b214141151, Class:  0, CF:0.546702, Len: 18, Fitness_tra: 0
Rule 78: 1318211153d11111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e31544511e59311223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 35612431dd1554e3d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: ee6d121251d3941419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d2d84785211cc4215d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 521112112421241399, Class:  0, CF:0.19935, Len: 18, Fitness_tra: 0
Rule 86: 815c145c1c85227199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000300000, Class:  0, CF:0.0976644, Len:  1, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 633d489c33dd113411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000040000000d0, Class:  1, CF:0.0378993, Len:  2, Fitness_tra: 0
Rule 91: 080600000000070009, Class:  0, CF:0.826798, Len:  4, Fitness_tra: 0
Rule 92: 3338211b59e11c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e00008500000010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 001080014202020000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 000000000100000020, Class:  1, CF:0.0128402, Len:  2, Fitness_tra: 0
Rule 96: 1600d0320e00001005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000e00e600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0318011194010100c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00e74d11281050110c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000b0, Class:  0, CF:0.164898, Len:  1, Fitness_tra: 1
------Current------
Miss_rate(tra)	:44.788
------Result------
Miss_rate(tra)	:44.788
Miss_rate(tst)	:27.0588
ARL				:4.30508

------Generation 70------
Rule  1: 009000000000000000, Class:  1, CF:0.410245, Len:  1, Fitness_tra: 112
Rule  2: 000000080400000000, Class:  0, CF:0.502302, Len:  2, Fitness_tra: 110
Rule  3: 0000000000000000c0, Class:  1, CF:0.243152, Len:  1, Fitness_tra: 61
Rule  4: 000000000000000006, Class:  0, CF:0.490692, Len:  1, Fitness_tra: 48
Rule  5: 00e000000000000000, Class:  1, CF:0.439665, Len:  1, Fitness_tra: 19
Rule  6: d00000070000000000, Class:  1, CF:0.471235, Len:  2, Fitness_tra: 18
Rule  7: 000000000000000500, Class:  1, CF:0.358789, Len:  1, Fitness_tra: 15
Rule  8: 000000003000000000, Class:  0, CF:0.245464, Len:  1, Fitness_tra: 13
Rule  9: 000000000000005000, Class:  1, CF:0.416766, Len:  1, Fitness_tra: 13
Rule 10: 0000000000000000d7, Class:  0, CF:0.644244, Len:  2, Fitness_tra: 12
Rule 11: 300000000000c00000, Class:  0, CF:0.529097, Len:  2, Fitness_tra: 12
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule 13: 7000000000000000b0, Class:  0, CF:0.282973, Len:  2, Fitness_tra: 8
Rule 14: 00000000a0000000c0, Class:  0, CF:0.41465, Len:  2, Fitness_tra: 7
Rule 15: 0000c0000000000000, Class:  0, CF:0.83488, Len:  1, Fitness_tra: 7
Rule 16: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 000600000000070000, Class:  0, CF:0.407472, Len:  2, Fitness_tra: 3
Rule 18: 00c000000000004000, Class:  0, CF:0.193812, Len:  2, Fitness_tra: 3
Rule 19: 00000c000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 20: 000000002000000002, Class:  1, CF:0.315163, Len:  2, Fitness_tra: 3
Rule 21: 000000003400007000, Class:  0, CF:0.355586, Len:  3, Fitness_tra: 2
Rule 22: 500000070000000000, Class:  1, CF:0.541797, Len:  2, Fitness_tra: 2
Rule 23: 00010000e000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 24: 000800000000000033, Class:  0, CF:0.995063, Len:  3, Fitness_tra: 1
Rule 25: 0000000e0000000005, Class:  0, CF:0.88913, Len:  2, Fitness_tra: 1
Rule 26: 0000000000000c0030, Class:  0, CF:0.723988, Len:  2, Fitness_tra: 1
Rule 27: 0000000000000000b0, Class:  0, CF:0.164898, Len:  1, Fitness_tra: 1
Rule 28: 8000000000d00b00b0, Class:  0, CF:0.796923, Len:  4, Fitness_tra: 1
Rule 29: 3000000000000b0000, Class:  0, CF:0.27591, Len:  2, Fitness_tra: 1
Rule 30: 00000000000000a000, Class:  0, CF:0.0905751, Len:  1, Fitness_tra: 0
Rule 31: 28d1c7151182141135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000c00000, Class:  0, CF:0.0173513, Len:  1, Fitness_tra: 0
Rule 34: e66dc45219d59ce1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1911821c1115121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 37: 15a524919511145151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d1136811112d11111, Class:  0, CF:0.00434568, Len: 18, Fitness_tra: 0
Rule 39: 000000000000070000, Class:  0, CF:0.127041, Len:  1, Fitness_tra: 0
Rule 40: 000dc0000000000c00, Class:  0, CF:0.915177, Len:  3, Fitness_tra: 0
Rule 41: 00004000005000080d, Class:  1, CF:0.277597, Len:  4, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 113d1411d2d5d28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: c00000000000002000, Class:  0, CF:0.0553483, Len:  2, Fitness_tra: 0
Rule 45: 5152422178122c411c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 00e00c00000000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3111ce49e91312489, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 251741112814511144, Class:  1, CF:0.237881, Len: 18, Fitness_tra: 0
Rule 49: 000000005000000000, Class:  1, CF:0.0765522, Len:  1, Fitness_tra: 0
Rule 50: 9961c712d111514911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 366821519e5151512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5532415852525b1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1154271d81c2121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3132b2ab19e66c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8c1221214222225222, Class:  1, CF:0.625007, Len: 18, Fitness_tra: 0
Rule 56: 851113132111512221, Class:  1, CF:0.141097, Len: 18, Fitness_tra: 0
Rule 57: 1111c4881181122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e161223c1dd55115d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e6142511115911d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 31a9c8941539942d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 50000070b0000000c0, Class:  1, CF:0.168904, Len:  4, Fitness_tra: 0
Rule 62: 119214181c11214991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000070000000007000, Class:  0, CF:0.0528332, Len:  2, Fitness_tra: 0
Rule 64: 53112138d313112313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000c0000000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1332211139d3343281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151122211111129111, Class:  1, CF:0.779022, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: e1651112155994d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 516117d18112c78159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6965243c51d1526751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 116241151c18c71199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 188241c9222455cc21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dc24241e2121cc8211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2518c4212224821133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 128227b3b214141151, Class:  0, CF:0.546702, Len: 18, Fitness_tra: 0
Rule 78: 1318211153d11111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e31544511e59311223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0800400000000b0050, Class:  0, CF:0.428133, Len:  4, Fitness_tra: 0
Rule 82: 0000c0000000000009, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 83: 00000b000000000000, Class:  1, CF:0.089288, Len:  1, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070002000000000, Class:  1, CF:0.202765, Len:  2, Fitness_tra: 0
Rule 86: 11a524512d51511181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 553811215522511155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e33d44113919111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111847582182571855, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000000000000009d, Class:  0, CF:0.392966, Len:  2, Fitness_tra: 3
Rule 93: 028027bbe614040101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 7000000000000000b0, Class:  0, CF:0.282973, Len:  0, Fitness_tra: 0
Rule 95: 0000000000000040c0, Class:  1, CF:0.268727, Len:  2, Fitness_tra: 8
Rule 96: 04100c200012d01011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000dc0000000000c00, Class:  0, CF:0.915177, Len:  0, Fitness_tra: 0
Rule 98: 8c0921014022025222, Class:  0, CF:  1, Len: 14, Fitness_tra: 0
Rule 99: b0110008e3d01b20b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c0007000000000000e, Class:  0, CF:0.0929731, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.3463
------Result------
Miss_rate(tra)	:44.3463
Miss_rate(tst)	:28.2353
ARL				:4.40984

------Generation 80------
Rule  1: 009000000000000000, Class:  1, CF:0.410245, Len:  1, Fitness_tra: 81
Rule  2: 000000080400000000, Class:  0, CF:0.502302, Len:  2, Fitness_tra: 101
Rule  3: 0000000000000000c0, Class:  1, CF:0.243152, Len:  1, Fitness_tra: 52
Rule  4: 000000000000000006, Class:  0, CF:0.490692, Len:  1, Fitness_tra: 49
Rule  5: 00e000000000000000, Class:  1, CF:0.439665, Len:  1, Fitness_tra: 19
Rule  6: d00000070000000000, Class:  1, CF:0.471235, Len:  2, Fitness_tra: 11
Rule  7: 000000000000000500, Class:  1, CF:0.358789, Len:  1, Fitness_tra: 14
Rule  8: 000000003000000000, Class:  0, CF:0.245464, Len:  1, Fitness_tra: 17
Rule  9: 000000000000005000, Class:  1, CF:0.416766, Len:  1, Fitness_tra: 12
Rule 10: 0000000000000000d7, Class:  0, CF:0.644244, Len:  2, Fitness_tra: 1
Rule 11: 300000000000c00000, Class:  0, CF:0.529097, Len:  2, Fitness_tra: 10
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 8
Rule 13: 7000000000000000b0, Class:  0, CF:0.282973, Len:  2, Fitness_tra: 7
Rule 14: 0000000000000040c0, Class:  1, CF:0.268727, Len:  2, Fitness_tra: 7
Rule 15: 00000000a0000000c0, Class:  0, CF:0.41465, Len:  2, Fitness_tra: 8
Rule 16: 0000c0000000000000, Class:  0, CF:0.83488, Len:  1, Fitness_tra: 1
Rule 17: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 18: 00c000000000004000, Class:  0, CF:0.193812, Len:  2, Fitness_tra: 0
Rule 19: 00000c000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 20: 000000002000000002, Class:  1, CF:0.315163, Len:  2, Fitness_tra: 0
Rule 21: 000600000000070000, Class:  0, CF:0.407472, Len:  2, Fitness_tra: 2
Rule 22: 00000000000000009d, Class:  0, CF:0.392966, Len:  2, Fitness_tra: 1
Rule 23: 000000003400007000, Class:  0, CF:0.355586, Len:  3, Fitness_tra: 0
Rule 24: 500000070000000000, Class:  1, CF:0.541797, Len:  2, Fitness_tra: 0
Rule 25: 000800000000000033, Class:  0, CF:0.995063, Len:  3, Fitness_tra: 1
Rule 26: 0000000000000c0030, Class:  0, CF:0.723988, Len:  2, Fitness_tra: 1
Rule 27: 0000000000000000b0, Class:  0, CF:0.164898, Len:  1, Fitness_tra: 1
Rule 28: 8000000000d00b00b0, Class:  0, CF:0.796923, Len:  4, Fitness_tra: 1
Rule 29: 3000000000000b0000, Class:  0, CF:0.27591, Len:  2, Fitness_tra: 1
Rule 30: 00010000e000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 31: 0000000e0000000005, Class:  0, CF:0.88913, Len:  2, Fitness_tra: 1
Rule 32: 00000000000000a000, Class:  0, CF:0.0905751, Len:  1, Fitness_tra: 0
Rule 33: 000000000000c00000, Class:  0, CF:0.0173513, Len:  1, Fitness_tra: 0
Rule 34: e66dc45219d59ce1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1911821c1115121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000c0000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 37: 15a524919511145151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d1136811112d11111, Class:  0, CF:0.00434568, Len: 18, Fitness_tra: 0
Rule 39: 000000000000070000, Class:  0, CF:0.127041, Len:  1, Fitness_tra: 0
Rule 40: 000dc0000000000c00, Class:  0, CF:0.915177, Len:  3, Fitness_tra: 0
Rule 41: 00004000005000080d, Class:  1, CF:0.277597, Len:  4, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 113d1411d2d5d28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: c00000000000002000, Class:  0, CF:0.0553483, Len:  2, Fitness_tra: 0
Rule 45: 5152422178122c411c, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 00e00c00000000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e3111ce49e91312489, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 251741112814511144, Class:  1, CF:0.237881, Len: 18, Fitness_tra: 0
Rule 49: 000000005000000000, Class:  1, CF:0.0765522, Len:  1, Fitness_tra: 0
Rule 50: 9961c712d111514911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 366821519e5151512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5532415852525b1651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1154271d81c2121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3132b2ab19e66c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8c1221214222225222, Class:  1, CF:0.625007, Len: 18, Fitness_tra: 0
Rule 56: 851113132111512221, Class:  1, CF:0.141097, Len: 18, Fitness_tra: 0
Rule 57: 1111c4881181122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e161223c1dd55115d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e6142511115911d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 31a9c8941539942d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 50000070b0000000c0, Class:  1, CF:0.168904, Len:  4, Fitness_tra: 0
Rule 62: 119214181c11214991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000070000000007000, Class:  0, CF:0.0528332, Len:  2, Fitness_tra: 0
Rule 64: 53112138d313112313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000c0000000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1332211139d3343281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151122211111129111, Class:  1, CF:0.779022, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: e1651112155994d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 516117d18112c78159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6965243c51d1526751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 116241151c18c71199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 188241c9222455cc21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dc24241e2121cc8211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2518c4212224821133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 128227b3b214141151, Class:  0, CF:0.546702, Len: 18, Fitness_tra: 0
Rule 78: 1318211153d11111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e31544511e59311223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 113d419751d5e18283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e5114c143155111821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1d512415111c8831c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5c2111214ccc141155, Class:  1, CF:0.249842, Len: 18, Fitness_tra: 0
Rule 86: 1365c43753259c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 080000000000000300, Class:  1, CF:0.0443036, Len:  2, Fitness_tra: 0
Rule 89: 000c00000000000000, Class:  1, CF:0.31425, Len:  1, Fitness_tra: 35
Rule 90: 5c5117c12181c415d5, Class:  1, CF:0.19579, Len: 18, Fitness_tra: 0
Rule 91: e0e000070000c00000, Class:  1, CF:0.916739, Len:  4, Fitness_tra: 0
Rule 92: 3000000700000b0000, Class:  0, CF:0.226035, Len:  3, Fitness_tra: 0
Rule 93: 10a027019011105001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d0052497950014c000, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 00e00000e000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 96: ec09210140593e5223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00c000000000000000, Class:  0, CF:0.26134, Len:  1, Fitness_tra: 11
Rule 98: 000000000e000c40c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000000800c0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule100: ec3d21114919025222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.9329
------Result------
Miss_rate(tra)	:42.9329
Miss_rate(tst)	:29.4118
ARL				:4.55556

------Generation 90------
Rule  1: 000000080400000000, Class:  0, CF:0.502302, Len:  2, Fitness_tra: 96
Rule  2: 009000000000000000, Class:  1, CF:0.410245, Len:  1, Fitness_tra: 88
Rule  3: 0000000000000000c0, Class:  1, CF:0.243152, Len:  1, Fitness_tra: 52
Rule  4: 000c00000000000000, Class:  1, CF:0.31425, Len:  1, Fitness_tra: 39
Rule  5: 000000000000000006, Class:  0, CF:0.490692, Len:  1, Fitness_tra: 38
Rule  6: 00e000000000000000, Class:  1, CF:0.439665, Len:  1, Fitness_tra: 21
Rule  7: 000000500000000006, Class:  0, CF:  1, Len:  2, Fitness_tra: 20
Rule  8: 000000003000000000, Class:  0, CF:0.245464, Len:  1, Fitness_tra: 15
Rule  9: 000000000000000500, Class:  1, CF:0.358789, Len:  1, Fitness_tra: 14
Rule 10: 000000000000005000, Class:  1, CF:0.416766, Len:  1, Fitness_tra: 12
Rule 11: 00c000000000000000, Class:  0, CF:0.26134, Len:  1, Fitness_tra: 13
Rule 12: d00000070000000000, Class:  1, CF:0.471235, Len:  2, Fitness_tra: 11
Rule 13: 000000000e00000000, Class:  0, CF:0.61636, Len:  1, Fitness_tra: 11
Rule 14: 300000000000c00000, Class:  0, CF:0.529097, Len:  2, Fitness_tra: 10
Rule 15: 00000000a0000000c0, Class:  0, CF:0.41465, Len:  2, Fitness_tra: 8
