------Generation 0------
Rule  1: 218b41c1c281581214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 7
Rule 10: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 5
Rule 11: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 13: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 16: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 17: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 19: 000000000050000000, Class:  0, CF:0.720654, Len:  1, Fitness_tra: 1
Rule 20: 000000000000000b00, Class:  0, CF:0.103002, Len:  1, Fitness_tra: 0
Rule 21: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 0
Rule 22: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000003000000002, Class:  0, CF:0.237953, Len:  2, Fitness_tra: 0
Rule 83: 700000000000000000, Class:  0, CF:0.159583, Len:  1, Fitness_tra: -13
Rule 84: d00200000000000000, Class:  1, CF:0.441699, Len:  2, Fitness_tra: -1
Rule 85: 933d225251d31c9d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11312194915d141c23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 196814115d15943113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e365c1925955312153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d168811c2155142111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0c02100e1e80c0da51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 138141e34ab4e82131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 07983b0007c0c00040, Class:  1, CF:0.612607, Len:  9, Fitness_tra: 0
Rule 94: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 95: e050c78021005c1108, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000d073023000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 1e342b121852181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5d5247e42111311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 40f020000001001402, Class:  1, CF:0.560757, Len:  7, Fitness_tra: 0
Rule100: 1555128dca1c221288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.0777
------Result------
Miss_rate(tra)	:41.0777
Miss_rate(tst)	:31.7647
ARL				:4.94643

------Generation 90------
Rule  1: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 129
Rule  2: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 111
Rule  3: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 68
Rule  4: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 31
Rule  5: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 30
Rule  6: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 17
Rule  7: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule  8: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 13
Rule  9: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 7
Rule 10: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 5
Rule 11: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 13: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 16: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 17: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 19: 000000000050000000, Class:  0, CF:0.720654, Len:  1, Fitness_tra: 1
Rule 20: 000000000000000b00, Class:  0, CF:0.103002, Len:  1, Fitness_tra: 0
Rule 21: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 0
Rule 22: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000003000000002, Class:  0, CF:0.237953, Len:  2, Fitness_tra: 0
Rule 83: 700000000000000000, Class:  0, CF:0.159583, Len:  1, Fitness_tra: -13
Rule 84: d00200000000000000, Class:  1, CF:0.441699, Len:  2, Fitness_tra: -1
Rule 85: 933d225251d31c9d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11312194915d141c23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 196814115d15943113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e365c1925955312153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d168811c2155142111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0c02100e1e80c0da51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 138141e34ab4e82131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 07983b0007c0c00040, Class:  1, CF:0.612607, Len:  9, Fitness_tra: 0
Rule 94: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 95: e050c78021005c1108, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000d073023000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 1e342b121852181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5d5247e42111311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 40f020000001001402, Class:  1, CF:0.560757, Len:  7, Fitness_tra: 0
Rule100: 1555128dca1c221288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.0777
------Result------
Miss_rate(tra)	:41.0777
Miss_rate(tst)	:31.7647
ARL				:4.94643

------Generation 100------
Rule  1: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 126
Rule  2: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 62
Rule  3: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 50
Rule  4: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 34
Rule  5: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 20
Rule  6: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 17
Rule  7: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule  8: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 14
Rule  9: 900000002000000000, Class:  1, CF:0.6083, Len:  2, Fitness_tra: 7
Rule 10: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 4
Rule 11: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 4
Rule 13: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 16: 000005003000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 0af000000030000000, Class:  1, CF:0.331295, Len:  3, Fitness_tra: 1
Rule 19: 000000000050000000, Class:  0, CF:0.720654, Len:  1, Fitness_tra: 1
Rule 20: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 21: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 0
Rule 22: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000005000008000, Class:  1, CF:0.474398, Len:  2, Fitness_tra: 0
Rule 82: 3e312c179119919313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 51d12228cc11221133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 511522585558148151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000be60e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 55a14c511115141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000300000009020, Class:  0, CF:0.434438, Len:  3, Fitness_tra: 1
Rule 88: 000d00000500000000, Class:  1, CF:0.0509345, Len:  2, Fitness_tra: 0
Rule 89: d00000000000000d00, Class:  1, CF:0.51937, Len:  2, Fitness_tra: 14
Rule 90: 31651251dd11d21219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3e312b123151191112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000400000006000, Class:  0, CF:0.0359584, Len:  2, Fitness_tra: 0
Rule 93: b00000000000000000, Class:  0, CF:0.229157, Len:  1, Fitness_tra: 59
Rule 94: 0020040d400000c000, Class:  0, CF:0.45445, Len:  5, Fitness_tra: 0
Rule 95: 000005003000000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 96: 0e0d80300900002010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 700060070000000000, Class:  1, CF:0.0491427, Len:  3, Fitness_tra: 0
Rule 98: 80e0000026000e0002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 009830003700c00000, Class:  1, CF:0.737264, Len:  6, Fitness_tra: 0
Rule100: 0050075000c05c1008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8127
------Result------
Miss_rate(tra)	:40.8127
Miss_rate(tst)	:31.7647
ARL				:4.75862

------Generation 200------
Rule  1: 00e000000000000000, Class:  1, CF:0.456738, Len:  1, Fitness_tra: 81
Rule  2: 00c0b0000000000000, Class:  0, CF:0.343757, Len:  2, Fitness_tra: 59
Rule  3: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 49
Rule  4: b00000000000000000, Class:  0, CF:0.229157, Len:  1, Fitness_tra: 26
Rule  5: d0e000004000000000, Class:  1, CF:0.610419, Len:  3, Fitness_tra: 26
Rule  6: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 18
Rule  7: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 24
Rule  8: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 13
Rule  9: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 19
Rule 10: 0c0300001700000000, Class:  0, CF:0.527786, Len:  4, Fitness_tra: 16
