------Generation 0------
Rule  1: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: e165211495d9149329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c000004000c000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 13114c1491d9342219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 35ed141c18821714d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000e000, Class:  1, CF:0.485756, Len:  1, Fitness_tra: -1
Rule 88: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: 0
Rule 89: 1da5c4915ddd144515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 91: 0014e10d4010008800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10dd100dc082010102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000700000000, Class:  0, CF:0.136548, Len:  1, Fitness_tra: -26
Rule 94: 000000080000500000, Class:  1, CF:0.0796079, Len:  2, Fitness_tra: 0
Rule 95: 3331c2125189e41c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 815c0a2dc800000810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 31272431938311112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 313d845c39999c5329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05100089011b102001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 033000005003900c01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.6643
------Result------
Miss_rate(tra)	:39.6643
Miss_rate(tst)	:25.8824
ARL				:5.8

------Generation 80------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 94
Rule  2: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 69
Rule  3: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 55
Rule  4: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 40
Rule  5: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 30
Rule  6: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 26
Rule  7: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 26
Rule  8: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 17
Rule  9: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 18
Rule 10: 000000000000000050, Class:  0, CF:0.186535, Len:  1, Fitness_tra: 8
Rule 11: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule 12: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 13
Rule 13: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 14: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 3
Rule 15: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 16: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 17: 000000000000006000, Class:  0, CF:0.121219, Len:  1, Fitness_tra: 2
Rule 18: 000000000000000002, Class:  1, CF:0.100309, Len:  1, Fitness_tra: 0
Rule 19: 000000000000500000, Class:  1, CF:0.193202, Len:  1, Fitness_tra: 1
Rule 20: 103070003000301155, Class:  0, CF:0.750009, Len:  9, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: e165211495d9149329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c000004000c000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 13114c1491d9342219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 35ed141c18821714d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000e000, Class:  1, CF:0.485756, Len:  1, Fitness_tra: -1
Rule 88: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: 0
Rule 89: 1da5c4915ddd144515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 91: 0014e10d4010008800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10dd100dc082010102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000700000000, Class:  0, CF:0.136548, Len:  1, Fitness_tra: -26
Rule 94: 000000080000500000, Class:  1, CF:0.0796079, Len:  2, Fitness_tra: 0
Rule 95: 3331c2125189e41c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 815c0a2dc800000810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 31272431938311112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 313d845c39999c5329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05100089011b102001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 033000005003900c01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.6643
------Result------
Miss_rate(tra)	:39.6643
Miss_rate(tst)	:25.8824
ARL				:5.8

------Generation 90------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 94
Rule  2: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 69
Rule  3: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 55
Rule  4: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 40
Rule  5: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 30
Rule  6: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 26
Rule  7: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 26
Rule  8: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 17
Rule  9: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 18
Rule 10: 000000000000000050, Class:  0, CF:0.186535, Len:  1, Fitness_tra: 8
Rule 11: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule 12: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 13
Rule 13: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 14: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 3
Rule 15: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 16: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 17: 000000000000006000, Class:  0, CF:0.121219, Len:  1, Fitness_tra: 2
Rule 18: 000000000000000002, Class:  1, CF:0.100309, Len:  1, Fitness_tra: 0
Rule 19: 000000000000500000, Class:  1, CF:0.193202, Len:  1, Fitness_tra: 1
Rule 20: 103070003000301155, Class:  0, CF:0.750009, Len:  9, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: e165211495d9149329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000c000004000c000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 13114c1491d9342219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 35ed141c18821714d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000e000, Class:  1, CF:0.485756, Len:  1, Fitness_tra: -1
Rule 88: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: 0
Rule 89: 1da5c4915ddd144515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 080000004000000800, Class:  1, CF:0.408638, Len:  3, Fitness_tra: 4
Rule 91: 0014e10d4010008800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 10dd100dc082010102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000700000000, Class:  0, CF:0.136548, Len:  1, Fitness_tra: -26
Rule 94: 000000080000500000, Class:  1, CF:0.0796079, Len:  2, Fitness_tra: 0
Rule 95: 3331c2125189e41c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 815c0a2dc800000810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 31272431938311112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 313d845c39999c5329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05100089011b102001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 033000005003900c01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:39.6643
------Result------
Miss_rate(tra)	:39.6643
Miss_rate(tst)	:25.8824
ARL				:5.8

------Generation 100------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 94
Rule  2: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 69
Rule  3: 000000000c00000030, Class:  0, CF:0.611873, Len:  2, Fitness_tra: 55
Rule  4: 000000000006000000, Class:  0, CF:0.292915, Len:  1, Fitness_tra: 40
Rule  5: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 30
Rule  6: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 26
Rule  7: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 26
Rule  8: 00d000000000000003, Class:  0, CF:0.731059, Len:  2, Fitness_tra: 17
Rule  9: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 18
Rule 10: 000000000000000050, Class:  0, CF:0.186535, Len:  1, Fitness_tra: 8
Rule 11: 000000009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 15
Rule 12: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 13
Rule 13: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 14: 60000000300000a000, Class:  0, CF:0.502955, Len:  3, Fitness_tra: 3
Rule 15: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 16: d000000b000000c000, Class:  1, CF:0.537425, Len:  3, Fitness_tra: 2
Rule 17: 000000000000006000, Class:  0, CF:0.121219, Len:  1, Fitness_tra: 2
Rule 18: 000000000000000002, Class:  1, CF:0.100309, Len:  1, Fitness_tra: 0
Rule 19: 000000000000500000, Class:  1, CF:0.193202, Len:  1, Fitness_tra: 1
Rule 20: 103070003000301155, Class:  0, CF:0.750009, Len:  9, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
