------Generation 0------
Rule  1: c1314c8d19c11c81c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2d124c1d211c1c4125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51d51b5c8528141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551541d8518d142155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a112219cd5d35b355e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000520, Class:  1, CF:0.344487, Len:  2, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 000000094040000e50, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 000000000000000c00, Class:  1, CF:0.185765, Len:  0, Fitness_tra: 0
Rule 83: 91a1143115d19c1529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51d1218542cc271151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000003, Class:  0, CF:0.421081, Len:  1, Fitness_tra: 21
Rule 86: 000000000000080000, Class:  0, CF:0.891892, Len:  1, Fitness_tra: 0
Rule 87: 115114d85d111122e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000300006d00000000, Class:  0, CF:0.867524, Len:  3, Fitness_tra: 1
Rule 92: 000300000000000000, Class:  0, CF:0.203132, Len:  0, Fitness_tra: 0
Rule 93: a1822c9239dd51318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 113242000050900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e8000e490d090dd03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 211480002201102a03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0c60000210c9942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 910b0030345d140183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 008080000000000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0d001bca22005c0104, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.8889
------Result------
Miss_rate(tra)	:38.8889
Miss_rate(tst)	:28.5714
ARL				:4.26316

------Generation 70------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 102
Rule  2: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 47
Rule  3: 000000000000000a00, Class:  0, CF:0.2728, Len:  1, Fitness_tra: 39
Rule  4: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 39
Rule  5: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 39
Rule  6: 0c0000000000000000, Class:  0, CF:0.218216, Len:  1, Fitness_tra: 27
Rule  7: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 18
Rule  8: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 11
Rule  9: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 12
Rule 10: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 12
Rule 11: e00000000000000000, Class:  1, CF:0.652694, Len:  1, Fitness_tra: 11
Rule 12: 009000008000000c00, Class:  1, CF:0.461791, Len:  3, Fitness_tra: 10
Rule 13: 000070003000000000, Class:  0, CF:0.263158, Len:  2, Fitness_tra: 8
Rule 14: 0e0000000009070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 15: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 5
Rule 16: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 5
Rule 17: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 4
Rule 18: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 3
Rule 19: 000000000000000300, Class:  0, CF:0.184861, Len:  1, Fitness_tra: 3
Rule 20: 000050000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 21: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 2
Rule 22: 0e0000000500070000, Class:  0, CF:0.377211, Len:  3, Fitness_tra: 2
Rule 23: 000300000000000000, Class:  0, CF:0.203132, Len:  1, Fitness_tra: 1
Rule 24: a0000000010010a000, Class:  0, CF:0.642607, Len:  4, Fitness_tra: 1
Rule 25: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 26: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 27: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 1
Rule 28: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 29: 0000c0000007000000, Class:  0, CF:0.932419, Len:  2, Fitness_tra: 1
Rule 30: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 31: 00f070000000000000, Class:  0, CF:0.0883789, Len:  2, Fitness_tra: 0
Rule 32: c1147223112255c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: ed38115cd111122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 182747814c111c51c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2d124c1d211c1c4125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51d51b5c8528141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551541d8518d142155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a112219cd5d35b355e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000520, Class:  1, CF:0.344487, Len:  2, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 000000094040000e50, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 000000000000000c00, Class:  1, CF:0.185765, Len:  0, Fitness_tra: 0
Rule 83: 91a1143115d19c1529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51d1218542cc271151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000003, Class:  0, CF:0.421081, Len:  1, Fitness_tra: 21
Rule 86: 000000000000080000, Class:  0, CF:0.891892, Len:  1, Fitness_tra: 0
Rule 87: 115114d85d111122e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000300006d00000000, Class:  0, CF:0.867524, Len:  3, Fitness_tra: 1
Rule 92: 000300000000000000, Class:  0, CF:0.203132, Len:  0, Fitness_tra: 0
Rule 93: a1822c9239dd51318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 113242000050900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e8000e490d090dd03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 211480002201102a03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0c60000210c9942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 910b0030345d140183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 008080000000000900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0d001bca22005c0104, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.8889
------Result------
Miss_rate(tra)	:38.8889
Miss_rate(tst)	:28.5714
ARL				:4.26316

------Generation 80------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 99
Rule  2: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 40
Rule  3: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 36
Rule  4: 000000000000000a00, Class:  0, CF:0.2728, Len:  1, Fitness_tra: 36
Rule  5: 0c0000000000000000, Class:  0, CF:0.218216, Len:  1, Fitness_tra: 16
Rule  6: 000000006000000000, Class:  0, CF:0.28798, Len:  1, Fitness_tra: 21
Rule  7: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 17
Rule  8: 000000000000000003, Class:  0, CF:0.421081, Len:  1, Fitness_tra: 16
Rule  9: 00000000200000d000, Class:  1, CF:0.632026, Len:  2, Fitness_tra: 12
Rule 10: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 12
Rule 11: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 10
Rule 12: e00000000000000000, Class:  1, CF:0.652694, Len:  1, Fitness_tra: 10
Rule 13: 009000008000000c00, Class:  1, CF:0.461791, Len:  3, Fitness_tra: 10
Rule 14: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 8
Rule 15: 0e0000000009070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 16: 0000700c3000000000, Class:  0, CF:0.345232, Len:  3, Fitness_tra: 6
Rule 17: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 6
Rule 18: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 6
Rule 19: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 5
Rule 20: 0c00b0000000000006, Class:  0, CF:0.878325, Len:  3, Fitness_tra: 4
Rule 21: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 4
Rule 22: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 3
Rule 23: 000050000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 24: 000070003000000000, Class:  0, CF:0.263158, Len:  2, Fitness_tra: 3
Rule 25: 000300000000000000, Class:  0, CF:0.203132, Len:  1, Fitness_tra: -1
Rule 26: d000b000000000000a, Class:  0, CF:0.99763, Len:  3, Fitness_tra: 3
Rule 27: 000000000000000300, Class:  0, CF:0.184861, Len:  1, Fitness_tra: 2
Rule 28: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 29: 0e0000000500070000, Class:  0, CF:0.377211, Len:  3, Fitness_tra: 2
Rule 30: 000300006d00000000, Class:  0, CF:0.867524, Len:  3, Fitness_tra: 0
Rule 31: a0000000010010a000, Class:  0, CF:0.642607, Len:  4, Fitness_tra: 1
Rule 32: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 33: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 34: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 1
Rule 35: 000000000000003000, Class:  0, CF:0.0978098, Len:  1, Fitness_tra: 1
Rule 36: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 2
Rule 37: 0000c0000007000000, Class:  0, CF:0.932419, Len:  2, Fitness_tra: 1
Rule 38: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551541d8518d142155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a112219cd5d35b355e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000520, Class:  1, CF:0.344487, Len:  2, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000002000, Class:  1, CF:0.115633, Len:  1, Fitness_tra: 0
Rule 83: 00f000003000000300, Class:  0, CF:0.594135, Len:  3, Fitness_tra: 1
Rule 84: e665125291d5322119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1135241151115182d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1312c7111112321159, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 87: 128887814122241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 200000000000000000, Class:  1, CF:0.104186, Len:  1, Fitness_tra: 0
Rule 89: 5c11212d8112115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d0080005000000d000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 91: 0000700000c0000500, Class:  1, CF:0.370965, Len:  3, Fitness_tra: 0
Rule 92: 24124c32b4bb2c0125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2002c560019c103003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: dce0b000600000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000070002000700000, Class:  1, CF:0.0631631, Len:  3, Fitness_tra: 0
Rule 96: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 040000036006000000, Class:  1, CF:0.126179, Len:  4, Fitness_tra: 0
Rule 98: 00102004904d90e003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 40010009c021102102, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 0003000c0000000000, Class:  0, CF:0.307159, Len:  2, Fitness_tra: 22
------Current------
Miss_rate(tra)	:37.7425
------Result------
Miss_rate(tra)	:37.7425
Miss_rate(tst)	:26.1905
ARL				:4.26866

------Generation 90------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 99
Rule  2: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 40
Rule  3: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 36
Rule  4: 000000000000000a00, Class:  0, CF:0.2728, Len:  1, Fitness_tra: 36
Rule  5: 0c0000000000000000, Class:  0, CF:0.218216, Len:  1, Fitness_tra: 16
Rule  6: 000000006000000000, Class:  0, CF:0.28798, Len:  1, Fitness_tra: 21
Rule  7: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 17
Rule  8: 000000000000000003, Class:  0, CF:0.421081, Len:  1, Fitness_tra: 16
Rule  9: 00000000200000d000, Class:  1, CF:0.632026, Len:  2, Fitness_tra: 12
Rule 10: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 12
Rule 11: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 10
Rule 12: e00000000000000000, Class:  1, CF:0.652694, Len:  1, Fitness_tra: 10
Rule 13: 009000008000000c00, Class:  1, CF:0.461791, Len:  3, Fitness_tra: 10
Rule 14: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 8
Rule 15: 0e0000000009070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 16: 0000700c3000000000, Class:  0, CF:0.345232, Len:  3, Fitness_tra: 6
Rule 17: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 6
Rule 18: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 6
Rule 19: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 5
Rule 20: 0c00b0000000000006, Class:  0, CF:0.878325, Len:  3, Fitness_tra: 4
Rule 21: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 4
Rule 22: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 3
Rule 23: 000050000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 24: 000070003000000000, Class:  0, CF:0.263158, Len:  2, Fitness_tra: 3
Rule 25: 000300000000000000, Class:  0, CF:0.203132, Len:  1, Fitness_tra: -1
Rule 26: d000b000000000000a, Class:  0, CF:0.99763, Len:  3, Fitness_tra: 3
Rule 27: 000000000000000300, Class:  0, CF:0.184861, Len:  1, Fitness_tra: 2
Rule 28: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 29: 0e0000000500070000, Class:  0, CF:0.377211, Len:  3, Fitness_tra: 2
Rule 30: 000300006d00000000, Class:  0, CF:0.867524, Len:  3, Fitness_tra: 0
Rule 31: a0000000010010a000, Class:  0, CF:0.642607, Len:  4, Fitness_tra: 1
Rule 32: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 33: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 34: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 1
Rule 35: 000000000000003000, Class:  0, CF:0.0978098, Len:  1, Fitness_tra: 1
Rule 36: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 2
