------Generation 0------
Rule  1: 396124dcd511541113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 91a18c9219119c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000080250000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 83: 000000000d00080032, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 000000000000000600, Class:  0, CF:0.194608, Len:  1, Fitness_tra: 3
Rule 85: 000000000000d00000, Class:  1, CF:0.417827, Len:  0, Fitness_tra: 0
Rule 86: e00000002000000003, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 87: 11edc15211115428d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000528, Class:  1, CF:0.33758, Len:  3, Fitness_tra: 0
Rule 90: 121811112c1222881d, Class:  1, CF:0.773749, Len: 18, Fitness_tra: 0
Rule 91: 003000b03000000000, Class:  0, CF:0.278772, Len:  3, Fitness_tra: 0
Rule 92: 1060000c050277000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 003000004000000000, Class:  0, CF:0.184793, Len:  2, Fitness_tra: 0
Rule 94: 100001174800002d00, Class:  1, CF:0.572688, Len:  8, Fitness_tra: 0
Rule 95: 710000b00009001020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 51621b949951814555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 14100010220cc715d1, Class:  0, CF:0.366833, Len: 13, Fitness_tra: 0
Rule 98: 1161e72355223a335d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000b01609500010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 002000004000e02000, Class:  0, CF:0.421037, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.9611
------Result------
Miss_rate(tra)	:41.9611
Miss_rate(tst)	:30.5882
ARL				:4.66667

------Generation 70------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 81
Rule  2: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 62
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 56
Rule  4: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 52
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 43
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 35
Rule  7: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 15
Rule  8: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 13
Rule  9: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 9
Rule 10: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 6
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 3
Rule 14: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 3
Rule 15: 000000000000000600, Class:  0, CF:0.194608, Len:  1, Fitness_tra: 3
Rule 16: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 2
Rule 17: 0000c0700000000000, Class:  0, CF:0.996707, Len:  2, Fitness_tra: 2
Rule 18: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 19: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00d0000009000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 82: 1c8217c92c42521281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 96f541e29319123e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e351c34d3513c3125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d000000b000e00c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 86: 000000000000000c00, Class:  1, CF:0.122157, Len:  1, Fitness_tra: 0
Rule 87: 000d00000000000000, Class:  0, CF:0.209573, Len:  1, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00a08000300000c5c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000200000000000000, Class:  1, CF:0.122286, Len:  1, Fitness_tra: 0
Rule 91: 000003004000000000, Class:  1, CF:0.163558, Len:  2, Fitness_tra: 0
Rule 92: 81658b0c0102110009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 90a187021011900081, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09400000000000000a, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000000000600, Class:  0, CF:0.194608, Len:  0, Fitness_tra: 0
Rule 96: 005000000000000003, Class:  0, CF:0.821009, Len:  2, Fitness_tra: 5
Rule 97: 52611494d3d9112c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d17230000420059, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 000000049009000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 79a1c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.8728
------Result------
Miss_rate(tra)	:41.8728
Miss_rate(tst)	:29.4118
ARL				:4.22581

------Generation 80------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 81
Rule  2: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 62
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 56
Rule  4: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 52
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 43
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 35
Rule  7: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 15
Rule  8: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 13
Rule  9: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 9
Rule 10: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 6
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 3
Rule 14: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 3
Rule 15: 000000000000000600, Class:  0, CF:0.194608, Len:  1, Fitness_tra: 3
Rule 16: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 2
Rule 17: 0000c0700000000000, Class:  0, CF:0.996707, Len:  2, Fitness_tra: 2
Rule 18: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 19: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00d0000009000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 82: 1c8217c92c42521281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 96f541e29319123e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e351c34d3513c3125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d000000b000e00c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 86: 000000000000000c00, Class:  1, CF:0.122157, Len:  1, Fitness_tra: 0
Rule 87: 000d00000000000000, Class:  0, CF:0.209573, Len:  1, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00a08000300000c5c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000200000000000000, Class:  1, CF:0.122286, Len:  1, Fitness_tra: 0
Rule 91: 000003004000000000, Class:  1, CF:0.163558, Len:  2, Fitness_tra: 0
Rule 92: 81658b0c0102110009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 90a187021011900081, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 09400000000000000a, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 000000000000000600, Class:  0, CF:0.194608, Len:  0, Fitness_tra: 0
Rule 96: 005000000000000003, Class:  0, CF:0.821009, Len:  2, Fitness_tra: 5
Rule 97: 52611494d3d9112c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d17230000420059, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 000000049009000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule100: 79a1c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.8728
------Result------
Miss_rate(tra)	:41.8728
Miss_rate(tst)	:29.4118
ARL				:4.22581

------Generation 90------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 81
Rule  2: 000000b00000000000, Class:  0, CF:0.265479, Len:  1, Fitness_tra: 62
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 56
Rule  4: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 52
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 43
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 35
Rule  7: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 15
Rule  8: e00000000000000000, Class:  1, CF:0.667582, Len:  1, Fitness_tra: 13
Rule  9: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 9
Rule 10: 000000000000e00000, Class:  0, CF:0.707374, Len:  1, Fitness_tra: 6
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 13: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 3
Rule 14: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 3
Rule 15: 000000000000000600, Class:  0, CF:0.194608, Len:  1, Fitness_tra: 3
Rule 16: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 2
Rule 17: 0000c0700000000000, Class:  0, CF:0.996707, Len:  2, Fitness_tra: 2
Rule 18: 000050000000000002, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 19: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
