------Generation 0------
Rule  1: c484271e2112c11124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 20: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 21: 000000000080050300, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 22: 00e0000000000000d0, Class:  1, CF:0.640053, Len:  2, Fitness_tra: 1
Rule 23: 000000900000003000, Class:  0, CF:0.656636, Len:  2, Fitness_tra: 1
Rule 24: 00007000000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 181cc4551c8c241115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 31381711d585511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1e3544dc158d912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 55d88155c181d78813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251121212d24111193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 193d14529519112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000c5000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1335221b6916311124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000500000, Class:  1, CF:0.182682, Len:  1, Fitness_tra: 0
Rule 38: 9ea24c941e535c9d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000008088000050, Class:  1, CF:0.399939, Len:  4, Fitness_tra: 0
Rule 40: 13111c2dc52cd87112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000002000000000, Class:  1, CF:0.155652, Len:  1, Fitness_tra: 0
Rule 42: 333d11145515d72583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1565c15c8515d22d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 841242192212c15121, Class:  1, CF:0.773934, Len: 18, Fitness_tra: 0
Rule 46: 00e800000000e00c00, Class:  0, CF:0.561779, Len:  4, Fitness_tra: 0
Rule 47: 2182c1c115c21c2281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1812212341cb2211c1, Class:  1, CF:0.241091, Len: 18, Fitness_tra: 0
Rule 49: 9112741113366211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 82171b21c11412224b, Class:  0, CF:0.727645, Len: 18, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2582b74d4214812221, Class:  1, CF:0.872277, Len: 18, Fitness_tra: 0
Rule 53: 1195471228182115d5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 724111231221181117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 31352c315111142213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 57: 531414cd15c1111285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 996811e25359341251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 819412c5218c2c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2121712e27474c2111, Class:  0, CF:0.705807, Len: 18, Fitness_tra: 0
Rule 61: 2d5214c1c3141c2211, Class:  1, CF:0.53261, Len: 18, Fitness_tra: 0
Rule 62: 131221571913d2511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22411123122118c117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 000000000000900000, Class:  0, CF:0.184779, Len:  1, Fitness_tra: 0
Rule 65: d0500b000d000000d0, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 66: 000000088008000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 121247114242211211, Class:  1, CF:0.0484564, Len: 18, Fitness_tra: 0
Rule 68: 090000000500070000, Class:  0, CF:0.205929, Len:  3, Fitness_tra: 0
Rule 69: 1e124491191d123929, Class:  0, CF:0.999481, Len: 18, Fitness_tra: 0
Rule 70: 1e1514eb13d9912c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00c0000007b0080004, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 72: 000000900000009000, Class:  1, CF:0.951859, Len:  2, Fitness_tra: 0
Rule 73: 0000c00cd02d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3e382c1c53d5313515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 76: d215218c1121225151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 183c41152124212893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 882722c12141152821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12922b52148cc11515, Class:  1, CF:0.439794, Len: 18, Fitness_tra: 0
Rule 80: 13311b3231311c2144, Class:  1, CF:0.174345, Len: 18, Fitness_tra: 0
Rule 81: 516514145531111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 59f1c1523115d11525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 93edc13b1953921429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1e1544341e15329153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 915121121551182111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 009000000000000000, Class:  1, CF:0.417579, Len:  0, Fitness_tra: 0
Rule 87: 00e800000000e00c00, Class:  0, CF:0.561779, Len:  0, Fitness_tra: 0
Rule 88: 00a000000000000d00, Class:  1, CF:0.944815, Len:  2, Fitness_tra: 4
Rule 89: e16d2132d18111115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 99a521171113d75d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91127711d585611121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2d5d11c453141c2213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 92a1412312d31cc787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0c0000900000000000, Class:  0, CF:0.0615421, Len:  2, Fitness_tra: 0
Rule 95: 12622b52148cc11515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 02900002008cc10a05, Class:  1, CF:0.673967, Len:  9, Fitness_tra: 0
Rule 97: 910020000980900b9d, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 118cc1551c8c2c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 020040010202010710, Class:  1, CF:0.197418, Len:  8, Fitness_tra: 0
Rule100: 0e0c10e013d0012050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.636
------Result------
Miss_rate(tra)	:40.636
Miss_rate(tst)	:31.7647
ARL				:5.91803

------Generation 100------
Rule  1: 009000000000000000, Class:  1, CF:0.417579, Len:  1, Fitness_tra: 117
Rule  2: 0000000b0000000000, Class:  1, CF:0.345234, Len:  1, Fitness_tra: 77
Rule  3: 7c0000000000000000, Class:  0, CF:0.435415, Len:  2, Fitness_tra: 66
Rule  4: 000000000000000003, Class:  0, CF:0.384384, Len:  1, Fitness_tra: 47
Rule  5: c00000000000000a00, Class:  0, CF:0.348692, Len:  2, Fitness_tra: 24
Rule  6: 700000000c00000000, Class:  0, CF:0.409801, Len:  2, Fitness_tra: 18
Rule  7: 000000000000000090, Class:  0, CF:0.376189, Len:  1, Fitness_tra: 14
Rule  8: 000c00000000009080, Class:  1, CF:0.963141, Len:  3, Fitness_tra: 12
Rule  9: 0c0000000000000000, Class:  0, CF:0.246004, Len:  1, Fitness_tra: 12
Rule 10: 000000000000000a00, Class:  0, CF:0.206478, Len:  1, Fitness_tra: 9
Rule 11: 000000003000000002, Class:  0, CF:0.225201, Len:  2, Fitness_tra: 3
Rule 12: 00000000004000000b, Class:  0, CF:0.413227, Len:  2, Fitness_tra: 8
Rule 13: 0000c0000000000000, Class:  0, CF:0.831048, Len:  1, Fitness_tra: 8
Rule 14: 000000e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 15: 000000000020e00000, Class:  0, CF:0.739641, Len:  2, Fitness_tra: 5
Rule 16: 5000000b0000000000, Class:  1, CF:0.551347, Len:  2, Fitness_tra: 5
Rule 17: 000c00000400000000, Class:  1, CF:0.331354, Len:  2, Fitness_tra: 4
Rule 18: 5000000b000000000d, Class:  1, CF:0.683487, Len:  3, Fitness_tra: 2
Rule 19: 000007080000000380, Class:  0, CF:0.554521, Len:  4, Fitness_tra: 1
Rule 20: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 21: 000000000080050300, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 22: 00e0000000000000d0, Class:  1, CF:0.640053, Len:  2, Fitness_tra: 1
Rule 23: 000000900000003000, Class:  0, CF:0.656636, Len:  2, Fitness_tra: 1
Rule 24: 00007000000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 181cc4551c8c241115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 31381711d585511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1e3544dc158d912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 55d88155c181d78813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251121212d24111193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 193d14529519112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000c5000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1335221b6916311124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000500000, Class:  1, CF:0.182682, Len:  1, Fitness_tra: 0
Rule 38: 9ea24c941e535c9d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000008088000050, Class:  1, CF:0.399939, Len:  4, Fitness_tra: 0
Rule 40: 13111c2dc52cd87112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000002000000000, Class:  1, CF:0.155652, Len:  1, Fitness_tra: 0
Rule 42: 333d11145515d72583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1565c15c8515d22d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 841242192212c15121, Class:  1, CF:0.773934, Len: 18, Fitness_tra: 0
Rule 46: 00e800000000e00c00, Class:  0, CF:0.561779, Len:  4, Fitness_tra: 0
Rule 47: 2182c1c115c21c2281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1812212341cb2211c1, Class:  1, CF:0.241091, Len: 18, Fitness_tra: 0
Rule 49: 9112741113366211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 82171b21c11412224b, Class:  0, CF:0.727645, Len: 18, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2582b74d4214812221, Class:  1, CF:0.872277, Len: 18, Fitness_tra: 0
Rule 53: 1195471228182115d5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 724111231221181117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 31352c315111142213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 57: 531414cd15c1111285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 996811e25359341251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 819412c5218c2c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2121712e27474c2111, Class:  0, CF:0.705807, Len: 18, Fitness_tra: 0
Rule 61: 2d5214c1c3141c2211, Class:  1, CF:0.53261, Len: 18, Fitness_tra: 0
Rule 62: 131221571913d2511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22411123122118c117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 000000000000900000, Class:  0, CF:0.184779, Len:  1, Fitness_tra: 0
Rule 65: d0500b000d000000d0, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 66: 000000088008000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 121247114242211211, Class:  1, CF:0.0484564, Len: 18, Fitness_tra: 0
Rule 68: 090000000500070000, Class:  0, CF:0.205929, Len:  3, Fitness_tra: 0
Rule 69: 1e124491191d123929, Class:  0, CF:0.999481, Len: 18, Fitness_tra: 0
Rule 70: 1e1514eb13d9912c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00c0000007b0080004, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 72: 000000900000009000, Class:  1, CF:0.951859, Len:  2, Fitness_tra: 0
Rule 73: 0000c00cd02d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3e382c1c53d5313515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 76: d215218c1121225151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 183c41152124212893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 882722c12141152821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12922b52148cc11515, Class:  1, CF:0.439794, Len: 18, Fitness_tra: 0
Rule 80: 13311b3231311c2144, Class:  1, CF:0.174345, Len: 18, Fitness_tra: 0
Rule 81: 516514145531111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 59f1c1523115d11525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 93edc13b1953921429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1e1544341e15329153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 915121121551182111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 009000000000000000, Class:  1, CF:0.417579, Len:  0, Fitness_tra: 0
Rule 87: 00e800000000e00c00, Class:  0, CF:0.561779, Len:  0, Fitness_tra: 0
Rule 88: 00a000000000000d00, Class:  1, CF:0.944815, Len:  2, Fitness_tra: 4
Rule 89: e16d2132d18111115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 99a521171113d75d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91127711d585611121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2d5d11c453141c2213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 92a1412312d31cc787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0c0000900000000000, Class:  0, CF:0.0615421, Len:  2, Fitness_tra: 0
Rule 95: 12622b52148cc11515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 02900002008cc10a05, Class:  1, CF:0.673967, Len:  9, Fitness_tra: 0
Rule 97: 910020000980900b9d, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 118cc1551c8c2c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 020040010202010710, Class:  1, CF:0.197418, Len:  8, Fitness_tra: 0
Rule100: 0e0c10e013d0012050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.636
------Result------
Miss_rate(tra)	:40.636
Miss_rate(tst)	:31.7647
ARL				:5.91803

------Generation 200------
Rule  1: 009000000000000000, Class:  1, CF:0.417579, Len:  1, Fitness_tra: 112
Rule  2: 0000000b0000000000, Class:  1, CF:0.345234, Len:  1, Fitness_tra: 71
Rule  3: 000000000000000003, Class:  0, CF:0.384384, Len:  1, Fitness_tra: 61
Rule  4: 7c0000000000000000, Class:  0, CF:0.435415, Len:  2, Fitness_tra: 57
Rule  5: 000000080000000000, Class:  0, CF:0.311482, Len:  1, Fitness_tra: 27
Rule  6: c00000000000000a00, Class:  0, CF:0.348692, Len:  2, Fitness_tra: 13
Rule  7: 0c0000000000000000, Class:  0, CF:0.246004, Len:  1, Fitness_tra: 13
Rule  8: 000c00000000009080, Class:  1, CF:0.963141, Len:  3, Fitness_tra: 12
Rule  9: 000000000000000090, Class:  0, CF:0.376189, Len:  1, Fitness_tra: 9
Rule 10: 700000000c00000000, Class:  0, CF:0.409801, Len:  2, Fitness_tra: 8
Rule 11: 0000c0000000000000, Class:  0, CF:0.831048, Len:  1, Fitness_tra: 8
Rule 12: 00000000004000000b, Class:  0, CF:0.413227, Len:  2, Fitness_tra: 8
Rule 13: 5000000b0000000000, Class:  1, CF:0.551347, Len:  2, Fitness_tra: 5
Rule 14: 000000e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 15: 000000000020e00000, Class:  0, CF:0.739641, Len:  2, Fitness_tra: 5
Rule 16: 000c00000000000300, Class:  1, CF:0.269462, Len:  2, Fitness_tra: 5
Rule 17: 00a000000000000d00, Class:  1, CF:0.944815, Len:  2, Fitness_tra: 3
Rule 18: 05000000000000000d, Class:  1, CF:0.616591, Len:  2, Fitness_tra: 3
Rule 19: 000c00000400000000, Class:  1, CF:0.331354, Len:  2, Fitness_tra: 2
Rule 20: 5000000b000000000d, Class:  1, CF:0.683487, Len:  3, Fitness_tra: 2
Rule 21: 000000000080050300, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 22: 00e0000000000000d0, Class:  1, CF:0.640053, Len:  2, Fitness_tra: 1
Rule 23: 000000900000003000, Class:  0, CF:0.656636, Len:  2, Fitness_tra: 1
Rule 24: 00007000000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 25: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 26: 000000000000000a00, Class:  0, CF:0.206478, Len:  1, Fitness_tra: 1
Rule 27: 000007080000000380, Class:  0, CF:0.554521, Len:  4, Fitness_tra: 0
Rule 28: 31381711d585511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1e3544dc158d912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 55d88155c181d78813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 251121212d24111193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 193d14529519112c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000c5000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1335221b6916311124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000500000, Class:  1, CF:0.182682, Len:  1, Fitness_tra: 0
Rule 38: 9ea24c941e535c9d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000008088000050, Class:  1, CF:0.399939, Len:  4, Fitness_tra: 0
Rule 40: 13111c2dc52cd87112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000002000000000, Class:  1, CF:0.155652, Len:  1, Fitness_tra: 0
Rule 42: 333d11145515d72583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1565c15c8515d22d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 841242192212c15121, Class:  1, CF:0.773934, Len: 18, Fitness_tra: 0
Rule 46: 00e800000000e00c00, Class:  0, CF:0.561779, Len:  4, Fitness_tra: 0
Rule 47: 2182c1c115c21c2281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1812212341cb2211c1, Class:  1, CF:0.241091, Len: 18, Fitness_tra: 0
Rule 49: 9112741113366211c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 82171b21c11412224b, Class:  0, CF:0.727645, Len: 18, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2582b74d4214812221, Class:  1, CF:0.872277, Len: 18, Fitness_tra: 0
Rule 53: 1195471228182115d5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 54: 724111231221181117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 55: 31352c315111142213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 57: 531414cd15c1111285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 996811e25359341251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 819412c5218c2c1585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2121712e27474c2111, Class:  0, CF:0.705807, Len: 18, Fitness_tra: 0
Rule 61: 2d5214c1c3141c2211, Class:  1, CF:0.53261, Len: 18, Fitness_tra: 0
Rule 62: 131221571913d2511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22411123122118c117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 000000000000900000, Class:  0, CF:0.184779, Len:  1, Fitness_tra: 0
Rule 65: d0500b000d000000d0, Class:  1, CF:0.610423, Len:  5, Fitness_tra: 0
Rule 66: 000000088008000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 121247114242211211, Class:  1, CF:0.0484564, Len: 18, Fitness_tra: 0
Rule 68: 090000000500070000, Class:  0, CF:0.205929, Len:  3, Fitness_tra: 0
Rule 69: 1e124491191d123929, Class:  0, CF:0.999481, Len: 18, Fitness_tra: 0
Rule 70: 1e1514eb13d9912c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00c0000007b0080004, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 72: 000000900000009000, Class:  1, CF:0.951859, Len:  2, Fitness_tra: 0
Rule 73: 0000c00cd02d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3e382c1c53d5313515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000070000000000000, Class:  1, CF:0.0115957, Len:  1, Fitness_tra: 0
Rule 76: d215218c1121225151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 183c41152124212893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 882722c12141152821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12922b52148cc11515, Class:  1, CF:0.439794, Len: 18, Fitness_tra: 0
Rule 80: 13311b3231311c2144, Class:  1, CF:0.174345, Len: 18, Fitness_tra: 0
Rule 81: 00000000300000c000, Class:  0, CF:0.119194, Len:  2, Fitness_tra: 0
Rule 82: 009000000000000000, Class:  1, CF:0.417579, Len:  0, Fitness_tra: 0
Rule 83: 15651134d5111c4129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1135221c51d51152d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 81981b251181c781d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11358c511edd311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000b0d0000000000, Class:  0, CF:0.389209, Len:  2, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5c9847852c5521253e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1195471228182115d5, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: 841042190010c65121, Class:  0, CF:0.535453, Len: 14, Fitness_tra: 0
Rule 93: 2c0121212d02011023, Class:  0, CF:0.996223, Len: 14, Fitness_tra: 0
Rule 94: 083000052700213890, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 6000005b000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 724200020480001500, Class:  0, CF:0.181129, Len:  9, Fitness_tra: 0
Rule 97: 20010000000000e000, Class:  1, CF:0.701281, Len:  3, Fitness_tra: 2
Rule 98: 030800000000e10000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: d5d82185c881d25153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000700b000e90000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.1943
------Result------
Miss_rate(tra)	:40.1943
Miss_rate(tst)	:31.7647
ARL				:5.78462

------Generation 300------
Rule  1: 009000000000000000, Class:  1, CF:0.417579, Len:  1, Fitness_tra: 72
Rule  2: 0000000b0000000000, Class:  1, CF:0.345234, Len:  1, Fitness_tra: 58
Rule  3: 000000000000000003, Class:  0, CF:0.384384, Len:  1, Fitness_tra: 53
Rule  4: 7c0000000000000000, Class:  0, CF:0.435415, Len:  2, Fitness_tra: 51
Rule  5: 000000000c0000000b, Class:  0, CF:0.726509, Len:  2, Fitness_tra: 29
Rule  6: 000000080000000000, Class:  0, CF:0.311482, Len:  1, Fitness_tra: 36
Rule  7: 500000000000000000, Class:  1, CF:0.430827, Len:  1, Fitness_tra: 14
Rule  8: 00e000000000000000, Class:  1, CF:0.446258, Len:  1, Fitness_tra: 14
Rule  9: c00000000000000a00, Class:  0, CF:0.348692, Len:  2, Fitness_tra: 12
Rule 10: 000c00000000009080, Class:  1, CF:0.963141, Len:  3, Fitness_tra: 11
Rule 11: 0c0000000000000000, Class:  0, CF:0.246004, Len:  1, Fitness_tra: 11
Rule 12: 000000000000000090, Class:  0, CF:0.376189, Len:  1, Fitness_tra: 9
Rule 13: 0000c0000000000000, Class:  0, CF:0.831048, Len:  1, Fitness_tra: 5
Rule 14: 700000000c00000000, Class:  0, CF:0.409801, Len:  2, Fitness_tra: 6
Rule 15: 000000000020e00000, Class:  0, CF:0.739641, Len:  2, Fitness_tra: 5
Rule 16: 000000e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 17: 000c00000000000300, Class:  1, CF:0.269462, Len:  2, Fitness_tra: 2
Rule 18: 05000000000000000d, Class:  1, CF:0.616591, Len:  2, Fitness_tra: 2
