------Generation 0------
Rule  1: e3ccb152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 39587192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1582423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9125b712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 19284b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3824b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e1c51238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 198572e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5528b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15cc2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91211431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0510b4e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5514a4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00c07e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11227421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 31881114, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: a9244211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d0521191, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 37882b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c1000050, Class:  0, CF:0.828307, Len:  3, Fitness_tra: 69
------Current------
Miss_rate(tra)	:53.2407
------Result------
Miss_rate(tra)	:53.2407
Miss_rate(tst)	:8.78378
ARL				:4.43478

------Generation 70------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1112
Rule  2: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 932
Rule  3: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 103
Rule  4: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  5: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 32
Rule  6: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  7: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 8
Rule  8: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 8
Rule  9: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 10: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 11: 00000004, Class:  0, CF:0.00195014, Len:  1, Fitness_tra: 2
Rule 12: 31881114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 13711292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 11812151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 39587192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1582423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9125b712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 19284b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3824b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e1c51238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 198572e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5528b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15cc2411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 91211431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0510b4e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5514a4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00c07e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11227421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 31881114, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: a9244211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d0521191, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 37882b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c1000050, Class:  0, CF:0.828307, Len:  3, Fitness_tra: 69
------Current------
Miss_rate(tra)	:53.2407
------Result------
Miss_rate(tra)	:53.2407
Miss_rate(tst)	:8.78378
ARL				:4.43478

------Generation 80------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1129
Rule  2: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 735
Rule  3: cc000080, Class:  0, CF:0.877502, Len:  3, Fitness_tra: 209
Rule  4: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 42
Rule  5: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  6: c1000050, Class:  0, CF:0.828307, Len:  3, Fitness_tra: 0
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  8: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 8
Rule  9: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 3
Rule 10: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 11: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 63111111, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule 13: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 0
Rule 14: 11812151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 33284b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 9618b762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3e2c17e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1112b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00400000, Class:  0, CF:0.240852, Len:  0, Fitness_tra: 0
Rule 86: 1921b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e3c2229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3e2c2b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e11c1131, Class:  0, CF:0.114889, Len:  8, Fitness_tra: 0
Rule 90: 352c2491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 33289291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3cdcbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 054211c0, Class:  1, CF:0.644376, Len:  6, Fitness_tra: 0
Rule 94: 19183b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1181b7e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0611010d, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 97: 39162217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 132424bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: c0100100, Class:  0, CF:0.678519, Len:  3, Fitness_tra: 170
Rule100: e11c2b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.6235
------Result------
Miss_rate(tra)	:52.6235
Miss_rate(tst)	:7.43243
ARL				:4.625

------Generation 90------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1138
Rule  2: 00c00000, Class:  0, CF:0.753871, Len:  1, Fitness_tra: 542
Rule  3: c0000000, Class:  0, CF:0.734696, Len:  1, Fitness_tra: 469
Rule  4: cc000000, Class:  0, CF:0.871262, Len:  2, Fitness_tra: 118
Rule  5: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  6: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 36
Rule  7: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  8: 00c00e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule  9: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 5
Rule 10: 000001c0, Class:  0, CF:0.158142, Len:  2, Fitness_tra: 4
Rule 11: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 004011c0, Class:  0, CF:0.388281, Len:  4, Fitness_tra: 1
Rule 13: 0611010d, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 14: 63111111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1121b299, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e11c42e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9e2c7b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e112219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3417712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 39224731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 55c22b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 93182be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e1281731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00947000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
