------Generation 0------
Rule  1: 58d2471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 93c1413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1122bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 51287b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 81c47b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6d28b792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 311c721d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9122721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 137
Rule 90: 33111792, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 0088b2cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 6511c051, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 94: d3412218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 250dbb00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 391240cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e427d94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ec88b631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 73152401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 177eb400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.0062
------Result------
Miss_rate(tra)	:52.0062
Miss_rate(tst)	:13.5135
ARL				:4.19231

------Generation 80------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 591
Rule  2: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 476
Rule  3: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 203
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 136
Rule  5: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 97
Rule  6: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 44
Rule  7: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 16
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 25
Rule  9: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 10: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 10
Rule 11: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 12: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 9
Rule 13: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 5
Rule 15: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 4
Rule 16: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 3
Rule 18: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 1
Rule 19: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 20: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e14c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00700000, Class:  0, CF:0.0517252, Len:  1, Fitness_tra: -233
Rule 83: e9124431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e91c1b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1171719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 192cb7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d1d51111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 1921b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e112149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 211c4b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 011c1000, Class:  0, CF:0.15795, Len:  4, Fitness_tra: 0
Rule 93: 13cc1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13452432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 9911db64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: ed1cbb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1500010, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 10882032, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00ca0198, Class:  0, CF:0.984296, Len:  5, Fitness_tra: 0
Rule100: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 176
------Current------
Miss_rate(tra)	:34.4522
------Result------
Miss_rate(tra)	:34.4522
Miss_rate(tst)	:6.08108
ARL				:4.03125

------Generation 90------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 591
Rule  2: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 476
Rule  3: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 203
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 136
Rule  5: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 97
Rule  6: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 44
Rule  7: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 16
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 25
Rule  9: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 10: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 10
Rule 11: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 12: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 9
Rule 13: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 5
Rule 15: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 4
Rule 16: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 3
Rule 18: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 1
Rule 19: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 20: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e14c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00700000, Class:  0, CF:0.0517252, Len:  1, Fitness_tra: -233
Rule 83: e9124431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e91c1b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1171719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 192cb7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d1d51111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 1921b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e112149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 211c4b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 011c1000, Class:  0, CF:0.15795, Len:  4, Fitness_tra: 0
Rule 93: 13cc1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13452432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 9911db64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: ed1cbb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1500010, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 10882032, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00ca0198, Class:  0, CF:0.984296, Len:  5, Fitness_tra: 0
Rule100: 30040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 176
------Current------
Miss_rate(tra)	:34.4522
------Result------
Miss_rate(tra)	:34.4522
Miss_rate(tst)	:6.08108
ARL				:4.03125

------Generation 100------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 591
Rule  2: 03000001, Class:  0, CF:  1, Len:  2, Fitness_tra: 476
Rule  3: e0111151, Class:  1, CF:0.899669, Len:  7, Fitness_tra: 203
Rule  4: 03100000, Class:  0, CF:  1, Len:  2, Fitness_tra: 136
Rule  5: 60000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 97
Rule  6: 00080000, Class:  0, CF:0.398574, Len:  1, Fitness_tra: 44
Rule  7: 000a06c1, Class:  0, CF:0.691776, Len:  4, Fitness_tra: 16
Rule  8: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 25
Rule  9: 30810000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 10: 002b0001, Class:  0, CF:0.132703, Len:  3, Fitness_tra: 10
Rule 11: 00719000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 12: 000a01cc, Class:  0, CF:0.905476, Len:  4, Fitness_tra: 9
Rule 13: 00740200, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: c07100e0, Class:  0, CF:0.467546, Len:  4, Fitness_tra: 5
Rule 15: 00c00098, Class:  0, CF:0.903241, Len:  3, Fitness_tra: 4
Rule 16: 000e0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 17: 000b0031, Class:  0, CF:0.82296, Len:  3, Fitness_tra: 3
Rule 18: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 1
Rule 19: 000b003c, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 20: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e14c1435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00700000, Class:  0, CF:0.0517252, Len:  1, Fitness_tra: -233
Rule 83: e9124431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
