------Generation 0------
Rule  1: e15221ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 85841b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151217e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11112751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 18d17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3911b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 511171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e1c84be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 91224454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e9cc7191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00700000, Class:  0, CF:0.0408942, Len:  1, Fitness_tra: 0
Rule 88: e31c249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a582b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 9e55115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1292243d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11412151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 81482a01, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 11287114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 10050291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 948
Rule 98: 708410aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 82192751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00a00000, Class:  1, CF:0.596946, Len:  1, Fitness_tra: -21
------Current------
Miss_rate(tra)	:54.0154
------Result------
Miss_rate(tra)	:54.0154
Miss_rate(tst)	:16.7785
ARL				:3.61905

------Generation 80------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1055
Rule  2: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 960
Rule  3: 0b010001, Class:  0, CF:  1, Len:  3, Fitness_tra: 139
Rule  4: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 113
Rule  5: 00400000, Class:  0, CF:0.234516, Len:  1, Fitness_tra: 63
Rule  6: 01480300, Class:  0, CF:0.746602, Len:  4, Fitness_tra: 3
Rule  7: 05005a00, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 600000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 10121103, Class:  0, CF:0.187863, Len:  6, Fitness_tra: 0
Rule 10: e9117238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5512441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12111132, Class:  0, CF:0.63971, Len:  8, Fitness_tra: 0
Rule 13: 9e15215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e91cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 85841b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151217e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11112751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 18d17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 31c8745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 99211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05050000, Class:  1, CF:0.582232, Len:  2, Fitness_tra: 0
Rule 84: 35117191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3325416c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 16817218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 93b84b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 53852251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 93427b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15112118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 85110101, Class:  1, CF:0.886011, Len:  6, Fitness_tra: 0
Rule 92: 82524412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13887431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3582ab3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4a4ca418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 08118731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 600120ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11826252, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 10c800e0, Class:  0, CF:0.96919, Len:  4, Fitness_tra: 0
Rule100: 00124400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.3591
------Result------
Miss_rate(tra)	:53.3591
Miss_rate(tst)	:15.4362
ARL				:3.95455

------Generation 90------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1055
Rule  2: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 960
Rule  3: 0b010001, Class:  0, CF:  1, Len:  3, Fitness_tra: 139
Rule  4: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 113
Rule  5: 00400000, Class:  0, CF:0.234516, Len:  1, Fitness_tra: 63
Rule  6: 01480300, Class:  0, CF:0.746602, Len:  4, Fitness_tra: 3
Rule  7: 05005a00, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 600000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 10121103, Class:  0, CF:0.187863, Len:  6, Fitness_tra: 0
Rule 10: e9117238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5512441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12111132, Class:  0, CF:0.63971, Len:  8, Fitness_tra: 0
Rule 13: 9e15215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e91cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 85841b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151217e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11112751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 18d17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3e2c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3e124b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e3881291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000e0, Class:  1, CF:0.233759, Len:  1, Fitness_tra: 0
Rule 52: 215cb41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15c2743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1811b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 85124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ee281b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 55514158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 36c12792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111c2b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88111731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 93122795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c11c1292, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: e1587712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11c4198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 198c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 81852751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d55b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33c24492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9381b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1518b2e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e34c2418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1252b398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 55d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 79: d8114b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 55c84498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 31c8745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 99211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05050000, Class:  1, CF:0.582232, Len:  2, Fitness_tra: 0
Rule 84: 35117191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3325416c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 16817218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 93b84b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 53852251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 93427b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15112118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 85110101, Class:  1, CF:0.886011, Len:  6, Fitness_tra: 0
Rule 92: 82524412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13887431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3582ab3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4a4ca418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 08118731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 600120ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11826252, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 10c800e0, Class:  0, CF:0.96919, Len:  4, Fitness_tra: 0
Rule100: 00124400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.3591
------Result------
Miss_rate(tra)	:53.3591
Miss_rate(tst)	:15.4362
ARL				:3.95455

------Generation 100------
Rule  1: d0000000, Class:  1, CF:0.784131, Len:  1, Fitness_tra: 1060
Rule  2: 47000000, Class:  0, CF:0.965268, Len:  2, Fitness_tra: 902
Rule  3: 0b010001, Class:  0, CF:  1, Len:  3, Fitness_tra: 120
Rule  4: 50000000, Class:  1, CF:0.793952, Len:  1, Fitness_tra: 113
Rule  5: 00800000, Class:  0, CF:0.97046, Len:  1, Fitness_tra: 105
Rule  6: 00400000, Class:  0, CF:0.234516, Len:  1, Fitness_tra: 41
Rule  7: 05005a00, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 600000a0, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 01480300, Class:  0, CF:0.746602, Len:  4, Fitness_tra: 1
Rule 10: 10121103, Class:  0, CF:0.187863, Len:  6, Fitness_tra: 0
Rule 11: 5512441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12111132, Class:  0, CF:0.63971, Len:  8, Fitness_tra: 0
Rule 13: 9e15215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e91cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 85841b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151217e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11112751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 18d17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2dc12258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 91214498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1187711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 318d12e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31c57265, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 59ccb1e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: e6214191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 3518226c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 39c87158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11412152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 3154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 88124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 158c1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 82254151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d28c2b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91c54194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1812b413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1814152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8125743c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1281bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9145bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 82524418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9921b295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 15857231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cd1c2114, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 45: 55517be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 155cb23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11244491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
