------Generation 0------
Rule  1: 19f19dd915821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 163dd911158d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 28ad998421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f311511385d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 2df2511311125, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 0
Rule 85: 1141112585111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 1129815111335, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 74b95118189d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b441d23811191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6e21c83915518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a619511111d58, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: a1119d6191815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b003955190091, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 111158d000580, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 94: 0050000010000, Class:  0, CF:0.0865606, Len:  2, Fitness_tra: -99
Rule 95: 2058025289051, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b060209191012, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 920dd500c3918, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4d692100813c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 637d819171118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 45738a5111895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.7407
------Result------
Miss_rate(tra)	:40.7407
Miss_rate(tst)	:35.3535
ARL				:8.10811

------Generation 90------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 193
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 49
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 40
Rule  4: 000058001d000, Class:  0, CF:0.962113, Len:  4, Fitness_tra: 41
Rule  5: 0050000019000, Class:  0, CF:0.953773, Len:  3, Fitness_tra: 34
Rule  6: 0000900000021, Class:  0, CF:  1, Len:  3, Fitness_tra: 30
Rule  7: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  8: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 46
Rule  9: 0008000000630, Class:  0, CF:0.718124, Len:  3, Fitness_tra: 5
Rule 10: 0000000c88062, Class:  0, CF:0.344922, Len:  5, Fitness_tra: 17
Rule 11: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule 12: 000058d0b1000, Class:  0, CF:0.57484, Len:  5, Fitness_tra: 1
Rule 13: 0000020000000, Class:  0, CF:0.0120136, Len:  1, Fitness_tra: -4
Rule 14: 00009000000e0, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 15: 000b08021e010, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 163dd911158d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 28ad998421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f311511385d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 2df2511311125, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 0
Rule 85: 1141112585111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 1129815111335, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 74b95118189d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b441d23811191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6e21c83915518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a619511111d58, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: a1119d6191815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b003955190091, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 111158d000580, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 94: 0050000010000, Class:  0, CF:0.0865606, Len:  2, Fitness_tra: -99
Rule 95: 2058025289051, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b060209191012, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 920dd500c3918, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4d692100813c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 637d819171118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 45738a5111895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.7407
------Result------
Miss_rate(tra)	:40.7407
Miss_rate(tst)	:35.3535
ARL				:8.10811

------Generation 100------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 96
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 44
Rule  3: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 40
Rule  4: 000058001d000, Class:  0, CF:0.962113, Len:  4, Fitness_tra: 25
Rule  5: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 47
Rule  6: 0050000019000, Class:  0, CF:0.953773, Len:  3, Fitness_tra: 34
Rule  7: 0000900000021, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  9: 0000000c88062, Class:  0, CF:0.344922, Len:  5, Fitness_tra: 7
Rule 10: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 4
Rule 11: 0008000000630, Class:  0, CF:0.718124, Len:  3, Fitness_tra: 9
Rule 12: 111158d000580, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 13: 00009000000e0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 14: 000058d0b1000, Class:  0, CF:0.57484, Len:  5, Fitness_tra: 0
Rule 15: 000b08021e010, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1111211111515, Class:  0, CF:0.817845, Len: 13, Fitness_tra: 4
Rule 82: 337d51d835515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000800000000, Class:  0, CF:0.0931825, Len:  1, Fitness_tra: -209
Rule 84: 221d19c2d1cd1, Class:  0, CF:0.238049, Len: 13, Fitness_tra: 0
Rule 85: a111158112111, Class:  0, CF:0.684863, Len: 13, Fitness_tra: 0
Rule 86: 4861133611211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a12111c213591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1715221232911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: a171822921588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1521131428111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 00000000c00e0, Class:  0, CF:0.628588, Len:  0, Fitness_tra: 0
Rule 92: f070515111b05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f67c51d5c8c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5008070000030, Class:  0, CF:0.348513, Len:  4, Fitness_tra: 49
Rule 95: f001510111000, Class:  0, CF:0.876463, Len:  7, Fitness_tra: 0
Rule 96: 0000000009301, Class:  0, CF:0.998366, Len:  3, Fitness_tra: 0
Rule 97: 2021d25589095, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11115d6091510, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 617c819553d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fe71116116921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.4321
------Result------
Miss_rate(tra)	:30.4321
Miss_rate(tst)	:32.3232
ARL				:7.81081

------Generation 200------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 96
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 44
Rule  3: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 40
Rule  4: 000058001d000, Class:  0, CF:0.962113, Len:  4, Fitness_tra: 25
Rule  5: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 47
Rule  6: 0050000019000, Class:  0, CF:0.953773, Len:  3, Fitness_tra: 34
Rule  7: 0000900000021, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  9: 0000000c88062, Class:  0, CF:0.344922, Len:  5, Fitness_tra: 7
Rule 10: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 4
Rule 11: 0008000000630, Class:  0, CF:0.718124, Len:  3, Fitness_tra: 9
Rule 12: 111158d000580, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 13: 00009000000e0, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 14: 000058d0b1000, Class:  0, CF:0.57484, Len:  5, Fitness_tra: 0
Rule 15: 000b08021e010, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
