------Generation 0------
Rule  1: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: a1a5231511511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 61752d11151d2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 51f111d51154e, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 167
Rule 85: 1e1225d385982, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a141811182293, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1115131151195, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 11a2559912cc3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000002002000, Class:  0, CF:0.0248752, Len:  2, Fitness_tra: -140
Rule 90: 71a5851d11954, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0045051091088, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0008006000e6d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6100151008088, Class:  1, CF:0.399144, Len:  8, Fitness_tra: 24
Rule 94: f0080015901dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1e115c21859de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1211515313145, Class:  0, CF:0.620556, Len: 13, Fitness_tra: 0
Rule 97: 7519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0218004ce1c0d, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 70f00850cd421, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule100: a161113182116, Class:  0, CF:0.796274, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.3457
------Result------
Miss_rate(tra)	:22.3457
Miss_rate(tst)	:29.2929
ARL				:9.65

------Generation 90------
Rule  1: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 50
Rule  2: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 49
Rule  3: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 16
Rule  4: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 30
Rule  5: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  6: 3f61131122111, Class:  0, CF:0.252036, Len: 13, Fitness_tra: 0
Rule  7: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  8: 31f1813111413, Class:  0, CF:0.84169, Len: 13, Fitness_tra: 0
Rule  9: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 0
Rule 10: 111d518111181, Class:  0, CF:0.955662, Len: 13, Fitness_tra: 0
Rule 11: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: a1a5231511511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 61752d11151d2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 51f111d51154e, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 167
Rule 85: 1e1225d385982, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a141811182293, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1115131151195, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 11a2559912cc3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000002002000, Class:  0, CF:0.0248752, Len:  2, Fitness_tra: -140
Rule 90: 71a5851d11954, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0045051091088, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0008006000e6d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6100151008088, Class:  1, CF:0.399144, Len:  8, Fitness_tra: 24
Rule 94: f0080015901dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1e115c21859de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1211515313145, Class:  0, CF:0.620556, Len: 13, Fitness_tra: 0
Rule 97: 7519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0218004ce1c0d, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 70f00850cd421, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule100: a161113182116, Class:  0, CF:0.796274, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.3457
------Result------
Miss_rate(tra)	:22.3457
Miss_rate(tst)	:29.2929
ARL				:9.65

------Generation 100------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 149
Rule  2: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 18
Rule  3: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 45
Rule  4: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 2
Rule  5: 6100151008088, Class:  1, CF:0.399144, Len:  8, Fitness_tra: 33
Rule  6: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 13
Rule  7: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  8: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  9: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: 31f1813111413, Class:  0, CF:0.84169, Len: 13, Fitness_tra: 0
Rule 11: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 1
Rule 12: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3319152111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 1311155112d83, Class:  0, CF:0.763502, Len: 13, Fitness_tra: 0
Rule 83: 13f191d921121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000030002000, Class:  0, CF:0.443247, Len:  2, Fitness_tra: -67
Rule 85: 6a15515181841, Class:  0, CF:0.999966, Len: 13, Fitness_tra: 0
Rule 86: a6a111d925d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 41111521ddd13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 0000002008000, Class:  0, CF:0.0134543, Len:  2, Fitness_tra: -129
Rule 89: 2815212111559, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: b1b12e15d3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: af7e111518c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31a2e81e16915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7518004c21503, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 61115d5321153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: f5012015951c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6eb1d51551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 211d725111119, Class:  0, CF:0.99991, Len: 13, Fitness_tra: 5
Rule 98: 0a60000c000d0, Class:  0, CF:0.218705, Len:  4, Fitness_tra: 0
Rule 99: 0213595d08101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3a090138110d3, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.037
------Result------
Miss_rate(tra)	:22.037
Miss_rate(tst)	:29.2929
ARL				:9.29268

------Generation 200------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 149
Rule  2: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 18
Rule  3: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 45
Rule  4: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 2
Rule  5: 6100151008088, Class:  1, CF:0.399144, Len:  8, Fitness_tra: 33
Rule  6: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 13
Rule  7: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  8: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  9: 0500006307000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: 31f1813111413, Class:  0, CF:0.84169, Len: 13, Fitness_tra: 0
Rule 11: f113d111c1885, Class:  0, CF:0.999993, Len: 13, Fitness_tra: 1
Rule 12: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 0
Rule 13: 07b5220108305, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a115142529118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: b2e111b1c1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: a161113182116, Class:  0, CF:0.796274, Len: 13, Fitness_tra: 0
Rule 19: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 70b11d8551485, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
