------Generation 0------
Rule  1: 61ad8191c1816, Class:  1, CF:0.818853, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 613d911512525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e6511518d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 697111115d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b12315555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a161111c29259, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 1a61153585516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1241151218515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 71195d195e143, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1161151181119, Class:  0, CF:0.928134, Len: 13, Fitness_tra: 0
Rule 90: 63411111111c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: a1102550110c5, Class:  0, CF:0.991902, Len: 10, Fitness_tra: 0
Rule 92: 302570c00c200, Class:  1, CF:0.155094, Len:  7, Fitness_tra: 0
Rule 93: 0b08000159009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6091000000000, Class:  0, CF:0.222295, Len:  3, Fitness_tra: -22
Rule 95: 0900000000003, Class:  0, CF:0.236894, Len:  2, Fitness_tra: 0
Rule 96: 713121111d111, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: e0000d000020c, Class:  0, CF:0.560464, Len:  4, Fitness_tra: 0
Rule 98: 1315592525318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0b0001010390d, Class:  0, CF:0.962652, Len:  6, Fitness_tra: 0
Rule100: 0d00d00000000, Class:  0, CF:0.542602, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.0494
------Result------
Miss_rate(tra)	:41.0494
Miss_rate(tst)	:9.09091
ARL				:7.01538

------Generation 90------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 575
Rule  2: 0000d00000000, Class:  0, CF:0.583691, Len:  1, Fitness_tra: 175
Rule  3: 000000d000000, Class:  0, CF:0.427739, Len:  1, Fitness_tra: 65
Rule  4: 0000600000000, Class:  0, CF:0.940203, Len:  1, Fitness_tra: 53
Rule  5: 002070d000000, Class:  0, CF:0.598883, Len:  3, Fitness_tra: 49
Rule  6: 00000e0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule  7: 0d0d000000000, Class:  0, CF:0.765081, Len:  2, Fitness_tra: 43
Rule  8: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 33
Rule  9: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 32
Rule 10: e0a00d0000000, Class:  0, CF:0.535275, Len:  3, Fitness_tra: 17
Rule 11: e0a0009000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 16
Rule 12: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 16
Rule 13: 00e0000900000, Class:  0, CF:0.880973, Len:  2, Fitness_tra: 17
Rule 14: 00000000000d0, Class:  0, CF:0.181935, Len:  1, Fitness_tra: 8
Rule 15: 00e0000700000, Class:  0, CF:0.195574, Len:  2, Fitness_tra: 6
Rule 16: 00003008d0000, Class:  0, CF:0.914315, Len:  3, Fitness_tra: 6
Rule 17: 6000009002000, Class:  0, CF:0.637463, Len:  3, Fitness_tra: 3
Rule 18: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 19: 6091009000000, Class:  0, CF:0.996783, Len:  4, Fitness_tra: 2
Rule 20: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 21: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 22: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 1
Rule 23: 1000009031080, Class:  0, CF:0.993656, Len:  5, Fitness_tra: 1
Rule 24: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 1
Rule 25: 00000009d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 609c009000000, Class:  0, CF:0.989338, Len:  4, Fitness_tra: 1
Rule 27: b00100100c200, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 28: 00000d0000000, Class:  0, CF:0.161438, Len:  1, Fitness_tra: 0
Rule 29: 002000d000400, Class:  0, CF:0.452753, Len:  3, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 613d911512525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e6511518d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 697111115d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b12315555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a161111c29259, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 1a61153585516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1241151218515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 71195d195e143, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1161151181119, Class:  0, CF:0.928134, Len: 13, Fitness_tra: 0
Rule 90: 63411111111c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: a1102550110c5, Class:  0, CF:0.991902, Len: 10, Fitness_tra: 0
Rule 92: 302570c00c200, Class:  1, CF:0.155094, Len:  7, Fitness_tra: 0
Rule 93: 0b08000159009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6091000000000, Class:  0, CF:0.222295, Len:  3, Fitness_tra: -22
Rule 95: 0900000000003, Class:  0, CF:0.236894, Len:  2, Fitness_tra: 0
Rule 96: 713121111d111, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: e0000d000020c, Class:  0, CF:0.560464, Len:  4, Fitness_tra: 0
Rule 98: 1315592525318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0b0001010390d, Class:  0, CF:0.962652, Len:  6, Fitness_tra: 0
Rule100: 0d00d00000000, Class:  0, CF:0.542602, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.0494
------Result------
Miss_rate(tra)	:41.0494
Miss_rate(tst)	:9.09091
ARL				:7.01538

------Generation 100------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 575
Rule  2: 0000d00000000, Class:  0, CF:0.583691, Len:  1, Fitness_tra: 175
Rule  3: 000000d000000, Class:  0, CF:0.427739, Len:  1, Fitness_tra: 65
Rule  4: 0000600000000, Class:  0, CF:0.940203, Len:  1, Fitness_tra: 53
Rule  5: 002070d000000, Class:  0, CF:0.598883, Len:  3, Fitness_tra: 49
Rule  6: 00000e0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule  7: 0d0d000000000, Class:  0, CF:0.765081, Len:  2, Fitness_tra: 43
Rule  8: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 33
Rule  9: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 32
Rule 10: e0a00d0000000, Class:  0, CF:0.535275, Len:  3, Fitness_tra: 17
Rule 11: e0a0009000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 16
Rule 12: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 16
Rule 13: 00e0000900000, Class:  0, CF:0.880973, Len:  2, Fitness_tra: 17
Rule 14: 00000000000d0, Class:  0, CF:0.181935, Len:  1, Fitness_tra: 8
Rule 15: 00e0000700000, Class:  0, CF:0.195574, Len:  2, Fitness_tra: 6
Rule 16: 00003008d0000, Class:  0, CF:0.914315, Len:  3, Fitness_tra: 6
Rule 17: 6000009002000, Class:  0, CF:0.637463, Len:  3, Fitness_tra: 3
Rule 18: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 19: 6091009000000, Class:  0, CF:0.996783, Len:  4, Fitness_tra: 2
Rule 20: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 21: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 22: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 1
Rule 23: 1000009031080, Class:  0, CF:0.993656, Len:  5, Fitness_tra: 1
Rule 24: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 1
Rule 25: 00000009d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 609c009000000, Class:  0, CF:0.989338, Len:  4, Fitness_tra: 1
Rule 27: b00100100c200, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 28: 00000d0000000, Class:  0, CF:0.161438, Len:  1, Fitness_tra: 0
Rule 29: 002000d000400, Class:  0, CF:0.452753, Len:  3, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 613d911512525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e6511518d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 697111115d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b12315555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a161111c29259, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 1a61153585516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1241151218515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 71195d195e143, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1161151181119, Class:  0, CF:0.928134, Len: 13, Fitness_tra: 0
Rule 90: 63411111111c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: a1102550110c5, Class:  0, CF:0.991902, Len: 10, Fitness_tra: 0
Rule 92: 302570c00c200, Class:  1, CF:0.155094, Len:  7, Fitness_tra: 0
Rule 93: 0b08000159009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6091000000000, Class:  0, CF:0.222295, Len:  3, Fitness_tra: -22
Rule 95: 0900000000003, Class:  0, CF:0.236894, Len:  2, Fitness_tra: 0
Rule 96: 713121111d111, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: e0000d000020c, Class:  0, CF:0.560464, Len:  4, Fitness_tra: 0
Rule 98: 1315592525318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0b0001010390d, Class:  0, CF:0.962652, Len:  6, Fitness_tra: 0
Rule100: 0d00d00000000, Class:  0, CF:0.542602, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.0494
------Result------
Miss_rate(tra)	:41.0494
Miss_rate(tst)	:9.09091
ARL				:7.01538

------Generation 200------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 568
Rule  2: 0000d00000000, Class:  0, CF:0.583691, Len:  1, Fitness_tra: 165
Rule  3: 000000d000000, Class:  0, CF:0.427739, Len:  1, Fitness_tra: 65
Rule  4: 0000600000000, Class:  0, CF:0.940203, Len:  1, Fitness_tra: 52
Rule  5: 002070d000000, Class:  0, CF:0.598883, Len:  3, Fitness_tra: 49
Rule  6: 00000e0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 45
Rule  7: 0d0d000000000, Class:  0, CF:0.765081, Len:  2, Fitness_tra: 43
Rule  8: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 34
Rule  9: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 30
Rule 10: e0a00d0000000, Class:  0, CF:0.535275, Len:  3, Fitness_tra: 17
Rule 11: 00e0000900000, Class:  0, CF:0.880973, Len:  2, Fitness_tra: 12
Rule 12: e0a0009000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 16
Rule 13: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 16
Rule 14: 00000000000d0, Class:  0, CF:0.181935, Len:  1, Fitness_tra: 8
Rule 15: 00e0000700000, Class:  0, CF:0.195574, Len:  2, Fitness_tra: 7
Rule 16: 00003008d0000, Class:  0, CF:0.914315, Len:  3, Fitness_tra: 6
Rule 17: 6000009002000, Class:  0, CF:0.637463, Len:  3, Fitness_tra: 3
Rule 18: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 19: 6091009000000, Class:  0, CF:0.996783, Len:  4, Fitness_tra: 2
Rule 20: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 21: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 22: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 1
Rule 23: 1000009031080, Class:  0, CF:0.993656, Len:  5, Fitness_tra: 1
Rule 24: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 1
Rule 25: 00000009d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 26: 609c009000000, Class:  0, CF:0.989338, Len:  4, Fitness_tra: 1
Rule 27: b00100100c200, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 28: 00000d0000000, Class:  0, CF:0.161438, Len:  1, Fitness_tra: 1
Rule 29: 002000d000400, Class:  0, CF:0.452753, Len:  3, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 0000000000300, Class:  0, CF:0.266723, Len:  1, Fitness_tra: -3
Rule 82: f1a558dd25559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2165218551d79, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 71b1511815911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1338d8115dd8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11a1d8155811d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 3131515581119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000090002000, Class:  0, CF:0.88885, Len:  2, Fitness_tra: 1
