------Generation 0------
Rule  1: b8bca1b447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 18445127b1, Class:  1, CF:0.996361, Len: 10, Fitness_tra: 0
Rule 62: bbb7814744, Class:  1, CF:0.987481, Len: 10, Fitness_tra: 0
Rule 63: 2c1711b471, Class:  1, CF:0.909023, Len: 10, Fitness_tra: 0
Rule 64: 2142197b17, Class:  1, CF:0.696628, Len: 10, Fitness_tra: 0
Rule 65: 11221a2bb4, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b147eabb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 717b1f14b1, Class:  1, CF:0.999445, Len: 10, Fitness_tra: 0
Rule 69: 7177214772, Class:  1, CF:0.969173, Len: 10, Fitness_tra: 0
Rule 70: 14bb8e4422, Class:  1, CF:0.952516, Len: 10, Fitness_tra: 0
Rule 71: 741b867b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 12b2892212, Class:  1, CF:0.945768, Len: 10, Fitness_tra: 0
Rule 73: 877471477b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 41271db777, Class:  1, CF:0.939996, Len: 10, Fitness_tra: 0
Rule 75: 22278eb274, Class:  1, CF:0.965897, Len: 10, Fitness_tra: 0
Rule 76: 427131b214, Class:  1, CF:0.992943, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7244f34b7b, Class:  1, CF:0.999864, Len: 10, Fitness_tra: 0
Rule 79: 1b745a7474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 172bcd1711, Class:  1, CF:0.0515793, Len: 10, Fitness_tra: 0
Rule 81: 4711581717, Class:  1, CF:0.898166, Len: 10, Fitness_tra: 0
Rule 82: 221133b222, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 0
Rule 83: 2412ff7217, Class:  1, CF:0.998292, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1474aa2142, Class:  1, CF:0.997481, Len: 10, Fitness_tra: 0
Rule 86: 142b6a1442, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 87: 2cb1634777, Class:  1, CF:0.997924, Len: 10, Fitness_tra: 0
Rule 88: b248117177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 2b22f17121, Class:  1, CF:0.985462, Len: 10, Fitness_tra: 0
Rule 90: b1443f7274, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 91: 000b670900, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 0101832202, Class:  1, CF:0.766714, Len:  7, Fitness_tra: 0
Rule 93: 4c1131b274, Class:  1, CF:0.974535, Len: 10, Fitness_tra: 0
Rule 94: 7d2b534112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 74bb832411, Class:  1, CF:0.930249, Len: 10, Fitness_tra: 0
Rule 96: 251415b4b4, Class:  1, CF:0.725732, Len: 10, Fitness_tra: 0
Rule 97: 0000101060, Class:  0, CF:0.271278, Len:  3, Fitness_tra: -709
Rule 98: 7110003000, Class:  1, CF:0.227069, Len:  4, Fitness_tra: 479
Rule 99: 4122614b17, Class:  1, CF:0.992746, Len: 10, Fitness_tra: 0
Rule100: aa71131272, Class:  1, CF:0.956639, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.6857
------Result------
Miss_rate(tra)	:19.6857
Miss_rate(tst)	:7.31261
ARL				:8.58763

------Generation 90------
Rule  1: 00000d0000, Class:  0, CF:0.610936, Len:  1, Fitness_tra: 2233
Rule  2: 000c000000, Class:  1, CF:0.981122, Len:  1, Fitness_tra: 520
Rule  3: 0101060000, Class:  1, CF:0.894819, Len:  3, Fitness_tra: 307
Rule  4: 11b71eb241, Class:  1, CF:0.907168, Len: 10, Fitness_tra: 0
Rule  5: 0802400000, Class:  1, CF:0.68229, Len:  3, Fitness_tra: 3
Rule  6: 71411921b1, Class:  1, CF:0.844398, Len: 10, Fitness_tra: 0
Rule  7: 214b297bb1, Class:  1, CF:0.8518, Len: 10, Fitness_tra: 0
Rule  8: a771131211, Class:  1, CF:0.906695, Len: 10, Fitness_tra: 0
Rule  9: 020251b101, Class:  1, CF:0.995448, Len:  7, Fitness_tra: 0
Rule 10: 7441182171, Class:  1, CF:0.874539, Len: 10, Fitness_tra: 0
Rule 11: b277111211, Class:  1, CF:0.852351, Len: 10, Fitness_tra: 0
Rule 12: 12111e1272, Class:  1, CF:0.420775, Len: 10, Fitness_tra: 0
Rule 13: 117b85b127, Class:  1, CF:0.883226, Len: 10, Fitness_tra: 0
Rule 14: 1c41137171, Class:  1, CF:0.985049, Len: 10, Fitness_tra: 0
Rule 15: 4112391741, Class:  1, CF:0.333616, Len: 10, Fitness_tra: 0
Rule 16: 414b25171b, Class:  1, CF:0.763179, Len: 10, Fitness_tra: 0
Rule 17: 4141614b17, Class:  1, CF:0.996376, Len: 10, Fitness_tra: 0
Rule 18: 21211ab44b, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 19: 7112d5214b, Class:  1, CF:0.965269, Len: 10, Fitness_tra: 0
Rule 20: b8bca1b447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 257413b142, Class:  1, CF:0.997651, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1427214122, Class:  1, CF:0.950066, Len: 10, Fitness_tra: 0
Rule 24: 11bb232247, Class:  1, CF:0.931486, Len: 10, Fitness_tra: 0
Rule 25: 114bc3b117, Class:  1, CF:0.980177, Len: 10, Fitness_tra: 0
Rule 26: 72475e7421, Class:  1, CF:0.979126, Len: 10, Fitness_tra: 0
Rule 27: 2417864247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b27aa1417, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 0
Rule 30: 4847131d24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 74115141b7, Class:  1, CF:0.860044, Len: 10, Fitness_tra: 0
Rule 32: 42b2c322b1, Class:  1, CF:0.649236, Len: 10, Fitness_tra: 0
Rule 33: 25b1191742, Class:  0, CF:0.495522, Len: 10, Fitness_tra: 0
Rule 34: 77172542b7, Class:  1, CF:0.937038, Len: 10, Fitness_tra: 0
Rule 35: 121c332771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 232d137722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24448e4124, Class:  1, CF:0.960764, Len: 10, Fitness_tra: 0
Rule 38: b92bc54411, Class:  1, CF:0.885009, Len: 10, Fitness_tra: 0
Rule 39: bd2211b127, Class:  1, CF:0.991356, Len: 10, Fitness_tra: 0
Rule 40: 7772a67744, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 41: b4b48141bb, Class:  1, CF:0.904353, Len: 10, Fitness_tra: 0
Rule 42: 4277891741, Class:  1, CF:0.823803, Len: 10, Fitness_tra: 0
Rule 43: 4d21554722, Class:  1, CF:0.816989, Len: 10, Fitness_tra: 0
Rule 44: b472551772, Class:  1, CF:0.927939, Len: 10, Fitness_tra: 0
Rule 45: 41b4a3112b, Class:  1, CF:0.934836, Len: 10, Fitness_tra: 0
Rule 46: 4422117b41, Class:  1, CF:0.968289, Len: 10, Fitness_tra: 0
Rule 47: 452c58224b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 7bb2c1b211, Class:  1, CF:0.913801, Len: 10, Fitness_tra: 0
Rule 49: 71746f121b, Class:  1, CF:0.9997, Len: 10, Fitness_tra: 0
Rule 50: 412133b417, Class:  1, CF:0.998146, Len: 10, Fitness_tra: 0
Rule 51: 4121814712, Class:  1, CF:0.961754, Len: 10, Fitness_tra: 0
Rule 52: 41211671bb, Class:  1, CF:0.999717, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b241bb712b, Class:  1, CF:0.990613, Len: 10, Fitness_tra: 0
Rule 55: 2744c12b22, Class:  1, CF:0.871231, Len: 10, Fitness_tra: 0
Rule 56: b21251b141, Class:  1, CF:0.986324, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2c2b55b224, Class:  1, CF:0.991043, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18445127b1, Class:  1, CF:0.996361, Len: 10, Fitness_tra: 0
Rule 62: bbb7814744, Class:  1, CF:0.987481, Len: 10, Fitness_tra: 0
Rule 63: 2c1711b471, Class:  1, CF:0.909023, Len: 10, Fitness_tra: 0
Rule 64: 2142197b17, Class:  1, CF:0.696628, Len: 10, Fitness_tra: 0
Rule 65: 11221a2bb4, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b147eabb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 717b1f14b1, Class:  1, CF:0.999445, Len: 10, Fitness_tra: 0
Rule 69: 7177214772, Class:  1, CF:0.969173, Len: 10, Fitness_tra: 0
Rule 70: 14bb8e4422, Class:  1, CF:0.952516, Len: 10, Fitness_tra: 0
Rule 71: 741b867b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 12b2892212, Class:  1, CF:0.945768, Len: 10, Fitness_tra: 0
Rule 73: 877471477b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 41271db777, Class:  1, CF:0.939996, Len: 10, Fitness_tra: 0
Rule 75: 22278eb274, Class:  1, CF:0.965897, Len: 10, Fitness_tra: 0
Rule 76: 427131b214, Class:  1, CF:0.992943, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7244f34b7b, Class:  1, CF:0.999864, Len: 10, Fitness_tra: 0
Rule 79: 1b745a7474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 172bcd1711, Class:  1, CF:0.0515793, Len: 10, Fitness_tra: 0
Rule 81: 4711581717, Class:  1, CF:0.898166, Len: 10, Fitness_tra: 0
Rule 82: 221133b222, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 0
Rule 83: 2412ff7217, Class:  1, CF:0.998292, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1474aa2142, Class:  1, CF:0.997481, Len: 10, Fitness_tra: 0
Rule 86: 142b6a1442, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 87: 2cb1634777, Class:  1, CF:0.997924, Len: 10, Fitness_tra: 0
Rule 88: b248117177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 2b22f17121, Class:  1, CF:0.985462, Len: 10, Fitness_tra: 0
Rule 90: b1443f7274, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 91: 000b670900, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 0101832202, Class:  1, CF:0.766714, Len:  7, Fitness_tra: 0
Rule 93: 4c1131b274, Class:  1, CF:0.974535, Len: 10, Fitness_tra: 0
Rule 94: 7d2b534112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 74bb832411, Class:  1, CF:0.930249, Len: 10, Fitness_tra: 0
Rule 96: 251415b4b4, Class:  1, CF:0.725732, Len: 10, Fitness_tra: 0
Rule 97: 0000101060, Class:  0, CF:0.271278, Len:  3, Fitness_tra: -709
Rule 98: 7110003000, Class:  1, CF:0.227069, Len:  4, Fitness_tra: 479
Rule 99: 4122614b17, Class:  1, CF:0.992746, Len: 10, Fitness_tra: 0
Rule100: aa71131272, Class:  1, CF:0.956639, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.6857
------Result------
Miss_rate(tra)	:19.6857
Miss_rate(tst)	:7.31261
ARL				:8.58763

------Generation 100------
Rule  1: 00000d0000, Class:  0, CF:0.610936, Len:  1, Fitness_tra: 2233
Rule  2: 000c000000, Class:  1, CF:0.981122, Len:  1, Fitness_tra: 520
Rule  3: 0101060000, Class:  1, CF:0.894819, Len:  3, Fitness_tra: 307
Rule  4: 11b71eb241, Class:  1, CF:0.907168, Len: 10, Fitness_tra: 0
Rule  5: 0802400000, Class:  1, CF:0.68229, Len:  3, Fitness_tra: 3
Rule  6: 71411921b1, Class:  1, CF:0.844398, Len: 10, Fitness_tra: 0
Rule  7: 214b297bb1, Class:  1, CF:0.8518, Len: 10, Fitness_tra: 0
Rule  8: a771131211, Class:  1, CF:0.906695, Len: 10, Fitness_tra: 0
Rule  9: 020251b101, Class:  1, CF:0.995448, Len:  7, Fitness_tra: 0
Rule 10: 7441182171, Class:  1, CF:0.874539, Len: 10, Fitness_tra: 0
Rule 11: b277111211, Class:  1, CF:0.852351, Len: 10, Fitness_tra: 0
Rule 12: 12111e1272, Class:  1, CF:0.420775, Len: 10, Fitness_tra: 0
Rule 13: 117b85b127, Class:  1, CF:0.883226, Len: 10, Fitness_tra: 0
Rule 14: 1c41137171, Class:  1, CF:0.985049, Len: 10, Fitness_tra: 0
Rule 15: 4112391741, Class:  1, CF:0.333616, Len: 10, Fitness_tra: 0
Rule 16: 414b25171b, Class:  1, CF:0.763179, Len: 10, Fitness_tra: 0
Rule 17: 4141614b17, Class:  1, CF:0.996376, Len: 10, Fitness_tra: 0
Rule 18: 21211ab44b, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 19: 7112d5214b, Class:  1, CF:0.965269, Len: 10, Fitness_tra: 0
Rule 20: b8bca1b447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 257413b142, Class:  1, CF:0.997651, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1427214122, Class:  1, CF:0.950066, Len: 10, Fitness_tra: 0
Rule 24: 11bb232247, Class:  1, CF:0.931486, Len: 10, Fitness_tra: 0
Rule 25: 114bc3b117, Class:  1, CF:0.980177, Len: 10, Fitness_tra: 0
Rule 26: 72475e7421, Class:  1, CF:0.979126, Len: 10, Fitness_tra: 0
Rule 27: 2417864247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b27aa1417, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 0
Rule 30: 4847131d24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 74115141b7, Class:  1, CF:0.860044, Len: 10, Fitness_tra: 0
Rule 32: 42b2c322b1, Class:  1, CF:0.649236, Len: 10, Fitness_tra: 0
Rule 33: 25b1191742, Class:  0, CF:0.495522, Len: 10, Fitness_tra: 0
Rule 34: 77172542b7, Class:  1, CF:0.937038, Len: 10, Fitness_tra: 0
Rule 35: 121c332771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 232d137722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24448e4124, Class:  1, CF:0.960764, Len: 10, Fitness_tra: 0
Rule 38: b92bc54411, Class:  1, CF:0.885009, Len: 10, Fitness_tra: 0
Rule 39: bd2211b127, Class:  1, CF:0.991356, Len: 10, Fitness_tra: 0
Rule 40: 7772a67744, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 41: b4b48141bb, Class:  1, CF:0.904353, Len: 10, Fitness_tra: 0
Rule 42: 4277891741, Class:  1, CF:0.823803, Len: 10, Fitness_tra: 0
Rule 43: 4d21554722, Class:  1, CF:0.816989, Len: 10, Fitness_tra: 0
Rule 44: b472551772, Class:  1, CF:0.927939, Len: 10, Fitness_tra: 0
Rule 45: 41b4a3112b, Class:  1, CF:0.934836, Len: 10, Fitness_tra: 0
Rule 46: 4422117b41, Class:  1, CF:0.968289, Len: 10, Fitness_tra: 0
Rule 47: 452c58224b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 7bb2c1b211, Class:  1, CF:0.913801, Len: 10, Fitness_tra: 0
Rule 49: 71746f121b, Class:  1, CF:0.9997, Len: 10, Fitness_tra: 0
Rule 50: 412133b417, Class:  1, CF:0.998146, Len: 10, Fitness_tra: 0
Rule 51: 4121814712, Class:  1, CF:0.961754, Len: 10, Fitness_tra: 0
Rule 52: 41211671bb, Class:  1, CF:0.999717, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b241bb712b, Class:  1, CF:0.990613, Len: 10, Fitness_tra: 0
Rule 55: 2744c12b22, Class:  1, CF:0.871231, Len: 10, Fitness_tra: 0
Rule 56: b21251b141, Class:  1, CF:0.986324, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2c2b55b224, Class:  1, CF:0.991043, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18445127b1, Class:  1, CF:0.996361, Len: 10, Fitness_tra: 0
Rule 62: bbb7814744, Class:  1, CF:0.987481, Len: 10, Fitness_tra: 0
Rule 63: 2c1711b471, Class:  1, CF:0.909023, Len: 10, Fitness_tra: 0
Rule 64: 2142197b17, Class:  1, CF:0.696628, Len: 10, Fitness_tra: 0
Rule 65: 11221a2bb4, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b147eabb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 717b1f14b1, Class:  1, CF:0.999445, Len: 10, Fitness_tra: 0
Rule 69: 7177214772, Class:  1, CF:0.969173, Len: 10, Fitness_tra: 0
Rule 70: 14bb8e4422, Class:  1, CF:0.952516, Len: 10, Fitness_tra: 0
Rule 71: 741b867b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 12b2892212, Class:  1, CF:0.945768, Len: 10, Fitness_tra: 0
Rule 73: 877471477b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 41271db777, Class:  1, CF:0.939996, Len: 10, Fitness_tra: 0
Rule 75: 22278eb274, Class:  1, CF:0.965897, Len: 10, Fitness_tra: 0
Rule 76: 427131b214, Class:  1, CF:0.992943, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7244f34b7b, Class:  1, CF:0.999864, Len: 10, Fitness_tra: 0
Rule 79: 1b745a7474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 172bcd1711, Class:  1, CF:0.0515793, Len: 10, Fitness_tra: 0
Rule 81: 4711581717, Class:  1, CF:0.898166, Len: 10, Fitness_tra: 0
Rule 82: 221133b222, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 0
Rule 83: 2412ff7217, Class:  1, CF:0.998292, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1474aa2142, Class:  1, CF:0.997481, Len: 10, Fitness_tra: 0
Rule 86: 142b6a1442, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 87: 2cb1634777, Class:  1, CF:0.997924, Len: 10, Fitness_tra: 0
Rule 88: b248117177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 2b22f17121, Class:  1, CF:0.985462, Len: 10, Fitness_tra: 0
Rule 90: b1443f7274, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 91: 000b670900, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 0101832202, Class:  1, CF:0.766714, Len:  7, Fitness_tra: 0
Rule 93: 4c1131b274, Class:  1, CF:0.974535, Len: 10, Fitness_tra: 0
Rule 94: 7d2b534112, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 74bb832411, Class:  1, CF:0.930249, Len: 10, Fitness_tra: 0
Rule 96: 251415b4b4, Class:  1, CF:0.725732, Len: 10, Fitness_tra: 0
Rule 97: 0000101060, Class:  0, CF:0.271278, Len:  3, Fitness_tra: -709
Rule 98: 7110003000, Class:  1, CF:0.227069, Len:  4, Fitness_tra: 479
Rule 99: 4122614b17, Class:  1, CF:0.992746, Len: 10, Fitness_tra: 0
Rule100: aa71131272, Class:  1, CF:0.956639, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:19.6857
------Result------
Miss_rate(tra)	:19.6857
Miss_rate(tst)	:7.31261
ARL				:8.58763

------Generation 200------
Rule  1: 00000d0000, Class:  0, CF:0.610936, Len:  1, Fitness_tra: 2785
Rule  2: 000c000000, Class:  1, CF:0.981122, Len:  1, Fitness_tra: 532
Rule  3: 0101060000, Class:  1, CF:0.894819, Len:  3, Fitness_tra: 407
Rule  4: 7110003000, Class:  1, CF:0.227069, Len:  4, Fitness_tra: 135
Rule  5: 0802400000, Class:  1, CF:0.68229, Len:  3, Fitness_tra: 27
Rule  6: 71411921b1, Class:  1, CF:0.844398, Len: 10, Fitness_tra: 0
Rule  7: 214b297bb1, Class:  1, CF:0.8518, Len: 10, Fitness_tra: 0
Rule  8: a771131211, Class:  1, CF:0.906695, Len: 10, Fitness_tra: 0
Rule  9: 020251b101, Class:  1, CF:0.995448, Len:  7, Fitness_tra: 0
Rule 10: 7441182171, Class:  1, CF:0.874539, Len: 10, Fitness_tra: 0
Rule 11: b277111211, Class:  1, CF:0.852351, Len: 10, Fitness_tra: 0
Rule 12: 12111e1272, Class:  1, CF:0.420775, Len: 10, Fitness_tra: 0
Rule 13: 117b85b127, Class:  1, CF:0.883226, Len: 10, Fitness_tra: 0
Rule 14: 1c41137171, Class:  1, CF:0.985049, Len: 10, Fitness_tra: 0
Rule 15: 4112391741, Class:  1, CF:0.333616, Len: 10, Fitness_tra: 0
Rule 16: 414b25171b, Class:  1, CF:0.763179, Len: 10, Fitness_tra: 0
Rule 17: 4141614b17, Class:  1, CF:0.996376, Len: 10, Fitness_tra: 0
Rule 18: 21211ab44b, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 19: 7112d5214b, Class:  1, CF:0.965269, Len: 10, Fitness_tra: 0
Rule 20: b8bca1b447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 257413b142, Class:  1, CF:0.997651, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1427214122, Class:  1, CF:0.950066, Len: 10, Fitness_tra: 0
Rule 24: 11bb232247, Class:  1, CF:0.931486, Len: 10, Fitness_tra: 0
Rule 25: 114bc3b117, Class:  1, CF:0.980177, Len: 10, Fitness_tra: 0
Rule 26: 72475e7421, Class:  1, CF:0.979126, Len: 10, Fitness_tra: 0
Rule 27: 2417864247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b27aa1417, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 0
Rule 30: 4847131d24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 74115141b7, Class:  1, CF:0.860044, Len: 10, Fitness_tra: 0
Rule 32: 42b2c322b1, Class:  1, CF:0.649236, Len: 10, Fitness_tra: 0
Rule 33: 25b1191742, Class:  0, CF:0.495522, Len: 10, Fitness_tra: 0
Rule 34: 77172542b7, Class:  1, CF:0.937038, Len: 10, Fitness_tra: 0
Rule 35: 121c332771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 232d137722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24448e4124, Class:  1, CF:0.960764, Len: 10, Fitness_tra: 0
Rule 38: b92bc54411, Class:  1, CF:0.885009, Len: 10, Fitness_tra: 0
Rule 39: bd2211b127, Class:  1, CF:0.991356, Len: 10, Fitness_tra: 0
Rule 40: 7772a67744, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 41: b4b48141bb, Class:  1, CF:0.904353, Len: 10, Fitness_tra: 0
Rule 42: 4277891741, Class:  1, CF:0.823803, Len: 10, Fitness_tra: 0
Rule 43: 4d21554722, Class:  1, CF:0.816989, Len: 10, Fitness_tra: 0
Rule 44: b472551772, Class:  1, CF:0.927939, Len: 10, Fitness_tra: 0
Rule 45: 41b4a3112b, Class:  1, CF:0.934836, Len: 10, Fitness_tra: 0
Rule 46: 4422117b41, Class:  1, CF:0.968289, Len: 10, Fitness_tra: 0
Rule 47: 452c58224b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 7bb2c1b211, Class:  1, CF:0.913801, Len: 10, Fitness_tra: 0
Rule 49: 71746f121b, Class:  1, CF:0.9997, Len: 10, Fitness_tra: 0
Rule 50: 412133b417, Class:  1, CF:0.998146, Len: 10, Fitness_tra: 0
Rule 51: 4121814712, Class:  1, CF:0.961754, Len: 10, Fitness_tra: 0
Rule 52: 41211671bb, Class:  1, CF:0.999717, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b241bb712b, Class:  1, CF:0.990613, Len: 10, Fitness_tra: 0
Rule 55: 2744c12b22, Class:  1, CF:0.871231, Len: 10, Fitness_tra: 0
Rule 56: b21251b141, Class:  1, CF:0.986324, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2c2b55b224, Class:  1, CF:0.991043, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18445127b1, Class:  1, CF:0.996361, Len: 10, Fitness_tra: 0
Rule 62: bbb7814744, Class:  1, CF:0.987481, Len: 10, Fitness_tra: 0
Rule 63: 2c1711b471, Class:  1, CF:0.909023, Len: 10, Fitness_tra: 0
Rule 64: 2142197b17, Class:  1, CF:0.696628, Len: 10, Fitness_tra: 0
Rule 65: 11221a2bb4, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b147eabb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 717b1f14b1, Class:  1, CF:0.999445, Len: 10, Fitness_tra: 0
Rule 69: 7177214772, Class:  1, CF:0.969173, Len: 10, Fitness_tra: 0
Rule 70: 14bb8e4422, Class:  1, CF:0.952516, Len: 10, Fitness_tra: 0
Rule 71: 741b867b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 12b2892212, Class:  1, CF:0.945768, Len: 10, Fitness_tra: 0
Rule 73: 877471477b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 41271db777, Class:  1, CF:0.939996, Len: 10, Fitness_tra: 0
Rule 75: 22278eb274, Class:  1, CF:0.965897, Len: 10, Fitness_tra: 0
