------Generation 0------
Rule  1: 1741af7bb7, Class:  1, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2d21152412, Class:  1, CF:0.944996, Len: 10, Fitness_tra: 0
Rule 71: b7b2817c4c, Class:  1, CF:0.991112, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 72172e4bb4, Class:  1, CF:0.402508, Len: 10, Fitness_tra: 0
Rule 76: 1111551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b114c14111, Class:  1, CF:0.933532, Len: 10, Fitness_tra: 0
Rule 78: b217457122, Class:  1, CF:0.607994, Len: 10, Fitness_tra: 0
Rule 79: 2147112724, Class:  1, CF:0.979359, Len: 10, Fitness_tra: 0
Rule 80: 244ba14bb2, Class:  1, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 81: 76b2d122b1, Class:  1, CF:0.880416, Len: 10, Fitness_tra: 0
Rule 82: 2c246f27bb, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 767d53b144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 17211124b2, Class:  1, CF:0.913272, Len: 10, Fitness_tra: 0
Rule 86: b1b7334b42, Class:  1, CF:0.991769, Len: 10, Fitness_tra: 0
Rule 87: 71b22bb47b, Class:  1, CF:0.957179, Len: 10, Fitness_tra: 0
Rule 88: 7127241214, Class:  1, CF:0.931849, Len: 10, Fitness_tra: 0
Rule 89: 4f75597777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7100c12043, Class:  1, CF:0.602217, Len:  7, Fitness_tra: 0
Rule 92: 2b241a4114, Class:  1, CF:0.999962, Len: 10, Fitness_tra: 0
Rule 93: 00000abb06, Class:  1, CF:0.960296, Len:  4, Fitness_tra: 0
Rule 94: 07b2064202, Class:  1, CF:0.997212, Len:  7, Fitness_tra: 0
Rule 95: 41b4812777, Class:  1, CF:0.8402, Len: 10, Fitness_tra: 0
Rule 96: b1d1811b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7171ea1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3101090020, Class:  0, CF:0.213166, Len:  5, Fitness_tra: -36
Rule 99: 4440c14b77, Class:  1, CF:0.770718, Len:  9, Fitness_tra: 0
Rule100: 94c1391bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:7.962
------Result------
Miss_rate(tra)	:7.962
Miss_rate(tst)	:9.85401
ARL				:7.4186

------Generation 70------
Rule  1: 0008c00000, Class:  1, CF:0.995581, Len:  2, Fitness_tra: 244
Rule  2: 000b00011b, Class:  0, CF:0.689724, Len:  4, Fitness_tra: 199
Rule  3: 0003000000, Class:  0, CF:0.0727566, Len:  1, Fitness_tra: 99
Rule  4: b1b1291427, Class:  1, CF:0.993319, Len: 10, Fitness_tra: 9
Rule  5: 0000009000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 200005b100, Class:  1, CF:0.823817, Len:  4, Fitness_tra: 2
Rule  7: 0040057b37, Class:  1, CF:0.299716, Len:  6, Fitness_tra: 0
Rule  8: 7340164030, Class:  1, CF:0.942607, Len:  7, Fitness_tra: 0
Rule  9: 1e21717242, Class:  1, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 10: 0d00090008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 40020f0070, Class:  1, CF:0.994785, Len:  4, Fitness_tra: 0
Rule 12: 700210d000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 24271124b7, Class:  1, CF:0.966836, Len: 10, Fitness_tra: 0
Rule 14: 1741af7bb7, Class:  1, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 15: b821867b74, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 17bbca44bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 422b182777, Class:  1, CF:0.954461, Len: 10, Fitness_tra: 0
Rule 18: 75bd612742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b144797177, Class:  0, CF:0.129164, Len: 10, Fitness_tra: 0
Rule 20: bc7b891422, Class:  1, CF:0.902885, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4572234b21, Class:  1, CF:0.994027, Len: 10, Fitness_tra: 0
Rule 23: bb27212417, Class:  1, CF:0.904702, Len: 10, Fitness_tra: 0
Rule 24: 7b223ab411, Class:  1, CF:0.98275, Len: 10, Fitness_tra: 0
Rule 25: 7874c1141b, Class:  1, CF:0.851198, Len: 10, Fitness_tra: 0
Rule 26: 41471a7477, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 27: 27b785b724, Class:  1, CF:0.949655, Len: 10, Fitness_tra: 0
Rule 28: 214bc91411, Class:  1, CF:0.277724, Len: 10, Fitness_tra: 0
Rule 29: 412478b212, Class:  1, CF:0.963728, Len: 10, Fitness_tra: 0
Rule 30: bb726f712b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 31: 7b74212711, Class:  1, CF:0.613978, Len: 10, Fitness_tra: 0
Rule 32: 11125ab7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 74b1c11114, Class:  1, CF:0.733354, Len: 10, Fitness_tra: 0
Rule 34: 2b12d3b4bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 71b43f217b, Class:  1, CF:0.999383, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2741214b11, Class:  1, CF:0.573646, Len: 10, Fitness_tra: 0
Rule 40: 414bcd1422, Class:  1, CF:0.916733, Len: 10, Fitness_tra: 0
Rule 41: 1b71ea2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 422b864424, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4bb4812771, Class:  1, CF:0.594725, Len: 10, Fitness_tra: 0
Rule 45: 24b21672bb, Class:  1, CF:0.999684, Len: 10, Fitness_tra: 0
Rule 46: 72bbaf24bb, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 47: 7b71f3b41b, Class:  1, CF:0.999, Len: 10, Fitness_tra: 0
Rule 48: 17118f7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27141644bb, Class:  1, CF:0.998517, Len: 10, Fitness_tra: 0
Rule 50: 1772d64222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7341164212, Class:  1, CF:0.995265, Len: 10, Fitness_tra: 0
Rule 52: 214bd121b7, Class:  1, CF:0.906286, Len: 10, Fitness_tra: 0
Rule 53: 112151bbb1, Class:  1, CF:0.45332, Len: 10, Fitness_tra: 0
Rule 54: 112bc17b74, Class:  1, CF:0.746208, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4db12577b7, Class:  1, CF:0.509636, Len: 10, Fitness_tra: 0
Rule 57: 21721ab114, Class:  1, CF:0.998401, Len: 10, Fitness_tra: 0
Rule 58: 21141eb114, Class:  0, CF:0.0778061, Len: 10, Fitness_tra: 0
Rule 59: b71ba3111b, Class:  1, CF:0.771981, Len: 10, Fitness_tra: 0
Rule 60: 1375231477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1b1b312bb2, Class:  1, CF:0.906119, Len: 10, Fitness_tra: 0
Rule 62: 71b2c12442, Class:  1, CF:0.942945, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44b7817b74, Class:  1, CF:0.763593, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4414c14b72, Class:  1, CF:0.805779, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2d21152412, Class:  1, CF:0.944996, Len: 10, Fitness_tra: 0
Rule 71: b7b2817c4c, Class:  1, CF:0.991112, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 72172e4bb4, Class:  1, CF:0.402508, Len: 10, Fitness_tra: 0
Rule 76: 1111551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b114c14111, Class:  1, CF:0.933532, Len: 10, Fitness_tra: 0
Rule 78: b217457122, Class:  1, CF:0.607994, Len: 10, Fitness_tra: 0
Rule 79: 2147112724, Class:  1, CF:0.979359, Len: 10, Fitness_tra: 0
Rule 80: 244ba14bb2, Class:  1, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 81: 76b2d122b1, Class:  1, CF:0.880416, Len: 10, Fitness_tra: 0
Rule 82: 2c246f27bb, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 767d53b144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 17211124b2, Class:  1, CF:0.913272, Len: 10, Fitness_tra: 0
Rule 86: b1b7334b42, Class:  1, CF:0.991769, Len: 10, Fitness_tra: 0
Rule 87: 71b22bb47b, Class:  1, CF:0.957179, Len: 10, Fitness_tra: 0
Rule 88: 7127241214, Class:  1, CF:0.931849, Len: 10, Fitness_tra: 0
Rule 89: 4f75597777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7100c12043, Class:  1, CF:0.602217, Len:  7, Fitness_tra: 0
Rule 92: 2b241a4114, Class:  1, CF:0.999962, Len: 10, Fitness_tra: 0
Rule 93: 00000abb06, Class:  1, CF:0.960296, Len:  4, Fitness_tra: 0
Rule 94: 07b2064202, Class:  1, CF:0.997212, Len:  7, Fitness_tra: 0
Rule 95: 41b4812777, Class:  1, CF:0.8402, Len: 10, Fitness_tra: 0
Rule 96: b1d1811b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7171ea1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3101090020, Class:  0, CF:0.213166, Len:  5, Fitness_tra: -36
Rule 99: 4440c14b77, Class:  1, CF:0.770718, Len:  9, Fitness_tra: 0
Rule100: 94c1391bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:7.962
------Result------
Miss_rate(tra)	:7.962
Miss_rate(tst)	:9.85401
ARL				:7.4186

------Generation 80------
Rule  1: 0008c00000, Class:  1, CF:0.995581, Len:  2, Fitness_tra: 244
Rule  2: 000b00011b, Class:  0, CF:0.689724, Len:  4, Fitness_tra: 199
Rule  3: 0003000000, Class:  0, CF:0.0727566, Len:  1, Fitness_tra: 99
Rule  4: b1b1291427, Class:  1, CF:0.993319, Len: 10, Fitness_tra: 9
Rule  5: 0000009000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 200005b100, Class:  1, CF:0.823817, Len:  4, Fitness_tra: 2
Rule  7: 0040057b37, Class:  1, CF:0.299716, Len:  6, Fitness_tra: 0
Rule  8: 7340164030, Class:  1, CF:0.942607, Len:  7, Fitness_tra: 0
Rule  9: 1e21717242, Class:  1, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 10: 0d00090008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 40020f0070, Class:  1, CF:0.994785, Len:  4, Fitness_tra: 0
Rule 12: 700210d000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 24271124b7, Class:  1, CF:0.966836, Len: 10, Fitness_tra: 0
Rule 14: 1741af7bb7, Class:  1, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 15: b821867b74, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 17bbca44bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 422b182777, Class:  1, CF:0.954461, Len: 10, Fitness_tra: 0
Rule 18: 75bd612742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b144797177, Class:  0, CF:0.129164, Len: 10, Fitness_tra: 0
Rule 20: bc7b891422, Class:  1, CF:0.902885, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4572234b21, Class:  1, CF:0.994027, Len: 10, Fitness_tra: 0
Rule 23: bb27212417, Class:  1, CF:0.904702, Len: 10, Fitness_tra: 0
Rule 24: 7b223ab411, Class:  1, CF:0.98275, Len: 10, Fitness_tra: 0
Rule 25: 7874c1141b, Class:  1, CF:0.851198, Len: 10, Fitness_tra: 0
Rule 26: 41471a7477, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 27: 27b785b724, Class:  1, CF:0.949655, Len: 10, Fitness_tra: 0
Rule 28: 214bc91411, Class:  1, CF:0.277724, Len: 10, Fitness_tra: 0
Rule 29: 412478b212, Class:  1, CF:0.963728, Len: 10, Fitness_tra: 0
Rule 30: bb726f712b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 31: 7b74212711, Class:  1, CF:0.613978, Len: 10, Fitness_tra: 0
Rule 32: 11125ab7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 74b1c11114, Class:  1, CF:0.733354, Len: 10, Fitness_tra: 0
Rule 34: 2b12d3b4bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 71b43f217b, Class:  1, CF:0.999383, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2741214b11, Class:  1, CF:0.573646, Len: 10, Fitness_tra: 0
Rule 40: 414bcd1422, Class:  1, CF:0.916733, Len: 10, Fitness_tra: 0
Rule 41: 1b71ea2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 422b864424, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4bb4812771, Class:  1, CF:0.594725, Len: 10, Fitness_tra: 0
Rule 45: 24b21672bb, Class:  1, CF:0.999684, Len: 10, Fitness_tra: 0
Rule 46: 72bbaf24bb, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 47: 7b71f3b41b, Class:  1, CF:0.999, Len: 10, Fitness_tra: 0
Rule 48: 17118f7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27141644bb, Class:  1, CF:0.998517, Len: 10, Fitness_tra: 0
Rule 50: 1772d64222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7341164212, Class:  1, CF:0.995265, Len: 10, Fitness_tra: 0
Rule 52: 214bd121b7, Class:  1, CF:0.906286, Len: 10, Fitness_tra: 0
Rule 53: 112151bbb1, Class:  1, CF:0.45332, Len: 10, Fitness_tra: 0
Rule 54: 112bc17b74, Class:  1, CF:0.746208, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4db12577b7, Class:  1, CF:0.509636, Len: 10, Fitness_tra: 0
Rule 57: 21721ab114, Class:  1, CF:0.998401, Len: 10, Fitness_tra: 0
Rule 58: 21141eb114, Class:  0, CF:0.0778061, Len: 10, Fitness_tra: 0
Rule 59: b71ba3111b, Class:  1, CF:0.771981, Len: 10, Fitness_tra: 0
Rule 60: 1375231477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1b1b312bb2, Class:  1, CF:0.906119, Len: 10, Fitness_tra: 0
Rule 62: 71b2c12442, Class:  1, CF:0.942945, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44b7817b74, Class:  1, CF:0.763593, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4414c14b72, Class:  1, CF:0.805779, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2d21152412, Class:  1, CF:0.944996, Len: 10, Fitness_tra: 0
Rule 71: b7b2817c4c, Class:  1, CF:0.991112, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 72172e4bb4, Class:  1, CF:0.402508, Len: 10, Fitness_tra: 0
Rule 76: 1111551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b114c14111, Class:  1, CF:0.933532, Len: 10, Fitness_tra: 0
Rule 78: b217457122, Class:  1, CF:0.607994, Len: 10, Fitness_tra: 0
Rule 79: 2147112724, Class:  1, CF:0.979359, Len: 10, Fitness_tra: 0
Rule 80: 244ba14bb2, Class:  1, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 81: 76b2d122b1, Class:  1, CF:0.880416, Len: 10, Fitness_tra: 0
Rule 82: 2c246f27bb, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 767d53b144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 17211124b2, Class:  1, CF:0.913272, Len: 10, Fitness_tra: 0
Rule 86: b1b7334b42, Class:  1, CF:0.991769, Len: 10, Fitness_tra: 0
Rule 87: 71b22bb47b, Class:  1, CF:0.957179, Len: 10, Fitness_tra: 0
Rule 88: 7127241214, Class:  1, CF:0.931849, Len: 10, Fitness_tra: 0
Rule 89: 4f75597777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7100c12043, Class:  1, CF:0.602217, Len:  7, Fitness_tra: 0
Rule 92: 2b241a4114, Class:  1, CF:0.999962, Len: 10, Fitness_tra: 0
Rule 93: 00000abb06, Class:  1, CF:0.960296, Len:  4, Fitness_tra: 0
Rule 94: 07b2064202, Class:  1, CF:0.997212, Len:  7, Fitness_tra: 0
Rule 95: 41b4812777, Class:  1, CF:0.8402, Len: 10, Fitness_tra: 0
Rule 96: b1d1811b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7171ea1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3101090020, Class:  0, CF:0.213166, Len:  5, Fitness_tra: -36
Rule 99: 4440c14b77, Class:  1, CF:0.770718, Len:  9, Fitness_tra: 0
Rule100: 94c1391bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:7.962
------Result------
Miss_rate(tra)	:7.962
Miss_rate(tst)	:9.85401
ARL				:7.4186

------Generation 90------
Rule  1: 0008c00000, Class:  1, CF:0.995581, Len:  2, Fitness_tra: 244
Rule  2: 000b00011b, Class:  0, CF:0.689724, Len:  4, Fitness_tra: 199
Rule  3: 0003000000, Class:  0, CF:0.0727566, Len:  1, Fitness_tra: 99
Rule  4: b1b1291427, Class:  1, CF:0.993319, Len: 10, Fitness_tra: 9
Rule  5: 0000009000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 200005b100, Class:  1, CF:0.823817, Len:  4, Fitness_tra: 2
Rule  7: 0040057b37, Class:  1, CF:0.299716, Len:  6, Fitness_tra: 0
Rule  8: 7340164030, Class:  1, CF:0.942607, Len:  7, Fitness_tra: 0
Rule  9: 1e21717242, Class:  1, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 10: 0d00090008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 40020f0070, Class:  1, CF:0.994785, Len:  4, Fitness_tra: 0
Rule 12: 700210d000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 24271124b7, Class:  1, CF:0.966836, Len: 10, Fitness_tra: 0
Rule 14: 1741af7bb7, Class:  1, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 15: b821867b74, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 17bbca44bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 422b182777, Class:  1, CF:0.954461, Len: 10, Fitness_tra: 0
Rule 18: 75bd612742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b144797177, Class:  0, CF:0.129164, Len: 10, Fitness_tra: 0
Rule 20: bc7b891422, Class:  1, CF:0.902885, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4572234b21, Class:  1, CF:0.994027, Len: 10, Fitness_tra: 0
Rule 23: bb27212417, Class:  1, CF:0.904702, Len: 10, Fitness_tra: 0
Rule 24: 7b223ab411, Class:  1, CF:0.98275, Len: 10, Fitness_tra: 0
Rule 25: 7874c1141b, Class:  1, CF:0.851198, Len: 10, Fitness_tra: 0
Rule 26: 41471a7477, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 27: 27b785b724, Class:  1, CF:0.949655, Len: 10, Fitness_tra: 0
Rule 28: 214bc91411, Class:  1, CF:0.277724, Len: 10, Fitness_tra: 0
Rule 29: 412478b212, Class:  1, CF:0.963728, Len: 10, Fitness_tra: 0
Rule 30: bb726f712b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 31: 7b74212711, Class:  1, CF:0.613978, Len: 10, Fitness_tra: 0
Rule 32: 11125ab7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 74b1c11114, Class:  1, CF:0.733354, Len: 10, Fitness_tra: 0
Rule 34: 2b12d3b4bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 71b43f217b, Class:  1, CF:0.999383, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2741214b11, Class:  1, CF:0.573646, Len: 10, Fitness_tra: 0
Rule 40: 414bcd1422, Class:  1, CF:0.916733, Len: 10, Fitness_tra: 0
Rule 41: 1b71ea2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 422b864424, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4bb4812771, Class:  1, CF:0.594725, Len: 10, Fitness_tra: 0
Rule 45: 24b21672bb, Class:  1, CF:0.999684, Len: 10, Fitness_tra: 0
Rule 46: 72bbaf24bb, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 47: 7b71f3b41b, Class:  1, CF:0.999, Len: 10, Fitness_tra: 0
Rule 48: 17118f7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27141644bb, Class:  1, CF:0.998517, Len: 10, Fitness_tra: 0
Rule 50: 1772d64222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7341164212, Class:  1, CF:0.995265, Len: 10, Fitness_tra: 0
Rule 52: 214bd121b7, Class:  1, CF:0.906286, Len: 10, Fitness_tra: 0
Rule 53: 112151bbb1, Class:  1, CF:0.45332, Len: 10, Fitness_tra: 0
Rule 54: 112bc17b74, Class:  1, CF:0.746208, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4db12577b7, Class:  1, CF:0.509636, Len: 10, Fitness_tra: 0
Rule 57: 21721ab114, Class:  1, CF:0.998401, Len: 10, Fitness_tra: 0
Rule 58: 21141eb114, Class:  0, CF:0.0778061, Len: 10, Fitness_tra: 0
Rule 59: b71ba3111b, Class:  1, CF:0.771981, Len: 10, Fitness_tra: 0
Rule 60: 1375231477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1b1b312bb2, Class:  1, CF:0.906119, Len: 10, Fitness_tra: 0
Rule 62: 71b2c12442, Class:  1, CF:0.942945, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44b7817b74, Class:  1, CF:0.763593, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4414c14b72, Class:  1, CF:0.805779, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2d21152412, Class:  1, CF:0.944996, Len: 10, Fitness_tra: 0
Rule 71: b7b2817c4c, Class:  1, CF:0.991112, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 72172e4bb4, Class:  1, CF:0.402508, Len: 10, Fitness_tra: 0
Rule 76: 1111551191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b114c14111, Class:  1, CF:0.933532, Len: 10, Fitness_tra: 0
Rule 78: b217457122, Class:  1, CF:0.607994, Len: 10, Fitness_tra: 0
Rule 79: 2147112724, Class:  1, CF:0.979359, Len: 10, Fitness_tra: 0
Rule 80: 244ba14bb2, Class:  1, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 81: 76b2d122b1, Class:  1, CF:0.880416, Len: 10, Fitness_tra: 0
Rule 82: 2c246f27bb, Class:  1, CF:0.999996, Len: 10, Fitness_tra: 0
