------Generation 0------
Rule  1: 111f111121b7d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6311212c14941122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2911f11d84111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2f6f111313f11414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a316c57514549515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a311211a31315214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 162f13122128191a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 431a1115121114f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1333911ea33111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0009000000030800, Class:  8, CF:0.235281, Len:  3, Fitness_tra: -27
Rule 90: 519f1a1918e71122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b346323142417337, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 014500c0113c5032, Class:  8, CF:0.998558, Len: 11, Fitness_tra: 2
Rule 93: 230eb0d50301001c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0501510c01510047, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e110830421d0133, Class:  9, CF:0.923753, Len: 12, Fitness_tra: 0
Rule 96: 6f50091108441113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 05d0250020500100, Class:  3, CF:0.172061, Len:  7, Fitness_tra: -24
Rule 98: 0071565b40203801, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000c0100f0000908, Class:  5, CF:0.37203, Len:  5, Fitness_tra: 2
Rule100: 2515110011000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.4091
------Result------
Miss_rate(tra)	:58.4091
Miss_rate(tst)	:62.2727
ARL				:8.05556

------Generation 70------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 61
Rule  2: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 52
Rule  3: 0e00000e0d000000, Class:  9, CF:0.298101, Len:  3, Fitness_tra: 11
Rule  4: 0009000000090c00, Class:  4, CF:0.901948, Len:  3, Fitness_tra: 19
Rule  5: 0500600000300000, Class:  8, CF:0.618257, Len:  3, Fitness_tra: 8
Rule  6: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: 2
Rule  7: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 9
Rule  8: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule  9: 50100d4200c05610, Class:  6, CF:  1, Len:  9, Fitness_tra: 5
Rule 10: 000000300e0c0b40, Class:  9, CF:  1, Len:  5, Fitness_tra: 5
Rule 11: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 5
Rule 12: 1001770130000918, Class:  8, CF:  1, Len:  9, Fitness_tra: 4
Rule 13: a0050500200b0858, Class:  7, CF:  1, Len:  8, Fitness_tra: 1
Rule 14: c520171000010008, Class:  0, CF:0.272925, Len:  8, Fitness_tra: 6
Rule 15: 13115155422137f1, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 16: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 2
Rule 17: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 0
Rule 18: 02200741013b002c, Class:  7, CF:0.998168, Len: 10, Fitness_tra: -1
Rule 19: 1013400101313052, Class:  5, CF:  1, Len: 11, Fitness_tra: 3
Rule 20: 0075200b60f00803, Class:  7, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 22: 0e0000000e0cc612, Class:  9, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 0e40011e0b0353a3, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 24: 0e000000090c0032, Class:  9, CF:0.171982, Len:  5, Fitness_tra: 1
Rule 25: 2005a00001011858, Class:  8, CF:0.998639, Len:  9, Fitness_tra: 1
Rule 26: 114932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 27: 0e0040b0003c0210, Class:  1, CF:0.965714, Len:  7, Fitness_tra: 1
Rule 28: 0355500025011f0b, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: 0eb1140b0d000040, Class:  4, CF:  1, Len:  8, Fitness_tra: 12
Rule 30: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 31: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6311212c14941122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2911f11d84111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2f6f111313f11414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a316c57514549515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a311211a31315214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 162f13122128191a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 431a1115121114f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1333911ea33111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0009000000030800, Class:  8, CF:0.235281, Len:  3, Fitness_tra: -27
Rule 90: 519f1a1918e71122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b346323142417337, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 014500c0113c5032, Class:  8, CF:0.998558, Len: 11, Fitness_tra: 2
Rule 93: 230eb0d50301001c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0501510c01510047, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e110830421d0133, Class:  9, CF:0.923753, Len: 12, Fitness_tra: 0
Rule 96: 6f50091108441113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 05d0250020500100, Class:  3, CF:0.172061, Len:  7, Fitness_tra: -24
Rule 98: 0071565b40203801, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000c0100f0000908, Class:  5, CF:0.37203, Len:  5, Fitness_tra: 2
Rule100: 2515110011000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.4091
------Result------
Miss_rate(tra)	:58.4091
Miss_rate(tst)	:62.2727
ARL				:8.05556

------Generation 80------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 61
Rule  2: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 51
Rule  3: 0009000000090c00, Class:  4, CF:0.901948, Len:  3, Fitness_tra: 19
Rule  4: 0eb1140b0d000040, Class:  4, CF:  1, Len:  8, Fitness_tra: 12
Rule  5: 0e00000e0d000000, Class:  9, CF:0.298101, Len:  3, Fitness_tra: 11
Rule  6: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 9
Rule  7: 0500600000300000, Class:  8, CF:0.618257, Len:  3, Fitness_tra: 14
Rule  8: c520171000010008, Class:  0, CF:0.272925, Len:  8, Fitness_tra: 4
Rule  9: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule 10: 000000300e0c0b40, Class:  9, CF:  1, Len:  5, Fitness_tra: 5
Rule 11: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 5
Rule 12: 50100d4200c05610, Class:  6, CF:  1, Len:  9, Fitness_tra: 6
Rule 13: 1001770130000918, Class:  8, CF:  1, Len:  9, Fitness_tra: 5
Rule 14: 1013400101313052, Class:  5, CF:  1, Len: 11, Fitness_tra: 3
Rule 15: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: 11
Rule 16: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 2
Rule 17: 000c0100f0000908, Class:  5, CF:0.37203, Len:  5, Fitness_tra: 2
Rule 18: 014500c0113c5032, Class:  8, CF:0.998558, Len: 11, Fitness_tra: 2
Rule 19: 13115155422137f1, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 20: a0050500200b0858, Class:  7, CF:  1, Len:  8, Fitness_tra: 6
Rule 21: 0e000000090c0032, Class:  9, CF:0.171982, Len:  5, Fitness_tra: 2
Rule 22: 2005a00001011858, Class:  8, CF:0.998639, Len:  9, Fitness_tra: 1
Rule 23: 114932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 24: 0e0040b0003c0210, Class:  1, CF:0.965714, Len:  7, Fitness_tra: 1
Rule 25: 0355500025011f0b, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 27: 0e40011e0b0353a3, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 28: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 3
Rule 29: 0075200b60f00803, Class:  7, CF:  1, Len:  8, Fitness_tra: 3
Rule 30: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 31: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1e1f6661d121273b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 415e161339311c84, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1151e31121b2d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 71235e3361e15c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1f11291135116261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11253514212181a1, Class:  9, CF:0.59127, Len: 16, Fitness_tra: 10
Rule 87: 1125512111411636, Class:  3, CF:0.946992, Len: 16, Fitness_tra: 20
Rule 88: 1316c14122141811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1f1341211b119c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1019710542213711, Class:  7, CF:0.0138688, Len: 14, Fitness_tra: -2
Rule 92: 05030a0000190800, Class:  0, CF:0.823972, Len:  6, Fitness_tra: 0
Rule 93: 0e20170e000c03a8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a101a500610108b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 9e0000000e0cc412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1a4345121242633f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5083314310125a10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0306003a0e3c0244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1313131113f12414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1120411131110048, Class:  8, CF:0.999803, Len: 13, Fitness_tra: 1
------Current------
Miss_rate(tra)	:57.8409
------Result------
Miss_rate(tra)	:57.8409
Miss_rate(tst)	:61.3636
ARL				:8.77778

------Generation 90------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 57
Rule  2: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 51
Rule  3: 1125512111411636, Class:  3, CF:0.946992, Len: 16, Fitness_tra: 10
Rule  4: 0009000000090c00, Class:  4, CF:0.901948, Len:  3, Fitness_tra: 19
Rule  5: 0500600000300000, Class:  8, CF:0.618257, Len:  3, Fitness_tra: 17
Rule  6: 3101100e1d081136, Class:  1, CF:0.937428, Len: 12, Fitness_tra: 14
Rule  7: c0413100220b0303, Class:  4, CF:0.977797, Len: 10, Fitness_tra: 12
Rule  8: 1e20300421018131, Class:  6, CF:0.0428257, Len: 12, Fitness_tra: 5
Rule  9: 0eb1140b0d000040, Class:  4, CF:  1, Len:  8, Fitness_tra: 12
Rule 10: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: -1
Rule 11: 050010000b0c1012, Class:  0, CF:0.932332, Len:  7, Fitness_tra: 11
Rule 12: 0e00000e0d000000, Class:  9, CF:0.298101, Len:  3, Fitness_tra: 11
Rule 13: 11253514212181a1, Class:  9, CF:0.59127, Len: 16, Fitness_tra: 10
Rule 14: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 13
Rule 15: 50100d4200c05610, Class:  6, CF:  1, Len:  9, Fitness_tra: 6
Rule 16: a0050500200b0858, Class:  7, CF:  1, Len:  8, Fitness_tra: 5
Rule 17: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 5
Rule 18: 0e00030001000136, Class:  6, CF:0.413019, Len:  6, Fitness_tra: 4
Rule 19: 000000300e0c0b40, Class:  9, CF:  1, Len:  5, Fitness_tra: 5
Rule 20: 221004d010c00911, Class:  8, CF:  1, Len: 10, Fitness_tra: 5
Rule 21: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule 22: 05b0d4920b804000, Class:  7, CF:0.999862, Len:  9, Fitness_tra: 5
Rule 23: 011c090111000106, Class:  1, CF:0.950283, Len:  9, Fitness_tra: 4
Rule 24: 1013400101313052, Class:  5, CF:  1, Len: 11, Fitness_tra: 2
Rule 25: 0075200b60f00803, Class:  7, CF:  1, Len:  8, Fitness_tra: 2
Rule 26: 1001770130000918, Class:  8, CF:  1, Len:  9, Fitness_tra: 2
Rule 27: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 1
Rule 28: 00000030200c0848, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 29: 000c0100f0000908, Class:  5, CF:0.37203, Len:  5, Fitness_tra: 2
Rule 30: a025010011010808, Class:  7, CF:0.734438, Len:  9, Fitness_tra: 2
Rule 31: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 1
Rule 32: 0e40011e0b0353a3, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 33: 3ed0200009071032, Class:  9, CF:0.932649, Len:  9, Fitness_tra: 1
Rule 34: 0e0040b0003c0210, Class:  1, CF:0.965714, Len:  7, Fitness_tra: 1
Rule 35: 0e000000090c0032, Class:  9, CF:0.171982, Len:  5, Fitness_tra: 1
Rule 36: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 37: 0355500025011f0b, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 38: 0eb0d0900b834010, Class:  7, CF:  1, Len:  9, Fitness_tra: 1
Rule 39: 014500c0113c5032, Class:  8, CF:0.998558, Len: 11, Fitness_tra: 1
Rule 40: 01200c2341003016, Class:  2, CF:0.339646, Len: 10, Fitness_tra: 1
Rule 41: 2115243211c35311, Class:  6, CF:0.95544, Len: 16, Fitness_tra: 1
Rule 42: 1120411131110048, Class:  8, CF:0.999803, Len: 13, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
