------Generation 0------
Rule  1: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: 0
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 37: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 19
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 9
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 6
Rule 51: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 2811, Class:  0, CF:0.662711, Len:  4, Fitness_tra: -2
Rule 58: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 60: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 61: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 62: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 5
Rule 63: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 5
Rule 65: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 66: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 67: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 68: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 8
Rule 74: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 75: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d11, Class:  0, CF:0.312898, Len:  4, Fitness_tra: -1
Rule 78: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 1
Rule 79: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 26
Rule 80: 5500, Class:  0, CF:0.353963, Len:  2, Fitness_tra: -9
Rule 81: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 3
Rule 83: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule 85: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 0
Rule 86: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: -3
Rule 87: 0405, Class:  2, CF:0.0266041, Len:  2, Fitness_tra: -1
Rule 88: 1212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 92: 3111, Class:  1, CF:0.235622, Len:  4, Fitness_tra: 0
Rule 93: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1131, Class:  1, CF:0.226163, Len:  4, Fitness_tra: 0
Rule 95: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 97: 5024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: 0
Rule 99: 3134, Class:  1, CF:0.0638776, Len:  4, Fitness_tra: 0
Rule100: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.7994
------Result------
Miss_rate(tra)	:22.7994
Miss_rate(tst)	:22.4
ARL				:3.15152

------Generation 80------
Rule  1: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule  2: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule  3: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: -1
Rule  4: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule  5: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule  6: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule  7: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 33
Rule  8: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule  9: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 10: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 21
Rule 11: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 12: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 5
Rule 13: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 18
Rule 14: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 14
Rule 16: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 13
Rule 17: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 6
Rule 18: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 19: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 20: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 21: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 22: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 23: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 27: 5400, Class:  0, CF:0.0273062, Len:  2, Fitness_tra: -3
Rule 28: 200d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: 0
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 37: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 19
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 9
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 6
Rule 51: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 2811, Class:  0, CF:0.662711, Len:  4, Fitness_tra: -2
Rule 58: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 60: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 61: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 62: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 5
Rule 63: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 5
Rule 65: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 66: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 67: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 68: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 8
Rule 74: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 75: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d11, Class:  0, CF:0.312898, Len:  4, Fitness_tra: -1
Rule 78: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 1
Rule 79: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 26
Rule 80: 5500, Class:  0, CF:0.353963, Len:  2, Fitness_tra: -9
Rule 81: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 3
Rule 83: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule 85: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 0
Rule 86: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: -3
Rule 87: 0405, Class:  2, CF:0.0266041, Len:  2, Fitness_tra: -1
Rule 88: 1212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 92: 3111, Class:  1, CF:0.235622, Len:  4, Fitness_tra: 0
Rule 93: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1131, Class:  1, CF:0.226163, Len:  4, Fitness_tra: 0
Rule 95: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 97: 5024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: 0
Rule 99: 3134, Class:  1, CF:0.0638776, Len:  4, Fitness_tra: 0
Rule100: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.7994
------Result------
Miss_rate(tra)	:22.7994
Miss_rate(tst)	:22.4
ARL				:3.15152

------Generation 90------
Rule  1: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule  2: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule  3: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: -1
Rule  4: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule  5: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule  6: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule  7: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 33
Rule  8: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule  9: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 10: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 21
Rule 11: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 12: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 5
Rule 13: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 18
Rule 14: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 14
Rule 16: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 13
Rule 17: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 6
Rule 18: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 19: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 20: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 21: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 22: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 23: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 27: 5400, Class:  0, CF:0.0273062, Len:  2, Fitness_tra: -3
Rule 28: 200d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: 0
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 37: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 19
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 9
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 6
Rule 51: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 2811, Class:  0, CF:0.662711, Len:  4, Fitness_tra: -2
Rule 58: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 60: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 61: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 62: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 5
Rule 63: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 5
Rule 65: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 66: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 67: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 68: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6331, Class:  1, CF:0.494446, Len:  4, Fitness_tra: 8
Rule 74: 5602, Class:  2, CF:0.172083, Len:  3, Fitness_tra: 0
Rule 75: 4045, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d11, Class:  0, CF:0.312898, Len:  4, Fitness_tra: -1
Rule 78: 3614, Class:  2, CF:0.24648, Len:  4, Fitness_tra: 1
Rule 79: 0620, Class:  2, CF:0.47668, Len:  2, Fitness_tra: 26
Rule 80: 5500, Class:  0, CF:0.353963, Len:  2, Fitness_tra: -9
Rule 81: 1262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1236, Class:  0, CF:0.596128, Len:  4, Fitness_tra: 3
Rule 83: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 13
Rule 85: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 0
Rule 86: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: -3
Rule 87: 0405, Class:  2, CF:0.0266041, Len:  2, Fitness_tra: -1
Rule 88: 1212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0260, Class:  0, CF:0.464291, Len:  2, Fitness_tra: 8
Rule 92: 3111, Class:  1, CF:0.235622, Len:  4, Fitness_tra: 0
Rule 93: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1131, Class:  1, CF:0.226163, Len:  4, Fitness_tra: 0
Rule 95: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b165, Class:  2, CF:0.354625, Len:  4, Fitness_tra: 2
Rule 97: 5024, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0600, Class:  2, CF:0.103231, Len:  1, Fitness_tra: 0
Rule 99: 3134, Class:  1, CF:0.0638776, Len:  4, Fitness_tra: 0
Rule100: 1181, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.7994
------Result------
Miss_rate(tra)	:22.7994
Miss_rate(tst)	:22.4
ARL				:3.15152

------Generation 100------
Rule  1: f123, Class:  2, CF:0.135824, Len:  4, Fitness_tra: 0
Rule  2: 1143, Class:  1, CF:0.0645066, Len:  4, Fitness_tra: 0
Rule  3: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: -1
Rule  4: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule  5: a111, Class:  1, CF:0.244196, Len:  4, Fitness_tra: 0
Rule  6: 6000, Class:  2, CF:0.0974936, Len:  1, Fitness_tra: 0
Rule  7: 0206, Class:  0, CF:0.576491, Len:  2, Fitness_tra: 33
Rule  8: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule  9: 351e, Class:  1, CF:0.16733, Len:  4, Fitness_tra: 0
Rule 10: 6220, Class:  2, CF:0.393316, Len:  3, Fitness_tra: 21
Rule 11: 0363, Class:  1, CF:0.196491, Len:  3, Fitness_tra: 1
Rule 12: 8511, Class:  0, CF:0.856292, Len:  4, Fitness_tra: 5
Rule 13: 0055, Class:  2, CF:0.294289, Len:  2, Fitness_tra: 18
Rule 14: 1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1142, Class:  2, CF:0.532496, Len:  4, Fitness_tra: 14
Rule 16: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 13
Rule 17: 9521, Class:  0, CF:0.743081, Len:  4, Fitness_tra: 6
Rule 18: 3611, Class:  1, CF:0.249596, Len:  4, Fitness_tra: 0
Rule 19: 0030, Class:  0, CF:0.00198346, Len:  1, Fitness_tra: 0
Rule 20: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 21: 0006, Class:  0, CF:0.14655, Len:  1, Fitness_tra: 0
Rule 22: 1321, Class:  2, CF:0.282545, Len:  4, Fitness_tra: 0
Rule 23: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11f2, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151, Class:  2, CF:0.319607, Len:  4, Fitness_tra: 0
Rule 27: 5400, Class:  0, CF:0.0273062, Len:  2, Fitness_tra: -3
Rule 28: 200d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3505, Class:  2, CF:0.112087, Len:  3, Fitness_tra: 1
Rule 31: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 32: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0610774, Len:  1, Fitness_tra: 0
Rule 34: 0666, Class:  1, CF:0.132894, Len:  3, Fitness_tra: 0
Rule 35: 2112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 5931, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 37: 6602, Class:  2, CF:0.86047, Len:  3, Fitness_tra: 19
Rule 38: 12c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2416, Class:  0, CF:0.865001, Len:  4, Fitness_tra: 11
Rule 40: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 2211, Class:  0, CF:0.733881, Len:  4, Fitness_tra: 0
Rule 45: 1111, Class:  1, CF:0.110551, Len:  4, Fitness_tra: 0
Rule 46: 0050, Class:  2, CF:0.00318573, Len:  1, Fitness_tra: 0
Rule 47: 311b, Class:  1, CF:0.472661, Len:  4, Fitness_tra: 9
Rule 48: 712b, Class:  2, CF:0.0685153, Len:  4, Fitness_tra: 0
Rule 49: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1124, Class:  2, CF:0.563158, Len:  4, Fitness_tra: 6
Rule 51: b455, Class:  2, CF:  1, Len:  4, Fitness_tra: 10
Rule 52: 6311, Class:  1, CF:0.279525, Len:  4, Fitness_tra: 0
Rule 53: 1311, Class:  1, CF:0.2065, Len:  4, Fitness_tra: 0
Rule 54: 4004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3117, Class:  1, CF:0.234999, Len:  4, Fitness_tra: 0
Rule 57: 2811, Class:  0, CF:0.662711, Len:  4, Fitness_tra: -2
Rule 58: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13e1, Class:  2, CF:0.816425, Len:  4, Fitness_tra: 7
Rule 60: 5030, Class:  0, CF:0.505014, Len:  2, Fitness_tra: 2
Rule 61: 121b, Class:  0, CF:0.0782193, Len:  4, Fitness_tra: 0
Rule 62: 0530, Class:  0, CF:0.514859, Len:  2, Fitness_tra: 5
Rule 63: 0520, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4003, Class:  0, CF:0.244237, Len:  2, Fitness_tra: 5
Rule 65: 44b4, Class:  1, CF:0.143778, Len:  4, Fitness_tra: 3
Rule 66: 1711, Class:  1, CF:0.159376, Len:  4, Fitness_tra: 0
Rule 67: 111b, Class:  1, CF:0.3037, Len:  4, Fitness_tra: 6
Rule 68: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
