------Generation 0------
Rule  1: 1213c4ed6117c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 7205114812182, Class:  1, CF:  1, Len: 12, Fitness_tra: 3
Rule 24: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 0
Rule 25: 37315d31112e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13a33c111d2d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: a121121113918, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1b451218e5112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 711c351519121, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 13f251313c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1155151139121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 7113118111841, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1c41131222513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 4241261212111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 37: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0008c05056c20, Class:  0, CF:0.998171, Len:  7, Fitness_tra: 0
Rule 39: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c0000c0400, Class:  0, CF:0.632236, Len:  3, Fitness_tra: 162
Rule 82: 71a2415636129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 41a121e691455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 45114951d3b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42a1295619223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 28f8c53a91213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 441129595111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4811439613153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12267151a5125, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 114124553e1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10a030311d220, Class:  0, CF:0.835617, Len:  9, Fitness_tra: 0
Rule 92: f3f1818111153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: 5df8111222183, Class:  0, CF:0.718721, Len: 13, Fitness_tra: 0
Rule 94: 415cc151d1229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f1f581d1d3889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 69234c1319511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c08b0001e0b3, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 13ac31165d229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 216d111514521, Class:  1, CF:0.158648, Len: 13, Fitness_tra: 3
------Current------
Miss_rate(tra)	:18.0247
------Result------
Miss_rate(tra)	:18.0247
Miss_rate(tst)	:12.1212
ARL				:11.2653

------Generation 70------
Rule  1: 6121103010502, Class:  0, CF:  1, Len:  9, Fitness_tra: 25
Rule  2: 0500400000000, Class:  0, CF:0.305652, Len:  2, Fitness_tra: -63
Rule  3: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 45
Rule  4: 311c211121131, Class:  1, CF:0.280361, Len: 13, Fitness_tra: 29
Rule  5: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 20
Rule  6: 000d00008000d, Class:  0, CF:0.263904, Len:  3, Fitness_tra: 1
Rule  7: 311d241021020, Class:  0, CF:0.887943, Len: 10, Fitness_tra: -31
Rule  8: 3123513121811, Class:  0, CF:  1, Len: 13, Fitness_tra: 19
Rule  9: f1f181d111183, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 11
Rule 11: 3722513121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 12: 1113551131108, Class:  0, CF:  1, Len: 12, Fitness_tra: 9
Rule 13: 617110108510d, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 0
Rule 15: 0100211c0e010, Class:  0, CF:0.836408, Len:  7, Fitness_tra: -3
Rule 16: 63703c5511012, Class:  1, CF:  1, Len: 11, Fitness_tra: 2
Rule 17: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 6
Rule 18: 33123c1551811, Class:  1, CF:0.470588, Len: 13, Fitness_tra: 1
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 20: f33c311181229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 7205114812182, Class:  1, CF:  1, Len: 12, Fitness_tra: 3
Rule 24: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 0
Rule 25: 37315d31112e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13a33c111d2d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: a121121113918, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1b451218e5112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 711c351519121, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 13f251313c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1155151139121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 7113118111841, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1c41131222513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 4241261212111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 37: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0008c05056c20, Class:  0, CF:0.998171, Len:  7, Fitness_tra: 0
Rule 39: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c0000c0400, Class:  0, CF:0.632236, Len:  3, Fitness_tra: 162
Rule 82: 71a2415636129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 41a121e691455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 45114951d3b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42a1295619223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 28f8c53a91213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 441129595111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4811439613153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12267151a5125, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 114124553e1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10a030311d220, Class:  0, CF:0.835617, Len:  9, Fitness_tra: 0
Rule 92: f3f1818111153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: 5df8111222183, Class:  0, CF:0.718721, Len: 13, Fitness_tra: 0
Rule 94: 415cc151d1229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f1f581d1d3889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 69234c1319511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c08b0001e0b3, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 13ac31165d229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 216d111514521, Class:  1, CF:0.158648, Len: 13, Fitness_tra: 3
------Current------
Miss_rate(tra)	:18.0247
------Result------
Miss_rate(tra)	:18.0247
Miss_rate(tst)	:12.1212
ARL				:11.2653

------Generation 80------
Rule  1: 6121103010502, Class:  0, CF:  1, Len:  9, Fitness_tra: 25
Rule  2: 0500400000000, Class:  0, CF:0.305652, Len:  2, Fitness_tra: -63
Rule  3: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 45
Rule  4: 311c211121131, Class:  1, CF:0.280361, Len: 13, Fitness_tra: 29
Rule  5: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 20
Rule  6: 000d00008000d, Class:  0, CF:0.263904, Len:  3, Fitness_tra: 1
Rule  7: 311d241021020, Class:  0, CF:0.887943, Len: 10, Fitness_tra: -31
Rule  8: 3123513121811, Class:  0, CF:  1, Len: 13, Fitness_tra: 19
Rule  9: f1f181d111183, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 11
Rule 11: 3722513121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 12: 1113551131108, Class:  0, CF:  1, Len: 12, Fitness_tra: 9
Rule 13: 617110108510d, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 0
Rule 15: 0100211c0e010, Class:  0, CF:0.836408, Len:  7, Fitness_tra: -3
Rule 16: 63703c5511012, Class:  1, CF:  1, Len: 11, Fitness_tra: 2
Rule 17: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 6
Rule 18: 33123c1551811, Class:  1, CF:0.470588, Len: 13, Fitness_tra: 1
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 20: f33c311181229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 7205114812182, Class:  1, CF:  1, Len: 12, Fitness_tra: 3
Rule 24: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 0
Rule 25: 37315d31112e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13a33c111d2d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: a121121113918, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1b451218e5112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 711c351519121, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 13f251313c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1155151139121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 7113118111841, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1c41131222513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 4241261212111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 37: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0008c05056c20, Class:  0, CF:0.998171, Len:  7, Fitness_tra: 0
Rule 39: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c0000c0400, Class:  0, CF:0.632236, Len:  3, Fitness_tra: 162
Rule 82: 71a2415636129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 41a121e691455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 45114951d3b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42a1295619223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 28f8c53a91213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 441129595111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4811439613153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12267151a5125, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 114124553e1d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10a030311d220, Class:  0, CF:0.835617, Len:  9, Fitness_tra: 0
Rule 92: f3f1818111153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: 5df8111222183, Class:  0, CF:0.718721, Len: 13, Fitness_tra: 0
Rule 94: 415cc151d1229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f1f581d1d3889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 69234c1319511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c08b0001e0b3, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 13ac31165d229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 216d111514521, Class:  1, CF:0.158648, Len: 13, Fitness_tra: 3
------Current------
Miss_rate(tra)	:18.0247
------Result------
Miss_rate(tra)	:18.0247
Miss_rate(tst)	:12.1212
ARL				:11.2653

------Generation 90------
Rule  1: 6121103010502, Class:  0, CF:  1, Len:  9, Fitness_tra: 25
Rule  2: 0500400000000, Class:  0, CF:0.305652, Len:  2, Fitness_tra: -63
Rule  3: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 45
Rule  4: 311c211121131, Class:  1, CF:0.280361, Len: 13, Fitness_tra: 29
Rule  5: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 20
Rule  6: 000d00008000d, Class:  0, CF:0.263904, Len:  3, Fitness_tra: 1
Rule  7: 311d241021020, Class:  0, CF:0.887943, Len: 10, Fitness_tra: -31
Rule  8: 3123513121811, Class:  0, CF:  1, Len: 13, Fitness_tra: 19
Rule  9: f1f181d111183, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 11
Rule 11: 3722513121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 12: 1113551131108, Class:  0, CF:  1, Len: 12, Fitness_tra: 9
Rule 13: 617110108510d, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 0
Rule 15: 0100211c0e010, Class:  0, CF:0.836408, Len:  7, Fitness_tra: -3
Rule 16: 63703c5511012, Class:  1, CF:  1, Len: 11, Fitness_tra: 2
Rule 17: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 6
Rule 18: 33123c1551811, Class:  1, CF:0.470588, Len: 13, Fitness_tra: 1
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 20: f33c311181229, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 7205114812182, Class:  1, CF:  1, Len: 12, Fitness_tra: 3
Rule 24: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 0
Rule 25: 37315d31112e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13a33c111d2d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: a121121113918, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1b451218e5112, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 711c351519121, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: 13f251313c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 1155151139121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 7113118111841, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1c41131222513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
