------Generation 0------
Rule  1: b2131525cd51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a0e6553820121, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 35: 7125485119128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1319c11191525, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a34d272321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1428139151c13, Class:  1, CF:0.356666, Len: 13, Fitness_tra: 0
Rule 39: 5011210005c53, Class:  0, CF:0.999214, Len:  9, Fitness_tra: 0
Rule 40: 118d275251178, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 245c13131e11c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2421411113521, Class:  0, CF:0.994976, Len: 13, Fitness_tra: 0
Rule 43: bc42251885123, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2231b16111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11a823195542e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 45f2493611289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1862c1935e225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7538451f1d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15f1213a11b83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1161191115419, Class:  0, CF:0.996851, Len: 13, Fitness_tra: 0
Rule 88: 61a1216991811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f36d21399c451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 153d213111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1521311113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 012d175100ec8, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 93: 15652132e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0424420343304, Class:  1, CF:0.688941, Len: 10, Fitness_tra: 0
Rule 95: 1121229313315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 442225939121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4121211113515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1762218100515, Class:  0, CF:0.999911, Len: 11, Fitness_tra: 2
Rule 99: 0001000100005, Class:  0, CF:0.0765861, Len:  3, Fitness_tra: -160
Rule100: 0e250c0ed0d0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.7284
------Result------
Miss_rate(tra)	:16.7284
Miss_rate(tst)	:8.08081
ARL				:9.94545

------Generation 70------
Rule  1: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 181
Rule  2: 0004000000c00, Class:  0, CF:0.286974, Len:  2, Fitness_tra: 203
Rule  3: 01f4001140000, Class:  0, CF:0.756339, Len:  6, Fitness_tra: 41
Rule  4: 01f4200030200, Class:  0, CF:  1, Len:  6, Fitness_tra: 30
Rule  5: 0424000301004, Class:  0, CF:0.87375, Len:  6, Fitness_tra: 31
Rule  6: 000d000000c05, Class:  0, CF:0.785292, Len:  3, Fitness_tra: 16
Rule  7: 0124421143300, Class:  1, CF:0.233046, Len: 10, Fitness_tra: -1
Rule  8: 512800000a10d, Class:  1, CF:0.992957, Len:  7, Fitness_tra: 1
Rule  9: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 7
Rule 10: 215511911112d, Class:  1, CF:0.739176, Len: 13, Fitness_tra: 0
Rule 11: 1521421113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1006153810111, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 5
Rule 13: 0e06200030006, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 14: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 15: 01a08d3000100, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 16: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 17: 1162211111215, Class:  0, CF:0.999037, Len: 13, Fitness_tra: 0
Rule 18: 000c000b0500e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 19: 02250ce0d801d, Class:  1, CF:0.603579, Len:  9, Fitness_tra: 0
Rule 20: 0701801125073, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 21: 115d435111115, Class:  0, CF:0.994142, Len: 13, Fitness_tra: 0
Rule 22: 313c628d55218, Class:  1, CF:0.976881, Len: 13, Fitness_tra: 0
Rule 23: 8144101141175, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 24: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 912d415118a11, Class:  1, CF:0.699584, Len: 13, Fitness_tra: 1
Rule 26: 1321425113315, Class:  1, CF:0.67578, Len: 13, Fitness_tra: 0
Rule 27: 00f4250030100, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 28: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 1
Rule 29: 0424200311104, Class:  0, CF:0.829076, Len:  9, Fitness_tra: 0
Rule 30: 1006553880101, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 3311228d05c18, Class:  1, CF:0.992321, Len: 12, Fitness_tra: 0
Rule 32: 311c228d05c13, Class:  1, CF:0.986533, Len: 12, Fitness_tra: 0
Rule 33: 9144100113111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 34: a0e6553820121, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 35: 7125485119128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1319c11191525, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a34d272321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1428139151c13, Class:  1, CF:0.356666, Len: 13, Fitness_tra: 0
Rule 39: 5011210005c53, Class:  0, CF:0.999214, Len:  9, Fitness_tra: 0
Rule 40: 118d275251178, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 245c13131e11c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2421411113521, Class:  0, CF:0.994976, Len: 13, Fitness_tra: 0
Rule 43: bc42251885123, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2231b16111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11a823195542e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 45f2493611289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1862c1935e225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7538451f1d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15f1213a11b83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1161191115419, Class:  0, CF:0.996851, Len: 13, Fitness_tra: 0
Rule 88: 61a1216991811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f36d21399c451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 153d213111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1521311113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 012d175100ec8, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 93: 15652132e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0424420343304, Class:  1, CF:0.688941, Len: 10, Fitness_tra: 0
Rule 95: 1121229313315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 442225939121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4121211113515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1762218100515, Class:  0, CF:0.999911, Len: 11, Fitness_tra: 2
Rule 99: 0001000100005, Class:  0, CF:0.0765861, Len:  3, Fitness_tra: -160
Rule100: 0e250c0ed0d0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.7284
------Result------
Miss_rate(tra)	:16.7284
Miss_rate(tst)	:8.08081
ARL				:9.94545

------Generation 80------
Rule  1: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 181
Rule  2: 0004000000c00, Class:  0, CF:0.286974, Len:  2, Fitness_tra: 203
Rule  3: 01f4001140000, Class:  0, CF:0.756339, Len:  6, Fitness_tra: 41
Rule  4: 01f4200030200, Class:  0, CF:  1, Len:  6, Fitness_tra: 30
Rule  5: 0424000301004, Class:  0, CF:0.87375, Len:  6, Fitness_tra: 31
Rule  6: 000d000000c05, Class:  0, CF:0.785292, Len:  3, Fitness_tra: 16
Rule  7: 0124421143300, Class:  1, CF:0.233046, Len: 10, Fitness_tra: -1
Rule  8: 512800000a10d, Class:  1, CF:0.992957, Len:  7, Fitness_tra: 1
Rule  9: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 7
Rule 10: 215511911112d, Class:  1, CF:0.739176, Len: 13, Fitness_tra: 0
Rule 11: 1521421113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1006153810111, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 5
Rule 13: 0e06200030006, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 14: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 15: 01a08d3000100, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 16: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 17: 1162211111215, Class:  0, CF:0.999037, Len: 13, Fitness_tra: 0
Rule 18: 000c000b0500e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 19: 02250ce0d801d, Class:  1, CF:0.603579, Len:  9, Fitness_tra: 0
Rule 20: 0701801125073, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 21: 115d435111115, Class:  0, CF:0.994142, Len: 13, Fitness_tra: 0
Rule 22: 313c628d55218, Class:  1, CF:0.976881, Len: 13, Fitness_tra: 0
Rule 23: 8144101141175, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 24: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 912d415118a11, Class:  1, CF:0.699584, Len: 13, Fitness_tra: 1
Rule 26: 1321425113315, Class:  1, CF:0.67578, Len: 13, Fitness_tra: 0
Rule 27: 00f4250030100, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 28: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 1
Rule 29: 0424200311104, Class:  0, CF:0.829076, Len:  9, Fitness_tra: 0
Rule 30: 1006553880101, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 3311228d05c18, Class:  1, CF:0.992321, Len: 12, Fitness_tra: 0
Rule 32: 311c228d05c13, Class:  1, CF:0.986533, Len: 12, Fitness_tra: 0
Rule 33: 9144100113111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 34: a0e6553820121, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 35: 7125485119128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1319c11191525, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a34d272321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1428139151c13, Class:  1, CF:0.356666, Len: 13, Fitness_tra: 0
Rule 39: 5011210005c53, Class:  0, CF:0.999214, Len:  9, Fitness_tra: 0
Rule 40: 118d275251178, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 245c13131e11c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2421411113521, Class:  0, CF:0.994976, Len: 13, Fitness_tra: 0
Rule 43: bc42251885123, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2231b16111259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11a823195542e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 45f2493611289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1862c1935e225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7538451f1d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15f1213a11b83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1161191115419, Class:  0, CF:0.996851, Len: 13, Fitness_tra: 0
Rule 88: 61a1216991811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f36d21399c451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 153d213111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1521311113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 012d175100ec8, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 93: 15652132e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0424420343304, Class:  1, CF:0.688941, Len: 10, Fitness_tra: 0
Rule 95: 1121229313315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 442225939121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4121211113515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1762218100515, Class:  0, CF:0.999911, Len: 11, Fitness_tra: 2
Rule 99: 0001000100005, Class:  0, CF:0.0765861, Len:  3, Fitness_tra: -160
Rule100: 0e250c0ed0d0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.7284
------Result------
Miss_rate(tra)	:16.7284
Miss_rate(tst)	:8.08081
ARL				:9.94545

------Generation 90------
Rule  1: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 181
Rule  2: 0004000000c00, Class:  0, CF:0.286974, Len:  2, Fitness_tra: 203
Rule  3: 01f4001140000, Class:  0, CF:0.756339, Len:  6, Fitness_tra: 41
Rule  4: 01f4200030200, Class:  0, CF:  1, Len:  6, Fitness_tra: 30
Rule  5: 0424000301004, Class:  0, CF:0.87375, Len:  6, Fitness_tra: 31
Rule  6: 000d000000c05, Class:  0, CF:0.785292, Len:  3, Fitness_tra: 16
Rule  7: 0124421143300, Class:  1, CF:0.233046, Len: 10, Fitness_tra: -1
Rule  8: 512800000a10d, Class:  1, CF:0.992957, Len:  7, Fitness_tra: 1
Rule  9: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 7
Rule 10: 215511911112d, Class:  1, CF:0.739176, Len: 13, Fitness_tra: 0
Rule 11: 1521421113315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1006153810111, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 5
Rule 13: 0e06200030006, Class:  0, CF:  1, Len:  5, Fitness_tra: 3
Rule 14: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 15: 01a08d3000100, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 16: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 17: 1162211111215, Class:  0, CF:0.999037, Len: 13, Fitness_tra: 0
Rule 18: 000c000b0500e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 19: 02250ce0d801d, Class:  1, CF:0.603579, Len:  9, Fitness_tra: 0
Rule 20: 0701801125073, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 21: 115d435111115, Class:  0, CF:0.994142, Len: 13, Fitness_tra: 0
Rule 22: 313c628d55218, Class:  1, CF:0.976881, Len: 13, Fitness_tra: 0
Rule 23: 8144101141175, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 24: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 912d415118a11, Class:  1, CF:0.699584, Len: 13, Fitness_tra: 1
Rule 26: 1321425113315, Class:  1, CF:0.67578, Len: 13, Fitness_tra: 0
Rule 27: 00f4250030100, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 28: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 1
Rule 29: 0424200311104, Class:  0, CF:0.829076, Len:  9, Fitness_tra: 0
Rule 30: 1006553880101, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 3311228d05c18, Class:  1, CF:0.992321, Len: 12, Fitness_tra: 0
Rule 32: 311c228d05c13, Class:  1, CF:0.986533, Len: 12, Fitness_tra: 0
Rule 33: 9144100113111, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
Rule 34: a0e6553820121, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 35: 7125485119128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 1319c11191525, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a34d272321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1428139151c13, Class:  1, CF:0.356666, Len: 13, Fitness_tra: 0
Rule 39: 5011210005c53, Class:  0, CF:0.999214, Len:  9, Fitness_tra: 0
Rule 40: 118d275251178, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 245c13131e11c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 2421411113521, Class:  0, CF:0.994976, Len: 13, Fitness_tra: 0
Rule 43: bc42251885123, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
