------Generation 0------
Rule  1: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 88: 112b, Class:  1, CF:0.0278073, Len:  4, Fitness_tra: 0
Rule 89: 1121, Class:  0, CF:0.0035661, Len:  4, Fitness_tra: 0
Rule 90: 5616, Class:  0, CF:0.293099, Len:  4, Fitness_tra: 0
Rule 91: 0050, Class:  0, CF:0.0533659, Len:  1, Fitness_tra: 0
Rule 92: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 10
Rule 93: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 14
Rule 95: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 18
Rule 96: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 20
Rule 97: 1314, Class:  1, CF:0.010302, Len:  4, Fitness_tra: 0
Rule 98: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: 0
Rule 99: 1231, Class:  0, CF:0.127331, Len:  4, Fitness_tra: 0
Rule100: 6241, Class:  1, CF:0.121148, Len:  4, Fitness_tra: -3
------Current------
Miss_rate(tra)	:41.3295
------Result------
Miss_rate(tra)	:41.3295
Miss_rate(tst)	:22.5806
ARL				:2.75

------Generation 70------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 47
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 41
Rule  3: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 20
Rule  4: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 18
Rule  5: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 8
Rule  6: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 16
Rule  7: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 13
Rule  8: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 4
Rule  9: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 18
Rule 10: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 16
Rule 11: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 12: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 18
Rule 13: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 9
Rule 14: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule 15: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 13
Rule 16: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 17: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 12
Rule 18: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 5
Rule 19: 4035, Class:  0, CF:0.244676, Len:  3, Fitness_tra: 0
Rule 20: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 9
Rule 21: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 5
Rule 22: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 8
Rule 23: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 6
Rule 24: 21a1, Class:  0, CF:0.490286, Len:  4, Fitness_tra: 3
Rule 25: f956, Class:  1, CF:0.554781, Len:  4, Fitness_tra: 0
Rule 26: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 27: 9000, Class:  0, CF:0.237711, Len:  1, Fitness_tra: -5
Rule 28: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 2
Rule 29: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 2
Rule 30: 4000, Class:  1, CF:0.0521699, Len:  1, Fitness_tra: 1
Rule 31: 0324, Class:  0, CF:0.398891, Len:  3, Fitness_tra: 3
Rule 32: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 2
Rule 33: 00e0, Class:  0, CF:0.143973, Len:  1, Fitness_tra: 2
Rule 34: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 1
Rule 35: 3000, Class:  1, CF:0.0592859, Len:  1, Fitness_tra: 0
Rule 36: 3141, Class:  1, CF:0.25209, Len:  4, Fitness_tra: 1
Rule 37: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 2
Rule 38: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 39: 31f6, Class:  1, CF:0.633944, Len:  4, Fitness_tra: -1
Rule 40: 4161, Class:  0, CF:0.0388423, Len:  4, Fitness_tra: 0
Rule 41: 0030, Class:  0, CF:0.0377612, Len:  1, Fitness_tra: 0
Rule 42: 1231, Class:  0, CF:0.127331, Len:  4, Fitness_tra: 0
Rule 43: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: -10
Rule 44: c550, Class:  1, CF:0.0716039, Len:  3, Fitness_tra: 0
Rule 45: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 512c, Class:  0, CF:0.0305468, Len:  4, Fitness_tra: 0
Rule 48: 7121, Class:  1, CF:0.104792, Len:  4, Fitness_tra: 0
Rule 49: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: 0
Rule 50: 12b1, Class:  1, CF:0.061792, Len:  4, Fitness_tra: 0
Rule 51: 1237, Class:  1, CF:0.00560766, Len:  4, Fitness_tra: 0
Rule 52: 0005, Class:  0, CF:0.109138, Len:  1, Fitness_tra: -15
Rule 53: 0300, Class:  0, CF:0.0569034, Len:  1, Fitness_tra: 0
Rule 54: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 0
Rule 55: 8221, Class:  0, CF:0.0526532, Len:  4, Fitness_tra: 0
Rule 56: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 57: 0250, Class:  1, CF:0.101173, Len:  2, Fitness_tra: 0
Rule 58: 2132, Class:  0, CF:0.155466, Len:  4, Fitness_tra: 0
Rule 59: 0243, Class:  0, CF:0.10828, Len:  3, Fitness_tra: 2
Rule 60: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6126, Class:  1, CF:0.0521169, Len:  4, Fitness_tra: 0
Rule 62: 1212, Class:  1, CF:0.173945, Len:  4, Fitness_tra: 0
Rule 63: 1611, Class:  1, CF:0.449385, Len:  4, Fitness_tra: 0
Rule 64: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 65: c000, Class:  0, CF:0.0138408, Len:  1, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 1166, Class:  1, CF:0.482694, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4230, Class:  0, CF:0.32968, Len:  3, Fitness_tra: 9
Rule 82: 4003, Class:  1, CF:0.00593703, Len:  2, Fitness_tra: 0
Rule 83: c422, Class:  0, CF:0.0345671, Len:  4, Fitness_tra: 0
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -17
Rule 86: 2717, Class:  1, CF:0.130221, Len:  4, Fitness_tra: 0
Rule 87: 5650, Class:  0, CF:0.107966, Len:  3, Fitness_tra: 0
Rule 88: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 32
Rule 89: 0003, Class:  1, CF:0.0449478, Len:  1, Fitness_tra: 0
Rule 90: 0050, Class:  0, CF:0.0533659, Len:  1, Fitness_tra: 0
Rule 91: 6554, Class:  0, CF:0.171843, Len:  4, Fitness_tra: 0
Rule 92: 0314, Class:  0, CF:0.0492378, Len:  3, Fitness_tra: 0
Rule 93: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule 94: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 3
Rule 95: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 14
Rule 96: 12e5, Class:  0, CF:0.52835, Len:  4, Fitness_tra: 4
Rule 97: 5050, Class:  1, CF:0.134878, Len:  0, Fitness_tra: 0
Rule 98: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 4
Rule 99: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule100: 01a1, Class:  1, CF:0.138787, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6551
------Result------
Miss_rate(tra)	:40.6551
Miss_rate(tst)	:20.9677
ARL				:2.81633

------Generation 80------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 47
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 41
Rule  3: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 20
Rule  4: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 18
Rule  5: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 8
Rule  6: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 16
Rule  7: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 13
Rule  8: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 4
Rule  9: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 18
Rule 10: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 16
Rule 11: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 12: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 18
Rule 13: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 9
Rule 14: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule 15: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 13
Rule 16: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 17: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 12
Rule 18: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 5
Rule 19: 4035, Class:  0, CF:0.244676, Len:  3, Fitness_tra: 0
Rule 20: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 9
Rule 21: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 5
Rule 22: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 8
Rule 23: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 6
Rule 24: 21a1, Class:  0, CF:0.490286, Len:  4, Fitness_tra: 3
Rule 25: f956, Class:  1, CF:0.554781, Len:  4, Fitness_tra: 0
Rule 26: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 27: 9000, Class:  0, CF:0.237711, Len:  1, Fitness_tra: -5
Rule 28: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 2
Rule 29: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 2
Rule 30: 4000, Class:  1, CF:0.0521699, Len:  1, Fitness_tra: 1
Rule 31: 0324, Class:  0, CF:0.398891, Len:  3, Fitness_tra: 3
Rule 32: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 2
Rule 33: 00e0, Class:  0, CF:0.143973, Len:  1, Fitness_tra: 2
Rule 34: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 1
Rule 35: 3000, Class:  1, CF:0.0592859, Len:  1, Fitness_tra: 0
Rule 36: 3141, Class:  1, CF:0.25209, Len:  4, Fitness_tra: 1
Rule 37: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 2
Rule 38: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 39: 31f6, Class:  1, CF:0.633944, Len:  4, Fitness_tra: -1
Rule 40: 4161, Class:  0, CF:0.0388423, Len:  4, Fitness_tra: 0
Rule 41: 0030, Class:  0, CF:0.0377612, Len:  1, Fitness_tra: 0
Rule 42: 1231, Class:  0, CF:0.127331, Len:  4, Fitness_tra: 0
Rule 43: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: -10
Rule 44: c550, Class:  1, CF:0.0716039, Len:  3, Fitness_tra: 0
Rule 45: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 512c, Class:  0, CF:0.0305468, Len:  4, Fitness_tra: 0
Rule 48: 7121, Class:  1, CF:0.104792, Len:  4, Fitness_tra: 0
Rule 49: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: 0
Rule 50: 12b1, Class:  1, CF:0.061792, Len:  4, Fitness_tra: 0
Rule 51: 1237, Class:  1, CF:0.00560766, Len:  4, Fitness_tra: 0
Rule 52: 0005, Class:  0, CF:0.109138, Len:  1, Fitness_tra: -15
Rule 53: 0300, Class:  0, CF:0.0569034, Len:  1, Fitness_tra: 0
Rule 54: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 0
Rule 55: 8221, Class:  0, CF:0.0526532, Len:  4, Fitness_tra: 0
Rule 56: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 57: 0250, Class:  1, CF:0.101173, Len:  2, Fitness_tra: 0
Rule 58: 2132, Class:  0, CF:0.155466, Len:  4, Fitness_tra: 0
Rule 59: 0243, Class:  0, CF:0.10828, Len:  3, Fitness_tra: 2
Rule 60: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6126, Class:  1, CF:0.0521169, Len:  4, Fitness_tra: 0
Rule 62: 1212, Class:  1, CF:0.173945, Len:  4, Fitness_tra: 0
Rule 63: 1611, Class:  1, CF:0.449385, Len:  4, Fitness_tra: 0
Rule 64: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 65: c000, Class:  0, CF:0.0138408, Len:  1, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 1166, Class:  1, CF:0.482694, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4230, Class:  0, CF:0.32968, Len:  3, Fitness_tra: 9
Rule 82: 4003, Class:  1, CF:0.00593703, Len:  2, Fitness_tra: 0
Rule 83: c422, Class:  0, CF:0.0345671, Len:  4, Fitness_tra: 0
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -17
Rule 86: 2717, Class:  1, CF:0.130221, Len:  4, Fitness_tra: 0
Rule 87: 5650, Class:  0, CF:0.107966, Len:  3, Fitness_tra: 0
Rule 88: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 32
Rule 89: 0003, Class:  1, CF:0.0449478, Len:  1, Fitness_tra: 0
Rule 90: 0050, Class:  0, CF:0.0533659, Len:  1, Fitness_tra: 0
Rule 91: 6554, Class:  0, CF:0.171843, Len:  4, Fitness_tra: 0
Rule 92: 0314, Class:  0, CF:0.0492378, Len:  3, Fitness_tra: 0
Rule 93: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule 94: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 3
Rule 95: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 14
Rule 96: 12e5, Class:  0, CF:0.52835, Len:  4, Fitness_tra: 4
Rule 97: 5050, Class:  1, CF:0.134878, Len:  0, Fitness_tra: 0
Rule 98: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 4
Rule 99: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule100: 01a1, Class:  1, CF:0.138787, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6551
------Result------
Miss_rate(tra)	:40.6551
Miss_rate(tst)	:20.9677
ARL				:2.81633

------Generation 90------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 47
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 41
Rule  3: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 20
Rule  4: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 18
Rule  5: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 8
Rule  6: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 16
Rule  7: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 13
Rule  8: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 4
Rule  9: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 18
Rule 10: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 16
Rule 11: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 12: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 18
Rule 13: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 9
Rule 14: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule 15: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 13
Rule 16: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 17: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 12
Rule 18: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 5
Rule 19: 4035, Class:  0, CF:0.244676, Len:  3, Fitness_tra: 0
Rule 20: 11a1, Class:  1, CF:0.433363, Len:  4, Fitness_tra: 9
Rule 21: 0040, Class:  1, CF:0.0610379, Len:  1, Fitness_tra: 5
Rule 22: 6050, Class:  0, CF:0.363894, Len:  2, Fitness_tra: 8
Rule 23: 13e5, Class:  0, CF:0.995722, Len:  4, Fitness_tra: 6
Rule 24: 21a1, Class:  0, CF:0.490286, Len:  4, Fitness_tra: 3
Rule 25: f956, Class:  1, CF:0.554781, Len:  4, Fitness_tra: 0
Rule 26: 193e, Class:  1, CF:0.444154, Len:  4, Fitness_tra: 2
Rule 27: 9000, Class:  0, CF:0.237711, Len:  1, Fitness_tra: -5
Rule 28: 1234, Class:  1, CF:0.193315, Len:  4, Fitness_tra: 2
Rule 29: 11e7, Class:  0, CF:0.63311, Len:  4, Fitness_tra: 2
Rule 30: 4000, Class:  1, CF:0.0521699, Len:  1, Fitness_tra: 1
Rule 31: 0324, Class:  0, CF:0.398891, Len:  3, Fitness_tra: 3
Rule 32: 15f1, Class:  0, CF:0.600656, Len:  4, Fitness_tra: 2
Rule 33: 00e0, Class:  0, CF:0.143973, Len:  1, Fitness_tra: 2
Rule 34: 1311, Class:  1, CF:0.461568, Len:  4, Fitness_tra: 1
Rule 35: 3000, Class:  1, CF:0.0592859, Len:  1, Fitness_tra: 0
Rule 36: 3141, Class:  1, CF:0.25209, Len:  4, Fitness_tra: 1
Rule 37: 0554, Class:  1, CF:0.243637, Len:  3, Fitness_tra: 2
Rule 38: 9935, Class:  0, CF:0.894358, Len:  4, Fitness_tra: 1
Rule 39: 31f6, Class:  1, CF:0.633944, Len:  4, Fitness_tra: -1
Rule 40: 4161, Class:  0, CF:0.0388423, Len:  4, Fitness_tra: 0
Rule 41: 0030, Class:  0, CF:0.0377612, Len:  1, Fitness_tra: 0
Rule 42: 1231, Class:  0, CF:0.127331, Len:  4, Fitness_tra: 0
Rule 43: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: -10
Rule 44: c550, Class:  1, CF:0.0716039, Len:  3, Fitness_tra: 0
Rule 45: 0025, Class:  0, CF:0.128208, Len:  2, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 512c, Class:  0, CF:0.0305468, Len:  4, Fitness_tra: 0
Rule 48: 7121, Class:  1, CF:0.104792, Len:  4, Fitness_tra: 0
Rule 49: 0600, Class:  0, CF:0.101281, Len:  1, Fitness_tra: 0
Rule 50: 12b1, Class:  1, CF:0.061792, Len:  4, Fitness_tra: 0
Rule 51: 1237, Class:  1, CF:0.00560766, Len:  4, Fitness_tra: 0
Rule 52: 0005, Class:  0, CF:0.109138, Len:  1, Fitness_tra: -15
Rule 53: 0300, Class:  0, CF:0.0569034, Len:  1, Fitness_tra: 0
Rule 54: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 0
Rule 55: 8221, Class:  0, CF:0.0526532, Len:  4, Fitness_tra: 0
Rule 56: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 57: 0250, Class:  1, CF:0.101173, Len:  2, Fitness_tra: 0
Rule 58: 2132, Class:  0, CF:0.155466, Len:  4, Fitness_tra: 0
Rule 59: 0243, Class:  0, CF:0.10828, Len:  3, Fitness_tra: 2
Rule 60: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6126, Class:  1, CF:0.0521169, Len:  4, Fitness_tra: 0
Rule 62: 1212, Class:  1, CF:0.173945, Len:  4, Fitness_tra: 0
Rule 63: 1611, Class:  1, CF:0.449385, Len:  4, Fitness_tra: 0
Rule 64: 0002, Class:  0, CF:0.0461429, Len:  1, Fitness_tra: 0
Rule 65: c000, Class:  0, CF:0.0138408, Len:  1, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0004, Class:  1, CF:0.0384532, Len:  1, Fitness_tra: 0
Rule 68: 0200, Class:  1, CF:0.0134921, Len:  1, Fitness_tra: 0
Rule 69: 2133, Class:  0, CF:0.341255, Len:  4, Fitness_tra: 0
Rule 70: 0504, Class:  0, CF:0.0318614, Len:  2, Fitness_tra: 0
Rule 71: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3500, Class:  1, CF:0.0243921, Len:  2, Fitness_tra: 0
Rule 73: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 0
Rule 74: 1166, Class:  1, CF:0.482694, Len:  4, Fitness_tra: 0
Rule 75: 2124, Class:  1, CF:0.0143917, Len:  4, Fitness_tra: 0
Rule 76: 5050, Class:  1, CF:0.134878, Len:  2, Fitness_tra: 0
Rule 77: 0500, Class:  0, CF:0.00712432, Len:  1, Fitness_tra: 0
Rule 78: 9334, Class:  0, CF:0.472821, Len:  4, Fitness_tra: 0
Rule 79: 221d, Class:  0, CF:0.0503492, Len:  4, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4230, Class:  0, CF:0.32968, Len:  3, Fitness_tra: 9
Rule 82: 4003, Class:  1, CF:0.00593703, Len:  2, Fitness_tra: 0
Rule 83: c422, Class:  0, CF:0.0345671, Len:  4, Fitness_tra: 0
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5000, Class:  0, CF:0.162703, Len:  1, Fitness_tra: -17
Rule 86: 2717, Class:  1, CF:0.130221, Len:  4, Fitness_tra: 0
Rule 87: 5650, Class:  0, CF:0.107966, Len:  3, Fitness_tra: 0
Rule 88: 1171, Class:  1, CF:0.449564, Len:  4, Fitness_tra: 32
Rule 89: 0003, Class:  1, CF:0.0449478, Len:  1, Fitness_tra: 0
Rule 90: 0050, Class:  0, CF:0.0533659, Len:  1, Fitness_tra: 0
Rule 91: 6554, Class:  0, CF:0.171843, Len:  4, Fitness_tra: 0
Rule 92: 0314, Class:  0, CF:0.0492378, Len:  3, Fitness_tra: 0
Rule 93: 5907, Class:  0, CF:0.853708, Len:  3, Fitness_tra: 14
Rule 94: a956, Class:  1, CF:0.602723, Len:  4, Fitness_tra: 3
Rule 95: 333a, Class:  1, CF:0.847549, Len:  4, Fitness_tra: 14
Rule 96: 12e5, Class:  0, CF:0.52835, Len:  4, Fitness_tra: 4
Rule 97: 5050, Class:  1, CF:0.134878, Len:  0, Fitness_tra: 0
Rule 98: 14ae, Class:  0, CF:0.494987, Len:  4, Fitness_tra: 4
Rule 99: f936, Class:  0, CF:0.97267, Len:  4, Fitness_tra: 3
Rule100: 01a1, Class:  1, CF:0.138787, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.6551
------Result------
Miss_rate(tra)	:40.6551
Miss_rate(tst)	:20.9677
ARL				:2.81633

------Generation 100------
Rule  1: b000, Class:  1, CF:0.188945, Len:  1, Fitness_tra: 47
Rule  2: 5030, Class:  0, CF:0.619111, Len:  2, Fitness_tra: 41
Rule  3: 5255, Class:  1, CF:0.505336, Len:  4, Fitness_tra: 20
Rule  4: 6055, Class:  0, CF:0.976668, Len:  3, Fitness_tra: 18
Rule  5: 1333, Class:  1, CF:0.698341, Len:  4, Fitness_tra: 8
Rule  6: 3002, Class:  0, CF:0.157682, Len:  2, Fitness_tra: 16
Rule  7: 2213, Class:  0, CF:0.721213, Len:  4, Fitness_tra: 13
Rule  8: 1111, Class:  1, CF:0.402877, Len:  4, Fitness_tra: 4
Rule  9: 4345, Class:  0, CF:0.777541, Len:  4, Fitness_tra: 18
Rule 10: c050, Class:  0, CF:0.24013, Len:  2, Fitness_tra: 16
Rule 11: a5a2, Class:  1, CF:0.618074, Len:  4, Fitness_tra: 14
Rule 12: 0604, Class:  0, CF:0.333386, Len:  2, Fitness_tra: 18
Rule 13: 1e31, Class:  0, CF:0.867358, Len:  4, Fitness_tra: 9
Rule 14: 4424, Class:  1, CF:0.264039, Len:  4, Fitness_tra: 14
Rule 15: 8843, Class:  0, CF:0.87586, Len:  4, Fitness_tra: 13
Rule 16: 33b1, Class:  1, CF:0.584347, Len:  4, Fitness_tra: 7
Rule 17: 5033, Class:  0, CF:0.89651, Len:  3, Fitness_tra: 12
Rule 18: 7113, Class:  1, CF:0.482742, Len:  4, Fitness_tra: 5
