------Generation 0------
Rule  1: 000d0d0, Class:  0, CF:0.896305, Len:  2, Fitness_tra: 0
Rule 34: d111115, Class:  0, CF:0.407238, Len:  7, Fitness_tra: 0
Rule 35: 2521111, Class:  0, CF:0.525773, Len:  7, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221b74b, Class:  0, CF:0.310359, Len:  7, Fitness_tra: 0
Rule 38: 1351b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: c811451, Class:  0, CF:0.663461, Len:  7, Fitness_tra: 0
Rule 40: 1331411, Class:  1, CF:0.852502, Len:  7, Fitness_tra: 0
Rule 41: 4cb1412, Class:  0, CF:0.25855, Len:  7, Fitness_tra: 0
Rule 42: 531c165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e18813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 03000d0, Class:  1, CF:0.965329, Len:  2, Fitness_tra: 0
Rule 46: 112142b, Class:  0, CF:0.22436, Len:  7, Fitness_tra: 0
Rule 47: de1b7e8, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1117431, Class:  1, CF:0.740281, Len:  7, Fitness_tra: 0
Rule 49: c18221c, Class:  0, CF:0.95221, Len:  7, Fitness_tra: 0
Rule 50: 1edcc1d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 2121412, Class:  0, CF:0.572888, Len:  7, Fitness_tra: 0
Rule 52: 1874417, Class:  0, CF:0.364942, Len:  7, Fitness_tra: 0
Rule 53: 1c42217, Class:  0, CF:0.604673, Len:  7, Fitness_tra: 0
Rule 54: 1c14184, Class:  0, CF:0.0385767, Len:  7, Fitness_tra: 0
Rule 55: 4224114, Class:  0, CF:0.689631, Len:  7, Fitness_tra: 0
Rule 56: 2517151, Class:  0, CF:0.78824, Len:  7, Fitness_tra: 0
Rule 57: 1154198, Class:  0, CF:0.967398, Len:  7, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 60: d31b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 254b1c2, Class:  0, CF:0.525461, Len:  7, Fitness_tra: 0
Rule 62: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111111, Class:  1, CF:0.812033, Len:  7, Fitness_tra: 0
Rule 64: 23211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b222b, Class:  0, CF:0.585696, Len:  7, Fitness_tra: 0
Rule 66: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 0
Rule 67: d15556d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1211421, Class:  0, CF:0.41659, Len:  7, Fitness_tra: 0
Rule 69: d61116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1824bc4, Class:  0, CF:0.38174, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5fd8231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2c27bc1, Class:  0, CF:0.292001, Len:  7, Fitness_tra: 0
Rule 74: d11c135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5000005, Class:  0, CF:0.236599, Len:  2, Fitness_tra: 0
Rule 76: b111424, Class:  0, CF:0.114896, Len:  7, Fitness_tra: 0
Rule 77: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 78: 412b112, Class:  0, CF:0.438811, Len:  7, Fitness_tra: 0
Rule 79: 4224b14, Class:  0, CF:0.677574, Len:  7, Fitness_tra: 0
Rule 80: 41147c1, Class:  0, CF:0.0804342, Len:  7, Fitness_tra: 0
Rule 81: 18124c7, Class:  0, CF:0.499717, Len:  7, Fitness_tra: 0
Rule 82: 2112224, Class:  0, CF:0.815477, Len:  7, Fitness_tra: 0
Rule 83: 28174c2, Class:  0, CF:0.555841, Len:  7, Fitness_tra: 0
Rule 84: 2c12781, Class:  0, CF:0.321706, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000004, Class:  0, CF:0.417761, Len:  1, Fitness_tra: 1
Rule 87: 411b4c1, Class:  1, CF:0.100992, Len:  7, Fitness_tra: 0
Rule 88: 1112221, Class:  0, CF:0.35943, Len:  7, Fitness_tra: 0
Rule 89: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11287c1, Class:  0, CF:0.136148, Len:  7, Fitness_tra: 0
Rule 91: 0000700, Class:  0, CF:0.377502, Len:  1, Fitness_tra: -1
Rule 92: d1b1725, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b181111, Class:  1, CF:0.0322159, Len:  7, Fitness_tra: 0
Rule 94: 06a5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0117b30, Class:  1, CF:0.706431, Len:  5, Fitness_tra: 0
Rule 96: 000001b, Class:  1, CF:0.335681, Len:  2, Fitness_tra: 0
Rule 97: 1c14184, Class:  0, CF:0.0385767, Len:  0, Fitness_tra: 0
Rule 98: d000130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1808b11, Class:  1, CF:0.0783904, Len:  6, Fitness_tra: 0
Rule100: b11bb11, Class:  1, CF:0.547803, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.5263
------Result------
Miss_rate(tra)	:35.5263
Miss_rate(tst)	:18.1818
ARL				:4.64198

------Generation 90------
Rule  1: 00f0000, Class:  1, CF:0.836083, Len:  1, Fitness_tra: 27
Rule  2: 4040004, Class:  0, CF:0.683451, Len:  3, Fitness_tra: 21
Rule  3: 0b000b0, Class:  1, CF:0.920807, Len:  2, Fitness_tra: 18
Rule  4: 0500000, Class:  0, CF:0.670655, Len:  1, Fitness_tra: 14
Rule  5: 00000e0, Class:  0, CF:0.936508, Len:  1, Fitness_tra: 8
Rule  6: 0300000, Class:  1, CF:0.852336, Len:  1, Fitness_tra: 6
Rule  7: 0000050, Class:  0, CF:0.645666, Len:  1, Fitness_tra: 3
Rule  8: 000d000, Class:  0, CF:0.8672, Len:  1, Fitness_tra: 4
Rule  9: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 2
Rule 10: 000c000, Class:  0, CF:0.409883, Len:  1, Fitness_tra: 2
Rule 11: 0005000, Class:  0, CF:0.905143, Len:  1, Fitness_tra: 1
Rule 12: 000d0d0, Class:  0, CF:0.896305, Len:  2, Fitness_tra: 0
Rule 13: 2211114, Class:  0, CF:0.32954, Len:  7, Fitness_tra: 0
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1181111, Class:  0, CF:0.479437, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5355531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2274447, Class:  0, CF:0.595556, Len:  7, Fitness_tra: 0
Rule 21: 1c24111, Class:  1, CF:0.243087, Len:  7, Fitness_tra: 0
Rule 22: 1312131, Class:  1, CF:0.894619, Len:  7, Fitness_tra: 0
Rule 23: d152111, Class:  0, CF:0.314947, Len:  7, Fitness_tra: 0
Rule 24: 215476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 33e1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1171721, Class:  0, CF:0.0691442, Len:  7, Fitness_tra: 0
Rule 27: 114bb11, Class:  1, CF:0.230307, Len:  7, Fitness_tra: 0
Rule 28: 11172c2, Class:  1, CF:0.00434748, Len:  7, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1338211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 53d2115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0600060, Class:  1, CF:0.586046, Len:  2, Fitness_tra: 0
Rule 33: 8111214, Class:  0, CF:0.780477, Len:  7, Fitness_tra: 0
Rule 34: d111115, Class:  0, CF:0.407238, Len:  7, Fitness_tra: 0
Rule 35: 2521111, Class:  0, CF:0.525773, Len:  7, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221b74b, Class:  0, CF:0.310359, Len:  7, Fitness_tra: 0
Rule 38: 1351b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: c811451, Class:  0, CF:0.663461, Len:  7, Fitness_tra: 0
Rule 40: 1331411, Class:  1, CF:0.852502, Len:  7, Fitness_tra: 0
Rule 41: 4cb1412, Class:  0, CF:0.25855, Len:  7, Fitness_tra: 0
Rule 42: 531c165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e18813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 03000d0, Class:  1, CF:0.965329, Len:  2, Fitness_tra: 0
Rule 46: 112142b, Class:  0, CF:0.22436, Len:  7, Fitness_tra: 0
Rule 47: de1b7e8, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1117431, Class:  1, CF:0.740281, Len:  7, Fitness_tra: 0
Rule 49: c18221c, Class:  0, CF:0.95221, Len:  7, Fitness_tra: 0
Rule 50: 1edcc1d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 2121412, Class:  0, CF:0.572888, Len:  7, Fitness_tra: 0
Rule 52: 1874417, Class:  0, CF:0.364942, Len:  7, Fitness_tra: 0
Rule 53: 1c42217, Class:  0, CF:0.604673, Len:  7, Fitness_tra: 0
Rule 54: 1c14184, Class:  0, CF:0.0385767, Len:  7, Fitness_tra: 0
Rule 55: 4224114, Class:  0, CF:0.689631, Len:  7, Fitness_tra: 0
Rule 56: 2517151, Class:  0, CF:0.78824, Len:  7, Fitness_tra: 0
Rule 57: 1154198, Class:  0, CF:0.967398, Len:  7, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 60: d31b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 254b1c2, Class:  0, CF:0.525461, Len:  7, Fitness_tra: 0
Rule 62: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111111, Class:  1, CF:0.812033, Len:  7, Fitness_tra: 0
Rule 64: 23211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b222b, Class:  0, CF:0.585696, Len:  7, Fitness_tra: 0
Rule 66: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 0
Rule 67: d15556d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1211421, Class:  0, CF:0.41659, Len:  7, Fitness_tra: 0
Rule 69: d61116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1824bc4, Class:  0, CF:0.38174, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5fd8231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2c27bc1, Class:  0, CF:0.292001, Len:  7, Fitness_tra: 0
Rule 74: d11c135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5000005, Class:  0, CF:0.236599, Len:  2, Fitness_tra: 0
Rule 76: b111424, Class:  0, CF:0.114896, Len:  7, Fitness_tra: 0
Rule 77: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 78: 412b112, Class:  0, CF:0.438811, Len:  7, Fitness_tra: 0
Rule 79: 4224b14, Class:  0, CF:0.677574, Len:  7, Fitness_tra: 0
Rule 80: 41147c1, Class:  0, CF:0.0804342, Len:  7, Fitness_tra: 0
Rule 81: 18124c7, Class:  0, CF:0.499717, Len:  7, Fitness_tra: 0
Rule 82: 2112224, Class:  0, CF:0.815477, Len:  7, Fitness_tra: 0
Rule 83: 28174c2, Class:  0, CF:0.555841, Len:  7, Fitness_tra: 0
Rule 84: 2c12781, Class:  0, CF:0.321706, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000004, Class:  0, CF:0.417761, Len:  1, Fitness_tra: 1
Rule 87: 411b4c1, Class:  1, CF:0.100992, Len:  7, Fitness_tra: 0
Rule 88: 1112221, Class:  0, CF:0.35943, Len:  7, Fitness_tra: 0
Rule 89: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11287c1, Class:  0, CF:0.136148, Len:  7, Fitness_tra: 0
Rule 91: 0000700, Class:  0, CF:0.377502, Len:  1, Fitness_tra: -1
Rule 92: d1b1725, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b181111, Class:  1, CF:0.0322159, Len:  7, Fitness_tra: 0
Rule 94: 06a5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0117b30, Class:  1, CF:0.706431, Len:  5, Fitness_tra: 0
Rule 96: 000001b, Class:  1, CF:0.335681, Len:  2, Fitness_tra: 0
Rule 97: 1c14184, Class:  0, CF:0.0385767, Len:  0, Fitness_tra: 0
Rule 98: d000130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1808b11, Class:  1, CF:0.0783904, Len:  6, Fitness_tra: 0
Rule100: b11bb11, Class:  1, CF:0.547803, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.5263
------Result------
Miss_rate(tra)	:35.5263
Miss_rate(tst)	:18.1818
ARL				:4.64198

------Generation 100------
Rule  1: 00f0000, Class:  1, CF:0.836083, Len:  1, Fitness_tra: 27
Rule  2: 4040004, Class:  0, CF:0.683451, Len:  3, Fitness_tra: 21
Rule  3: 0b000b0, Class:  1, CF:0.920807, Len:  2, Fitness_tra: 18
Rule  4: 0500000, Class:  0, CF:0.670655, Len:  1, Fitness_tra: 14
Rule  5: 00000e0, Class:  0, CF:0.936508, Len:  1, Fitness_tra: 8
Rule  6: 0300000, Class:  1, CF:0.852336, Len:  1, Fitness_tra: 6
Rule  7: 0000050, Class:  0, CF:0.645666, Len:  1, Fitness_tra: 3
Rule  8: 000d000, Class:  0, CF:0.8672, Len:  1, Fitness_tra: 4
Rule  9: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 2
Rule 10: 000c000, Class:  0, CF:0.409883, Len:  1, Fitness_tra: 2
Rule 11: 0005000, Class:  0, CF:0.905143, Len:  1, Fitness_tra: 1
Rule 12: 000d0d0, Class:  0, CF:0.896305, Len:  2, Fitness_tra: 0
Rule 13: 2211114, Class:  0, CF:0.32954, Len:  7, Fitness_tra: 0
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1181111, Class:  0, CF:0.479437, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5355531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2274447, Class:  0, CF:0.595556, Len:  7, Fitness_tra: 0
Rule 21: 1c24111, Class:  1, CF:0.243087, Len:  7, Fitness_tra: 0
Rule 22: 1312131, Class:  1, CF:0.894619, Len:  7, Fitness_tra: 0
Rule 23: d152111, Class:  0, CF:0.314947, Len:  7, Fitness_tra: 0
Rule 24: 215476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 33e1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1171721, Class:  0, CF:0.0691442, Len:  7, Fitness_tra: 0
Rule 27: 114bb11, Class:  1, CF:0.230307, Len:  7, Fitness_tra: 0
Rule 28: 11172c2, Class:  1, CF:0.00434748, Len:  7, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1338211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 53d2115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0600060, Class:  1, CF:0.586046, Len:  2, Fitness_tra: 0
Rule 33: 8111214, Class:  0, CF:0.780477, Len:  7, Fitness_tra: 0
Rule 34: d111115, Class:  0, CF:0.407238, Len:  7, Fitness_tra: 0
Rule 35: 2521111, Class:  0, CF:0.525773, Len:  7, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221b74b, Class:  0, CF:0.310359, Len:  7, Fitness_tra: 0
Rule 38: 1351b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: c811451, Class:  0, CF:0.663461, Len:  7, Fitness_tra: 0
Rule 40: 1331411, Class:  1, CF:0.852502, Len:  7, Fitness_tra: 0
Rule 41: 4cb1412, Class:  0, CF:0.25855, Len:  7, Fitness_tra: 0
Rule 42: 531c165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e18813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 03000d0, Class:  1, CF:0.965329, Len:  2, Fitness_tra: 0
Rule 46: 112142b, Class:  0, CF:0.22436, Len:  7, Fitness_tra: 0
Rule 47: de1b7e8, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1117431, Class:  1, CF:0.740281, Len:  7, Fitness_tra: 0
Rule 49: c18221c, Class:  0, CF:0.95221, Len:  7, Fitness_tra: 0
Rule 50: 1edcc1d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 2121412, Class:  0, CF:0.572888, Len:  7, Fitness_tra: 0
Rule 52: 1874417, Class:  0, CF:0.364942, Len:  7, Fitness_tra: 0
Rule 53: 1c42217, Class:  0, CF:0.604673, Len:  7, Fitness_tra: 0
Rule 54: 1c14184, Class:  0, CF:0.0385767, Len:  7, Fitness_tra: 0
Rule 55: 4224114, Class:  0, CF:0.689631, Len:  7, Fitness_tra: 0
Rule 56: 2517151, Class:  0, CF:0.78824, Len:  7, Fitness_tra: 0
Rule 57: 1154198, Class:  0, CF:0.967398, Len:  7, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 60: d31b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 254b1c2, Class:  0, CF:0.525461, Len:  7, Fitness_tra: 0
Rule 62: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111111, Class:  1, CF:0.812033, Len:  7, Fitness_tra: 0
Rule 64: 23211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b222b, Class:  0, CF:0.585696, Len:  7, Fitness_tra: 0
Rule 66: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 0
Rule 67: d15556d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1211421, Class:  0, CF:0.41659, Len:  7, Fitness_tra: 0
Rule 69: d61116d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1824bc4, Class:  0, CF:0.38174, Len:  7, Fitness_tra: 0
Rule 71: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5fd8231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2c27bc1, Class:  0, CF:0.292001, Len:  7, Fitness_tra: 0
Rule 74: d11c135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5000005, Class:  0, CF:0.236599, Len:  2, Fitness_tra: 0
Rule 76: b111424, Class:  0, CF:0.114896, Len:  7, Fitness_tra: 0
Rule 77: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 78: 412b112, Class:  0, CF:0.438811, Len:  7, Fitness_tra: 0
Rule 79: 4224b14, Class:  0, CF:0.677574, Len:  7, Fitness_tra: 0
Rule 80: 41147c1, Class:  0, CF:0.0804342, Len:  7, Fitness_tra: 0
Rule 81: 18124c7, Class:  0, CF:0.499717, Len:  7, Fitness_tra: 0
Rule 82: 2112224, Class:  0, CF:0.815477, Len:  7, Fitness_tra: 0
Rule 83: 28174c2, Class:  0, CF:0.555841, Len:  7, Fitness_tra: 0
Rule 84: 2c12781, Class:  0, CF:0.321706, Len:  7, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000004, Class:  0, CF:0.417761, Len:  1, Fitness_tra: 1
Rule 87: 411b4c1, Class:  1, CF:0.100992, Len:  7, Fitness_tra: 0
Rule 88: 1112221, Class:  0, CF:0.35943, Len:  7, Fitness_tra: 0
Rule 89: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11287c1, Class:  0, CF:0.136148, Len:  7, Fitness_tra: 0
Rule 91: 0000700, Class:  0, CF:0.377502, Len:  1, Fitness_tra: -1
Rule 92: d1b1725, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b181111, Class:  1, CF:0.0322159, Len:  7, Fitness_tra: 0
Rule 94: 06a5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0117b30, Class:  1, CF:0.706431, Len:  5, Fitness_tra: 0
Rule 96: 000001b, Class:  1, CF:0.335681, Len:  2, Fitness_tra: 0
Rule 97: 1c14184, Class:  0, CF:0.0385767, Len:  0, Fitness_tra: 0
Rule 98: d000130, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1808b11, Class:  1, CF:0.0783904, Len:  6, Fitness_tra: 0
Rule100: b11bb11, Class:  1, CF:0.547803, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.5263
------Result------
Miss_rate(tra)	:35.5263
Miss_rate(tst)	:18.1818
ARL				:4.64198

------Generation 200------
Rule  1: 00f0000, Class:  1, CF:0.836083, Len:  1, Fitness_tra: 27
Rule  2: 4040004, Class:  0, CF:0.683451, Len:  3, Fitness_tra: 21
Rule  3: 0b000b0, Class:  1, CF:0.920807, Len:  2, Fitness_tra: 18
Rule  4: 0500000, Class:  0, CF:0.670655, Len:  1, Fitness_tra: 14
Rule  5: 00000e0, Class:  0, CF:0.936508, Len:  1, Fitness_tra: 8
Rule  6: 0300000, Class:  1, CF:0.852336, Len:  1, Fitness_tra: 6
Rule  7: 0000050, Class:  0, CF:0.645666, Len:  1, Fitness_tra: 3
Rule  8: 000d000, Class:  0, CF:0.8672, Len:  1, Fitness_tra: 4
Rule  9: 0000060, Class:  1, CF:0.827606, Len:  1, Fitness_tra: 2
Rule 10: 000c000, Class:  0, CF:0.409883, Len:  1, Fitness_tra: 2
Rule 11: 0005000, Class:  0, CF:0.905143, Len:  1, Fitness_tra: 1
Rule 12: 000d0d0, Class:  0, CF:0.896305, Len:  2, Fitness_tra: 0
Rule 13: 2211114, Class:  0, CF:0.32954, Len:  7, Fitness_tra: 0
Rule 14: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1181111, Class:  0, CF:0.479437, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5355531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2274447, Class:  0, CF:0.595556, Len:  7, Fitness_tra: 0
Rule 21: 1c24111, Class:  1, CF:0.243087, Len:  7, Fitness_tra: 0
Rule 22: 1312131, Class:  1, CF:0.894619, Len:  7, Fitness_tra: 0
Rule 23: d152111, Class:  0, CF:0.314947, Len:  7, Fitness_tra: 0
Rule 24: 215476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 33e1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1171721, Class:  0, CF:0.0691442, Len:  7, Fitness_tra: 0
Rule 27: 114bb11, Class:  1, CF:0.230307, Len:  7, Fitness_tra: 0
Rule 28: 11172c2, Class:  1, CF:0.00434748, Len:  7, Fitness_tra: 0
Rule 29: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1338211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 31: 53d2115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0600060, Class:  1, CF:0.586046, Len:  2, Fitness_tra: 0
Rule 33: 8111214, Class:  0, CF:0.780477, Len:  7, Fitness_tra: 0
Rule 34: d111115, Class:  0, CF:0.407238, Len:  7, Fitness_tra: 0
Rule 35: 2521111, Class:  0, CF:0.525773, Len:  7, Fitness_tra: 0
Rule 36: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221b74b, Class:  0, CF:0.310359, Len:  7, Fitness_tra: 0
Rule 38: 1351b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: c811451, Class:  0, CF:0.663461, Len:  7, Fitness_tra: 0
Rule 40: 1331411, Class:  1, CF:0.852502, Len:  7, Fitness_tra: 0
Rule 41: 4cb1412, Class:  0, CF:0.25855, Len:  7, Fitness_tra: 0
Rule 42: 531c165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e18813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 03000d0, Class:  1, CF:0.965329, Len:  2, Fitness_tra: 0
Rule 46: 112142b, Class:  0, CF:0.22436, Len:  7, Fitness_tra: 0
Rule 47: de1b7e8, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1117431, Class:  1, CF:0.740281, Len:  7, Fitness_tra: 0
Rule 49: c18221c, Class:  0, CF:0.95221, Len:  7, Fitness_tra: 0
Rule 50: 1edcc1d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 2121412, Class:  0, CF:0.572888, Len:  7, Fitness_tra: 0
Rule 52: 1874417, Class:  0, CF:0.364942, Len:  7, Fitness_tra: 0
Rule 53: 1c42217, Class:  0, CF:0.604673, Len:  7, Fitness_tra: 0
Rule 54: 1c14184, Class:  0, CF:0.0385767, Len:  7, Fitness_tra: 0
Rule 55: 4224114, Class:  0, CF:0.689631, Len:  7, Fitness_tra: 0
Rule 56: 2517151, Class:  0, CF:0.78824, Len:  7, Fitness_tra: 0
Rule 57: 1154198, Class:  0, CF:0.967398, Len:  7, Fitness_tra: 0
Rule 58: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0600000, Class:  1, CF:0.783853, Len:  1, Fitness_tra: 0
Rule 60: d31b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
