------Generation 0------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 82: 51222, Class:  0, CF:0.975461, Len:  5, Fitness_tra: 0
Rule 83: 31877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 311b1, Class:  1, CF:0.366211, Len:  5, Fitness_tra: 0
Rule 85: 558b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 11117, Class:  0, CF:0.299614, Len:  5, Fitness_tra: 0
Rule 87: 5d84b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 89: 23147, Class:  0, CF:0.976976, Len:  5, Fitness_tra: 0
Rule 90: c1117, Class:  0, CF:0.0614998, Len:  5, Fitness_tra: 0
Rule 91: 76712, Class:  0, CF:0.352515, Len:  5, Fitness_tra: 0
Rule 92: da92a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 53133, Class:  0, CF:0.487264, Len:  5, Fitness_tra: 1
Rule 94: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 95: 1aa13, Class:  0, CF:0.870167, Len:  5, Fitness_tra: 6
Rule 96: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 97: d1144, Class:  0, CF:0.980877, Len:  0, Fitness_tra: 0
Rule 98: e121d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1414c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 817b1, Class:  0, CF:0.377942, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.8889
------Result------
Miss_rate(tra)	:28.8889
Miss_rate(tst)	:18.1818
ARL				:4.84444

------Generation 90------
Rule  1: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 122
Rule  2: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  3: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 28
Rule  4: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule  5: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  6: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 14
Rule  7: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 14
Rule  8: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule  9: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 11
Rule 10: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 12
Rule 11: 1311b, Class:  0, CF:0.436009, Len:  5, Fitness_tra: 6
Rule 12: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 4
Rule 13: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 4
Rule 14: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 15: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 3
Rule 16: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 3
Rule 17: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 3
Rule 18: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 0
Rule 19: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 20: 11112, Class:  0, CF:0.608093, Len:  5, Fitness_tra: 1
Rule 21: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 22: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 23: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 24: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 25: 83ebb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 82: 51222, Class:  0, CF:0.975461, Len:  5, Fitness_tra: 0
Rule 83: 31877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 311b1, Class:  1, CF:0.366211, Len:  5, Fitness_tra: 0
Rule 85: 558b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 11117, Class:  0, CF:0.299614, Len:  5, Fitness_tra: 0
Rule 87: 5d84b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 89: 23147, Class:  0, CF:0.976976, Len:  5, Fitness_tra: 0
Rule 90: c1117, Class:  0, CF:0.0614998, Len:  5, Fitness_tra: 0
Rule 91: 76712, Class:  0, CF:0.352515, Len:  5, Fitness_tra: 0
Rule 92: da92a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 53133, Class:  0, CF:0.487264, Len:  5, Fitness_tra: 1
Rule 94: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 95: 1aa13, Class:  0, CF:0.870167, Len:  5, Fitness_tra: 6
Rule 96: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 97: d1144, Class:  0, CF:0.980877, Len:  0, Fitness_tra: 0
Rule 98: e121d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1414c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 817b1, Class:  0, CF:0.377942, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.8889
------Result------
Miss_rate(tra)	:28.8889
Miss_rate(tst)	:18.1818
ARL				:4.84444

------Generation 100------
Rule  1: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 122
Rule  2: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  3: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 28
Rule  4: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule  5: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  6: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 14
Rule  7: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 14
Rule  8: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule  9: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 11
Rule 10: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 12
Rule 11: 1311b, Class:  0, CF:0.436009, Len:  5, Fitness_tra: 6
Rule 12: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 4
Rule 13: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 4
Rule 14: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 15: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 3
Rule 16: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 3
Rule 17: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 3
Rule 18: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 0
Rule 19: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 20: 11112, Class:  0, CF:0.608093, Len:  5, Fitness_tra: 1
Rule 21: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 22: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 23: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 24: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 25: 83ebb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 82: 51222, Class:  0, CF:0.975461, Len:  5, Fitness_tra: 0
Rule 83: 31877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 311b1, Class:  1, CF:0.366211, Len:  5, Fitness_tra: 0
Rule 85: 558b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 11117, Class:  0, CF:0.299614, Len:  5, Fitness_tra: 0
Rule 87: 5d84b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 89: 23147, Class:  0, CF:0.976976, Len:  5, Fitness_tra: 0
Rule 90: c1117, Class:  0, CF:0.0614998, Len:  5, Fitness_tra: 0
Rule 91: 76712, Class:  0, CF:0.352515, Len:  5, Fitness_tra: 0
Rule 92: da92a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 53133, Class:  0, CF:0.487264, Len:  5, Fitness_tra: 1
Rule 94: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule 95: 1aa13, Class:  0, CF:0.870167, Len:  5, Fitness_tra: 6
Rule 96: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 97: d1144, Class:  0, CF:0.980877, Len:  0, Fitness_tra: 0
Rule 98: e121d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1414c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 817b1, Class:  0, CF:0.377942, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.8889
------Result------
Miss_rate(tra)	:28.8889
Miss_rate(tst)	:18.1818
ARL				:4.84444

------Generation 200------
Rule  1: 0d000, Class:  1, CF:0.964036, Len:  1, Fitness_tra: 82
Rule  2: 17133, Class:  2, CF:0.472037, Len:  5, Fitness_tra: 46
Rule  3: d7133, Class:  2, CF:0.56589, Len:  5, Fitness_tra: 45
Rule  4: 86111, Class:  0, CF:0.716188, Len:  5, Fitness_tra: 20
Rule  5: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  6: 34000, Class:  1, CF:0.828033, Len:  2, Fitness_tra: 18
Rule  7: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 18
Rule  8: d1112, Class:  0, CF:0.859707, Len:  5, Fitness_tra: 17
Rule  9: d1114, Class:  0, CF:0.795924, Len:  5, Fitness_tra: 14
Rule 10: 08211, Class:  1, CF:0.843236, Len:  4, Fitness_tra: 12
Rule 11: 04306, Class:  2, CF:0.239513, Len:  3, Fitness_tra: 3
Rule 12: 511b1, Class:  0, CF:0.90186, Len:  5, Fitness_tra: 9
Rule 13: e0000, Class:  0, CF:0.441578, Len:  1, Fitness_tra: 5
Rule 14: 53171, Class:  0, CF:0.966484, Len:  5, Fitness_tra: 6
Rule 15: 81317, Class:  0, CF:0.558366, Len:  5, Fitness_tra: 5
Rule 16: 811bb, Class:  0, CF:0.880835, Len:  5, Fitness_tra: 5
Rule 17: 861b2, Class:  0, CF:0.994334, Len:  5, Fitness_tra: 4
Rule 18: d1117, Class:  0, CF:0.696299, Len:  5, Fitness_tra: 3
Rule 19: 213b7, Class:  0, CF:0.942586, Len:  5, Fitness_tra: 3
Rule 20: 83144, Class:  0, CF:0.980677, Len:  5, Fitness_tra: 3
Rule 21: 21317, Class:  0, CF:0.619858, Len:  5, Fitness_tra: 2
Rule 22: 8114b, Class:  0, CF:0.917753, Len:  5, Fitness_tra: 2
Rule 23: 53143, Class:  0, CF:0.961782, Len:  5, Fitness_tra: 2
Rule 24: 41144, Class:  0, CF:0.941454, Len:  5, Fitness_tra: 2
Rule 25: 911b7, Class:  0, CF:0.990353, Len:  5, Fitness_tra: 1
Rule 26: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 1
Rule 27: c11b4, Class:  0, CF:0.795638, Len:  5, Fitness_tra: 1
Rule 28: d1144, Class:  0, CF:0.980877, Len:  5, Fitness_tra: 1
Rule 29: 15211, Class:  1, CF:0.99676, Len:  5, Fitness_tra: 1
Rule 30: 18211, Class:  1, CF:0.903677, Len:  5, Fitness_tra: 1
Rule 31: 8314b, Class:  0, CF:0.957114, Len:  5, Fitness_tra: 1
Rule 32: 43147, Class:  0, CF:0.952474, Len:  5, Fitness_tra: 1
Rule 33: 21327, Class:  0, CF:0.964371, Len:  5, Fitness_tra: 1
Rule 34: 800b1, Class:  0, CF:0.558418, Len:  3, Fitness_tra: 1
Rule 35: 911b1, Class:  0, CF:0.966245, Len:  5, Fitness_tra: 0
Rule 36: 1311b, Class:  0, CF:0.436009, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 61514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 0d000, Class:  1, CF:0.964036, Len:  0, Fitness_tra: 0
Rule 83: 2e271, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: c51bb, Class:  1, CF:0.737472, Len:  5, Fitness_tra: 0
Rule 85: 5524b, Class:  1, CF:0.876814, Len:  5, Fitness_tra: 0
Rule 86: 51cbb, Class:  1, CF:0.248328, Len:  5, Fitness_tra: 0
Rule 87: 19122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 11121, Class:  0, CF:0.610534, Len:  5, Fitness_tra: 0
