------Generation 0------
Rule  1: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 94: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5ea2, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 96: 5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0503, Class:  0, CF:0.635039, Len:  2, Fitness_tra: 4
Rule 98: 450b, Class:  0, CF:0.734315, Len:  3, Fitness_tra: 17
Rule 99: 3261, Class:  0, CF:0.149393, Len:  4, Fitness_tra: 0
Rule100: 0231, Class:  0, CF:0.517109, Len:  3, Fitness_tra: -9
------Current------
Miss_rate(tra)	:23.9744
------Result------
Miss_rate(tra)	:23.9744
Miss_rate(tst)	:12.9032
ARL				:3.21875

------Generation 70------
Rule  1: 5510, Class:  0, CF:0.870007, Len:  3, Fitness_tra: 24
Rule  2: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 28
Rule  3: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 19
Rule  4: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 17
Rule  5: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 4
Rule  6: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 14
Rule  7: 2460, Class:  0, CF:0.682001, Len:  3, Fitness_tra: 16
Rule  8: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 6
Rule  9: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 8
Rule 10: 5060, Class:  0, CF:0.643477, Len:  2, Fitness_tra: 10
Rule 11: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 9
Rule 12: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 13
Rule 13: a148, Class:  2, CF:0.891358, Len:  4, Fitness_tra: 8
Rule 14: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 15: 3405, Class:  2, CF:0.594644, Len:  3, Fitness_tra: -2
Rule 16: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 17: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 6
Rule 18: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 5
Rule 19: 4293, Class:  0, CF:0.644048, Len:  4, Fitness_tra: 0
Rule 20: 3445, Class:  2, CF:0.748182, Len:  4, Fitness_tra: 5
Rule 21: 2006, Class:  0, CF:0.450276, Len:  2, Fitness_tra: 0
Rule 22: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 23: 3305, Class:  2, CF:0.961962, Len:  3, Fitness_tra: 4
Rule 24: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 4
Rule 25: b511, Class:  0, CF:0.502828, Len:  4, Fitness_tra: 0
Rule 26: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 4
Rule 27: d333, Class:  0, CF:0.917704, Len:  4, Fitness_tra: 4
Rule 28: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 1
Rule 29: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 2
Rule 30: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 31: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 4
Rule 32: 13e3, Class:  2, CF:0.699823, Len:  4, Fitness_tra: 2
Rule 33: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 2
Rule 34: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 2
Rule 35: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 2
Rule 36: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: -1
Rule 37: 33e5, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 38: 0a36, Class:  1, CF:0.309805, Len:  3, Fitness_tra: 1
Rule 39: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 1
Rule 40: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 44: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 48: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: -4
Rule 51: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 53: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 55: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3334, Class:  2, CF:0.0659523, Len:  4, Fitness_tra: 0
Rule 57: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 60: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 63: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 65: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 66: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 67: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 68: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4251, Class:  0, CF:0.059994, Len:  4, Fitness_tra: 0
Rule 71: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 72: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 73: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4520, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 77: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 78: 7505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0500, Class:  0, CF:0.0401281, Len:  0, Fitness_tra: 0
Rule 80: 3241, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5000, Class:  0, CF:0.0339843, Len:  1, Fitness_tra: -18
Rule 82: 0005, Class:  2, CF:0.0164482, Len:  0, Fitness_tra: 0
Rule 83: 0500, Class:  0, CF:0.0401281, Len:  0, Fitness_tra: 0
Rule 84: 0035, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4b12, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 87: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0440, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: c203, Class:  0, CF:0.794254, Len:  3, Fitness_tra: 11
Rule 92: 3465, Class:  2, CF:0.0944097, Len:  4, Fitness_tra: 0
Rule 93: 4555, Class:  2, CF:0.233553, Len:  4, Fitness_tra: -2
Rule 94: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5ea2, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 96: 5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0503, Class:  0, CF:0.635039, Len:  2, Fitness_tra: 4
Rule 98: 450b, Class:  0, CF:0.734315, Len:  3, Fitness_tra: 17
Rule 99: 3261, Class:  0, CF:0.149393, Len:  4, Fitness_tra: 0
Rule100: 0231, Class:  0, CF:0.517109, Len:  3, Fitness_tra: -9
------Current------
Miss_rate(tra)	:23.9744
------Result------
Miss_rate(tra)	:23.9744
Miss_rate(tst)	:12.9032
ARL				:3.21875

------Generation 80------
Rule  1: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 33
Rule  2: 5510, Class:  0, CF:0.870007, Len:  3, Fitness_tra: 26
Rule  3: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  4: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  5: 450b, Class:  0, CF:0.734315, Len:  3, Fitness_tra: 17
Rule  6: 2460, Class:  0, CF:0.682001, Len:  3, Fitness_tra: 14
Rule  7: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 12
Rule  8: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 6
Rule  9: c203, Class:  0, CF:0.794254, Len:  3, Fitness_tra: 11
Rule 10: 5060, Class:  0, CF:0.643477, Len:  2, Fitness_tra: 9
Rule 11: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule 12: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 6
Rule 13: a148, Class:  2, CF:0.891358, Len:  4, Fitness_tra: 7
Rule 14: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 6
Rule 15: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 6
Rule 16: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 0
Rule 17: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 7
Rule 18: 3445, Class:  2, CF:0.748182, Len:  4, Fitness_tra: 10
Rule 19: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 3
Rule 20: 0503, Class:  0, CF:0.635039, Len:  2, Fitness_tra: 2
Rule 21: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 22: 3305, Class:  2, CF:0.961962, Len:  3, Fitness_tra: 4
Rule 23: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 4
Rule 24: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 4
Rule 25: d333, Class:  0, CF:0.917704, Len:  4, Fitness_tra: 3
Rule 26: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 3
Rule 27: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 28: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 3
Rule 29: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 3
Rule 30: 13e3, Class:  2, CF:0.699823, Len:  4, Fitness_tra: 2
Rule 31: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 1
Rule 32: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 2
Rule 33: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 2
Rule 34: 33e5, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 35: 0a36, Class:  1, CF:0.309805, Len:  3, Fitness_tra: 0
Rule 36: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 1
Rule 37: 5ea2, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 38: 3261, Class:  0, CF:0.149393, Len:  4, Fitness_tra: 0
Rule 39: 4293, Class:  0, CF:0.644048, Len:  4, Fitness_tra: 1
Rule 40: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 44: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 48: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: -2
Rule 52: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 54: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3334, Class:  2, CF:0.0659523, Len:  4, Fitness_tra: 0
Rule 56: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 2
Rule 62: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 64: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 65: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 66: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 67: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4251, Class:  0, CF:0.059994, Len:  4, Fitness_tra: -1
Rule 70: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 1
Rule 71: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 72: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4520, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 76: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 77: 7505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0500, Class:  0, CF:0.0401281, Len:  0, Fitness_tra: 0
Rule 79: 3241, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0005, Class:  2, CF:0.0164482, Len:  0, Fitness_tra: 0
Rule 81: 1174, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 83: 0003, Class:  0, CF:0.015561, Len:  1, Fitness_tra: 0
Rule 84: 0260, Class:  0, CF:0.402804, Len:  2, Fitness_tra: -9
Rule 85: 5044, Class:  0, CF:0.141574, Len:  3, Fitness_tra: 2
Rule 86: 3000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4122, Class:  2, CF:0.548004, Len:  4, Fitness_tra: 1
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5000, Class:  0, CF:0.0339843, Len:  1, Fitness_tra: -10
Rule 91: 054c, Class:  0, CF:0.187163, Len:  3, Fitness_tra: -1
Rule 92: e520, Class:  0, CF:0.161541, Len:  3, Fitness_tra: -13
Rule 93: 1123, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2b63, Class:  0, CF:0.826137, Len:  4, Fitness_tra: 3
Rule 95: 3a33, Class:  1, CF:0.679462, Len:  4, Fitness_tra: 8
Rule 96: 200a, Class:  0, CF:0.497807, Len:  2, Fitness_tra: 6
Rule 97: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b273, Class:  0, CF:0.239908, Len:  4, Fitness_tra: -6
Rule 99: 5111, Class:  0, CF:0.467067, Len:  0, Fitness_tra: 0
Rule100: ca36, Class:  0, CF:0.588191, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:22.1795
------Result------
Miss_rate(tra)	:22.1795
Miss_rate(tst)	:12.9032
ARL				:3.24242

------Generation 90------
Rule  1: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 33
Rule  2: 5510, Class:  0, CF:0.870007, Len:  3, Fitness_tra: 26
Rule  3: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  4: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  5: 450b, Class:  0, CF:0.734315, Len:  3, Fitness_tra: 17
Rule  6: 2460, Class:  0, CF:0.682001, Len:  3, Fitness_tra: 14
Rule  7: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 12
Rule  8: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 6
Rule  9: c203, Class:  0, CF:0.794254, Len:  3, Fitness_tra: 11
Rule 10: 5060, Class:  0, CF:0.643477, Len:  2, Fitness_tra: 9
Rule 11: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule 12: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 6
Rule 13: a148, Class:  2, CF:0.891358, Len:  4, Fitness_tra: 7
Rule 14: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 6
Rule 15: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 6
Rule 16: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 0
Rule 17: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 7
Rule 18: 3445, Class:  2, CF:0.748182, Len:  4, Fitness_tra: 10
Rule 19: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 3
Rule 20: 0503, Class:  0, CF:0.635039, Len:  2, Fitness_tra: 2
Rule 21: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 22: 3305, Class:  2, CF:0.961962, Len:  3, Fitness_tra: 4
Rule 23: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 4
Rule 24: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 4
Rule 25: d333, Class:  0, CF:0.917704, Len:  4, Fitness_tra: 3
Rule 26: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 3
Rule 27: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 28: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 3
Rule 29: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 3
Rule 30: 13e3, Class:  2, CF:0.699823, Len:  4, Fitness_tra: 2
Rule 31: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 1
Rule 32: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 2
Rule 33: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 2
Rule 34: 33e5, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 35: 0a36, Class:  1, CF:0.309805, Len:  3, Fitness_tra: 0
Rule 36: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 1
Rule 37: 5ea2, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 38: 3261, Class:  0, CF:0.149393, Len:  4, Fitness_tra: 0
Rule 39: 4293, Class:  0, CF:0.644048, Len:  4, Fitness_tra: 1
Rule 40: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 44: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 48: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: -2
Rule 52: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 54: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3334, Class:  2, CF:0.0659523, Len:  4, Fitness_tra: 0
Rule 56: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 2
Rule 62: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 64: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 65: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 66: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 67: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4251, Class:  0, CF:0.059994, Len:  4, Fitness_tra: -1
Rule 70: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 1
Rule 71: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 72: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4520, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 76: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 77: 7505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0500, Class:  0, CF:0.0401281, Len:  0, Fitness_tra: 0
Rule 79: 3241, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0005, Class:  2, CF:0.0164482, Len:  0, Fitness_tra: 0
Rule 81: 1174, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 83: 0003, Class:  0, CF:0.015561, Len:  1, Fitness_tra: 0
Rule 84: 0260, Class:  0, CF:0.402804, Len:  2, Fitness_tra: -9
Rule 85: 5044, Class:  0, CF:0.141574, Len:  3, Fitness_tra: 2
Rule 86: 3000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4122, Class:  2, CF:0.548004, Len:  4, Fitness_tra: 1
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5000, Class:  0, CF:0.0339843, Len:  1, Fitness_tra: -10
Rule 91: 054c, Class:  0, CF:0.187163, Len:  3, Fitness_tra: -1
Rule 92: e520, Class:  0, CF:0.161541, Len:  3, Fitness_tra: -13
Rule 93: 1123, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2b63, Class:  0, CF:0.826137, Len:  4, Fitness_tra: 3
Rule 95: 3a33, Class:  1, CF:0.679462, Len:  4, Fitness_tra: 8
Rule 96: 200a, Class:  0, CF:0.497807, Len:  2, Fitness_tra: 6
Rule 97: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b273, Class:  0, CF:0.239908, Len:  4, Fitness_tra: -6
Rule 99: 5111, Class:  0, CF:0.467067, Len:  0, Fitness_tra: 0
Rule100: ca36, Class:  0, CF:0.588191, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:22.1795
------Result------
Miss_rate(tra)	:22.1795
Miss_rate(tst)	:12.9032
ARL				:3.24242

------Generation 100------
Rule  1: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 33
Rule  2: 5510, Class:  0, CF:0.870007, Len:  3, Fitness_tra: 26
Rule  3: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  4: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  5: 450b, Class:  0, CF:0.734315, Len:  3, Fitness_tra: 17
Rule  6: 2460, Class:  0, CF:0.682001, Len:  3, Fitness_tra: 14
Rule  7: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 12
Rule  8: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 6
Rule  9: c203, Class:  0, CF:0.794254, Len:  3, Fitness_tra: 11
Rule 10: 5060, Class:  0, CF:0.643477, Len:  2, Fitness_tra: 9
Rule 11: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule 12: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 6
Rule 13: a148, Class:  2, CF:0.891358, Len:  4, Fitness_tra: 7
Rule 14: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 6
Rule 15: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 6
Rule 16: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 0
Rule 17: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 7
Rule 18: 3445, Class:  2, CF:0.748182, Len:  4, Fitness_tra: 10
Rule 19: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 3
Rule 20: 0503, Class:  0, CF:0.635039, Len:  2, Fitness_tra: 2
Rule 21: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 22: 3305, Class:  2, CF:0.961962, Len:  3, Fitness_tra: 4
Rule 23: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 4
Rule 24: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 4
Rule 25: d333, Class:  0, CF:0.917704, Len:  4, Fitness_tra: 3
Rule 26: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 3
Rule 27: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 28: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 3
Rule 29: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 3
