------Generation 0------
Rule  1: 55ff212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 1b135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 81a6555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 183611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d131d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 25a1211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1261128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 91f1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81611c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15fa515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13a6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 286f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1231d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 18f1dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 216f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 123a182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 132f131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 113f331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 111a821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113f491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15fa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 61f3119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15a6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d1f211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 111a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 11a1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1513111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 81ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 12af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1766d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 216f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 21f1513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 81: 16a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1616511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 84: 6000600, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: e1a3558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e13a1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 936a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 163add1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e3f31d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 40af551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 280f004, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2563121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 59f75e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0035021, Class:  1, CF:0.13831, Len:  4, Fitness_tra: -5
Rule 97: 2560900, Class:  1, CF:0.797548, Len:  4, Fitness_tra: 0
Rule 98: 0000902, Class:  1, CF:0.78563, Len:  2, Fitness_tra: -5
Rule 99: 0570020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1dfa9d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.24092
------Result------
Miss_rate(tra)	:9.24092
Miss_rate(tst)	:9.09091
ARL				:5.08333

------Generation 70------
Rule  1: 0125701, Class:  0, CF:0.898003, Len:  5, Fitness_tra: 147
Rule  2: 01000d4, Class:  0, CF:0.702216, Len:  3, Fitness_tra: 55
Rule  3: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 22
Rule  4: 0000004, Class:  0, CF:0.0379846, Len:  1, Fitness_tra: 17
Rule  5: 00000d4, Class:  0, CF:0.279689, Len:  2, Fitness_tra: 15
Rule  6: 6000600, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 55ff212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 251f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 93a1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 28ff1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111131b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1516132, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 12aa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 851f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a923, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 17: 1113185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15f651c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b513d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 111a931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1116111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1d1a916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5116721, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 59a6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1dfa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: d166d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 226a531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 246a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 1161133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 52335c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13ff1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 0
Rule 37: 6d6ad11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 73a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 41: 15aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 913111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11a3211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 15161e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 59f3931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 81a6555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 183611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d131d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 25a1211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1261128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 91f1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81611c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15fa515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13a6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 286f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1231d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 18f1dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 216f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 123a182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 132f131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 113f331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 111a821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113f491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15fa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 61f3119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15a6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d1f211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 111a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 11a1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1513111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 81ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 12af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1766d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 216f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 21f1513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 81: 16a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1616511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 84: 6000600, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: e1a3558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e13a1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 936a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 163add1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e3f31d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 40af551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 280f004, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2563121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 59f75e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0035021, Class:  1, CF:0.13831, Len:  4, Fitness_tra: -5
Rule 97: 2560900, Class:  1, CF:0.797548, Len:  4, Fitness_tra: 0
Rule 98: 0000902, Class:  1, CF:0.78563, Len:  2, Fitness_tra: -5
Rule 99: 0570020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1dfa9d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.24092
------Result------
Miss_rate(tra)	:9.24092
Miss_rate(tst)	:9.09091
ARL				:5.08333

------Generation 80------
Rule  1: 0125701, Class:  0, CF:0.898003, Len:  5, Fitness_tra: 147
Rule  2: 01000d4, Class:  0, CF:0.702216, Len:  3, Fitness_tra: 55
Rule  3: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 22
Rule  4: 0000004, Class:  0, CF:0.0379846, Len:  1, Fitness_tra: 17
Rule  5: 00000d4, Class:  0, CF:0.279689, Len:  2, Fitness_tra: 15
Rule  6: 6000600, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 55ff212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 251f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 93a1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 28ff1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111131b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1516132, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 12aa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 851f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a923, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 17: 1113185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15f651c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b513d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 111a931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1116111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1d1a916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5116721, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 59a6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1dfa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: d166d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 226a531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 246a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 1161133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 52335c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13ff1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 0
Rule 37: 6d6ad11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 73a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 41: 15aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 913111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11a3211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 15161e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 59f3931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 81a6555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 183611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d131d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 25a1211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1261128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 91f1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81611c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15fa515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13a6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 286f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1231d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 18f1dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 216f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 123a182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 132f131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 113f331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 111a821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113f491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15fa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 61f3119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15a6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d1f211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 111a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 11a1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1513111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 81ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 12af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1766d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 216f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 21f1513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 81: 16a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1616511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 84: 6000600, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: e1a3558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e13a1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 936a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 163add1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e3f31d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: e136511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 40af551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 280f004, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2563121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 95: 59f75e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0035021, Class:  1, CF:0.13831, Len:  4, Fitness_tra: -5
Rule 97: 2560900, Class:  1, CF:0.797548, Len:  4, Fitness_tra: 0
Rule 98: 0000902, Class:  1, CF:0.78563, Len:  2, Fitness_tra: -5
Rule 99: 0570020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1dfa9d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.24092
------Result------
Miss_rate(tra)	:9.24092
Miss_rate(tst)	:9.09091
ARL				:5.08333

------Generation 90------
Rule  1: 0125701, Class:  0, CF:0.898003, Len:  5, Fitness_tra: 147
Rule  2: 01000d4, Class:  0, CF:0.702216, Len:  3, Fitness_tra: 55
Rule  3: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 22
Rule  4: 0000004, Class:  0, CF:0.0379846, Len:  1, Fitness_tra: 17
Rule  5: 00000d4, Class:  0, CF:0.279689, Len:  2, Fitness_tra: 15
Rule  6: 6000600, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 55ff212, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 251f511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 93a1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 28ff1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 111131b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1516132, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 12aa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 851f581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a923, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 17: 1113185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15f651c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b513d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 111a931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1116111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1d1a916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 5116721, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 59a6511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1dfa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 26: d166d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 226a531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1141511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 246a125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 113f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 181f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 1161133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 34: 52335c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13ff1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000600, Class:  0, CF:0.261215, Len:  1, Fitness_tra: 0
Rule 37: 6d6ad11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1211121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 73a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 41: 15aa121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 913111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11a3211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 44: 15161e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 59f3931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 81a6555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 183611c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d131d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 25a1211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 513a521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1166d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1261128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 91f1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81611c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 15fa515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13a6582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 286f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1231d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 18f1dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 216f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 123a182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 64: 132f131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 113f331, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 111a821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113f491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 15fa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 61f3119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15a6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1d1f211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 72: 111a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 11a1581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1513111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 81ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 12af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1766d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 216f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 79: 21f1513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
