------Generation 0------
Rule  1: a9718d1591121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 05005d0040800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e400a00091200, Class:  0, CF:0.663651, Len:  6, Fitness_tra: 9
Rule 94: 000e00007e015, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a3250b0d21115, Class:  2, CF:0.623339, Len: 11, Fitness_tra: 1
Rule 96: 05300d0540805, Class:  8, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 0501008490c2d, Class:  4, CF:0.676704, Len:  8, Fitness_tra: 3
Rule 98: 0000e000d000c, Class:  7, CF:0.822946, Len:  3, Fitness_tra: 8
Rule 99: 00001e04d0e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 040d5ce090d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.1661
------Result------
Miss_rate(tra)	:72.1661
Miss_rate(tst)	:76.7677
ARL				:7.24324

------Generation 70------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 11
Rule  2: 0000ec000200c, Class:  7, CF:0.103333, Len:  4, Fitness_tra: 9
Rule  3: e400a00091200, Class:  0, CF:0.663651, Len:  6, Fitness_tra: 0
Rule  4: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 8
Rule  5: 0000e000d000c, Class:  7, CF:0.822946, Len:  3, Fitness_tra: 8
Rule  6: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  7: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  8: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 6
Rule  9: 0d00003000e00, Class:  7, CF:0.981542, Len:  3, Fitness_tra: 6
Rule 10: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 5
Rule 11: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 5
Rule 12: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 0
Rule 13: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule 14: 3161111315c5e, Class:  8, CF:0.818223, Len: 13, Fitness_tra: 4
Rule 15: f1a912111d8d3, Class:  1, CF:0.761109, Len: 13, Fitness_tra: 8
Rule 16: 10600d00932d1, Class:  9, CF:  1, Len:  8, Fitness_tra: 4
Rule 17: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 3
Rule 18: e462521891211, Class:  8, CF:0.295935, Len: 13, Fitness_tra: 1
Rule 19: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 20: 0501008490c2d, Class:  4, CF:0.676704, Len:  8, Fitness_tra: 0
Rule 21: 36a2153354c21, Class: 10, CF:0.897083, Len: 13, Fitness_tra: 2
Rule 22: 1305d11305029, Class:  5, CF:0.964734, Len: 10, Fitness_tra: 0
Rule 23: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 1
Rule 24: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 2
Rule 25: 0e00c90e00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 1
Rule 27: 05300d0540805, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 28: 11a1255c2315e, Class:  6, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 1265211315129, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 0002006c2130a, Class:  6, CF:  1, Len:  7, Fitness_tra: 1
Rule 31: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: a3250b0d21115, Class:  2, CF:0.623339, Len: 11, Fitness_tra: 1
Rule 33: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 34: 0008e00d00000, Class:  7, CF:  1, Len:  3, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000d0800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11612191111d6, Class:  9, CF:0.735733, Len: 13, Fitness_tra: 2
Rule 83: 00000900c0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0002e00d00000, Class:  7, CF:0.0941621, Len:  3, Fitness_tra: -5
Rule 85: b4218115e8d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 244152319de8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1a5251111513, Class:  4, CF:0.148762, Len: 13, Fitness_tra: 2
Rule 88: 71a5898189145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000dd000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b73515c315d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0005000400e00, Class:  1, CF:0.311347, Len:  3, Fitness_tra: -10
Rule 92: 1000100c283ec, Class:  5, CF:0.141946, Len:  8, Fitness_tra: 0
Rule 93: 050e50051011a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0305d013d500c, Class:  4, CF:0.136908, Len:  8, Fitness_tra: -2
Rule 95: f6a955111d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 9
Rule 97: 0000b00952003, Class:  0, CF:0.825739, Len:  5, Fitness_tra: 1
Rule 98: 11315d5c23155, Class:  4, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: f1f1a16992103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0005d10340019, Class:  4, CF:0.663408, Len:  7, Fitness_tra: -2
------Current------
Miss_rate(tra)	:73.5129
------Result------
Miss_rate(tra)	:73.5129
Miss_rate(tst)	:81.8182
ARL				:7.38636

------Generation 80------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 11
Rule  2: 0000ec000200c, Class:  7, CF:0.103333, Len:  4, Fitness_tra: 9
Rule  3: e400a00091200, Class:  0, CF:0.663651, Len:  6, Fitness_tra: 0
Rule  4: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 8
Rule  5: 0000e000d000c, Class:  7, CF:0.822946, Len:  3, Fitness_tra: 8
Rule  6: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  7: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  8: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 6
Rule  9: 0d00003000e00, Class:  7, CF:0.981542, Len:  3, Fitness_tra: 6
Rule 10: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 5
Rule 11: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 5
Rule 12: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 0
Rule 13: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule 14: 3161111315c5e, Class:  8, CF:0.818223, Len: 13, Fitness_tra: 4
Rule 15: f1a912111d8d3, Class:  1, CF:0.761109, Len: 13, Fitness_tra: 8
Rule 16: 10600d00932d1, Class:  9, CF:  1, Len:  8, Fitness_tra: 4
Rule 17: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 3
Rule 18: e462521891211, Class:  8, CF:0.295935, Len: 13, Fitness_tra: 1
Rule 19: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 20: 0501008490c2d, Class:  4, CF:0.676704, Len:  8, Fitness_tra: 0
Rule 21: 36a2153354c21, Class: 10, CF:0.897083, Len: 13, Fitness_tra: 2
Rule 22: 1305d11305029, Class:  5, CF:0.964734, Len: 10, Fitness_tra: 0
Rule 23: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 1
Rule 24: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 2
Rule 25: 0e00c90e00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 1
Rule 27: 05300d0540805, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 28: 11a1255c2315e, Class:  6, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 1265211315129, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 0002006c2130a, Class:  6, CF:  1, Len:  7, Fitness_tra: 1
Rule 31: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: a3250b0d21115, Class:  2, CF:0.623339, Len: 11, Fitness_tra: 1
Rule 33: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 34: 0008e00d00000, Class:  7, CF:  1, Len:  3, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000d0800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11612191111d6, Class:  9, CF:0.735733, Len: 13, Fitness_tra: 2
Rule 83: 00000900c0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0002e00d00000, Class:  7, CF:0.0941621, Len:  3, Fitness_tra: -5
Rule 85: b4218115e8d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 244152319de8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1a5251111513, Class:  4, CF:0.148762, Len: 13, Fitness_tra: 2
Rule 88: 71a5898189145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000dd000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b73515c315d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0005000400e00, Class:  1, CF:0.311347, Len:  3, Fitness_tra: -10
Rule 92: 1000100c283ec, Class:  5, CF:0.141946, Len:  8, Fitness_tra: 0
Rule 93: 050e50051011a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0305d013d500c, Class:  4, CF:0.136908, Len:  8, Fitness_tra: -2
Rule 95: f6a955111d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 9
Rule 97: 0000b00952003, Class:  0, CF:0.825739, Len:  5, Fitness_tra: 1
Rule 98: 11315d5c23155, Class:  4, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: f1f1a16992103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0005d10340019, Class:  4, CF:0.663408, Len:  7, Fitness_tra: -2
------Current------
Miss_rate(tra)	:73.5129
------Result------
Miss_rate(tra)	:73.5129
Miss_rate(tst)	:81.8182
ARL				:7.38636

------Generation 90------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 11
Rule  2: 0000ec000200c, Class:  7, CF:0.103333, Len:  4, Fitness_tra: 9
Rule  3: e400a00091200, Class:  0, CF:0.663651, Len:  6, Fitness_tra: 0
Rule  4: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 8
Rule  5: 0000e000d000c, Class:  7, CF:0.822946, Len:  3, Fitness_tra: 8
Rule  6: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  7: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  8: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 6
Rule  9: 0d00003000e00, Class:  7, CF:0.981542, Len:  3, Fitness_tra: 6
Rule 10: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 5
Rule 11: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 5
Rule 12: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 0
Rule 13: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule 14: 3161111315c5e, Class:  8, CF:0.818223, Len: 13, Fitness_tra: 4
Rule 15: f1a912111d8d3, Class:  1, CF:0.761109, Len: 13, Fitness_tra: 8
Rule 16: 10600d00932d1, Class:  9, CF:  1, Len:  8, Fitness_tra: 4
Rule 17: 0000500050e00, Class:  8, CF:  1, Len:  3, Fitness_tra: 3
Rule 18: e462521891211, Class:  8, CF:0.295935, Len: 13, Fitness_tra: 1
Rule 19: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 20: 0501008490c2d, Class:  4, CF:0.676704, Len:  8, Fitness_tra: 0
Rule 21: 36a2153354c21, Class: 10, CF:0.897083, Len: 13, Fitness_tra: 2
Rule 22: 1305d11305029, Class:  5, CF:0.964734, Len: 10, Fitness_tra: 0
Rule 23: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 1
Rule 24: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 2
Rule 25: 0e00c90e00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 26: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 1
Rule 27: 05300d0540805, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 28: 11a1255c2315e, Class:  6, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 1265211315129, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 0002006c2130a, Class:  6, CF:  1, Len:  7, Fitness_tra: 1
Rule 31: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: a3250b0d21115, Class:  2, CF:0.623339, Len: 11, Fitness_tra: 1
Rule 33: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 34: 0008e00d00000, Class:  7, CF:  1, Len:  3, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000d0800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11612191111d6, Class:  9, CF:0.735733, Len: 13, Fitness_tra: 2
Rule 83: 00000900c0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0002e00d00000, Class:  7, CF:0.0941621, Len:  3, Fitness_tra: -5
Rule 85: b4218115e8d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 244152319de8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1a5251111513, Class:  4, CF:0.148762, Len: 13, Fitness_tra: 2
Rule 88: 71a5898189145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000dd000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b73515c315d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0005000400e00, Class:  1, CF:0.311347, Len:  3, Fitness_tra: -10
Rule 92: 1000100c283ec, Class:  5, CF:0.141946, Len:  8, Fitness_tra: 0
Rule 93: 050e50051011a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0305d013d500c, Class:  4, CF:0.136908, Len:  8, Fitness_tra: -2
Rule 95: f6a955111d512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e400a00091000, Class:  0, CF:0.707783, Len:  5, Fitness_tra: 9
Rule 97: 0000b00952003, Class:  0, CF:0.825739, Len:  5, Fitness_tra: 1
Rule 98: 11315d5c23155, Class:  4, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: f1f1a16992103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0005d10340019, Class:  4, CF:0.663408, Len:  7, Fitness_tra: -2
------Current------
Miss_rate(tra)	:73.5129
------Result------
Miss_rate(tra)	:73.5129
Miss_rate(tst)	:81.8182
ARL				:7.38636

------Generation 100------
