------Generation 0------
Rule  1: e151119c11511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 91152213cd112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1131511145242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 115111c981111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2251152122112, Class:  0, CF:0.986188, Len: 13, Fitness_tra: 0
Rule 86: 5151111181191, Class:  0, CF:0.963252, Len: 13, Fitness_tra: 0
Rule 87: 1251151882111, Class:  2, CF:0.695182, Len: 13, Fitness_tra: 0
Rule 88: 8000000007007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00d0007080405, Class:  0, CF:0.994416, Len:  5, Fitness_tra: 0
Rule 90: 1111182121512, Class:  0, CF:0.35757, Len: 13, Fitness_tra: 0
Rule 91: dd95522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 110001b007501, Class:  1, CF:0.987179, Len:  7, Fitness_tra: 1
Rule 93: c21d01c1dc051, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 94: 1111817101512, Class:  1, CF:0.727037, Len: 12, Fitness_tra: 0
Rule 95: 2105010d5b511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 355595112c102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1855815112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10571ec070504, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 341e115c951ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.8246
------Result------
Miss_rate(tra)	:29.8246
Miss_rate(tst)	:13.8889
ARL				:10.4394

------Generation 80------
Rule  1: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 34
Rule  2: 3000000000004, Class:  1, CF:0.499021, Len:  2, Fitness_tra: 19
Rule  3: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 16
Rule  4: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 11
Rule  5: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 11
Rule  6: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 7
Rule  7: 2000000004004, Class:  0, CF:0.221456, Len:  3, Fitness_tra: 3
Rule  8: 1000012800500, Class:  1, CF:0.791359, Len:  5, Fitness_tra: 1
Rule  9: 000900000b004, Class:  1, CF:0.426714, Len:  3, Fitness_tra: 1
Rule 10: 000050000000d, Class:  0, CF:0.962261, Len:  2, Fitness_tra: 1
Rule 11: 000000c070500, Class:  1, CF:0.1344, Len:  3, Fitness_tra: 0
Rule 12: 3101007001004, Class:  1, CF:0.909809, Len:  6, Fitness_tra: 1
Rule 13: 110001b007501, Class:  1, CF:0.987179, Len:  7, Fitness_tra: 1
Rule 14: 34125912d15e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 121285d152111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1111595115191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 111d114529422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1152115252595, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 9112215112511, Class:  0, CF:0.782391, Len: 13, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9151222915221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1251151114112, Class:  0, CF:0.930137, Len: 13, Fitness_tra: 0
Rule 83: 55155c11c1228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8255288112111, Class:  0, CF:0.3349, Len: 13, Fitness_tra: 0
Rule 85: 1181111217511, Class:  1, CF:0.930729, Len: 13, Fitness_tra: 0
Rule 86: 8000000004004, Class:  0, CF:0.196644, Len:  3, Fitness_tra: 0
Rule 87: 000000c070500, Class:  1, CF:0.1344, Len:  0, Fitness_tra: 0
Rule 88: 5111111882532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 115514b111212, Class:  1, CF:0.0231275, Len: 13, Fitness_tra: 0
Rule 90: 5255151512812, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 8151115117214, Class:  0, CF:0.98544, Len: 13, Fitness_tra: 0
Rule 92: e15515111c151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3c5cc9511151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5291119115596, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8e0000002c104, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 96: 21a0003000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 97: 300000c010500, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 98: 25558185b411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3151c21181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 1251235218d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.2398
------Result------
Miss_rate(tra)	:29.2398
Miss_rate(tst)	:13.8889
ARL				:10.1194

------Generation 90------
Rule  1: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 44
Rule  2: 3000000000004, Class:  1, CF:0.499021, Len:  2, Fitness_tra: 9
Rule  3: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 14
Rule  4: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 14
Rule  5: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 4
Rule  6: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 5
Rule  7: 2000000004004, Class:  0, CF:0.221456, Len:  3, Fitness_tra: 1
Rule  8: 300000c010500, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule  9: 0009000000d00, Class:  1, CF:0.943908, Len:  2, Fitness_tra: 1
Rule 10: 0020000000092, Class:  0, CF:0.778085, Len:  3, Fitness_tra: 0
Rule 11: 1000012800500, Class:  1, CF:0.791359, Len:  5, Fitness_tra: 0
Rule 12: 3101007001004, Class:  1, CF:0.909809, Len:  6, Fitness_tra: 1
Rule 13: 110001b007501, Class:  1, CF:0.987179, Len:  7, Fitness_tra: 1
Rule 14: 21a0003000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 15: 000050000000d, Class:  0, CF:0.962261, Len:  2, Fitness_tra: 0
Rule 16: 000000c070500, Class:  1, CF:0.1344, Len:  3, Fitness_tra: 0
Rule 17: 111d114529422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1152115252595, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 9112215112511, Class:  0, CF:0.782391, Len: 13, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 51d58cb521212, Class:  0, CF:0.342847, Len: 13, Fitness_tra: 0
Rule 82: 1221211112112, Class:  2, CF:0.886054, Len: 13, Fitness_tra: 0
Rule 83: 8185112811131, Class:  2, CF:0.79733, Len: 13, Fitness_tra: 0
Rule 84: 1151118112117, Class:  0, CF:0.672114, Len: 13, Fitness_tra: 0
Rule 85: 511111be21811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 22d1118152112, Class:  0, CF:0.988467, Len: 13, Fitness_tra: 0
Rule 87: 51112d5d11117, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 181125185111b, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0c0000c004554, Class:  1, CF:0.466041, Len:  0, Fitness_tra: 0
Rule 90: 000000c000000, Class:  0, CF:0.267227, Len:  1, Fitness_tra: 8
Rule 91: 112671a181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1010090017191, Class:  0, CF:0.426522, Len:  8, Fitness_tra: 0
Rule 93: 1b11811688225, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 1210103601065, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 06d5112185000, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 96: 8111002000224, Class:  0, CF:0.891264, Len:  8, Fitness_tra: 0
Rule 97: 1555112125112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 525141d11224c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 300000c000000, Class:  1, CF:0.992598, Len:  2, Fitness_tra: 20
Rule100: 5300100101011, Class:  0, CF:0.40998, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.1462
------Result------
Miss_rate(tra)	:25.1462
Miss_rate(tst)	:13.8889
ARL				:9.84932

------Generation 100------
Rule  1: 2000003000000, Class:  2, CF:0.61137, Len:  2, Fitness_tra: 47
Rule  2: 300000c000000, Class:  1, CF:0.992598, Len:  2, Fitness_tra: 20
Rule  3: 8000000000002, Class:  0, CF:0.409002, Len:  2, Fitness_tra: 14
Rule  4: 0000008004050, Class:  0, CF:0.791927, Len:  3, Fitness_tra: 14
Rule  5: 3000000000004, Class:  1, CF:0.499021, Len:  2, Fitness_tra: 8
Rule  6: 000000c000000, Class:  0, CF:0.267227, Len:  1, Fitness_tra: 8
Rule  7: c00000c000002, Class:  0, CF:0.667112, Len:  3, Fitness_tra: 5
Rule  8: 8000000007004, Class:  0, CF:0.369094, Len:  3, Fitness_tra: 4
Rule  9: 0009000000d00, Class:  1, CF:0.943908, Len:  2, Fitness_tra: 1
Rule 10: 3101007001004, Class:  1, CF:0.909809, Len:  6, Fitness_tra: 1
Rule 11: 110001b007501, Class:  1, CF:0.987179, Len:  7, Fitness_tra: 1
Rule 12: 21a0003000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 2000000004004, Class:  0, CF:0.221456, Len:  3, Fitness_tra: 1
Rule 14: 300000c010500, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 000050000000d, Class:  0, CF:0.962261, Len:  2, Fitness_tra: 0
Rule 16: 000000c070500, Class:  1, CF:0.1344, Len:  3, Fitness_tra: 0
Rule 17: 111d114529422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1152115252595, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 9112215112511, Class:  0, CF:0.782391, Len: 13, Fitness_tra: 0
Rule 20: 2155112151514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 8181211821132, Class:  2, CF:0.974576, Len: 13, Fitness_tra: 0
Rule 22: 1215211281511, Class:  1, CF:0.998456, Len: 13, Fitness_tra: 0
Rule 23: 1151151115151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 6111531212815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9412155c551e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1212187621415, Class:  0, CF:0.996898, Len: 13, Fitness_tra: 0
Rule 27: 5155c22118c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1115212125721, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 000ae60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9112111c52d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 51d52221c112c, Class:  1, CF:0.861841, Len: 13, Fitness_tra: 0
Rule 32: 3151221181111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 59d5124125211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 1198193181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121d11c112151, Class:  1, CF:0.959352, Len: 13, Fitness_tra: 0
Rule 36: 31d5112125242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 5155822112112, Class:  2, CF:0.401126, Len: 13, Fitness_tra: 0
Rule 38: 31d11c7111141, Class:  1, CF:0.981141, Len: 13, Fitness_tra: 0
Rule 39: 812d212181191, Class:  0, CF:0.537744, Len: 13, Fitness_tra: 0
Rule 40: 1115412511552, Class:  1, CF:0.975043, Len: 13, Fitness_tra: 0
Rule 41: 5231155511131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 34d151dc1851d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 155188b12111c, Class:  0, CF:0.970289, Len: 13, Fitness_tra: 0
Rule 44: 355815112c131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3151519151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8215215551214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111211115228, Class:  0, CF:0.375804, Len: 13, Fitness_tra: 0
Rule 48: 129551d5115d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d595522245118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11518c1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0c0000c004554, Class:  1, CF:0.466041, Len:  6, Fitness_tra: 0
Rule 52: 1155215112112, Class:  1, CF:0.994752, Len: 13, Fitness_tra: 0
Rule 53: 15d1121122118, Class:  0, CF:0.751788, Len: 13, Fitness_tra: 0
Rule 54: 1225112212111, Class:  2, CF:0.73428, Len: 13, Fitness_tra: 0
Rule 55: 2455218524114, Class:  0, CF:0.987786, Len: 13, Fitness_tra: 0
Rule 56: 5331111121111, Class:  1, CF:0.0550762, Len: 13, Fitness_tra: 0
Rule 57: 0700000000d50, Class:  0, CF:0.127133, Len:  3, Fitness_tra: 0
Rule 58: 11314171c141c, Class:  1, CF:0.232864, Len: 13, Fitness_tra: 0
Rule 59: 3c11195111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11111422c8cb2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: c00d000000092, Class:  0, CF:0.722264, Len:  4, Fitness_tra: 0
Rule 62: 1112115111132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 91518c2dc5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d155121134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3135115111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11511e3c55131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5395821612811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121112881531, Class:  1, CF:0.986464, Len: 13, Fitness_tra: 0
Rule 69: 1c11851188115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 12514c1112112, Class:  2, CF:0.11372, Len: 13, Fitness_tra: 0
Rule 71: 5511111123118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 311821d812d13, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: c251151d12294, Class:  0, CF:0.923019, Len: 13, Fitness_tra: 0
Rule 74: 1211235211d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111181111111, Class:  1, CF:0.635315, Len: 13, Fitness_tra: 0
Rule 76: 115dc84925111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000cc084550, Class:  0, CF:0.621137, Len:  6, Fitness_tra: 0
Rule 78: 1191115211511, Class:  0, CF:0.79329, Len: 13, Fitness_tra: 0
Rule 79: 1251119111593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113588411c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5111827315111, Class:  2, CF:0.981714, Len: 13, Fitness_tra: 0
Rule 82: 52111d1512c37, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1115117115242, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 000000c0b0500, Class:  1, CF:0.0234792, Len:  3, Fitness_tra: 0
Rule 85: 1211212211114, Class:  2, CF:0.145351, Len: 13, Fitness_tra: 0
Rule 86: 2411251821191, Class:  0, CF:0.517024, Len: 13, Fitness_tra: 0
Rule 87: 1255211312811, Class:  1, CF:0.962251, Len: 13, Fitness_tra: 0
Rule 88: 9151184921882, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 1811111811511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 11d8147111111, Class:  1, CF:0.331953, Len: 13, Fitness_tra: 0
Rule 91: 215811d812513, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 5111136212118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 870b000001052, Class:  0, CF:0.984098, Len:  6, Fitness_tra: 0
Rule 94: 8000000d00002, Class:  2, CF:0.52295, Len:  3, Fitness_tra: 0
Rule 95: 1215402601052, Class:  1, CF:0.953835, Len: 10, Fitness_tra: 0
