------Generation 0------
Rule  1: 2cd5222321112, Class:  2, CF:0.937587, Len: 13, Fitness_tra: 0
Rule100: 51511ca1c11bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2222
------Result------
Miss_rate(tra)	:22.2222
Miss_rate(tst)	:25
ARL				:11.5921

------Generation 80------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 44
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 22
Rule  3: 000000c0b0500, Class:  1, CF:0.176097, Len:  3, Fitness_tra: 2
Rule  4: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 0
Rule  5: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 1
Rule  6: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 4
Rule  7: 1111111321241, Class:  1, CF:0.735956, Len: 13, Fitness_tra: 0
Rule  8: 1001a00011d12, Class:  1, CF:0.823336, Len:  8, Fitness_tra: 0
Rule  9: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule 10: 100110c011510, Class:  1, CF:0.648036, Len:  8, Fitness_tra: 1
Rule 11: 201511c100151, Class:  1, CF:0.973986, Len: 10, Fitness_tra: 0
Rule 12: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 12
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1211218381551, Class:  0, CF:0.388834, Len: 13, Fitness_tra: 0
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 52511c4115515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 1111121c12511, Class:  1, CF:0.846445, Len: 13, Fitness_tra: 0
Rule 82: 1111c15812132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1159c58121194, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 52151c2e22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1225c12222111, Class:  2, CF:0.570145, Len: 13, Fitness_tra: 0
Rule 86: 11d5117521421, Class:  1, CF:0.968347, Len: 13, Fitness_tra: 0
Rule 87: 1111211111b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 91558c7183111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 11152551115e1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 1111c111141d1, Class:  0, CF:0.670663, Len: 13, Fitness_tra: 0
Rule 91: 00502083d20b0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 100150c811102, Class:  0, CF:0.383701, Len:  9, Fitness_tra: 0
Rule 93: 11111211c5478, Class:  0, CF:0.293254, Len: 13, Fitness_tra: 0
Rule 94: 7111212118722, Class:  0, CF:0.6955, Len: 13, Fitness_tra: 0
Rule 95: 1111c11112722, Class:  0, CF:0.62314, Len: 13, Fitness_tra: 0
Rule 96: 0000007000407, Class:  1, CF:0.20412, Len:  3, Fitness_tra: 42
Rule 97: 511981132121c, Class:  1, CF:0.984783, Len: 13, Fitness_tra: 0
Rule 98: 1111cc151c542, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 080151c800002, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 51511ca1c11bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2222
------Result------
Miss_rate(tra)	:22.2222
Miss_rate(tst)	:25
ARL				:11.5921

------Generation 90------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 44
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 22
Rule  3: 000000c0b0500, Class:  1, CF:0.176097, Len:  3, Fitness_tra: 2
Rule  4: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 0
Rule  5: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 1
Rule  6: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 4
Rule  7: 1111111321241, Class:  1, CF:0.735956, Len: 13, Fitness_tra: 0
Rule  8: 1001a00011d12, Class:  1, CF:0.823336, Len:  8, Fitness_tra: 0
Rule  9: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule 10: 100110c011510, Class:  1, CF:0.648036, Len:  8, Fitness_tra: 1
Rule 11: 201511c100151, Class:  1, CF:0.973986, Len: 10, Fitness_tra: 0
Rule 12: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 12
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1211218381551, Class:  0, CF:0.388834, Len: 13, Fitness_tra: 0
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 52511c4115515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 1111121c12511, Class:  1, CF:0.846445, Len: 13, Fitness_tra: 0
Rule 82: 1111c15812132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1159c58121194, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 52151c2e22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1225c12222111, Class:  2, CF:0.570145, Len: 13, Fitness_tra: 0
Rule 86: 11d5117521421, Class:  1, CF:0.968347, Len: 13, Fitness_tra: 0
Rule 87: 1111211111b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 91558c7183111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 11152551115e1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 1111c111141d1, Class:  0, CF:0.670663, Len: 13, Fitness_tra: 0
Rule 91: 00502083d20b0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 100150c811102, Class:  0, CF:0.383701, Len:  9, Fitness_tra: 0
Rule 93: 11111211c5478, Class:  0, CF:0.293254, Len: 13, Fitness_tra: 0
Rule 94: 7111212118722, Class:  0, CF:0.6955, Len: 13, Fitness_tra: 0
Rule 95: 1111c11112722, Class:  0, CF:0.62314, Len: 13, Fitness_tra: 0
Rule 96: 0000007000407, Class:  1, CF:0.20412, Len:  3, Fitness_tra: 42
Rule 97: 511981132121c, Class:  1, CF:0.984783, Len: 13, Fitness_tra: 0
Rule 98: 1111cc151c542, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 080151c800002, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 51511ca1c11bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2222
------Result------
Miss_rate(tra)	:22.2222
Miss_rate(tst)	:25
ARL				:11.5921

------Generation 100------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 44
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 22
Rule  3: 000000c0b0500, Class:  1, CF:0.176097, Len:  3, Fitness_tra: 2
Rule  4: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 0
Rule  5: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 1
Rule  6: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 4
Rule  7: 1111111321241, Class:  1, CF:0.735956, Len: 13, Fitness_tra: 0
Rule  8: 1001a00011d12, Class:  1, CF:0.823336, Len:  8, Fitness_tra: 0
Rule  9: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule 10: 100110c011510, Class:  1, CF:0.648036, Len:  8, Fitness_tra: 1
Rule 11: 201511c100151, Class:  1, CF:0.973986, Len: 10, Fitness_tra: 0
Rule 12: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 12
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1211218381551, Class:  0, CF:0.388834, Len: 13, Fitness_tra: 0
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 52511c4115515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 1111121c12511, Class:  1, CF:0.846445, Len: 13, Fitness_tra: 0
Rule 82: 1111c15812132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1159c58121194, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 52151c2e22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1225c12222111, Class:  2, CF:0.570145, Len: 13, Fitness_tra: 0
Rule 86: 11d5117521421, Class:  1, CF:0.968347, Len: 13, Fitness_tra: 0
Rule 87: 1111211111b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 91558c7183111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 11152551115e1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 1111c111141d1, Class:  0, CF:0.670663, Len: 13, Fitness_tra: 0
Rule 91: 00502083d20b0, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 100150c811102, Class:  0, CF:0.383701, Len:  9, Fitness_tra: 0
Rule 93: 11111211c5478, Class:  0, CF:0.293254, Len: 13, Fitness_tra: 0
Rule 94: 7111212118722, Class:  0, CF:0.6955, Len: 13, Fitness_tra: 0
Rule 95: 1111c11112722, Class:  0, CF:0.62314, Len: 13, Fitness_tra: 0
Rule 96: 0000007000407, Class:  1, CF:0.20412, Len:  3, Fitness_tra: 42
Rule 97: 511981132121c, Class:  1, CF:0.984783, Len: 13, Fitness_tra: 0
Rule 98: 1111cc151c542, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 080151c800002, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 51511ca1c11bc, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2222
------Result------
Miss_rate(tra)	:22.2222
Miss_rate(tst)	:25
ARL				:11.5921

------Generation 200------
Rule  1: 0000007000407, Class:  1, CF:0.20412, Len:  3, Fitness_tra: 33
Rule  2: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 32
Rule  3: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 24
Rule  4: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 12
Rule  5: 800070000c007, Class:  2, CF:0.565928, Len:  4, Fitness_tra: 12
Rule  6: 7181002001000, Class:  1, CF:0.479796, Len:  6, Fitness_tra: 9
Rule  7: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 5
Rule  8: 000000c0b0500, Class:  1, CF:0.176097, Len:  3, Fitness_tra: 1
Rule  9: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 0
Rule 10: 80e0804040000, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
